limited, limited, <quite>
confused, blurry, <very>
confused, confusing, <pretty>
confused, confusing, <a little>
heard, heard, <ever>
ferociously, thus, <so>
intelligible, clearer, <more>
ill-treated, ill-treated, <otherwise>
ill-treated, mistreated, <otherwise>
productive, profitable, <very>
productive, productive, <highly>
productive, productive, <very>
productive, productive, <most>
productive, productive, <economically>
productive, unproductive, <highly>
productive, unproductive, <more>
productive, helpful, <very>
productive, effective, <very>
productive, efficient, <more>
productive, valuable, <very>
productive, fruitful, <highly>
productive, fruitful, <very>
productive, fruitful, <more>
productive, better, <most>
productive, successful, <very>
productive, rewarding, <very>
productive, counterproductive, <highly>
productive, invaluable, <very>
productive, useful, <very>
productive, best, <most>
bankrupt, ridiculous, <morally>
bankrupt, preposterous, <morally>
divided, equivalent, <equally>
divided, shared, <somewhat>
divided, divided, <somewhat>
divided, mixed, <somewhat>
divided, equal, <equally>
vital, seminal, <absolutely>
vital, seminal, <therefore>
vital, major, <most>
vital, larger, <most>
vital, significant, <absolutely>
vital, absolutely, <absolutely>
vital, integral, <absolutely>
vital, primary, <absolutely>
vital, urgent, <absolutely>
vital, substantial, <absolutely>
vital, desperate, <absolutely>
vital, principal, <most>
vital, indispensible, <absolutely>
vital, conclusive, <quite>
vital, conclusive, <absolutely>
vital, indispensable, <absolutely>
vital, indispensable, <indeed>
vital, indispensable, <therefore>
vital, unavoidable, <absolutely>
vital, crucial, <absolutely>
vital, crucial, <very>
vital, crucial, <most>
vital, crucial, <therefore>
vital, crucial, <quite>
vital, crucial, <as>
vital, vital, <absolutely>
vital, vital, <very>
vital, vital, <most>
vital, vital, <quite>
vital, vital, <therefore>
vital, vital, <particularly>
vital, pivotal, <absolutely>
vital, pivotal, <most>
vital, pivotal, <therefore>
vital, pivotal, <particularly>
vital, inalienable, <absolutely>
vital, basic, <absolutely>
vital, basic, <most>
vital, imperative, <absolutely>
vital, imperative, <most>
vital, imperative, <therefore>
vital, decisive, <absolutely>
vital, decisive, <quite>
vital, decisive, <most>
vital, absolute, <absolutely>
vital, absolute, <so>
vital, prerequisite, <absolutely>
vital, greatest, <most>
vital, paramount, <most>
vital, paramount, <absolutely>
vital, paramount, <very>
vital, paramount, <more>
vital, paramount, <therefore>
vital, paramount, <as>
vital, greater, <most>
vital, inconclusive, <quite>
vital, largest, <most>
vital, largest, <more>
vital, instrumental, <quite>
vital, instrumental, <absolutely>
vital, instrumental, <therefore>
vital, primordial, <absolutely>
vital, important, <very>
vital, important, <absolutely>
vital, important, <more>
vital, important, <so>
vital, key, <absolutely>
vital, key, <most>
vital, key, <therefore>
vital, central, <absolutely>
vital, inevitable, <absolutely>
vital, bigger, <most>
vital, prominent, <absolutely>
vital, main, <most>
vital, necessary, <absolutely>
vital, cardinal, <absolutely>
vital, cardinal, <therefore>
vital, indisputable, <absolutely>
vital, critical, <very>
vital, critical, <absolutely>
vital, critical, <most>
vital, critical, <quite>
vital, critical, <particularly>
vital, critical, <therefore>
vital, critical, <as>
vital, fundamental, <absolutely>
vital, fundamental, <most>
vital, fundamental, <therefore>
vital, invaluable, <absolutely>
vital, unfettered, <so>
vital, essential, <absolutely>
vital, essential, <most>
vital, essential, <indeed>
vital, essential, <therefore>
vital, essential, <particularly>
optimal, optimal, <most>
optimal, optimum, <most>
optimal, best, <most>
optimal, brighter, <more>
unbelievable, insane, <totally>
unbelievable, insane, <most>
unbelievable, insane, <just>
unbelievable, -lncredible, <totally>
unbelievable, -lncredible, <most>
unbelievable, -lncredible, <just>
unbelievable, unbelievable, <quite>
unbelievable, unbelievable, <totally>
unbelievable, unbelievable, <really>
unbelievable, unbelievable, <most>
unbelievable, unbelievable, <just>
unbelievable, astonishing, <totally>
unbelievable, astonishing, <most>
unbelievable, astonishing, <just>
unbelievable, remarkable, <just>
unbelievable, incredible, <quite>
unbelievable, incredible, <totally>
unbelievable, incredible, <most>
unbelievable, incredible, <just>
unbelievable, phenomenal, <totally>
unbelievable, phenomenal, <most>
unbelievable, awesome, <most>
unbelievable, awesome, <totally>
unbelievable, awesome, <just>
unbelievable, astounding, <most>
unbelievable, astounding, <totally>
unbelievable, astounding, <just>
unbelievable, fantastic, <totally>
unbelievable, fantastic, <most>
unbelievable, fantastic, <just>
unbelievable, crazy, <just>
unbelievable, terrific, <totally>
unbelievable, terrific, <most>
unbelievable, terrific, <just>
unbelievable, extraordinary, <quite>
unbelievable, extraordinary, <just>
unbelievable, amazing, <most>
unbelievable, amazing, <totally>
unbelievable, amazing, <really>
unbelievable, unreal, <totally>
unbelievable, unreal, <most>
unbelievable, unreal, <just>
unbelievable, staggering, <most>
unbelievable, staggering, <totally>
unbelievable, wonderful, <just>
illicit, illegal, <so>
illicit, impermissible, <so>
illicit, unlawful, <so>
information, more, <more>
impartial, impartial, <completely>
impartial, impartial, <politically>
impartial, unbiased, <completely>
impartial, unbiased, <politically>
impartial, even-handed, <completely>
impartial, even-handed, <politically>
impartial, fair, <completely>
impartial, non-partisan, <politically>
designed, sound, <appropriately>
designed, sound, <properly>
designed, sound, <suitably>
designed, perfect, <properly>
designed, satisfactory, <well>
designed, imperfect, <well>
designed, ill-conceived, <poorly>
designed, ill-conceived, <badly>
designed, unsound, <properly>
designed, unsound, <well>
designed, developed, <so>
designed, developed, <properly>
designed, prepared, <so>
designed, specific, <specifically>
designed, specific, <specially>
designed, well-designed, <well>
designed, well-designed, <appropriately>
designed, well-designed, <suitably>
designed, well-designed, <properly>
designed, complete, <well>
designed, complete, <properly>
designed, special, <specially>
designed, intended, <so>
destructive, destructive, <most>
destructive, destructive, <extremely>
guys, distressed, <sorry ,>
guys, sorry, <sorry ,>
guys, s-sorry, <sorry ,>
guys, inexcusable, <sorry ,>
guys, sorr, <sorry ,>
disagreeable, unattractive, <very>
natural, right, <only>
natural, customary, <only>
natural, fair, <only>
natural, abnormal, <quite>
natural, abnormal, <only>
natural, logical, <quite>
natural, logical, <only>
natural, human, <very>
natural, proper, <only>
natural, fine, <only>
natural, unusual, <quite>
natural, unusual, <only>
natural, naturalistic, <only>
natural, naturalistic, <quite>
natural, naturalistic, <very>
natural, naturalistic, <totally>
natural, naturalistic, <perfectly>
natural, justifiable, <only>
natural, fitting, <quite>
natural, nominal, <only>
natural, routine, <quite>
natural, ordinary, <quite>
natural, ordinary, <only>
natural, ordinary, <perfectly>
natural, naturally, <only>
natural, naturally, <quite>
natural, okay, <only>
natural, clean, <only>
natural, normal, <only>
natural, normal, <quite>
natural, normal, <perfectly>
natural, normal, <as>
natural, standard, <quite>
natural, wild, <only>
natural, wrong, <only>
natural, regular, <quite>
natural, understandable, <quite>
natural, understandable, <only>
natural, understandable, <very>
natural, above-board, <quite>
natural, above-board, <only>
natural, self-evident, <only>
natural, illogical, <only>
natural, natural, <only>
natural, natural, <very>
natural, natural, <quite>
natural, natural, <perfectly>
natural, natural, <totally>
natural, obvious, <only>
natural, reasonable, <only>
natural, alright, <quite>
natural, inherent, <only>
natural, inherent, <totally>
natural, inherent, <very>
natural, inherent, <perfectly>
natural, weird, <quite>
natural, usual, <perfectly>
natural, usual, <quite>
natural, usual, <only>
natural, spontaneous, <only>
natural, typical, <quite>
natural, typical, <perfectly>
natural, typical, <only>
liquid, illiquid, <most>
liquid, illiquid, <more>
conscious, conscious, <even>
conscious, realizing, <even>
conscious, recognizing, <even>
conscious, aware, <even>
conscious, ecological, <environmentally>
conscious, green, <environmentally>
conscious, cognizant, <even>
explicit, unambiguous, <very>
explicit, precise, <very>
explicit, accurate, <very>
explicit, evident, <very>
explicit, evident, <more>
explicit, straightforward, <very>
explicit, straightforward, <more>
explicit, plain, <very>
explicit, clear, <very>
explicit, clear, <more>
explicit, apparent, <very>
explicit, clearer, <more>
explicit, clearer, <most>
explicit, obvious, <very>
explicit, self-explanatory, <sufficiently>
explicit, self-explanatory, <more>
so, smaller, <less>
so, slower, <less>
so, less, <more>
so, strongest, <more>
so, weaker, <less>
so, farther, <more>
so, wider, <more>
so, further, <more>
so, still, <more>
so, tougher, <more>
so, yet, <more>
so, greater, <more>
so, again, <more>
so, anymore, <more>
so, extra, <more>
so, least, <less>
so, shorter, <less>
so, shorter, <more>
so, brighter, <more>
so, smallest, <more>
so, largest, <more>
so, greatest, <more>
so, minor, <less>
so, more, <less>
so, lowest, <less>
so, worse, <less>
so, worse, <more>
so, mostly, <more>
so, younger, <less>
so, else, <more>
so, most, <more>
so, alone, <less>
so, cheaper, <less>
so, furthest, <more>
so, lower, <less>
so, older, <more>
so, larger, <more>
so, stronger, <more>
so, fewer, <less>
so, lesser, <less>
so, below, <less>
so, either, <more>
so, higher, <more>
so, minus, <less>
so, deeper, <more>
african, nigeria, <west>
african, east, <eastern>
african, east, <east>
african, french, <french-speaking>
african, african, <west>
african, african, <east>
african, african, <many>
tall, high, <moderately>
tall, taller, <very>
tall, taller, <as>
tall, taller, <that>
tall, tremendous, <so>
tall, great, <very>
tall, large, <very>
tall, tall, <very>
tall, gigantic, <so>
tall, overwhelming, <so>
tall, vast, <so>
typical, traditional, <so>
typical, conventional, <so>
typical, classic, <so>
typical, classical, <so>
typical, typical, <very>
typical, typical, <fairly>
cute, beautiful, <so>
cute, beautiful, <quite>
cute, beautiful, <really>
cute, beautiful, <pretty>
cute, beautiful, <kinda>
cute, beautiful, <very>
cute, cute, <quite>
cute, cute, <pretty>
cute, cute, <really>
cute, cute, <very>
cute, cute, <real>
cute, cute, <too>
cute, cute, <kind of>
cute, cute, <kinda>
cute, cute, <awfully>
cute, fantastic, <so>
cute, beautifui, <so>
cute, nicer, <really>
cute, sweet, <so>
cute, sweet, <quite>
cute, sweet, <really>
cute, sweet, <pretty>
cute, sweet, <as>
cute, sweet, <very>
cute, sweet, <awfully>
cute, sweet, <real>
cute, sweet, <kinda>
cute, sweet, <that>
cute, awesome, <so>
cute, awesome, <pretty>
cute, lovable, <really>
cute, lovable, <so>
cute, marvelous, <very>
cute, dainty, <quite>
cute, lovelier, <pretty>
cute, lovelier, <as>
cute, loveable, <really>
cute, loveable, <so>
cute, funny, <pretty>
cute, terrific, <so>
cute, terrific, <very>
cute, wonderful, <so>
cute, wonderful, <really>
cute, wonderful, <very>
cute, attractive, <really>
cute, attractive, <so>
cute, attractive, <quite>
cute, attractive, <pretty>
cute, attractive, <very>
cute, pretty, <pretty>
cute, pretty, <so>
cute, pretty, <really>
cute, pretty, <very>
cute, pretty, <quite>
cute, pretty, <real>
cute, pretty, <kinda>
cute, pretty, <as>
cute, pretty, <kind of>
cute, pretty, <that>
cute, gorgeous, <so>
cute, gorgeous, <pretty>
cute, gorgeous, <really>
cute, gorgeous, <very>
cute, gorgeous, <real>
cute, cuter, <pretty>
cute, cuter, <really>
cute, cuter, <so>
cute, cuter, <very>
cute, cuter, <real>
cute, cuter, <awfully>
cute, cool, <so>
cute, adorable, <really>
cute, adorable, <so>
cute, adorable, <pretty>
cute, adorable, <real>
cute, adorable, <very>
cute, nice, <quite>
cute, nice, <pretty>
cute, nice, <really>
cute, nice, <so>
cute, nice, <very>
cute, charming, <pretty>
cute, charming, <really>
cute, charming, <so>
cute, good-looking, <so>
cute, good-looking, <quite>
cute, purty, <pretty>
cute, purty, <really>
cute, precious, <so>
cute, super, <so>
cute, handsome, <so>
cute, handsome, <really>
cute, handsome, <pretty>
cute, lovely, <so>
cute, lovely, <really>
cute, lovely, <pretty>
cute, lovely, <quite>
cute, lovely, <very>
cute, lovely, <real>
cute, lovely, <kinda>
cute, lovely, <kind of>
cute, lovely, <as>
cute, lovely, <that>
cute, lovely, <awfully>
cute, brilliant, <so>
cute, favorite, <so>
cute, ugly, <really>
cute, ugly, <pretty>
cute, ugly, <so>
cute, ugly, <quite>
cute, delightful, <so>
cute, delightful, <really>
cute, delightful, <very>
cute, neat, <so>
cute, sweeter, <really>
noteworthy, greatest, <most>
shaky, shaking, <a little>
unacceptable, unsatisfactory, <quite>
unacceptable, unsatisfactory, <completely>
unacceptable, unsatisfactory, <totally>
unacceptable, unsatisfactory, <as>
unacceptable, unsustainable, <quite>
unacceptable, unsustainable, <completely>
unacceptable, unsustainable, <totally>
unacceptable, unsustainable, <as>
unacceptable, reprehensible, <absolutely>
unacceptable, reprehensible, <quite>
unacceptable, reprehensible, <totally>
unacceptable, reprehensible, <completely>
unacceptable, reprehensible, <as>
unacceptable, reprehensible, <wholly>
unacceptable, unacceptable, <absolutely>
unacceptable, unacceptable, <completely>
unacceptable, unacceptable, <quite>
unacceptable, unacceptable, <totally>
unacceptable, unacceptable, <entirely>
unacceptable, unacceptable, <wholly>
unacceptable, unacceptable, <clearly>
unacceptable, unacceptable, <therefore>
unacceptable, unacceptable, <utterly>
unacceptable, obscene, <quite>
unacceptable, obscene, <totally>
unacceptable, obscene, <completely>
unacceptable, improper, <completely>
unacceptable, improper, <quite>
unacceptable, improper, <totally>
unacceptable, improper, <as>
unacceptable, receivable, <quite>
unacceptable, unbearable, <totally>
unacceptable, unbearable, <completely>
unacceptable, inadmissible, <quite>
unacceptable, inadmissible, <entirely>
unacceptable, inadmissible, <completely>
unacceptable, inadmissible, <totally>
unacceptable, inadmissible, <wholly>
unacceptable, inadmissible, <therefore>
unacceptable, inadmissible, <as>
unacceptable, inappropriate, <quite>
unacceptable, inappropriate, <totally>
unacceptable, inappropriate, <completely>
unacceptable, inappropriate, <as>
unacceptable, scandalous, <quite>
unacceptable, unconscionable, <quite>
unacceptable, unconscionable, <totally>
unacceptable, unconscionable, <completely>
unacceptable, unconscionable, <therefore>
unacceptable, unthinkable, <quite>
unacceptable, unthinkable, <absolutely>
unacceptable, unthinkable, <completely>
unacceptable, unthinkable, <totally>
unacceptable, unthinkable, <as>
unacceptable, unthinkable, <entirely>
unacceptable, indefensible, <absolutely>
unacceptable, indefensible, <totally>
unacceptable, indefensible, <quite>
unacceptable, indefensible, <completely>
unacceptable, indefensible, <as>
unacceptable, indefensible, <entirely>
unacceptable, indefensible, <therefore>
unacceptable, absurd, <completely>
unacceptable, ineligible, <quite>
unacceptable, ineligible, <totally>
unacceptable, ineligible, <completely>
unacceptable, ineligible, <therefore>
unacceptable, disgraceful, <quite>
unacceptable, disgraceful, <completely>
unacceptable, disgraceful, <totally>
unacceptable, disgraceful, <therefore>
unacceptable, disgraceful, <as>
unacceptable, acceptable, <quite>
unacceptable, acceptable, <completely>
unacceptable, acceptable, <totally>
unacceptable, acceptable, <as>
unacceptable, wrong, <totally>
unacceptable, wrong, <completely>
unacceptable, untenable, <absolutely>
unacceptable, untenable, <quite>
unacceptable, untenable, <completely>
unacceptable, untenable, <totally>
unacceptable, untenable, <therefore>
unacceptable, untenable, <as>
unacceptable, untenable, <wholly>
unacceptable, untenable, <entirely>
unacceptable, unreliable, <quite>
unacceptable, unreliable, <absolutely>
unacceptable, unreliable, <totally>
unacceptable, unreliable, <completely>
unacceptable, unreliable, <entirely>
unacceptable, unreliable, <as>
unacceptable, unreliable, <wholly>
unacceptable, inconceivable, <quite>
unacceptable, inconceivable, <totally>
unacceptable, inconceivable, <completely>
unacceptable, inconceivable, <wholly>
unacceptable, inexcusable, <quite>
unacceptable, objectionable, <quite>
unacceptable, objectionable, <completely>
unacceptable, objectionable, <absolutely>
unacceptable, objectionable, <wholly>
unacceptable, objectionable, <totally>
unacceptable, objectionable, <entirely>
unacceptable, objectionable, <therefore>
unacceptable, objectionable, <as>
unacceptable, insufferable, <quite>
unacceptable, insufferable, <absolutely>
unacceptable, insufferable, <totally>
unacceptable, insufferable, <completely>
unacceptable, insufferable, <as>
unacceptable, insufferable, <entirely>
unacceptable, insufferable, <wholly>
unacceptable, unreasonable, <completely>
unacceptable, unreasonable, <quite>
unacceptable, unreasonable, <totally>
unacceptable, unreasonable, <as>
unacceptable, unexceptable, <absolutely>
unacceptable, unexceptable, <quite>
unacceptable, unexceptable, <totally>
unacceptable, unexceptable, <completely>
unacceptable, unexceptable, <as>
unacceptable, unexceptable, <wholly>
unacceptable, unexceptable, <entirely>
unacceptable, appalling, <totally>
unacceptable, appalling, <quite>
unacceptable, outrageous, <quite>
unacceptable, outrageous, <totally>
unacceptable, outrageous, <completely>
unacceptable, outrageous, <wholly>
unacceptable, outrageous, <therefore>
unacceptable, outrageous, <as>
unacceptable, admissible, <quite>
unacceptable, admissible, <totally>
unacceptable, admissible, <completely>
unacceptable, undesirable, <quite>
unacceptable, undesirable, <completely>
unacceptable, undesirable, <totally>
unacceptable, undesirable, <as>
unacceptable, impermissible, <quite>
unacceptable, impermissible, <totally>
unacceptable, impermissible, <absolutely>
unacceptable, impermissible, <completely>
unacceptable, impermissible, <wholly>
unacceptable, impermissible, <as>
unacceptable, impermissible, <therefore>
unacceptable, impermissible, <entirely>
unacceptable, intolerable, <quite>
unacceptable, intolerable, <completely>
unacceptable, intolerable, <absolutely>
unacceptable, intolerable, <totally>
unacceptable, intolerable, <wholly>
unacceptable, intolerable, <entirely>
unacceptable, intolerable, <clearly>
unacceptable, intolerable, <therefore>
unacceptable, intolerable, <as>
cold, ice-cold, <really>
cold, frozen, <very>
cold, frozen, <so>
cold, colder, <really>
cold, colder, <too>
cold, colder, <very>
cold, colder, <a little>
cold, colder, <kind of>
cold, colder, <damn>
cold, freezing, <really>
cold, freezing, <very>
cold, freezing, <so>
cold, dead, <dead>
cold, chilly, <so>
cold, chilly, <really>
cold, chilly, <very>
cold, chilly, <kind of>
cold, warm, <so>
cold, cold-rolled, <really>
cold, cold-rolled, <very>
cold, cold-rolled, <so>
cold, cold-rolled, <as>
cold, cold-rolled, <too>
cold, cold-rolled, <a little>
cold, cold, <really>
cold, cold, <too>
cold, cold, <very>
cold, cold, <a little>
cold, cold, <kind of>
cold, cold, <ice>
cold, cold, <damn>
cold, cool, <so>
cold, cool, <really>
cold, cool, <too>
cold, cool, <very>
cold, cool, <as>
cold, cool, <a little>
cold, cool, <kind of>
still, better, <better>
still, best, <better>
still, higher, <higher>
constituted, democratic, <democratically>
interesting, fantastic, <really>
interesting, relevant, <very>
interesting, relevant, <that>
interesting, useful, <really>
interesting, useful, <most>
interesting, useful, <very>
interesting, worthwhile, <quite>
interesting, worthwhile, <most>
interesting, worthwhile, <so>
interesting, worthwhile, <really>
interesting, worthwhile, <rather>
interesting, worthwhile, <pretty>
interesting, worthwhile, <particularly>
interesting, worthwhile, <more>
interesting, worthwhile, <very>
interesting, worthwhile, <that>
interesting, worthwhile, <highly>
interesting, worthwhile, <extremely>
interesting, worthwhile, <kind of>
interesting, fascinating, <quite>
interesting, fascinating, <very , very>
interesting, fascinating, <so>
interesting, fascinating, <most>
interesting, fascinating, <really>
interesting, fascinating, <real>
interesting, fascinating, <how>
interesting, noteworthy, <quite>
interesting, noteworthy, <so>
interesting, noteworthy, <particularly>
interesting, noteworthy, <most>
interesting, noteworthy, <pretty>
interesting, noteworthy, <really>
interesting, noteworthy, <very>
interesting, noteworthy, <more>
interesting, noteworthy, <kind of>
interesting, sweet, <really>
interesting, awesome, <really>
interesting, valuable, <really>
interesting, valuable, <most>
interesting, valuable, <pretty>
interesting, valuable, <very>
interesting, valuable, <more>
interesting, marvelous, <really>
interesting, curious, <very>
interesting, wonderful, <really>
interesting, bizarre, <very>
interesting, odd, <very>
interesting, better, <most>
interesting, better, <more>
interesting, remarkable, <very>
interesting, advantageous, <quite>
interesting, advantageous, <so>
interesting, advantageous, <most>
interesting, advantageous, <really>
interesting, advantageous, <pretty>
interesting, advantageous, <very>
interesting, advantageous, <more>
interesting, advantageous, <kind of>
interesting, advantageous, <that>
interesting, interesting, <quite>
interesting, interesting, <very , very>
interesting, interesting, <particularly>
interesting, interesting, <pretty>
interesting, interesting, <really>
interesting, interesting, <rather>
interesting, interesting, <most>
interesting, interesting, <kind of>
interesting, interesting, <very>
interesting, interesting, <real>
interesting, interesting, <highly>
interesting, interesting, <terribly>
interesting, interesting, <mildly>
interesting, interesting, <extremely>
interesting, slick, <really>
interesting, superb, <really>
interesting, terrific, <really>
interesting, amazing, <really>
interesting, strange, <very>
interesting, compelling, <most>
interesting, attractive, <quite>
interesting, attractive, <particularly>
interesting, attractive, <most>
interesting, attractive, <so>
interesting, attractive, <really>
interesting, attractive, <that>
interesting, attractive, <very>
interesting, attractive, <pretty>
interesting, attractive, <rather>
interesting, attractive, <more>
interesting, attractive, <kind of>
interesting, attractive, <highly>
interesting, attractive, <extremely>
interesting, exhilarating, <very>
interesting, lovely, <really>
interesting, interested, <most>
interesting, interested, <really>
interesting, interested, <that>
interesting, interested, <very>
interesting, interested, <more>
interesting, nice, <really>
interesting, nice, <very>
interesting, notable, <very>
interesting, intriguing, <quite>
interesting, intriguing, <so>
interesting, intriguing, <pretty>
interesting, intriguing, <most>
interesting, intriguing, <really>
interesting, intriguing, <rather>
interesting, intriguing, <very>
interesting, intriguing, <kind of>
interesting, wrong, <very>
interesting, fancy, <really>
interesting, exciting, <quite>
interesting, exciting, <very , very>
interesting, exciting, <most>
interesting, exciting, <extremely>
interesting, exciting, <so>
interesting, exciting, <pretty>
interesting, exciting, <particularly>
interesting, exciting, <rather>
interesting, exciting, <really>
interesting, exciting, <how>
interesting, illustrative, <really>
interesting, illustrative, <most>
interesting, illustrative, <very>
interesting, cool, <really>
interesting, cool, <very>
interesting, great, <really>
interesting, great, <very>
interesting, helpful, <very>
interesting, instructive, <quite>
interesting, instructive, <so>
interesting, instructive, <really>
interesting, instructive, <pretty>
interesting, instructive, <very>
interesting, instructive, <most>
interesting, instructive, <rather>
interesting, instructive, <kind of>
interesting, instructive, <more>
interesting, instructive, <that>
interesting, brilliant, <really>
interesting, worth, <so>
interesting, worth, <quite>
interesting, worth, <most>
interesting, informative, <so>
interesting, informative, <most>
interesting, informative, <quite>
interesting, informative, <really>
interesting, informative, <pretty>
interesting, informative, <very>
interesting, informative, <more>
interesting, informative, <kind of>
interesting, informative, <that>
interesting, appealing, <pretty>
interesting, neat, <really>
interesting, passionate, <very>
interesting, -lnteresting, <so>
interesting, -lnteresting, <quite>
interesting, -lnteresting, <really>
interesting, -lnteresting, <most>
interesting, -lnteresting, <rather>
interesting, -lnteresting, <pretty>
interesting, -lnteresting, <mildly>
interesting, -lnteresting, <very>
interesting, -lnteresting, <more>
interesting, -lnteresting, <kind of>
interesting, -lnteresting, <that>
interesting, valid, <very>
amazing, beautiful, <just so>
amazing, beautiful, <really>
amazing, beautiful, <so>
amazing, insane, <absolutely>
amazing, insane, <quite>
amazing, insane, <most>
amazing, insane, <pretty>
amazing, insane, <really>
amazing, crazy, <absolutely>
amazing, crazy, <really>
amazing, crazy, <pretty>
amazing, crazy, <quite>
amazing, crazy, <most>
amazing, crazy, <so>
amazing, cherry, <really>
amazing, fascinating, <quite>
amazing, striking, <quite>
amazing, sweet, <really>
amazing, sweet, <so>
amazing, awesome, <absolutely>
amazing, awesome, <most>
amazing, awesome, <just so>
amazing, awesome, <quite>
amazing, awesome, <so>
amazing, awesome, <pretty>
amazing, awesome, <really>
amazing, awesome, <truly>
amazing, awesome, <just>
amazing, worthy, <pretty>
amazing, magnificent, <quite>
amazing, magnificent, <just so>
amazing, magnificent, <so>
amazing, magnificent, <pretty>
amazing, magnificent, <really>
amazing, magnificent, <most>
amazing, magnificent, <just>
amazing, fantastic, <so>
amazing, fantastic, <absolutely>
amazing, fantastic, <just so>
amazing, fantastic, <quite>
amazing, fantastic, <most>
amazing, fantastic, <kind of>
amazing, fantastic, <pretty>
amazing, marvelous, <just so>
amazing, marvelous, <quite>
amazing, marvelous, <really>
amazing, marvelous, <most>
amazing, marvelous, <pretty>
amazing, marvelous, <just>
amazing, marvelous, <so>
amazing, fabulous, <just so>
amazing, fabulous, <quite>
amazing, fabulous, <most>
amazing, fabulous, <so>
amazing, fabulous, <pretty>
amazing, frantic, <quite>
amazing, delicious, <really>
amazing, formidable, <really>
amazing, mind-boggling, <kind of>
amazing, mind-boggling, <truly>
amazing, craze, <quite>
amazing, om-mazing, <really>
amazing, dreadful, <quite>
amazing, handsome, <really>
amazing, overwhelming, <most>
amazing, overwhelming, <pretty>
amazing, remarkable, <really>
amazing, remarkable, <absolutely>
amazing, remarkable, <pretty>
amazing, remarkable, <quite>
amazing, remarkable, <so>
amazing, remarkable, <most>
amazing, incredible, <so>
amazing, incredible, <absolutely>
amazing, incredible, <really>
amazing, incredible, <quite>
amazing, incredible, <pretty>
amazing, incredible, <kind of>
amazing, incredible, <most>
amazing, tremendous, <most>
amazing, tremendous, <pretty>
amazing, tremendous, <so>
amazing, tremendous, <really>
amazing, tremendous, <just>
amazing, phenomenal, <absolutely>
amazing, phenomenal, <quite>
amazing, phenomenal, <really>
amazing, phenomenal, <most>
amazing, phenomenal, <pretty>
amazing, phenomenal, <so>
amazing, riveting, <quite>
amazing, stunning, <just so>
amazing, unreal, <absolutely>
amazing, unreal, <really>
amazing, terrific, <absolutely>
amazing, terrific, <quite>
amazing, terrific, <pretty>
amazing, terrific, <just so>
amazing, terrific, <so>
amazing, terrific, <most>
amazing, terrific, <really>
amazing, terrific, <truly>
amazing, terrific, <just>
amazing, psychotic, <quite>
amazing, amazing, <quite>
amazing, amazing, <really>
amazing, amazing, <pretty>
amazing, amazing, <absolutely>
amazing, amazing, <most>
amazing, amazing, <just so>
amazing, amazing, <just>
amazing, amazing, <truly>
amazing, wonderful, <just so>
amazing, wonderful, <so>
amazing, wonderful, <really>
amazing, wonderful, <quite>
amazing, wonderful, <pretty>
amazing, wonderful, <most>
amazing, wonderful, <kind of>
amazing, wonderful, <just>
amazing, wondrous, <just so>
amazing, wonderfui, <just so>
amazing, hilarious, <most>
amazing, hilarious, <so>
amazing, breathtaking, <kind of>
amazing, breathtaking, <truly>
amazing, lovely, <really>
amazing, lovely, <just so>
amazing, lovely, <so>
amazing, wicked, <so>
amazing, noticeable, <quite>
amazing, unbelievable, <so>
amazing, unbelievable, <absolutely>
amazing, unbelievable, <quite>
amazing, unbelievable, <most>
amazing, unbelievable, <pretty>
amazing, unbelievable, <really>
amazing, spectacular, <really>
amazing, startling, <quite>
amazing, staggering, <absolutely>
amazing, staggering, <pretty>
amazing, staggering, <most>
amazing, staggering, <quite>
amazing, staggering, <really>
amazing, staggering, <just>
amazing, staggering, <truly>
amazing, masterful, <really>
amazing, meritorious, <pretty>
amazing, astounding, <absolutely>
amazing, astounding, <quite>
amazing, astounding, <most>
amazing, astounding, <pretty>
amazing, astounding, <really>
amazing, astounding, <just>
amazing, astounding, <truly>
amazing, -lncredible, <absolutely>
amazing, -lncredible, <really>
amazing, -lncredible, <quite>
amazing, extraordinary, <so>
amazing, extraordinary, <absolutely>
amazing, extraordinary, <quite>
amazing, extraordinary, <pretty>
amazing, extraordinary, <most>
amazing, extraordinary, <really>
amazing, extraordinary, <just>
amazing, dreamy, <just so>
amazing, mad, <quite>
amazing, dynamite, <really>
amazing, gorgeous, <really>
amazing, gorgeous, <so>
amazing, exciting, <quite>
amazing, exciting, <pretty>
amazing, exciting, <really>
amazing, super, <really>
amazing, special, <pretty>
amazing, special, <most>
amazing, puzzling, <quite>
amazing, sensational, <most>
amazing, sensational, <so>
amazing, great, <really>
amazing, great, <so>
amazing, foolish, <quite>
amazing, splendid, <just so>
amazing, splendid, <quite>
amazing, splendid, <most>
amazing, splendid, <so>
amazing, splendid, <really>
amazing, surprising, <quite>
amazing, marvellous, <just so>
amazing, marvellous, <most>
amazing, marvellous, <quite>
amazing, marvellous, <really>
amazing, marvellous, <so>
amazing, marvellous, <pretty>
amazing, marvellous, <just>
amazing, brain-dead, <quite>
amazing, astonishing, <absolutely>
amazing, astonishing, <most>
amazing, astonishing, <quite>
amazing, astonishing, <pretty>
amazing, astonishing, <so>
amazing, astonishing, <really>
amazing, brilliant, <so>
amazing, brilliant, <just so>
amazing, brilliant, <quite>
amazing, brilliant, <pretty>
amazing, brilliant, <really>
amazing, brilliant, <most>
