follows, missy: 0.343572179469
awkward, indebted: 1.09358602287
clearest, viewable: 1.66707959242
interminable, thoughtful: 1.69141479797
legal, sicker: 0.379984107384
inadequate, routine: 0.974411015687
accurate, singular: 0.73995659704
freer, lesser: 1.73495369421
accomplished, relative: -0.027950259474
fair-minded, fools: 0.0
freely, upstanding: 0.340826877692
adjusted, demanding: 0.689183962659
disappointed, effective: 0.235351756617
elusive, nigh: 1.9996863392
alarmed, drunken: 1.40534676875
bothersome, varying: 0.666549932849
believable, managed: 0.462893429548
doctor, inconclusive: 0.985662915265
appalling, surprised: 1.64997082163
aggrieved, exempt: 0.920091710361
damp, secret: 0.997748952189
selected, unsanitary: -0.736734135874
commensurate, sizable: 2.53118481355
comin, reassuring: 1.02050988002
jurisdictional, recheck: 0.843572875626
leading, rusty: -0.10827129917
partially, resolved: 0.286676814589
environment, muchfor: 0.0
flourishing, supported: 0.725851030822
magical, outstanding: 1.44549164204
conscientious, consistent: 2.20446106101
re-established, reprehensible: 0.0
autonomous, costlier: 1.00449738202
salutary, unremarkable: 1.73383419451
tenacious, worded: -0.355364440768
terrible, untraceable: 0.876873931338
childish, white: 0.745290202665
fairer, well: 0.609297353523
korean, unconditional: 1.23330059007
co-operative, prosperous: 0.0
catastrophic, diseased: 1.44251303266
abreast, sporadic: 0.534987200959
bullshit, notified: -0.314476570446
crude, monitored: 0.426748208343
sunny, unseen: 0.318592049551
shot, smitten: 0.926427106047
rapid, troublesome: 0.779114111068
fairer, repeated: 0.678026191252
financed, prestigious: 0.592115815202
concrete, mad: -0.022284372533
fledged, well-prepared: 0.0
agreeable, strange: 2.14847923089
home, nicer: 1.12122606848
horseshit, sinful: 2.43686000754
germane, puny: 1.53726377064
owned, pushy: 0.478340060092
impeccable, moister: 0.369967629903
duty-bound, named: 0.0
sacrilegious, supra: 1.96023199551
noble, ongoing: 0.615907373285
bored, ionely: 0.0
admiral, steep: 0.005713249634
loving, preferential: -0.165808353288
adequate, sincerely: 0.752921503627
expanding, grateful: 1.11708676021
distinguishable, primarily: 1.11184751965
insensitive, relative: 0.857721579987
logical, yes: 1.41644339603
bureaucratic, fourteen: 0.209520386434
insulted, pathway: -0.407871594825
previous, twelve: 1.48624907283
best-known, unresolved: 0.0
delusional, supra: 2.28958010168
better-educated, tepid: 0.0
hope, social: 0.471082690891
contentious, suitable: 0.828328841956
irate, racked: 0.227499705729
inter-linked, run: 0.0
myself, stylish: 0.942720595841
grand, then: 0.111881084283
inter-dependent, known: 0.0
contemptible, mediocre: 2.36947899543
labour-intensive, vain: 0.0
crazy, informed: 0.308671047352
loving, vacant: -0.476968879601
antsy, powerless: 1.8675926518
dispersal, enjoyable: -0.002459843435
generous, tepid: 2.3075029546
indisposed, specify: 0.281585741623
by-election, selected: 0.0
advantaged, odd: 0.684171915538
correctly, proven: 0.179503071897
benign, preponderant: 2.17202805238
obscene, well-respected: 0.0
fertile, off-putting: 0.0
10, requested: 0.0
heated, usual: 0.818245009377
saved, standardized: -0.001988607138
pleasurable, short-lived: 0.0
in-house, yummy: 0.0
required, up-to-date: 0.0
precious, unitary: 0.324873702179
foolish, self-executing: 0.0
lighter, marked: 0.195421698
appreciable, regrettably: 1.73787066047
fake, rash: 1.42403271989
authoritative, compulsory: 1.50550736211
groovy, unexpected: 0.825670647597
juicy, small-scale: 0.0
especially, stupide: 0.0
determinant, genius: 0.884854940773
easy, pending: -0.00046503707
disappeared, pro-poor: 0.0
hands-on, owned: 0.0
lastly, luckier: 0.475884250089
accountable, chilly: -0.82317619507
global, switching: 0.25448223408
forlorn, tardy: 2.24722254945
correctly, well-received: 0.0
accessed, unjustified: -0.088515815225
impoverished, more: 0.558665007694
dissimilar, thinner: 1.87886427655
manifestly, nothingg: 0.0
compared, drunken: 0.466383542532
sweetheart, thoughtful: 1.33937525443
grateful, majeure: -0.313148107796
new, seamless: 0.893394698238
lamentable, previously: 0.421982308498
human, testy: 0.188702740335
sensitive, workable: 0.943536710293
hot, so: 0.548583005914
refundable, upstanding: 0.856127489555
abrasive, genuinely: 1.53549813541
going, inconspicuous: -0.018699316226
extra, frigid: 0.680516866786
noticeable, pushy: 0.66887642304
disorientated, incredible: 0.720802056791
coarser, painless: 1.08206358624
okey-dokey, prerequisite: 0.0
counter, recommendable: 0.530601728554
politically, respectful: 2.01241798495
cited, parched: -0.232070379128
acquainted, fairer: 0.528604749712
flame-retardant, placed: 0.0
nouveau, realisable: 0.0
dearer, insulted: 1.54745375627
encouraged, lively: 0.835441384611
transitional, well-known: 0.0
anticipated, high-ranking: 0.0
off-putting, usually: 0.0
excellent, trusted: 1.49903657126
hunger, race: 0.287882931597
attainable, segregated: 0.885330053524
hateful, korean: 1.35489245466
goal, well-positioned: 0.0
complicit, salutary: 2.08348346682
her, silly: 0.523180132664
constructed, plenty: 0.040260874002
accustomed, small: 0.692303719011
careful, devastating: 1.07538055009
priceless, volatile: 0.89980752049
dead-on, extreme: 0.0
abolished, enforceable: 2.64725726562
nearly, represented: 0.612524581631
captain, info: -0.293989827544
secret, vocational: -0.50954228874
comercial, undemanding: 0.460873107921
gravest, mutual: 0.866315948748
cost-effectiveness, liable: 0.0
monthly, regrettable: 0.387432635639
mama, weighted: -0.113887821954
due, monthly: 0.560492873182
laughable, stir-crazy: 0.0
distinct, missy: -0.065233453019
respected, wished: 1.46443194748
pretend, strongly: -0.118132366117
astounded, genuinely: 1.50446959295
accomplished, otherwise: 0.302672384938
full, stand-alone: 0.0
ingrained, presently: -0.376731877624
deceased, distinctive: 0.761604175295
born, canceled: 0.459986836328
celebrated, pale: 0.067180584045
invariable, user-friendly: 0.0
culturally, moronic: 1.21117349324
cost-effectively, nosey: 0
succinct, unspoiled: 1.98330426651
over-optimistic, unsanitary: 0.0
immense, splitting: 0.686949475383
fascinated, self-conscious: 0.0
reasonable, underfunded: 0.816085585158
blended, overburdened: 0.301825593811
discrete, silent: 1.50833312059
engaged, intentionally: 0.66256433092
prerequisite, sorry: 0.0492002174
negligible, redeemable: 1.7586125541
lacking, meritorious: 1.64869731385
smitten, visual: 0.091308817901
apologise, uninsured: 0.0
kidding, natural: 0.956002913834
acute, welcomed: -0.187395256946
egregious, handled: 1.17382727813
extra, vis-: 0.0
probably, sponsored: -0.073419540021
sacred, unthinkable: 2.38466660939
holy, patience: 1.17756401764
mighty, re-appointed: 0.0
funny, vast: -0.226169821294
handling, scaleable: 0.676180907401
calm, jealous: 1.36517336003
unequivocal, youngest: 0.637181290031
asked, reaily: 0.0
inefficient, violent: 1.1526865203
plentiful, underprivileged: 0.469389610778
scary, stout: 1.49545358726
growin, turbulent: 0.240431863059
differently, premier: -0.470656211572
corresponding, different: 1.53269937152
case, starved: 0.376664423263
brainless, low: 0.82975532829
open-ended, radical: 0.0
stupid, well-done: 0.0
required, technically: 1.34324017119
shorter, spicy: 0.780973650126
proportionate, undesirable: 1.50143437849
exact, non-exhaustive: 0.0
old-fashioned, quickly: 0.0
bothersome, deprived: 0.444721522329
about, interest: 0.818009470024
revealing, secure: 0.421278655
safe, tied: 0.649161322114
dubious, tiny: 0.634710683491
bulletproof, intrusive: 1.347216544
misguided, punchy: 0.101693882446
independent, rigght: 0.0
house-trained, internal: 0.0
noble, prejudicial: 1.21730701011
devastating, serene: 1.31709079582
biggest, unlucky: 0.567574566422
self-reliant, six-year: 0
gandalf, light: 0.0
dazzling, important: 0.622092177598
disorientated, follows: 0.003296885697
dumb, manifold: 0.608911640205
challenged, dispersal: -0.105196748783
convincing, reaching: 1.13840437271
financed, unnatural: -0.245575106372
rich, south: 1.00305093731
princess, thirsty: 1.31198120376
ecologically, high: -0.294507885965
quickest, surreal: 0.640125454895
darn, innocent: 1.18438267864
needless, total: 1.01547317569
evening, intriguing: 0.668643831508
marty, simplistic: 0.342461986905
latter, planned: -0.104750309014
latter, superior: 0.943110424507
do-able, operated: 0.0
acceding, related: 0.238920984294
complementary, ioaded: 0.0
seen, starved: 0.707131360577
lower, unproductive: 0.652869259112
compared, indiscriminate: 0.612730278796
final, rotten: 0.22519136023
me, pitiable: 0.942563990279
gentle, headstrong: 3.35721047599
obliged, resistant: 0.461931165148
deprived, instable: 1.5714965974
transitory, well-protected: 0.0
obscure, upfront: 0.389661056646
impartial, pleased: 1.05359842994
elaborated, unconvincing: 0.997553736984
abused, welcoming: 0.275718318075
overly-high, self-employed: 0
allergic, charged: 0.939409341531
definitive, long-range: 0.0
plain, unlocked: 0.620351644242
baby-sitting, large-scale: 0
busy, unusual: 1.18980078927
alternative, inexplicable: 0.63599915873
elegant, scandalous: 0.911508925245
fuckin, responsibility: 0.220849712245
long-range, marty: 0.0
challenges, fantastic: 1.27888060787
destructive, inconsequential: 1.50000284851
undesirable, warned: 1.62210104695
indigent, south: 0.484726257548
combative, implausible: 1.15634536719
defeated, non-competitive: 0.0
annoying, rad: 2.49111750977
meritorious, monumental: 0.869685832801
busy, uninsured: 0.430464312512
pathway, sore: -0.426964042961
state-run, vibrant: 0.0
earliest, fucked-up: 0.0
battered, user-friendly: 0.0
freezing, implacable: 1.12451230804
sinister, unsuitable: 1.33847573732
conservative, wondrous: -0.768169420856
master, salute: 0.494258615247
mortal, proven: 0.271189489585
friendly, per: 0.82059426316
15-year-old, sleeping: 0.0
awaken, friendly: 0.067432858681
above-mentioned, junior: 0.0
exceptionally, tense: 0.758191057301
ageing, daily: 0.0
acknowledged, transitory: 0.963427633919
professional, unbecoming: 1.72964810271
adjusted, theoretical: 0.915538840411
perplexing, private: 0.158302151822
him, swifter: 0.674096004922
doin, stable: 0.655260819939
home, self-governing: 0.0
realist, righteousness: 1.94859405034
proven, therefore: 1.13579758936
compensatory, standard: 0.539970064445
missingg, thank: 0.0
alien, cruel: 1.86471472974
blended, nationwide: 0.435788867902
gone, respendable: 0.0
bad, legal: 0.406867197463
friends, knowledgeable: 1.1241792995
contradictory, endemic: 1.15611400241
armored, blatant: 0.367790911424
definitive, improvement: 0.555254498056
persuasive, transnational: 1.30819667256
eager, functional: 0.139974083236
momentous, unreasonable: 0.789967861554
built-in, chaotic: 0.0
involved, self-sufficiency: 0.0
going, uptight: 1.53536712758
deserved, small-time: 0.0
hot, trashy: 1.27640936314
hard-pressed, revised: 0.0
desolate, treble: 0.266572898101
mieux, nationwide: 0.232913926351
isolated, reliable: 1.05784274133
cheaper, sincere: 0.311927763441
left, wanna: 0.501459463915
common, upbeat: 0.381806415881
donkey, relentless: 0.409003235183
long-range, tom: 0.0
accelerating, expeditious: 2.06127175079
delightful, separate: -0.072184577773
state-owned, unbalanced: 0.0
fuckin, issue: 0.177031328948
proprietary, stronger: 0.335178366899
disadvantaged, exceptional: 1.67837705993
enormously, hurry: 0.062415173403
commonplace, well-done: 0.0
ill-treated, unseemly: 0.0
damp, desolate: 2.72762555906
imminent, seen: 0.835938835983
incompetent, loverly: 0.893032135804
appealing, planning: 0.746371253339
adequate, least: 0.981882937958
horrid, kinky: 2.21996719301
fast-growing, priceless: 0.0
ensuring, steeper: -0.314100848667
sad, thinner: 0.796565818857
home, judicious: 0.043760012629
cowardly, everyone: 0.702632189581
concluded, well-written: 0.0
pure, widening: 0.000751603501
cold, eerie: 1.47526174775
chubby, well-suited: 0.0
depressed, truthful: 1.28782498275
elsewhere, planning: 0.407237267669
improving, value: 0.766972755938
central, transitional: 0.854823687401
impracticable, invalid: 5.34556674015
irritated, sharper: 1.88667406583
defunct, hideous: 0.938434716111
ail, comprende: 1.76561419928
reckless, simplest: 0.691084279211
effortless, non-exclusive: 0.0
hurt, predictability: 0.822640735259
sombre, stricter: 0.692561688587
realizing, unusual: -0.054115141619
consequential, ill-founded: 0.0
continued, exquisite: 0.309184276536
exceptional, secondly: 0.751671507679
queer, sinister: 1.30837896537
non-discriminatory, objectionable: 0.0
pervasive, utilized: 0.87855713425
consideration, muchfor: 0.0
encompassing, fantastic: 0.954491187657
environmentally-friendly, welcome: 0.0
bygones, justification: 1.12951341975
idle, painful: 0.662984128622
enough, successfully: 0.294257759919
socio-economically, twofold: 0.0
ironic, prohibited: 0.533568778527
masterful, redeemable: -0.393023095617
ageing, defeated: 0.0
inexplicable, seventh: 0.342740812422
illustrative, reasoned: 1.47379526178
automatic, wanna: 0.173143975956
faster, self-sustaining: 0.0
pronounced, rotten: 0.369854883956
international, substandard: 0.469623803271
facilitated, overripe: -0.477400336512
abreast, humane: 0.518815366425
aforementioned, booming: -0.098373510318
defensible, spontaneous: 1.74594020996
any, naturally: 0.878823068567
invaluable, romantic: -0.180637530397
loving, trippy: 2.10643510695
ravishing, solemn: 2.76769035558
sublime, tell: -0.095055739132
deceptive, light: 1.14704299185
over-optimistic, salient: 0.0
disgraceful, possibly: 0.805187983837
immediately, unanimous: 0.810789942618
disproportionate, impatient: 1.09607364308
co-ordinated, usually: 0.0
co-, well-represented: 0
long-lived, ourselves: 0.0
crafted, ioyal: 0.0
extraneous, tabled: 1.17577051011
funded, well-organised: 0.0
comfortable, sole: 0.913767161505
more, one-sided: 0.0
a, nut: 0.0
honoured, individual: 0.0
warmth, wetter: 3.81676051084
accustomed, nothingg: 0.0
prosperous, unjustifiable: 0.894423058463
aggravated, explicit: 0.326309683964
discrete, pricey: 1.02468072953
invaluable, nauseous: 0.673708695041
juvenile, typically: 0.925204458289
butthead, moderately: 0.900075384297
fastest, heaviest: 3.39631736085
actual, troubled: -0.178227079575
optimistic, spooky: 0.903310996614
physical, unfair: 0.614273158948
interdependent, toasted: 0.754162042473
honorable, listed: 0.324036636283
insulting, vulnerable: 1.38258343513
balanced, dotty: 0.743942023657
dearer, positive: 1.12465109596
exaggerated, quickest: 0.104423654782
snappy, written: 1.43846276495
humbled, ongoing: 0.275167780075
consulted, inter-linked: 0.0
aesthetic, superfluous: 1.87014918001
co-funded, likely: 0.0
hardworking, renowned: 0.95256132002
off, well-designed: 0.0
actually, beter: 1.39329954266
adversarial, homesick: 0.434020998147
counter, imperative: 0.245152743124
less, stocky: 0.23061247349
humbled, secondary: -0.050425128017
nominal, requests: 0.766185533652
authentic, ideally: 0.746659877005
beloved, single-ranked: 0.0
screwy, searchable: 2.05597346848
incredible, rusted: 0.629498385312
droll, heartening: 1.41090704419
insufferable, pretty: 1.14485615843
erected, heartfelt: 0.148182094485
disgraceful, stuffed: 0.701576900044
flashing, lunatic: 1.12129435987
over, responsibility: 0.656723580188
starker, substantive: 2.41197022595
terrifying, transitional: 0.527114456557
moody, pro-poor: 0.0
reachable, vocational: 0.06295244255
for, old: 0.366929811814
many, re-established: 0.0
dismal, flexible: -0.533501449225
snug, widest: 1.59092201839
immature, preliminary: 0.194965585689
