long-lived, reaily: 0
intertwined, personally: 0.410595794244
geographical, unwelcome: 0.720048749251
gullible, whatever: 1.05597703877
oversensitive, sealed: -0.185298353479
mandatory, mighty: -0.031318559111
mimi, relatively: -0.034148287483
hasty, these: 0.612282688134
pilot-tested, tenuous: 0.0
badly, huh: 1.33650951615
ju, lively: 0.665046812678
aesthetic, clearest: 0.840634625823
confrontational, scientific: 0.270372149431
hospitable, tied: 0.275054579134
applicable, retail: 1.18388792555
commensurate, senior: -0.088861476633
honored, represented: 2.67196209021
politically, supreme: -0.015996486553
concrete, prick: -0.0887619546
despicable, well-developed: 0.0
progress, there: 1.09450740878
cherry, fewer: 0.988997681277
left, that: 0.268927671349
usable, wondrous: 1.08267969833
deep-rooted, prior: 0.0
intelligible, uncanny: 1.17090764216
exposed, worse: 1.8410400616
calm, well-reputed: 0.0
meticulous, why: 0.586977509943
culturally, one-sidedly: 0.0
battered, commitment: 0.268988155582
ridiculus, segregated: 0.246747633656
discussion, widening: 0.968003896157
curious, demand-driven: 0.0
brittle, related: -0.178724594995
dandy, hence: 0.351230772079
copacetic, differently: 1.92759763732
adamant, robust: 0.629347150992
almost, extreme: 0.572428136435
sketchy, stiff: 1.17188240697
task-oriented, unanswered: 0.0
simplifying, truthful: 0.702621476043
apologise, bulletproof: 0.0
dorky, interwoven: 0.805618922678
nominal, treble: 0.859062508724
naturalistic, unlimited: 0.13331727186
squat, woken: 1.04206317439
central, fertile: 1.27166704944
prick, subsequent: 0.114748669884
competitive, hostile: 2.38266810655
completed, discussion: -0.05250406518
today, uneven: -0.242261913616
bygones, determining: -0.84996772964
allergic, unhealthy: 3.2023659929
dysfunctional, self-supporting: 0.0
absolutely, energy-efficient: 0.0
immersive, thorough: 1.36575096085
certified, loverly: 0.320952144823
disrespect, speedy: 0.28985662857
cheap, over-optimistic: 0.0
damaged, well-served: 0.0
compatible, nice: 1.18142801436
manifestly, untapped: -0.288930205255
existing, time-sensitive: 0.0
former, unsanitary: -0.073616435103
equitable, softer: 0.668762253453
precarious, well-designed: 0.0
baby-sitting, received: 0.0
permanent, threaded: 0.185683887281
furthest, lucky: 1.29582004703
premier, reassuring: 0.052245663629
conclusive, invariable: 1.45173277232
heard, resident: 1.29725948381
bright, world-wide: 0.0
accurate, indispensable: 2.12112446459
innovative, shielded: 0.061943605289
awaited, dismissed: 0.764065108558
pertinent, pure: -0.090973799812
infeasible, well-protected: 0.0
canceled, entertaining: 0.650534623743
bitter, varying: 0.577869333656
multifocal, turned: -0.301704586449
childish, swearing: 2.73671958851
all-important, overjoyed: 0.0
inconceivable, unrestricted: 1.01235728018
improbable, unforgiving: 2.34862404621
crowded, generalized: 0.674175705481
detrimental, weii: 0.0
results-oriented, tasteful: 0.0
ephemeral, self-governed: 0.0
unseemly, wrong: 2.33751281947
fabulous, now: 0.329713083869
moron, psychotic: 3.15128880643
counter-productive, northern: 0.0
disgusting, simple: 1.57758133143
it, regulated: 0.560585246901
suspected, undemanding: -0.376176145776
poisonous, unitary: 1.74863534813
effectively, met: -0.257315285641
net, unprofitable: 1.65879415076
importantly, user-friendly: 0.0
principal, relaxing: -0.219387051903
brain-dead, lawful: 0.0
co-funding, sentimental: 0.0
environmentally-friendly, stylish: 0.0
complete, relaxing: 0.755754466006
frightful, private: 0.348397577019
ggood, safer: 0.0
positively, so-called: 0.0
doubled, widest: 1.4914861831
advisable, afflicted: 0.774138865862
diligent, distant: 0.089146019067
demeaning, positioned: -0.813607240992
disappeared, former: 0.693349899267
forlorn, well-targeted: 0.0
cultural, subtler: 2.37976389742
heinous, proven: 0.763915442428
fabulous, so-called: 0.0
reduced, unsanitary: 0.656969016122
ravishing, wacko: 1.13712433556
part, wait: 0.257395145004
acceding, wrongful: 1.01256343242
confidentiality, representativeness: 3.96295323397
near, yourself: -0.153399562759
forever, simple: 0.791301823667
tiresome, warmth: 0.901629582155
long-range, mad: 0.0
disturbing, lowest: 0.647144004316
high-availability, reasoned: 0.0
handling, pointless: 0.096234799533
additionally, testy: -0.41716971833
aggravating, bolder: 0.14262882486
disoriented, energetic: 1.77671515873
dre, separate: -0.200160958492
lead, uniform: 0.797412748444
course, sincerely: 0.818700890075
allowable, sufficient: 1.64519595842
loyal, toast: 1.04803184319
sugary, unforgiving: 1.1067398565
better-iooking, inexhaustible: 0.0
compassionate, distinctive: 1.58002714738
me, self-financing: 0.0
co-financing, daft: 0.0
battered, inadequate: 1.27661639301
korean, well-coordinated: 0.0
grown, overworked: 0.732769092814
garbled, relentless: 0.058071329894
crummy, state-of-the-art: 0.0
designated, enhanced: 0.670796799198
below, clear: 0.686730738452
elected, objectionable: 0.627056067043
hooked, microscopic: 0.537066160632
craze, lengthier: -0.720758057869
alien, dual: 1.34054640902
found, unconventional: 0.248541738339
concerned, self-sufficiency: 0.0
elected, shaky: 0.275860391807
alarming, ping-pong: 0.0
encouraging, everything: -0.046401344859
ruthless, unprecedented: 1.56483746988
house-trained, stranger: 0.0
accountability, subsequent: 0.230784380755
messy, unified: 0.944801230852
acquainted, lacklustre: 0.0
obliged, probably: 0.72513712729
doomed, envious: 1.52450933079
overripe, respendable: 0.0
preferable, thankyou: 0.395795452244
emerging, issue: 0.301895545897
little, sinful: 0.5607009695
ago, creepy: -0.125104529651
blameless, opposed: 1.33457663784
certain, freely: 1.20155391512
stumpy, unforeseen: -0.270947225204
inadmissible, subtle: 0.853342341486
clueless, protracted: 0.080983749509
delineated, medical: -0.511104301624
intentionally, resolute: -0.084677051749
fastest, remarkable: 1.9497385428
hiv, noteworthy: 0.168460911174
interminable, you: 1.0418930085
increasingly, triple: 0.67729865029
ill-defined, justifiable: 0.0
launched, unitary: 0.343671377994
cosmetic, get: 0.326570205907
awake, regretful: 1.4397424375
booming, yummy: 0.76607493565
exquisite, vegas: 1.27955568653
genuinely, indigent: 0.880100314783
north, vast: 1.2174783961
geographically, stay: 1.45551656573
snappy, undisputed: 0.076214137275
fancy, modest: 1.37540067435
cited, successfully: -0.43408209404
belle, far-ranging: 0.0
brand-new, described: 0.0
occupied, well-documented: 0.0
predominant, productive: 1.19830337027
geographically, inter-dependent: 0.0
either, trashed: 0.434112853436
desired, mixed: 1.34446077442
grown-up, protected: 0.0
infected, us: 0.301158751463
doubt, vigilant: 1.16657529607
goal-oriented, reprehensible: 0.0
useful, yo: 0.311969540144
casual, light: 0.205394794943
coming, headstrong: 0.041672252868
evident, why: 0.697324001339
hiv-positive, surprised: 0.0
sophisticated, terminated: -0.774208260275
detrimental, hazardous: 3.65834447682
influential, live: 0.344365943144
psycho, unemployed: 1.18978601711
reciprocal, treatable: 0.100278524654
almost, goal: 0.96664890507
braver, trustworthy: 2.40689756039
delayed, spoilt: 0.0
everybody, flat: 0.716050088659
armed, wrong: 0.536603296651
disjunct, hour: -0.055816220294
alien, handled: -0.119988650719
doing, equally: 0.630837033871
immeasurable, sadder: 1.55940680548
buoyant, insulted: -0.301819887744
house-trained, requested: 0.0
gloomy, overemotional: 1.82015867163
back, incredible: 0.756486198846
northeastern, terrible: 0.507647701567
nosy, well-coordinated: 0.0
already, high-ranking: 0.0
especiaily, filed: 0.0
asian, automatic: 0.100792192449
prominent, unknown: 1.45977181349
misused, scattered: 1.12724291928
beneficial, implacable: -0.263262763437
mental, pitiful: 1.72176987147
modern, small: 0.593210381134
flush, overheated: 1.70984392316
characteristic, multicultural: 0.779518399036
clara, hooked: 0.059744772086
populous, repayable: 0.722246450873
onboard, so: 0.519104334885
emblematic, oral: -0.129934776484
promising, transparency: 0.365560315104
effectiveness, suspected: 0.687545791025
comin, terse: 0.37896584183
environmentally-friendly, vice-chairperson: 0
certainly, cruellest: 0.627222748661
synergistic, whatever: 0.618376552078
aggravated, remediated: 0.545844456291
daily, deep: -0.262121930444
ill-founded, thrilling: 0.0
free-standing, kid: 0.0
especially, perilous: 0.948762737066
plausible, prestigious: 0.560837332101
across-the-board, deprived: 0.0
-so, grouchy: 0.0
improved, milder: 2.14581103551
processing, yet: 0.253111176026
dispersal, remediated: 0.683256610814
cheesy, unofficial: 0.476218503347
aging, spontaneous: -0.007918178223
perverse, well-managed: 0.0
baseless, non-compliant: 0.0
industrialized, poverty-stricken: 0.0
achievable, virtuous: 1.87636129937
instable, reported: -0.073772077976
instrumental, tonight: 0.351835343596
heartfelt, shallow: 1.08421806853
drenched, oriental: 1.26192040109
happy, ok: 2.46320677798
cheery, redeemable: 1.20276564831
disputable, euphoric: 0.189972204189
concise, restless: 1.09311468708
hlv-positive, pointless: 0.0
hiv-positive, luminous: 0.0
classical, insatiable: 0.467127000264
necessarily, vigorous: 0.474055347153
stern, wary: 1.89767200489
faithful, multi-faceted: 0.0
fresh, pertinent: 1.13048730987
incredible, touching: 1.26609096055
blind, inherent: 1.55491894665
fast-switched, rational: 0.0
louder, undisputable: 0.41718111493
tentative, toxic: 0.665806009671
invariable, re-established: 0.0
negative, thorough: 0.756469984634
deficient, identifiable: 1.14243216596
schizo, withdrawn: 0.092176082844
demanding, inexplicable: 0.84956680068
lazy, objective: 0.303494807672
foolproof, subtler: 1.779457457
chloe, talented: 0.083582657168
bad-ass, receptive: 0.0
gross, rampant: 1.04120908668
handsome, monumental: 1.22332449949
awol, giddy: 0.363143616781
innovative, irritating: 1.08857943892
lovable, named: 2.22666684074
pitch-dark, several: 0.0
autonomous, watchful: 1.54176428949
immaculate, ok: 1.27760587084
abysmal, high-ranking: 0.0
reason, speedy: 0.715556691075
rehearse, stiff: 0.433601587322
friendlier, minuscule: 0.709377611086
excited, volatile: 0.806243067002
initial, responsable: -0.752742362676
clarify, naive: 1.08683571192
ravishing, relaxed: 1.74153939887
disgusting, finished: 0.714545232739
prouder, updated: 0.781626272429
cute, lead: -0.177160505764
insane, soft: 0.535264945427
reduced, third: 0.686442684446
seasick, sensational: 0.114158842073
micro, resolute: -0.235264479866
gender-neutral, paid: 0.0
past, slower: 0.683262031404
callous, extant: 0.176529348788
non-discriminatory, rather: 0.0
emotional, untenable: 1.37559977076
aging, cinematography: 0.135117106417
emerging, unremarkable: 0.690391191022
abysmal, busier: 0.410819284151
practicable, secondary: 1.12638017421
equivalent, various: 0.286864658715
quoted, twisted: 0.469682364228
battered, understood: 0.003754245986
craze, fast-switched: 0.0
irrational, simple: 1.21194942754
sociable, spectacular: 0.780899827113
constantly, early: 0.069216498978
scant, substantial: 2.67733363405
doctor, vague: 0.687538113905
cost-efficient, installed: 0.0
kind, unprotected: 0.413949784669
additionally, conceivable: 0.218795434396
self-financing, skeletal: 0.0
married, unsuccessful: 1.08963362075
minimum, sonny: 0.300579949747
atrocious, bad-looking: 0.0
pro, shocking: 0.743060395909
listed, prejudicial: 0.088726044514
flashing, yo: 0.998527010199
imperative, unsound: 1.75151242067
futile, vis-: 0.0
sluggish, unspoiled: 1.14318622555
doable, understood: 1.3834363454
cowardly, uncomfortable: 1.66080671883
comprehend, snotty: 0.87139814094
objective, screwed: 0.07592765067
decent, looser: 1.41494423822
miniscule, non: 1.1890571333
minus, upright: 0.488006359428
drenched, italian: 0.817316754909
case, launched: 0.085662820768
off, swifter: 0.434351093687
sure, ultra-hazardous: 0.0
shameful, unscathed: 0.675472030106
comforting, pitiable: 1.97848272969
bad-looking, sonny: 0.0
populated, proportionate: 0.220312665508
broad, eco-friendly: 0.0
it, widespread: 0.772302061648
laughable, shy: 1.24891202399
operated, wise: -0.171436064308
engaged, goal: 0.835460324542
etcetera, involved: 0.958566291953
acute, iovely: 0.0
grieved, kind: 0.2919696321
co-funded, cognizant: 0.0
official, opportune: 0.773734688796
super, transitory: 0.195036744382
latter, minus: 0.64119537909
issued, transitional: 0.265542941759
antagonistic, inflexible: 3.60203411107
canceled, drenched: 1.21104506457
freaky, prohibitive: 0.378963003565
quoted, unpleasant: 0.116243479336
fitting, well-armed: 0.0
evil, well-paid: 0.0
unscathed, well-known: 0.0
over-optimistic, responsibility: 0.0
targeted, tight: 0.260648382223
policy, uninsured: 1.63520398427
freezing, ugly: 0.776831092082
presumptuous, unfriendly: 2.70985823601
ill-equipped, obsolete: 0.0
dirtier, secret: 0.591095526463
formidable, uncertain: 1.51842904212
hope, precious: 1.41235959387
identify, notorious: 0.653120531953
inequitable, non-transparent: 0.0
ephemeral, patentable: 2.4734299658
optimistic, unremarkable: 1.36045990551
frustrating, over-optimistic: 0.0
minimum, prejudicial: 0.4343220071
brillant, well-targeted: 0.0
dodgy, ridonc: 0.0
recent, vice-chair: 0.0
comprende, immense: -0.330694892862
smarty, thus: -0.023194493415
dear, quicker: -0.171683753697
establishment, sudden: 0.286703281691
progress, snappy: 0.262384559021
daily, promising: -0.248843378759
cost-efficient, microscopic: 0.0
average, deader: 1.25444978923
accepted, secondly: 0.311292044884
brisk, combative: 1.02716983322
stagnant, unanimously: 0.22546522827
nuts, satisfactory: 0.452450113612
identify, underfunded: 0.703086911286
superior, ugly: 0.4650537761
pure, uncommon: 1.17595299306
craze, registered: 0.279947440008
unfettered, wise: 0.657388606344
dependable, patent: 0.373101970868
affluent, spatially: 1.10626677289
irreconcilable, onboard: 0.198536142276
gratifying, strongest: 1.01577590804
dismissed, unrealistic: 2.59766830824
expandable, life-threatening: 0.0
dismal, distinguishable: 0.058977862537
2nd, max: 0.805787764711
integrating, sluggish: 0.444510086712
industrialised, intertwined: 0.0
exactly, miscellaneous: -0.036069186598
abhorrent, unhelpful: 3.61248700026
clara, user-friendly: 0.0
desired, timely: 1.50676263471
amusing, horrible: 1.86855088872
claire, lukewarm: 0.535335175454
smallest, starved: 0.996681979802
absolutely, urgent: 0.986533553837
anywhere, southwestern: 0.454999047793
potential, well-reputed: 0.0
marked, significant: 1.62029163763
alarmed, maximal: -0.218507971843
co-chairperson, fledged: 0.0
built-in, handed: 0.0
cuter, largely: -0.403916400624
abolitionist, hilarious: 0.833223530822
acceding, set: 0.053246553799
ideal, us: 0.852335870821
ill-founded, overly-high: 0
blurry, cited: -0.19397307559
indian, informed: 0.533298922962
accused, bothersome: 0.314122422444
cardinal, funky: 0.384138803563
glad, time-consuming: 0.0
immediate, unusual: 1.54035567924
completely, earlier: 0.763411739241
immediately, upper: 0.422067699081
fullest, only: 0.732918539995
near, well-armed: 0.0
careless, nascent: 0.298129986901
fucked-up, reality: 0.0
black, honoured: 0.0
incorrect, reasoned: 1.5932863141
devastating, harmonised: 0.0
inconsequential, with: 0.33005588368
icy, northern: 2.17868968139
finest, noteworthy: 1.96536541316
minuscule, opening: 0.092526377984
suspected, well-filled: 0.0
tragic, vicious: 2.29934003254
arguable, nasty: 0.641244517072
grown-up, time-consuming: 0
inter-linked, overemotional: 0.0
compensatory, high-tech: 0.0
