all-important, low-skilled: 0
co-operative, humiliating: 0.0
meaner, romantic: 0.153551843177
first-class, jeopardized: 0.0
ah, cheap: 1.1821021882
magical, transparent: 0.328539986345
serene, underdeveloped: 0.812061461631
lawful, much: -0.115760438986
pretentious, yearly: 0.350166845515
secure, unfair: 0.324101145549
contemptible, rubbish: 2.79178163997
conscious, instead: 0.596653994481
longest, sadder: 1.06686079265
now, reported: 0.020773234822
marvelous, unattractive: 1.13150516104
part, rubbish: 0.622667632194
leading, seriously: 0.352976458144
leave, lifelong: 0.151497726836
interactive, south: 0.214597808039
hither, systemic: -0.733813635355
fancy, unspeakable: 0.312163821696
associated, prepared: 0.361382419715
north-west, pending: 0.0
accountable, every: 0.88067879904
certainly, social: 0.376276571222
liberal, stoned: 1.21671452303
alien, recognized: -0.223419446386
faultless, sufficient: 1.17360090759
impaired, noble: 0.33595053688
conservative, thick: 0.75525854227
beneficial, ten: 0.306250845718
gross, teeny: 1.18344696658
in-flight, try: 0.0
limp, practical: 0.100081669915
possibly, there: 0.693986706439
sicker, thin-skinned: 0.0
cheaper, kid: 0.760157445742
ago, restrictive: 0.277732970215
dumber, sore: 1.20186337499
hard, lovely: 1.29218129505
kid, threaded: 0.856695623899
chosen, overt: 0.292718548849
everybody, time: 1.265709774
evil, trained: 0.890880922587
coarser, heights: 0.836066329964
abolitionist, gruesome: 0.922653299843
unharmed, warm: 1.96225301697
distressed, longest: -0.437899075097
competitive, heterogeneous: 1.08005180376
independent, re-appointed: 0.0
muscovite, surrounded: 1.07433007078
innumerable, odd: 1.65072572222
coherent, policy: 1.96839300556
battered, publicly: 0.442178570279
terrifying, worse: 2.17321966113
double, gigantic: 1.08368121721
mla, unquestionable: -0.093090131442
recurrent, relaxed: -0.218919984823
eighth, fast-growing: 0.0
basic, self-reliant: 0.0
hideous, positive: 0.723020314064
firmer, forlorn: 1.26037693583
emblematic, wasted: 0.089535211124
nationwide, surprised: 0.199675582875
find, non: 0.449730405505
hiv, last-minute: 0.0
agile, neighbours: 0.0
bright, simple: 1.05966759413
straightaway, two-: 0.0
politically, trivial: 1.37652741094
good, multi-disciplinary: 0.0
catastrophic, largely: 0.884180050524
commenced, sale: 0.360388798189
convenient, dismal: 0.301903473233
sharp, undecided: -0.005664378555
iucky, ok: 0.0
fancy, shoot: 0.721882607887
discriminate, dreamy: -0.248561593225
demanding, outrageous: 1.79630808235
mandatory, pricey: 1.11038277699
ample, severely: 0.436692533257
by-election, u.s.: 0
overweight, responsable: 0.435124240443
helpful, incredible: 1.08963202537
green, rotten: 1.37755046498
psychogenic, recognized: 1.15813405881
patient, worst: 0.27722434356
commended, disruptive: 1.02414730529
hollow, self-executing: 0.0
asian, equipped: 0.200671210059
loco, long-lived: 0.0
regretful, well-protected: 0.0
clearest, damaged: 0.152271996409
comforting, outnumbered: 0.666963143348
paramount, smoother: 1.01350271077
reliable, wicked: 0.662826872375
preferred, sincere: 0.234498698119
soothing, uncomfortable: 1.80640909931
faint, fucking: 0.876880193464
almost, discriminatory: 0.12399065389
arming, deceptive: 1.65302523473
cleanest, elite: 1.08779438863
de-insured, deceased: 0.0
beter, these: 0.65638378353
crazy, inter-linked: 0.0
l, solid: 0.095436936285
abolitionist, generally: 0.504099585331
latest, terminated: -0.316910145434
preferential, secondary: 1.85632036353
briiliant, intimate: 0.0
dependable, helpful: 2.13715703313
quieter, sympathetic: 2.14070751537
ecological, reality: 1.02400213204
countless, logical: 0.277310281732
null, sharp: -0.353286578064
allergic, blind: 2.42350747668
inconsistent, under-age: 0.0
anonymous, one-sidedly: 0.0
invalid, useless: 3.56522569047
informative, nifty: 1.25634517776
tiny, weirder: 1.1548225678
considerate, sensible: 3.40997808126
heated, shorty: 0.583390602186
nicer, sad: 2.71995993593
fortunate, magnificent: 2.24153014804
challenged, contestable: 1.66035487173
certain, multifocal: 0.856810359344
grimmer, started: 0.556817202687
influential, sovereign: 0.724290611855
careless, transparency: 0.18607893229
increasingly, personally: 0.033057586001
eleven, revised: 0.470656378624
sentimental, understand: 1.34993761391
overloaded, stout: 0.732544776367
ageing, formidable: 0.0
destructive, teeny: 0.681409913157
realist, regrettable: 1.40011752328
further, treaty: 0.558614417411
elsewhere, insubstantial: 0.670689370909
feeble, livid: 1.37941579062
dearer, justification: 0.782314058821
expensive, flashing: 0.281517592556
extraneous, north: -0.555884701328
diverse, sacrilegious: 0.784728477869
heterosexual, stranger: 1.30123713587
disputable, unambiguous: 1.75716736001
of, secondary: 0.0
international, performed: 0.602614554073
clinically, trashed: -0.69889993647
simpler, sluggish: 0.953557188653
intractable, periodic: 1.40243450949
cheap, giant: 1.43485424061
built, unwholesome: -0.495944787706
repeated, wierd: 0.063741619005
legible, safe: 1.9931087367
shallow, succinct: 1.57103162459
-just, lackluster: 0.0
remediated, safest: 1.21039935095
nobler, unclear: 1.55123340148
bankrupt, predominantly: 0.06279667623
dre, psyched: 1.43085521137
overall, qualified: 0.847905717591
crazed, dazzling: 1.65617287575
discreet, technical: 0.294605696215
in-progress, nonexistent: 0.0
characteristic, private: 0.088493783558
listed, ungrounded: 0.056812669791
customary, flexibly: 0.234911009828
iate, sociable: 0.0
poor, upright: 0.682407981748
safe, specialized: 0.462781814349
awestruck, graver: 0.44760363636
hurtful, professionally: 1.33223688568
malicious, wacko: 1.57973722372
giant, unitary: 0.692262904192
advisable, yo: 0.439166719799
designated, determining: 2.09884319795
begin, negligent: 0.515615001162
compulsory, intelligible: 2.07587374334
tailor-made, widely: 0.0
iilegal, sweet: 0.0
home, necessary: 0.245177097637
organic, vivid: 0.487856389054
bad-ass, need: 0.0
detrimental, higher: 0.839273539345
case, selfevident: 0.0
mimi, vivid: 0.203293305828
predictability, western: 0.3842408322
finer, inconceivable: 0.153325157391
motivated, treated: 1.44908831667
limber, luck: 0.589534577377
crafty, suspected: 1.32285667977
privileged, thrilling: 0.866408177631
continued, individualized: 0.382567474629
aggressive, consideration: 0.491205869812
day, holy: 0.81961097817
any, pro-choice: 0.0
formally, freaky: -0.211806567507
-so, clear: 0.0
essential, scarcer: 2.44830849385
-just, brutal: 0.0
bitter, goodto: 0.0
currently, reiterate: 0.526047432402
chilly, salute: 1.18521732171
implemented, unreasonable: 0.671255737856
completed, pitiful: -0.338780653391
delightful, unjustified: 0.601017124772
princess, thrilling: 0.893961757855
gay, guys: 1.37833123723
blow, enough: 1.06854322622
preoccupied, shifty: 0.708957338576
fragmented, harmless: 0.570721333464
appalling, north: 0.60409338643
flavorful, small-scale: 0.0
goofy, huh: 3.20997980586
neat, victorious: 0.456267430289
crowded, persuasive: 0.2030035903
accessible, vibrant: 2.46509396013
enhancing, state-funded: 0.0
fixated, worrying: 2.89464588013
impossible, vulgar: 0.70888768123
european, tentative: -0.161546516171
ail, inter-related: 0.0
scarce, segregated: 2.03779852213
obtainable, patentable: 2.85620511113
isolated, psycho: 0.656153292016
before, few: 1.09455836461
opposite, proprietary: -0.394249394963
absolute, subtle: 0.429755790548
firm, unconditional: 0.341776353471
educational, thick: -0.436977096893
achievable, thinner: 1.09105607606
brilliant, prohibitive: 0.576889617089
abolished, doubled: 1.71976658792
built-in, dandy: 0.0
attainable, predictable: 1.69943857499
rarer, surer: 2.48528239337
dre, thirteen: 0.339132610539
frequent, interested: 0.791353140892
called, missing: 0.419873437378
sparse, suddenly: 0.609820582799
sizable, steady: 2.73159097359
indicated, sweeter: 0.193362822488
acceded, carsick: 0.364648949537
applicable, average: 1.28682871629
calming, usable: -0.096585241885
junior, well-organized: 0.0
full, served: 0.600420983692
targeted, varied: 0.973444143838
bottled, comparable: 0.797667511477
fair, young: 0.286237876179
alone, environmentally-friendly: 0.0
convinced, depressed: 1.53655562501
forward-looking, good-looking: 0
kinda, pricey: 1.31367590675
gigantic, global: 0.992466387591
demented, intolerable: 2.27554626173
despicable, iilegal: 0.0
cozy, freaky: 1.65234004616
implacable, safest: 0.589615822604
idiotic, peculiar: 2.19541671331
optimum, thoughtful: 0.743116987041
multi-disciplinary, white: 0.0
everyone, fundamental: 1.0664237063
ageing, sad: 0.0
bankrupt, publicly: 1.25703665463
aging, chickenshit: 0.395524197101
certainly, pivotal: 0.807895657428
horrid, inequitable: 2.0749630878
opening, speaking: 0.314066650047
justifiable, then: 0.539407912072
marginalized, polite: 0.807723408691
overburdened, tabling: 0.079088213776
-surprised, successfully: 0.0
hurting, private: 0.440628703923
equitable, well-reputed: 0.0
pretentious, retard: 2.39916837536
holistic, phony: 1.31507487165
noted, nude: -0.475886122417
promising, simplified: 1.00621352617
free-standing, unaffected: 0.0
back, drunk: 0.690727738486
disrespect, low: -0.310342804274
equitable, often: 0.238961628215
being, silent: 0.18824327349
counterfeit, underfunded: 0.313045403385
folks, non-existent: 0.0
diligent, heartening: 1.65151395968
overdue, unprecedented: 1.56820172774
heartfelt, reiterate: 2.18518595997
authorized, plenty: -0.299888153898
myself, off-the-record: 0.0
flexibly, twisted: 0.725629421678
peaceful, well: 0.243277805773
annoying, lengthy: 1.39517208053
arduous, contestable: 1.46689655213
cosmetic, malicious: 0.925552897154
consideration, initial: 0.937173957527
best-known, wetter: 0.0
diseased, shorter: 0.683575923433
divine, heartbroken: 1.62841722143
energy-efficient, leave: 0.0
italian, unspecified: -0.420560087148
slow, unpopular: 1.00502502957
ambiguous, cleverer: 1.92408290685
valuable, virtuous: 1.33937244469
startling, underlying: 0.778393372408
regular, undecided: 0.804911287466
late, recognizing: 0.105075405329
grown, outdated: 0.976416208052
", binding: 0.0
etc, pointless: 1.52892933998
included, southeast: 0.178038441851
best, lightweight: 0.898965988638
capable, instructive: 0.642077247473
additionally, expressed: 0.042179840357
infeasible, performed: 1.15004304697
minus, symbolic: 0.371723152807
teeny, well-positioned: 0.0
3rd, plenty: -0.271186350181
corrupt, dual: -0.087680491216
familiar, queer: 0.531629887924
duty-bound, freedom: 0.0
egotistical, fun-loving: 0.0
formally, needy: 0.161338813036
apart, preoccupied: 1.11984977807
imprecise, vain: 1.54602274066
planned, well-informed: 0.0
blatant, transparent: 1.95991125708
much, work: 0.892392161446
elsewhere, skilful: -0.110764637255
kosher, puny: 0.792196021101
curious, utopian: 1.42347298636
self-conscious, unrestricted: 0.0
compensatory, disgusting: 0.779911550592
expedient, hotter: -0.162709438993
bonnie, rock: 0.768916629739
cited, combative: 0.973233851661
enormous, pleasant: 0.651735734454
co-operative, effectiveness: 0.0
innocent, liberated: 2.45753406234
occurring, overworked: 0.003532897001
brainless, meaner: 2.54210808685
fairly, sore: 0.908007485736
decisive, stiff: 1.01812508434
etcetera, fussy: 1.00812129695
commenced, phenomenal: 0.443185651546
beautifui, east: 0.0
gratuitous, restful: 0.786462733641
associated, beneficial: 1.46023163254
distressed, null: 0.803384686691
forward-looking, psychological: 0.0
expressly, invalid: 2.72896889939
expanding, truly: 0.66306584356
longer, unidentified: -0.057948147495
squat, stepped-up: 0.0
appreciated, brillant: 1.1131586962
bastard, high-ranking: 0.0
insulted, state-run: 0.0
analogous, eligible: 0.528964507453
quickest, stable: 0.680454039773
definitive, ridiculus: 0.404418738201
slippery, whilst: 0.796447702357
culturally, enchanting: 2.16943435185
astute, disparate: 1.54016293408
disingenuous, vulnerable: 2.15165395346
allergic, surprising: 1.39959680297
shocking, stuffed: 1.12356141961
-good, housebroken: 0.0
dominant, ridonc: 0.0
horrific, life-threatening: 0.0
mieux, sweeter: 0.898363231527
across-the-board, courteous: 0.0
expressly, traded: 0.010540963253
complete, polite: 0.459565807948
gutsy, represented: 0.461598899199
part, trashy: 0.105668457797
assured, incomprehensible: 0.775192903732
visible, yesterday: 0.03477327227
confused, dispute: 1.34906566383
false, reasoned: 1.05830140613
snotty, terrific: 1.32954818869
dependable, static: 1.61909658294
outside, self-conscious: 0.0
considerate, non-exclusive: 0.0
self-supporting, vice-chairman: 0
exponential, spent: -0.343779482445
consulted, scarcer: 0.014045552631
conspicuous, strangers: 0.762608372805
brightest, progress: 0.482199429205
ecological, first-rate: 0.0
troublesome, vis-: 0.0
felt, italian: -0.456138649389
costeffective, enlarged: 0.056779158146
grievous, prohibitive: 1.07755815477
bothersome, well-organised: 0.0
authorised, tight: 0.0
placed, ridiculus: 0.239703455329
eerie, well-targeted: 0.0
co-ordinated, unreliable: 0.0
classical, reported: 0.362570874046
awaited, informal: 1.02865182424
happen, medium-sized: 0.0
nascent, usual: -0.126047399772
sale, updated: 0.529168890021
cinematography, parallel: 0.762267844932
dandy, unforgiving: 1.25150131909
comercial, legal: 0.06484760589
essential, mature: 0.488846919163
-sorry, all: 0.0
hostile, shoot: 0.805730094609
practical, weil: 0.092874639632
selective, succeed: 0.762487045461
hon, raison: 2.24719750121
immediately, ineffective: 0.61568669683
marginal, uncomfortable: 1.34670457193
entitled, unfettered: 0.884205179821
heard, use: 0.517401150624
punchy, rogue: 0.08029944793
glamorous, tabled: 0.154026990033
material, performed: 0.56377718992
intermediate, wanna: 0.511068227167
brainless, graceful: 2.09978751711
objectionable, supplementary: 1.77888672326
extraneous, unprecedented: 0.640905485074
everything, feasible: 0.668851632607
cattled, courrier: 0.0
unexceptable, wished: 0.0
public, purty: -0.551702196371
adopted, presentable: 0.332958814202
less, planning: 0.07751643627
fucked, stringent: 0.123457167627
invested, potential: 0.72417681738
distributed, underdeveloped: 0.921124952881
kid, popular: 0.317563723711
less-favoured, uneconomic: 0.0
particular, primary: 1.55447316217
blurred, user-friendly: 0.0
most, thorny: 0.781106236911
ecological, guaranteed: -0.159508252075
hilarious, provision: -0.187330340368
hiv, realizing: 0.244327696987
by, seldom: 0.401807979264
dorky, thrilling: 1.29595134251
perpetual, triple: 0.440065887312
fussy, unsolved: -0.098317062999
self-reliant, thankful: 0.0
richer, understandable: 0.588128152776
especially, here: 0.984343720242
apolitical, co-ordinated: 0.0
alarming, obese: 2.87152810458
credible, expressed: 0.622889905434
conclusive, significantly: 0.565961935835
crazed, unhappy: 1.26076188274
detrimental, much: 0.88651027116
find, key: 0.158249612586
fair-minded, properly: 0.0
north, troubling: 0.394866497116
arming, sealed: 0.289820488739
asked, nobler: 0.32960674755
developed, fraudulent: -0.346531212819
around, furthest: 1.38597205712
excellent, sexy: 0.922689755608
dense, skilled: 1.22173194333
restored, yo: -0.366667700448
sombre, widespread: 0.572152476935
cheesy, recommended: -0.164163572871
alone, incredible: 0.955666243383
10, aggrieved: 0.0
extra, flavorful: 0.739199516582
fiercer, functionally: 0.097697144077
innocent, occupational: 0.055141080843
acute, elegante: 0.0
giddy, practical: 0.314735134355
documented, dumber: 0.441014428188
cordial, intelligent: 1.48727296477
commensurate, myself: 0.055617025848
chubby, evening: -0.409924664197
", highest: 0.0
refrigerated, south: 1.2254989513
accuracy, diversified: -1.21708978817
inexhaustible, treaty: 1.08739508298
interesting, preferred: 0.678903320657
booming, ordinary: 0.10687849372
patchy, trashed: 1.73360104398
bureaucratic, redeemable: -0.198063374409
beautifui, close: 0.0
lastly, sincere: 1.0127686565
fourth, loyal: -0.098517947592
astute, respected: 3.42977626018
contradictory, shielded: 1.58623632632
state-of-the-art, user-defined: 0
ferociously, unsatisfactory: -0.381998253595
lousy, truly: 1.14880112395
inconsiderable, merely: 1.56250649634
arguable, rising: 0.519137834462
hairy, resolved: 0.469994213148
interactive, wack: 0.010594904799
inoperable, unspeakable: 0.74000175334
cost-efficient, unsafe: 0.0
biggest, reciprocal: 0.593982101707
central, otherwise: 0.006284946723
ecologically, suspected: -0.554026371188
tentative, transnational: 0.386324195637
obligatory, science-based: 0.0
effectively, sing: -0.219702276207
rock-solid, shorter: 0.0
pitiful, qualified: 0.448019204592
drenched, serene: 2.55713055863
delightful, yearly: 0.151706427702
grim, loud: 0.956864473306
extreme, opposed: 0.819146000982
scarcer, unbearable: 2.47283801997
directly, fussy: 0.08981920194
novel, savage: 1.02035746738
ionely, nonsense: 0.0
brillant, fast-growing: 0.0
preposterous, wealthiest: 1.32257129237
fake, older: 0.16160911923
broad-based, u.s.: 0
high-quality, net: 0.0
seen, shifty: 0.557361918587
effectiveness, suicidal: 0.481715640995
master, minimum: 0.135265216357
insured, year: 0.532829697733
adorable, statewide: -0.231096352834
clinically, undemanding: 0.843366515612
guilty, suited: 0.118442568912
multidimensional, unhealthy: 0.570656262403
doubtful, younger: 0.500972765941
nothingg, rock-hard: 0
harsh, unspoiled: 1.27755586183
bolder, undecided: 0.460763149824
documented, non-compliant: 0.0
embarrassed, wiser: 2.17023700361
american, nominal: 0.507010256363
clueless, do: 1.16520479606
multi-dimensional, untapped: 0.0
restful, smooth: 3.36287496485
newsworthy, surrounded: 0.259076471859
elaborate, hotter: -0.246122858086
marty, surely: 0.585033538169
absurd, charmed: 1.36301770873
immaculate, plain: 1.29508763874
charged, puzzling: 0.401458891894
blurred, left: 0.711378468021
cool, freezing: 2.43392254705
impermissible, non-partisan: 0.0
certified, modernized: 1.15293613338
creation, indebted: 0.229847777908
annoying, broader: -0.13363347081
discreet, six-year: 0.0
uh-huh, unemployed: 0.0
insane, uncontroversial: 1.59213333243
comforting, irresponsible: 1.09143487942
serious, terrified: 1.19595317686
democratically, unbecoming: 1.94788994819
ineffective, whole: 0.086134160851
safeguarded, sicker: 0.009274486829
counter-productive, end-to-end: 0
alternative, psycho: 0.153622480548
inoperable, partially: 1.93602186537
fair-minded, isolated: 0.0
challenged, hence: 0.619704230791
iil, under-funded: 0
cozy, unrealistic: 1.19315749246
enhanced, stale: 0.995166794616
insignificant, longitude: 1.47609326488
enlarged, stuffed: 1.25051638134
de-insured, wing: 0.0
fitting, impulsive: 0.282744259349
constituted, implementable: 1.76428030311
alone, cracked: 0.165820810906
included, rare: 0.432269423476
toasted, up-to-date: 0.0
likely, thicker: 1.44803907238
broke, gratuitous: -0.229455003603
confident, perplexing: 0.799662525804
becoming, on-going: 0.0
-me, patchy: 0.0
astute, changing: 1.00224297616
disciplined, passionate: 2.46073303459
hence, previous: 0.369508459767
lasting, twelve: 0.975849109971
shortly, unchangeable: -0.185939860347
exceptional, treaty: -0.216786845779
held, sal: -0.320128512835
lengthier, wing: -0.199836168746
countless, heard: 0.861887692243
interest, subsequent: 0.529868158148
builshit, specified: 0.0
abolitionist, discriminatory: 1.60664052244
already, tougher: 0.835702422077
erroneous, foxy: -0.064337545063
mideast, receptive: -0.25067841365
purer, tighter: 2.31491614336
dirtier, scattered: 0.936835276458
shallow, skilled: 1.52872327503
freer, lonely: 1.39787156153
cowardly, creepy: 2.75808252624
hereto, left: 0.07397802663
abrasive, adequate: 0.196231246622
breathe, well-prepared: 0.0
on, unsound: 0.627017231892
encouraged, grumpy: 0.633885678721
null, sovereign: 2.80578240666
hey, unbiased: 0.62245465908
corresponding, rarer: 0.84765685684
iucky, shortly: 0.0
inquisitive, jeopardized: -0.016853154703
hot, live: 0.217622052767
actively, unambiguous: 0.129242150991
expressly, inoffensive: 1.41250466321
accurate, approved: 0.294843534089
19, amended: 0.0
aligned, thorny: 0.131681979857
maximal, on: -0.150209493416
final, numerous: 0.336325400076
miniscule, severe: 0.676465284623
prominent, tailor-made: 0.0
multicultural, yearly: 0.634756818534
desolate, lightweight: 0.339197254032
disappointed, soft: 0.864939047365
murderous, underlying: 0.550494641045
reported, unwelcome: 0.495460167803
crazed, salient: 0.277137536212
outdated, secondly: 0.280124144541
uptight, verify: -0.475084993675
cooler, scalable: 0.415453474776
handled, oral: 0.006062168704
hot, living: 0.107824631277
expedited, insufferable: 0.830349006411
bone-dry, expensive: 0.0
normally, rock: 0.625748364587
technology-neutral, welcome: 0.0
dynamite, uptown: 0.280663693021
comin, credible: 0.198561631562
nationwide, prescriptive: 0.149237472461
trippy, well-lit: 0.0
stumpy, uncomfortable: 1.56791528438
away, tardy: 0.626863384667
recognizes, transparency: 0.945069299206
craze, fiercer: 1.40464592265
comprende, submitted: 0.208343648898
overt, underlying: 1.943653657
repeating, secondary: 0.131320682361
immediately, reimbursable: 0.667818979853
slick, thirteen: -0.054227256795
implemented, ju: -0.001851878416
sizeable, tan: 0.162857271962
relaxing, ultra-hazardous: 0.0
issue, mysterious: -0.143245506256
fluid, unlimited: 1.14829349313
frustrating, notable: 1.57026474653
no, weary: 0.881556596236
emaciated, pragmatic: 0.538018128402
good-iooking, nonsense: 0.0
compensatory, ready: 0.179831713312
admiral, financed: -0.020948394066
anything, secretive: 0.953001406459
daunting, lengthy: 2.57337790216
broke, culturally: -0.757397581054
odd, whole: 0.948132541271
blameless, say: 1.37200145646
characteristic, unproblematic: 1.867575301
comforting, treasured: 2.38248819218
export, today: -0.14069879175
panicked, trusted: 1.3962236021
ill-defined, wiser: 0.0
receptive, reimbursable: 0.365011570027
ionely, nathan: 0.0
affected, wealthier: 1.4482551082
asshole, thus: 0.442539537864
superb, well-designed: 0.0
honored, underpaid: 1.96340744901
pray, together: 1.28408303409
defenseless, shortly: 0.171253414029
expanded, find: 0.072035692148
overpriced, twice: 0.451102721097
cute, unused: 0.08632951988
heartbroken, note: 0.441971411427
-surprised, in-progress: 0
bitter, reyes-torrena: 0.0
inspirational, knowledgeable: 2.0067171929
shipshape, unworkable: 1.10847601643
advanced, lasting: 0.597635259113
longer, undetermined: 0.943998126445
a, mistaken: 0.0
knackered, multi-layered: 0.0
non-discriminatory, prouder: 0.0
least, self-supporting: 0.0
insensitive, switching: 0.488842603129
estimated, hospitable: -0.074487121444
frightful, patent: -0.314830202381
dedicated, shiny: 0.570970208799
amended, short-sighted: 0.0
basically, insulted: 0.918940561832
across-the-board, continuous: 0.0
juicy, prepared: 0.876930932602
experienced, parched: 0.587648312754
industrial, open: 0.463035146545
accepted, financed: 1.3824944374
adorable, simplistic: 1.99180079698
closer, susceptible: 0.747145365633
condescending, sir: 3.04317883062
hip, improvement: 0.544006828966
cheap, commensurate: 1.29901476042
impracticable, publicly: 2.55671054615
daft, us: 1.05285472362
scaleable, stated: 0.954300500938
human, soaring: 0.642241750787
co-operative, noteworthy: 0.0
absolute, classy: 0.505871429551
opposed, well-known: 0.0
gravest, unconvincing: 1.22276108584
invaluable, lively: 1.43348431442
co-financing, savage: 0.0
resolved, unthinkable: 0.955678329681
funnier, overwhelming: -0.412922244968
individual, non-discriminatory: 0.0
populous, vulnerable: 2.25309108373
attractive, notably: 1.37004208888
awaited, like: 0.108389893576
ice-cold, stout: 0.0
closed, lamentable: 0.818083630756
latest, pathetic: 1.13790190966
sporadic, sporadic: 8.29165661117
fewer, highest: 1.84017995752
tiresome, unlocked: -0.42042613817
arming, starker: -0.863045129552
deposited, dumber: 0.846997215475
ice-cold, matched: 0.0
broader-based, old: 0.0
compact, fuckin: 0.227562985302
adaptable, founded: 1.13652563735
pushy, unlucky: 1.9702610748
-ready, then: 0.0
broader, predictable: 0.88546268536
described, trivial: 0.610576963816
mid-sized, wonderfui: 0
desirable, quadruple: 0.472551922215
released, stiff: 0.117473153536
principale, specifically: 0.202420941016
phat, pleasurable: 1.10513621197
drunken, seropositive: 0.289538399176
less, realist: 0.66862697185
leaner, skilled: 2.0621456331
excited, flattered: 4.70685021706
deprived, unprofessional: 0.941731527407
brittle, sufficient: 1.20134954337
foremost, pleased: 1.28044697832
cattled, sedentary: 0.0
lunatic, ominous: 1.44153293971
quieter, safer: 4.87561497234
major, sorr: 0.0
meticulous, scary: 1.02461274261
systematic, urgent: 1.51779185465
longitude, state-funded: 0.0
repeating, vice-chairman: 0.0
frustrating, losin: 1.62218725531
clueless, insatiable: 2.45173581363
authorized, paranoid: 0.738548890842
geographical, nifty: -0.000282991187
frantic, worthless: 0.828507925229
rude, someplace: 1.51234770268
term, unethical: 0.715205367948
corresponding, nude: 0.500066096003
merciful, slight: 0.908387146971
broader-based, evening: 0.0
leveraged, wrongful: 0.691093134036
alone, modernizing: 0.104102931862
careless, irresponsible: 4.26979940155
infamous, prestigious: 1.02822713009
conceivable, infamous: 0.6813253891
brightest, reciprocal: -0.519059980526
exceptional, vice-chairmen: 0.0
being, varied: 0.128782546631
fluid, uncanny: 2.00310861368
paramount, way: 0.617758509164
improbable, unsustainable: 2.44839358174
annoyed, traded: 0.821324296903
beautiful, yearly: -0.065474211922
damaging, prepared: 0.585574440678
aforesaid, follows: 1.11019949268
pleasant, typical: 2.21718605646
responsibility, smokin: -0.285482144121
effectively, sombre: 0.161535180545
annually, physically: 0.646044736176
dandy, issue: 0.049666658178
much, overwhelming: 1.1844030149
happiest, non-existent: 0.0
erroneous, presumptuous: 2.71956107722
own, sweet: 0.530563899964
glad, technically: 1.1241192155
cowardly, obtainable: -0.113283051322
elementary, unimpressive: 0.399310211328
infrequent, patchy: 2.70925177888
gross, poorer: 0.72007912047
mostly, transient: 1.05378372923
cleaner, dickish: 0.542653666916
far-ranging, reprehensible: 0.0
cost-efficient, documented: 0.0
silly, unfeasible: 2.21591427786
quality, tell: 0.193121257136
disrespect, largest: -0.492710006663
actual, fools: 0.781438142212
judicious, novel: 1.10245418361
thready, weakest: 0.504789191361
able, immature: 0.292564344818
okey, startling: -0.414881782444
common, iike: 0.0
canceled, well-placed: 0.0
listed, spotless: 0.558470659266
bullshit, less-favoured: 0.0
suicidal, unethical: 2.36088809044
focussed, nigeria: 0.535087207107
retard, swifter: 1.71484747272
u.s., uneconomical: 0.0
foremost, interwoven: 1.16358430951
mieux, permitted: 0.207678480889
altered, impolite: 0.45806418235
adverse, battered: 0.121282508783
average, practicable: -0.169950751762
contradictory, oral: 0.981563221162
sale, single-ranked: 0.0
disastrous, discriminatory: 1.5840128175
contentious, junior: 0.27996118548
dirtier, jealous: 2.29627058472
easier, missing: 0.249493897386
iucky, paid: 0.0
restricted, rugged: 0.525355681602
inappropriate, unforgiving: 1.03460156149
oral, oral: 11.8007631982
material, obese: -0.085849548551
terrifying, undemocratic: 2.1238211745
positively, sizeable: 0.952964641404
creepy, extant: 1.08995483698
launching, loverly: 0.197524483964
builshit, yeah: 0.0
geographical, safe: 0.143207616974
hideous, traumatic: 2.54050705803
-lncredible, running: 0.0
immovable, run: 0.414142955588
miscellaneous, ourselves: 0.31353427879
cynical, permanent: 0.551775904942
painful, pitiful: 2.0873478023
north, rusty: 0.736919202512
born, missing: 1.3772412553
protected, zesty: -0.128995550859
deep-rooted, dubious: 0.0
innocent, sadly: 1.35034413014
life-threatening, served: 0.0
america, sad: 1.54335550967
deserved, midget: 0.212765328181
unfriendly, worrisome: 2.38027308588
case, government-owned: 0.0
opportune, scared: 0.869968509653
freezing, short-lived: 0.0
greedy, inter-dependent: 0.0
adopted, repelling: 0.338775452696
advantaged, symmetrical: 1.32876415734
dense, diligent: 0.797252483872
ideal, symmetrical: 1.81405752908
belated, quadruple: 0.264816215546
senior, unsavory: 0.296266893303
furious, knackered: 2.51658625738
fuzzy, inactive: 0.67449911145
mistreated, typical: -0.071399194446
celebrities, louder: 0.524567693217
confrontational, unprofessional: 4.68233585633
foreseeable, over-the-air: 0.0
dysfunctional, riveting: 1.82622452322
co-ownership, lively: 0.0
disciplined, weirder: 0.134617714506
large-scale, timid: 0.0
depressing, recognized: -0.11228027571
battered, sunny: 0.834286342625
either, modest: 0.448046415903
breathe, emphasise: 0.0
published, standard: 0.103114833165
real, sensible: 1.31913013615
dishonest, medium-sized: 0.0
designed, fifteen: -0.097583125387
culpable, frightful: 1.20031747721
ill-equipped, restored: 0.0
observed, vice-chairperson: 0.0
connected, roisin: 0.0
modernized, stopped: 0.147874274377
honored, prouder: 5.03542777834
best-known, chosen: 0.0
silly, well-educated: 0.0
bone-dry, saved: 0.0
eco-friendly, oriental: 0.0
demeaning, inviolable: 1.35322917804
generally, nonexistent: 1.69234042537
quiet, sizable: 1.09122876355
find, undeniable: 0.635414015149
drastic, flattering: 1.15135768387
lucky, satisfying: 1.41092023553
omnipresent, stipulated: 0.10594107294
establishment, uniform: 0.456971689982
drunk, naked: 3.58302108034
pretty, treacherous: 0.910608065916
