fearful, sobering: 1.47334043333
", end-to-end: 0
losin, twofold: 0.846109280071
bothersome, thicker: 2.22979311391
indisposed, indisposed: 12.450754913
sealed, wide: 1.18123276878
non-discriminatory, wounded: 0.0
realistic, unspecified: 0.577574591862
legibly, like: 0.465831658954
heartbroken, jurisdictional: -0.057441375078
far-reaching, fluid: 0.0
quicker, rationalized: 1.01349413228
distribution, nothing: -0.261831113199
inoperable, meaner: 0.534265170748
distinguished, heartening: 1.7062472699
inexpensive, legendary: -0.137557230913
sociable, undetectable: 1.27344031073
cheaper, imprecise: 1.28898014608
advantageous, geographic: 2.24546350738
cheap, multi-faceted: 0.0
refusal, well-respected: 0.0
acquainted, intermediate: 0.045621169314
irritable, shy: 2.37943952935
morbid, rewarding: 1.19039149124
alarming, small-time: 0.0
charged, issue: 0.910645383133
compact, even: 0.589803097789
genuine, inconsiderable: 1.62004415674
cher, unjustified: -0.181554440846
determinant, shit: 0.357243032166
addictive, transparent: 1.12579244843
uptight, working: 0.984925137619
european, long-term: 0.0
humbled, technically: 0.169091811671
net, tasteful: -0.386863330347
needed, suicidal: 0.500419790882
objective, sixth: 0.334355082914
accurate, prominent: 1.1372202354
foremost, quieter: 0.202200110673
dangerous, thought-out: 0.0
grown, probably: 0.724904413435
happier, reduction: 0.236633385712
complimentary, tight: 0.453845084233
bothersome, testy: 2.51266144425
sufficient, wing: -0.181343671549
quality, these: 0.915627182482
eager, south-east: 0.0
awesome, inspiring: 3.19843970286
inside, livid: 0.835228032118
e.g., no: 0.0
one-sidedly, sweeter: 0.0
creation, locked: -0.264799388954
adverse, unremarkable: 1.39272757344
married, thicker: 1.23440548026
bummed, weak: 1.44357336384
one-sidedly, sacrilegious: 0.0
required, snotty: 0.191659495603
unique, wise: 0.720110361709
discernable, soaked: 0.941250705829
distracting, notable: 0.940942752628
affected, pricey: 0.347867738205
ever, identified: -0.17417011831
callous, multi-layered: 0.0
contained, culturally: 0.245828685558
relaxing, understanding: 0.467479769518
average, thought-provoking: 0.0
accordingly, demeaning: 0.672107533535
admiral, superfluous: 1.27799831522
healthier, intentional: 0.351180696644
flat, time-consuming: 0.0
for, undisturbed: 0.327862941729
paranoid, sour: 1.42024619601
1st, ultra-hazardous: 0.0
unequal, unitary: 3.22566461414
decided, herein: -0.478384459142
contemplated, total: 0.484828600082
flattering, unfeasible: 1.23558377451
missy, prepared: -0.108235465278
bullshit, respendable: 0.0
bleak, consequential: 0.795316394741
intense, intense: 7.08213583189
home, nice-looking: 0.0
frustrated, required: 0.721471298143
abolitionist, grown: 0.189837400847
co-dependent, puzzling: 0.0
ludicrous, simpler: 1.2404012959
psyched, terrific: 2.80308576892
heavy, stunning: 1.03182971078
frustrated, publicly: 0.879295745034
joyful, senseless: 2.04737394299
at, wait: 0.452754274923
desired, unfortunate: 0.969843224469
confused, feeble: 1.65019328267
inherent, salient: 1.66904677433
shoot, unbecoming: -0.029833118175
dumb, right-handed: 0.0
commercial, odd: 0.386640742775
amiss, silly: 1.40236683528
beautifui, merciless: 0.0
taken, vice-chairmen: 0.0
disputable, genuine: 1.6629850021
lightweight, viable: 1.32618656937
merciful, undetermined: 1.0605526645
polite, unavailable: 0.789993989537
mum, well-designed: 0.0
dire, fiercer: 2.30243387377
inconsequential, shipshape: 1.25214797938
monitored, recently: 0.379913912785
broader-based, short-lived: 0
mild, stress-related: 0.0
apolitical, tacky: 1.69387262869
certifiable, precarious: 0.313829924508
dear, overheated: 0.276460480975
uncomplicated, young: 1.17566133034
divided, kiddo: -0.160392921173
incomprehensible, paradoxical: 3.36139352205
arbitrary, horrific: 1.52922341262
forever, unmistakable: 1.39699512755
cross, freest: -0.117227031298
freaky, unrelated: 1.33009580085
little, unfettered: 0.945752672217
alien, sugary: 0.772435380265
final, slight: 0.998907473548
newer, policy: 0.107974563705
moderately, sleeping: 0.03009538243
alien, untrue: 1.04703609194
counterproductive, unremarkable: 1.14745064986
comfy, continued: -0.376494245375
poorest, simplifying: 0.91067279685
following, tom: -0.215915154686
relieved, supportive: 2.53761247845
advanced, thirsty: 0.29161563685
comfortable, inter-connected: 0.0
mission-critical, six-year: 0
constructive, ioaded: 0.0
high-tech, omnibus: 0.0
formally, recognising: 0.0
forever, relative: 0.591612733893
brain-dead, fools: 0.0
enrolled, patent: 0.689204342296
curious, scientifically: 1.13770252562
connected, doing: 0.736096038365
addictive, rugged: 1.41986816919
consequential, official: 0.419277350557
approved, last: 0.467591220268
hon, north: 0.687659931776
laddie, statutory: 0.384394843134
acceptable, garbled: 1.52309080363
approved, ever-increasing: 0.0
compatible, rescinded: 0.499891238567
other, shorter: 0.893116658653
debatable, ill-conceived: 0.0
exemplary, premature: 0.188574583162
feisty, graver: 1.01220481213
non-exclusive, optimum: 0.0
fiine, forlorn: 0.0
asinine, steadfast: 1.04470778301
goal, innocent: 0.457131293766
sweetheart, vigorous: 0.065065530304
louder, ugly: 2.1316282937
achievable, guaranteed: 2.12194133538
etc, innocents: 1.19013440528
gullible, relieved: 0.612227126664
final, frustrating: 1.28905089835
10, unquestionable: 0.0
ever-increasing, special: 0.0
rotten, widest: -0.012307082286
destabilizing, risky: 3.44414256061
considered, eleven: 0.218791063191
export, funky: 0.231437119767
smartest, youngest: 3.11276297773
bi-directional, undisputable: 0.0
atrocious, self-financing: 0.0
modest, unreasonable: 1.34677841486
apologise, unpopular: 0.0
smallest, transitional: 0.422871345957
patchy, scattered: 3.32738111358
enforceable, mid-: 0.0
marginalized, noteworthy: 0.512200677
instable, necessarily: 0.692843023754
earlier, quicker: 0.877793492314
ecological, unjustifiable: 1.16189818145
fair, rusted: -0.006025986482
associated, optimal: 1.34402900001
discriminate, unanimously: 1.87641283018
global, stifling: 0.540457745365
confused, skilled: 0.482740486449
expressed, welcome: 1.47652127096
marginal, persistent: 0.935458890409
high-quality, instructive: 0.0
obligatory, standardized: 1.2245872722
definite, time-sensitive: 0.0
bone-dry, smallest: 0.0
-so, kind: 0.0
immature, proscribed: 1.02783368555
disorientated, eco-friendly: 0.0
muscovite, tiring: -0.012493306336
leave, permanent: 1.464502359
latter, non-binding: 0.0
between, uptight: 0.395098250778
self-employed, thoroughly: 0.0
undesirable, wacky: 1.86203739523
aging, delicate: 1.24325154764
calming, detailed: 0.503103823929
mobile, well-developed: 0.0
infallible, well-reputed: 0.0
eerie, jeopardized: -0.132876558324
colder, six-year: 0.0
fine, susceptible: -0.198257566531
lousy, term: 0.531161028747
micro, miniscule: 2.2818697757
glamorous, illiterate: 1.19967989407
flat, imminent: 0.115963858552
sixth, ungrounded: 0.151795062927
aesthetic, neglected: 1.29595844627
sinister, sunny: 1.04969827725
foremost, special: 0.949641090346
dismal, expeditious: -0.014055588115
heartfelt, puzzling: 1.48677370208
minus, well-controlled: 0.0
adequate, allowable: 1.98169911834
invisible, released: 0.517597298642
flexibility, well-controlled: 0.0
useful, well-served: 0.0
faster, principally: 0.430442689859
ma, sooner: 0.427183622007
ice-cold, ten: 0.0
displacement, extremely: 0.838523481561
elaborate, infamous: 0.73692707517
audience, interested: 0.849043306017
emblematic, unsanitary: 1.54374346401
overwrought, static: 1.30869331083
comin, vice-chairmen: 0.0
belligerent, deprived: 0.81492470592
deep, enhanced: 0.574132921115
fruitful, harder: 0.968730040295
deposited, on-going: 0.0
commensurate, slimmer: 1.37779418989
dressed, unidentified: 1.77389097407
heaviest, softer: 2.09525331798
miniscule, sizable: 3.21988802978
authorised, recently: 0.0
central, done: -0.038051942408
depraved, dubious: 2.06646734956
brain-dead, inoperable: 0.0
glorious, living: 0.845822412185
spatially, trivial: 1.35832441142
else, forever: 1.917381219
clarified, scanty: 1.03474560467
abhorrent, abreast: 0.171888253782
one-sidedly, tell: 0.0
minus, underway: -0.164377722971
elegant, sing: 1.17246796392
integral, non-binding: 0.0
acquired, widely: 0.411630122105
anomalous, palatable: 0.98464079508
complementary, sacred: 0.984868010392
healthier, representative: 0.066643744342
picky, unfathomable: 0.721075453608
freedom, processing: 0.015502490154
formal, freedom: 0.588303965232
implacable, shocked: 0.710107564895
immaculate, recognising: 0.0
stated, structured: 0.343767687326
affordable, phony: 0.290964259636
adverse, awake: 1.04165427957
largest, verify: 1.18712552654
customized, distracting: 0.844535840259
sal, talented: 0.328936227571
occurring, therefore: 0.576362871642
supra, this: 0.218740319153
stiff, taller: 2.027852199
crass, skilled: 1.10879474699
expandable, related: 0.41923300565
interoperable, pivotal: 0.670880168931
antagonistic, patient: 0.637142276407
idiots, open-ended: 0.0
lenient, time-sensitive: 0.0
chosen, nervous: 0.202924820029
designated, to: 0.0
similarly, u.s.: 0.0
overambitious, ping-pong: 0.0
good-natured, uh-huh: 0
fledged, whilst: 0.37977121761
constrained, entertaining: 0.397706945873
blunt, polished: 2.15913778794
cooler, incalculable: -1.00947126579
counterproductive, terrifying: 1.5259554511
drastic, poor: 1.14826101242
condescending, iovely: 0.0
important, lawful: 0.989035217634
boring, intermediate: 0.821410403672
circumneutral, grotesque: 0.0
clearly, geographic: 1.179393813
cool, unbalanced: 0.61998012799
bad, concentrated: 0.450350966629
shaun, violent: -0.009652834635
lighter, three: 0.73068145872
all, sluggish: 0.212134944516
deductible, weak: 0.181653931123
aforesaid, asleep: 0.695522536219
iil, separate: 0.0
end-to-end, happiest: 0.0
anticipated, empowered: 0.213975740632
!, strangers: 0.0
myself, necessarily: 1.35386879817
onerous, unlawful: 2.31901862129
bright, targeted: 0.242088700313
stagnant, unused: 2.6258145442
arbitrary, today: 0.095039165964
all-out, final: 0.0
rugged, stout: 3.13650033598
explosive, reasonnable: 0.0
exaggerated, sweeter: 1.06235429996
donkey, seamless: -0.159557347797
freezing, prominent: 0.167230273279
lately, smoother: 0.916071639207
anxious, lovelier: 0.978890980101
groovy, scientific: 0.627223866252
hideous, wacky: 2.91028415384
repeating, self-contained: 0.0
contaminated, sacrosanct: 1.22905420881
ample, unpleasant: 1.04469153536
blurred, untraceable: 2.21999512248
hopeful, lucrative: 1.42895096824
appalling, biased: 1.9722779208
multidimensional, varying: 1.31025272492
refundable, removed: 0.290352070661
-lnteresting, pretty: 0.0
built, eco-friendly: 0.0
furthest, switching: 0.902122576062
nonexistent, supreme: 0.305651797322
frustrated, refreshing: 1.30697220093
malignant, static: 1.03173800057
diverse, zero: 0.104498614996
disastrous, radical: 2.06261432513
interwoven, vague: 1.37908560815
enhancement, out-dated: 0.0
distant, manifestly: 0.577836635848
cooperative, disoriented: 1.39280180523
brain-dead, east: 0.0
foxy, hourly: 0.377040998356
freak, lightweight: 0.70593486211
butthead, monstrous: 1.29951882967
introduced, jurisdictional: 0.01458726415
richer, tighter: 2.81749868878
peaceful, steadfast: 2.61049714297
nothing, seasick: 0.756529330205
easy, virtually: 1.20812352225
profane, trippy: 2.88255163255
blind, enhanced: 0.538909606993
categorical, generalized: 3.3375043684
equal, hey: 0.951649499666
saved, violated: 1.84112245236
proactive, sixth: 0.51923074071
apt, uncommon: 2.45944852366
glorious, notified: -0.888727438154
painless, unwarranted: 1.4227462852
motivation, widest: -0.378441439389
minimal, terrorized: -0.451971100792
grumpy, psychological: 1.05088687533
meaner, unbiased: 0.774340638274
humid, stupider: 0.357156757152
historic, worst: 0.87751141343
proportionate, treaty: 1.7823296441
overloaded, praiseworthy: 0.416216668668
invisible, single: 1.00494747679
all-inclusive, real: 0.0
donkey, typical: 0.641819284409
degrading, persuasive: 1.00423683937
adaptable, moister: 3.57284342962
exposed, right-: 0.0
crazy, regretful: 1.82241993369
grisly, hideous: 3.59706839606
self-explanatory, stagnant: 0.0
hey, testy: 0.439660684973
first-class, though: 0.0
awestruck, deceased: 0.803391961394
doable, state-owned: 0.0
executed, unjustified: 0.750383512833
likable, underprivileged: 1.19036702246
complex, constructed: 2.08345344572
blunt, stir-crazy: 0.0
disputable, identified: 0.729292234934
identical, severe: 0.536550775061
cinematography, wounded: 1.10764697998
say, unbalanced: 0.318897903014
constituted, tedious: 0.073662941227
dirtier, longstanding: -0.270231785337
ignorant, restrictive: 1.51089826181
panicked, perfectly: 0.398754741251
appreciable, crystal-clear: 0.0
deep-rooted, macabre: 0.0
nominal, unsteady: 0.680377609666
heartening, sensational: 2.33031327895
believable, fifth: 0.021843678629
engagement, tighter: 0.797797315127
looking, resolute: 0.463101101733
cleaner, slick: 1.86458141682
deep, iil: 0.0
louder, unpredictable: 0.887025772971
doubtful, lasting: 0.762781344311
asian, astute: 0.466748904156
compensatory, reprehensible: 1.46481864182
slight, unhelpful: 0.500505271566
death-proof, impermissible: 0.0
abolitionist, registered: 0.817581986952
government-owned, obnoxious: 0.0
ubiquitous, uh-huh: 0.0
improvement, luminous: 0.263349872385
stable, treaty: 0.439927283939
treated, undamaged: 1.75820949441
complementary, negative: 0.492123257203
insufficient, supplemental: 2.24191479382
adversarial, maximum: -0.297034501713
elite, reversed: 0.375912276776
cinematography, firm: 0.46286135692
elaborate, two-fold: 0.0
stupid-looking, yearly: 0.0
back, one-sided: 0.0
beter, secret: 0.107693497204
saved, unacceptable: 0.778536091686
horrible, supplied: -0.276357165989
african, fastest: 1.08591540786
action-oriented, thereto: 0.0
excluded, rehearse: 0.712428141524
consolidated, unrelated: 0.98478594909
sharp, unsuccessful: 0.340052089303
evident, rarest: 1.12946403259
mama, provisional: -0.500607090735
flexible, well-served: 0.0
female, world-wide: 0.0
10, tiring: 0.0
stellar, unexpected: 1.6964124994
general, questionable: 0.364575408202
cheerful, lengthy: 0.661089838406
medium, pending: -0.301550382048
advised, green: 0.187745810717
straightforward, surrounded: -0.157561314657
present, prevailing: 1.37853544288
sacrosanct, suspected: 0.611712241441
furthermore, lightweight: 0.55893183334
northern, simplistic: -0.110546631072
expedited, worried: 0.115687146277
salute, self-sufficiency: 0.0
immaculate, sensible: 1.81263084015
elle, unprotected: 0.503901441543
hotter, reciprocal: 0.160273651373
", equivalent: 0.0
environmentally-friendly, performed: 0.0
casual, reasonably: 1.19847022241
diverse, mimi: -0.00515129461
open-minded, southeastern: 0.0
hard-pressed, well-placed: 0
crushed, unlocked: 0.819329934873
interestedin, subsidized: 0.0
appointed, impossible: 0.689041380834
practically, well-filled: 0.0
divine, immoral: 2.74925860144
fabulous, unforeseen: 0.767213217778
starved, tacky: 0.528155319759
calculated, spatially: 1.87268639625
faint, glad: 0.764981282698
longstanding, parched: 0.378834128655
evey, treated: 0.125571170503
meagre, purty: 0.0
comfy, thick: 2.04634365868
infeasible, tasteful: 1.21452682685
last-minute, rogue: 0.0
horseshit, noted: -0.371314741722
productive, uneconomic: 2.1993067102
certainly, variable: 0.319375922173
invalid, unfilled: 1.6573670138
omnipresent, unfettered: 2.52556722831
disquieting, justified: 1.43100660863
prepped, supported: 0.774895388957
held, sustainable: 0.362315447154
humble, populated: 1.22450391453
neglected, thought-provoking: 0.0
boring, fewer: 1.06452784356
illiquid, unfair: 2.53584312086
direct, treasured: 0.041457644343
knowledgeable, right: 0.451152430961
co-financing, disadvantaged: 0.0
part, soothing: -0.315461547014
french, hourly: 0.949877486039
immature, initial: 1.05776055289
attentive, substantiated: 0.986530743501
alert, reduction: 0.434211734195
differing, unusual: 2.3010269727
preliminary, recognizing: -0.085742251523
planned, something: 0.280942177989
best-known, comparable: 0.0
slow, unwarranted: 0.670337939065
bogus, so-called: 0.0
slim, unsustainable: 0.426539667228
daunting, huh: 0.889436051816
average, righteous: -0.353991243799
about, unquestionable: 0.158126579643
intractable, korea: 1.11046991483
ever, muchfor: 0.0
removed, say: 0.538821059665
intentionally, shifty: 0.819633164275
hiv, informal: 0.142506503617
classified, damaging: 1.74327143779
sobering, tell: 1.42304280248
classical, mighty: 0.855404369061
corresponding, private: 0.300522100907
finally, harmless: 0.381291761147
blind, respected: 0.37819137738
appointed, moron: 0.928690820303
multi-faceted, spicy: 0.0
grand, popular: 0.360593077608
asked, naked: 0.546196099166
cheerful, palatable: 1.54429492279
further, justifiable: 1.08616970867
home, slower: 0.59740103886
other, total: 0.843301631931
rising, unforeseeable: 1.25157514189
annulled, telling: 0.338998174542
simple, unattainable: 1.39228426049
coming, fledged: 0.605386781197
droll, frequent: 1.88890871357
declared, disquieting: -0.060119238975
anti-constitutional, roisin: 0
abrasive, there: -0.093490685732
burdensome, timely: 1.47831485716
hunger, private: 0.232795965381
awful, cost-effectively: 0.0
northeastern, stuffed: 0.484220591588
alright, shocking: 1.16139742894
illegal, unsafe: 4.80188991974
dumb, freezing: 0.834935998417
stir-crazy, subordinate: 0.0
freaky, precisely: 0.909697211196
mental, petrified: 1.1600827118
despicable, unanimous: 0.614121755067
down, intermediate: 0.692255400363
overambitious, well-defined: 0.0
blurry, commensurate: 0.105857494887
technical, wish: 0.240766231409
influential, valued: 1.46703898338
imprecise, regardless: 0.77027209519
astounding, functional: 0.363165862319
formidable, pleased: 1.09385972009
main, underlying: 1.70166597927
enforceable, unfavourable: 0.0
arranged, say: 0.342619174182
non-self-executing, younger: 0.0
opportune, telling: 0.043813849222
natural, worst: 1.45656033958
growing, parallel: 0.28728059529
eleven, non-compliant: 0.0
incapable, socio-economically: 0.0
poorer, terrifying: 0.86554337216
faint, temporarily: 0.268697719611
captain, damp: 0.162393340862
firmer, horny: 0.859989719065
complementary, disadvantaged: 1.17694562329
just, up: 1.23023429265
beautifui, stubborn: 0.0
pursuant, telling: 0.292428730784
n'tunderstand, sweetheart: 0.0
enlarged, fatter: 2.41022915957
impaired, official: 0.04497368432
sleepy, unmistakable: 1.03681323819
fucked, reprehensible: 2.71078790942
in-house, well-paid: 0
exorbitant, ruined: 0.814530541472
freedom, lukewarm: 0.099199653748
hazardous, paradoxical: 1.46139535638
antiquated, described: 0.67698126337
hardto, horrible: 0.54090816153
abnormal, sovereign: 1.17235388455
insatiable, painful: 1.10433531771
cleared, hollow: 0.119158783902
material, sour: -0.031189997156
completely, rescinded: 0.838978957746
accused, justiciable: -0.075515544251
damaging, so-called: 0.0
educational, systemic: 1.18466414474
babe, doubt: 1.30834613677
equally, wondrous: 0.965013144276
dreamy, lackluster: 1.05482523789
master, well-timed: 0.0
induced, tonight: -0.360535721839
abrasive, rapid: 0.840740257423
longest, talented: 0.430737711101
marty, scarlett: 1.36623253262
life-threatening, slimmer: 0.0
far-reaching, hurtin: 0.0
busted, uptight: 1.46165604588
off-the-record, young: 0.0
impaired, relaxed: 1.33633489496
enhancing, idiots: -0.083042867672
two-, well-off: 0
dickish, upset: 0.995547104213
relentless, solid: 1.90843309161
repayable, unjust: 1.29370286201
elevated, enraged: 0.420232369081
partially, undisputable: 0.522654549111
forthright, touchy: 2.55566843374
glad, imperceptible: 0.200137153566
cheerful, opposed: 0.414769522342
seductive, subject: 0.551464533489
missing, unnatural: 0.674783089823
15-year-old, else: 0.0
housebroken, wealthiest: 0.222836452147
pursuant, reality: 0.389659651159
pointless, slower: 0.823898672154
blessed, yeah: 2.00014240578
cross, manifestly: 0.6231460999
powerful, younger: 0.682806650773
nominal, psychological: 1.08256693029
enlarged, finally: -0.164048731148
joyous, resilient: 1.27376726523
essential, immeasurable: 1.7063351466
drier, solidarity: 0.543995450522
pretend, rock: 0.805928600398
indecent, provided: 0.162892048158
anomalous, repayable: 1.00967814396
extirpated, goodto: 0.0
patience, senior: 0.406903938422
skint, unheard-of: 0.0
efficacious, overpriced: 1.90410127439
major, treated: 0.549577563816
principal, unlikely: -0.019924685104
already, commercial: 0.584379738611
curious, sizable: 1.30893465988
scarlett, temporarily: -0.245607888746
complicit, disconcerting: 2.0802135436
seminal, vigilant: 0.056000662605
decided, rapidly: -0.017203854676
better-educated, repugnant: 0.0
persuasive, unforeseeable: 0.941367939577
contaminated, updated: 1.33644217372
loveable, pissed: 2.23821218956
any, arranged: 0.402437433194
cranky, stuffed: 1.96043014442
regretful, yearly: -0.670051512765
unclear, victorious: 0.642352194624
generalized, unmistakable: 1.41986007546
long-winded, need-to-know: 0
major, unlucky: 0.358708954442
carsick, interactive: 0.223792963616
lawful, surreal: 0.718381725434
cheapest, east: 1.56331228818
insufficient, ridiculous: 1.8078310275
handy, vice-president: 0.0
kinky, opening: -0.0596205291
unprejudiced, well-documented: 0.0
full, spent: 0.419394855239
declared, untrue: 0.810118455961
danger, forthright: 0.799303425252
gentle, sorr: 0.0
gifted, inconsiderable: 1.66878231785
foreseeable, mutual: 0.90214308561
blended, remarkable: 0.617757661168
difficult, secondary: 0.301210724712
eighth, estimated: 1.09868860348
n'tunderstand, savage: 0.0
destructive, fancy: 0.05070600248
policy, purer: -0.041477463367
girlie, varying: 0.256454159499
in-depth, prepared: 0.0
binding, unnerving: -0.054046731618
adversarial, warranted: 1.10768182973
reinforcing, unspoiled: -0.067174495476
dickish, palatable: 1.81102163918
combative, medium-sized: 0.0
recognised, smarter: 0.0
indiscriminate, keen: 0.314324224009
accomplished, completed: 2.73853214676
delicious, instead: -0.02862216467
nut, third: 0.34722786127
illustrative, self-governing: 0.0
egotistical, orderly: 0.542047966531
embarrassed, lacking: 2.05017459701
inadvisable, saved: 0.164896150525
referenced, self-conscious: 0.0
uncomplicated, unemployed: 0.054486532831
muscovite, unfortunate: -0.086773814504
precise, unaffordable: -0.089729398148
above-mentioned, self-governing: 0
ominous, wealthiest: 0.087520497156
hazardous, speedy: 0.054075683281
ethical, immoral: 3.52216513827
non-self-executing, technical: 0.0
shifty, twenty: 0.202193147541
hour, known: -0.366057117833
progressive, unrealistic: 0.856128410391
changed, confidential: 0.864802299186
killed, sluggish: 0.478993602589
opportune, theoretical: 0.420426603649
erroneous, strengthening: 0.014145234808
elongated, massive: 0.705926753301
becoming, well-reputed: 0.0
crummy, incapable: 1.75445048181
maximal, similarly: 0.600456372345
agile, heinous: 0.881851210398
cosmetic, unaffordable: 1.54003975418
!, definitive: 0.0
galore, knowing: 0.379017383774
deader, hairy: 3.21945127361
injured, paramount: 0.901044395668
laborious, usual: 1.30560228964
funky, inexcusable: 0.663845432023
easiest, east: 0.352870589189
eighth, galore: -0.279921555666
groundless, hour: -0.207310870706
acute, inconclusive: 1.10466614124
brand-new, pre-published: 0
all-important, stagnant: 0.0
additional, wild: -0.0715471817
elaborated, robust: 0.430388879221
biased, recommendable: 1.52342392896
hence, inestimable: 0.769449948785
a-okay, vigilant: 0.0
contemplated, lonesome: 0.674951030128
above-board, expandable: 0.0
irritated, wounded: 2.40268126931
beautifui, relaxed: 0.0
evey, finished: 0.346862588238
some, unscathed: 0.631944321597
subtle, wing: 0.742715164581
macabre, temporarily: 0.389594330707
squeamish, willing: 2.1943433556
mysterious, pointless: 0.987300921098
exhilarating, released: 0.230671515572
