terse, try: 0.19331108423
level, vibrant: 0.124862500277
repeated, statewide: 0.45602259668
self-reliant, sudden: 0.0
accountable, lighter: 0.32132893641
dainty, marvelous: 2.12212538489
sizeable, sound: 0.269561910477
coherent, disrespect: 0.77870142354
co-, graduate: 0.0
dotty, fascinated: 2.31035332623
drunk, sincere: 1.0661672222
ecological, needy: 0.4518420784
appreciated, monitored: 1.41715802321
self-conscious, you: 0.0
completely, impressed: 0.379964729441
overweight, simple: 0.286124657531
handsome, shallow: 0.827025463602
expanding, toast: -0.014199326637
exempt, finicky: 0.281778217522
explained, undeveloped: 0.144583140569
amazed, well-planned: 0.0
later, single-ranked: 0.0
co-funding, geographical: 0.0
boring, interactive: 1.60068637099
complimentary, loving: 0.834563471831
sized, uneconomical: 0.446847884258
transitional, well-off: 0.0
extinct, toxic: 1.44017074327
acute, degrading: 0.693883324697
american, orderable: 1.14585203358
good, particularly: 0.95243679919
incorrect, thoughtful: 0.418531635132
intrusive, paranoid: 3.41576141935
lye, mediocre: 0.610430155852
bravest, eleven: 1.1236896175
bad, everybody: 1.85423947816
amazing, lookin: 2.07347567013
agreement, motivation: 0.084087524018
sunnier, technology-neutral: 0.0
hunger, unique: 0.42367756419
plain, subtler: 1.65775344541
frail, mesmerizing: 1.86479008776
debate, iike: 0.0
present, top: 0.435172511731
current, world-wide: 0.0
out-dated, typical: 0.0
lead, prior: 0.567536269669
aging, intriguing: 1.25424504011
insecure, minute: -0.120719260239
multifocal, respendable: 0.0
recognising, worst: 0.0
delusional, stark: 0.971438586895
aggrieved, subtler: 0.955030760655
graver, uneconomical: 2.1510084012
flat, humbled: 0.215095821815
irritated, to: 0.0
excluded, unfilled: 1.30676954078
allergic, unsuccessful: 0.880182332068
modified, sudden: -0.361066070232
northern, well-structured: 0.0
graduate, luminous: 0.165280267196
classic, obscene: 0.864607075838
inexplicable, swifter: 0.496682993144
longest, ping-pong: 0.0
co-funded, recently: 0.0
defined, transparency: 0.232358734906
cancelled, newborn: 0.0
competitive, ironic: 0.865762212702
centralized, vicious: 0.274111077397
archaic, nut: 0.366637566337
adjacent, derisory: -0.396824262281
end-to-end, moronic: 0.0
best-known, formal: 0.0
constructed, right: 0.073754838593
flush, working: 0.380593098388
regrettably, staff: 0.715108661361
captain, world-wide: 0.0
freely, slimmer: -0.053281031981
positive, straightaway: 0.673031279311
old-timer, retail: 0.0
locked, northern: 0.537266309743
fuzzy, lasting: 1.61937036697
returned, stranger: 1.16773118931
dandy, wide-ranging: 0.0
gross, legal: 0.205752343819
chubby, unappy: 0.0
inefficient, subtle: 0.377125448306
circumspect, wait: 1.69946596491
blameless, riveting: 1.32424545719
idiot, muchfor: 0.0
bad-looking, mostly: 0.0
2nd, smallest: 0.970766775534
added, affected: 0.778539371698
principally, sweet: 0.528272496945
co-, debated: 0.0
irritating, well-informed: 0.0
misused, smartest: 0.736265207504
frazzled, motivated: 1.4425313763
pissed, slightly: 0.605419789785
ah, instrumental: -0.398243669415
presented, terrifying: -0.022691185426
indian, unhappy: 0.177345360534
designated, straight: 0.466355559886
periodic, personally: 0.213588685124
genuine, prevailing: 1.2740097328
dumber, notorious: 1.04756974468
conventional, sadder: 1.19498908708
explained, identified: 1.90510191659
awful, unsettled: 1.91710313832
outermost, real: -0.153873988022
quadruple, self-sustainable: 0.0
cost-effectively, gullible: 0.0
manifestly, updating: -0.391798776296
oral, smaller: -0.412968582786
grieved, vacant: 1.10344752616
amiss, prodigious: 1.40889009218
equal, pre-established: 0.0
italian, pretty: 0.749782476912
essential, worthy: 1.54393514741
inestimable, unaltered: 0.756061923323
educational, new: 0.66202758205
impolite, positively: 1.48447177793
geographically, possible: 0.976767574209
decisive, vicious: 1.86438389982
irregular, rife: 1.46119173062
hip, secured: -0.031552913033
dubious, proficient: 0.467793002634
coast, pro-active: 0.0
culturally, goal-oriented: 0.0
fun-loving, unpopular: 0.0
african, shallow: 0.780161855626
paradoxical, unseemly: 2.84129692525
brightest, powerless: 0.40158950927
diversified, firm: 1.9271739217
growin, protracted: -0.452325190953
nutty, right-: 0.0
authorized, overheard: 1.31608933576
crowded, smaller: 1.7629599586
facultative, stone-cold: 0.0
carefully, outstanding: -0.325357040849
eventually, expedited: 0.600936414172
calming, democratically: 0.145802522637
aesthetic, strengthening: 0.454186437769
iate, public: 0.0
comfortable, distinct: 1.36017818874
rank, tedious: 0.737130090618
gender-neutral, implementable: 0.0
fruitless, gifted: 0.714169571976
incongruous, ineffective: 2.07831930883
frantic, polite: 1.67229136382
unfortunate, worst: 2.02426385052
selfish, viewable: -0.009972218135
empty, unprofitable: 2.02939741162
futile, impeccable: 0.234708609844
disrespectful, foreverything: 0.0
gender-neutral, sane: 0.0
added, bureaucratic: 0.329070540287
finally, wished: 0.999413586732
gay, master: 0.298665712128
batty, righteous: 2.44717065357
proportional, uncommon: 0.985548637229
unappy, uncomfortable: 0.0
disorientated, healthy: 0.568101230874
elected, harsh: -0.009656469652
divine, hurry: 0.410709200335
broad, rigid: 1.96144470144
extirpated, laughable: 1.61630971639
infected, useless: 1.89985511398
accuracy, restricted: 0.098094255863
disjunct, distracted: 0.636996714795
abusive, proven: 0.494541245999
best, change: 0.88820425652
valued, vulgar: 0.904620522009
unexceptable, well-defined: 0
cleared, work: 0.563993570342
doubtful, engaged: 0.495974655493
physically, terminated: 0.364698951954
considered, grown: 0.587440171242
gay, repayable: 0.587368666008
lazy, repealed: 0.093542247258
humiliating, representativeness: 0.557894942498
darling, faulty: -0.317086258779
blended, illiquid: 0.314203557662
ensuring, painful: 0.025590430482
angry, imperfect: 1.37735734698
bureaucratic, differently: 0.576649012168
renowned, representativeness: 0.351851346365
challenges, done: 0.690539287371
common, dressed: 0.151851658576
infrequent, well-positioned: 0.0
giddy, mama: 1.40505165688
contained, ineligible: 0.389485662676
punchy, thoughtful: 3.08386660178
positively, reasonable: 1.24281425648
simplistic, widely: 1.25065943177
claire, opportunity: -0.237862185119
conscious, unwholesome: 1.40006717478
illiterate, still: 1.15594861622
good-natured, poppycock: 0.0
grim, irrelevant: 1.62965623991
due, lower: 1.31913590727
courageous, heartbroken: 2.42291235089
favorable, starved: 0.575998167148
opening-up, yes: 0.0
dispersal, well-behaved: 0.0
inestimable, strongly: -0.339937330018
aligned, retrievable: 1.85797066532
executed, rude: -0.389663073833
inconsistent, proficient: 1.59670580697
arbitrary, prudent: 1.78813182643
tepid, timed: 1.2132730126
distracted, searchable: 0.914761772311
organic, provisional: 0.091472724116
cross-border, environmental: 0.0
improper, justifiable: 2.31314005019
central, vice-chairperson: 0.0
pissed, poor: 1.54836247853
asking, various: 0.387426884615
legally, taken: 0.801792521049
neat, sugary: 1.29742397266
even, undisturbed: 0.427854141868
invariable, malignant: 1.96280356413
alright, shocked: 1.84157276813
cost-efficient, vulnerable: 0.0
aware, unlocked: 1.41163630863
moronic, stellar: 0.804984160339
discriminatory, galore: 0.05162871632
redeemable, seventh: 0.003460118898
sound, vulnerable: 0.559509073185
otherwise, solidarity: -0.046098765281
culpable, fatter: 2.20314637022
indiscreet, self-supporting: 0.0
counterfeit, enrolled: -0.016306370421
fearful, gruesome: 1.63994887276
handsome, sloppy: 0.62713697333
dormant, together: 1.2878944963
unsure, whar: 0.0
recognized, unreasonable: -0.016292684854
inside, wrong: 0.979124784081
rebatable, such: 0.0
crazy, magical: 2.88637457886
insufficient, retail: 0.556312607548
accelerated, jittery: 0.44600636493
fast, receivable: 0.032820222076
famous, gigantic: 1.57338601921
dopey, dummy: 1.75321880036
medium, understood: 0.408555495193
belated, proscribed: 0.599740823766
well-deserved, wider: 0.0
under-funded, well-trained: 0
heinous, progressive: 1.08806961844
independent, moron: 0.550106844341
delicate, security: 1.0598073303
application, follows: 0.124987189964
phenomenal, self-sufficient: 0.0
debatable, double: 0.689608663611
abreast, broader-based: 0.0
immaterial, unique: 0.575041016629
allowable, competence: 0.614030762546
egotistical, lamentable: 1.79945839005
blunt, relevant: 1.08945896782
sunnier, unconvincing: 1.43445071149
heavy-handed, intelligent: 0.0
claire, singular: 0.410460045807
industrialized, known: 0.668892891753
internal, stable: 0.834804593661
existing, prejudicial: 0.559432657114
liberated, vocational: 0.403465965596
handicapped, small-time: 0.0
contemporary, stepped-up: 0.0
lofty, opportunity: 0.125605523315
planned, well-structured: 0.0
by, kinky: -0.543690420322
babe, compact: 0.643889048954
everywhere, inalienable: 2.29657203223
hooked, yes: 0.86928400453
acquainted, fairly: 0.629313348304
surely, trusted: 0.841856390499
nauseous, someday: 1.15427771688
instrumental, wasted: 1.45949771839
ghastly, welcome: 0.232675229275
professional, stable: 0.791647679288
acceding, northern: 1.14341665736
at, simplified: -0.530754347078
implementable, unspoiled: 1.04987311364
pretentious, understandable: 2.21552817719
inferior, macabre: 0.346567026004
sixth, stir-crazy: 0.0
reaily, wing: 0.0
danger, handled: -0.13619565126
else, oversensitive: 1.15905148515
invested, mobile: 0.73358460405
being, explosive: 0.387976864748
cognizant, reachable: 1.58759285047
happening, stressful: 1.85087301146
compared, coordinated: 0.083638640611
extensive, warmer: 0.475427261595
contemptible, fine: 0.97617194495
cleared, optimal: 0.193517650134
girlie, temporarily: 0.357902128521
convinced, functional: 0.531638688771
alternate, widespread: 0.031995855963
withdrawn, worthy: 0.950018070548
gratuitous, require: 0.869419301327
smoother, sophisticated: 2.19736390016
oversensitive, stout: 1.04321609175
horrifying, wealthy: 0.698531199097
early, scaleable: -0.274074561236
ineligible, presentable: 1.12195689325
concentrated, muchfor: 0.0
giddy, integral: 0.268934909949
neglected, preferential: 1.00941267194
rubbish, trite: 2.42953338967
scattered, vulgar: 0.719135338925
remarkable, unattractive: 0.654251431092
obscene, retard: 2.51603567869
hateful, paradoxical: 1.75610830426
-lncredible, single: 0.0
occupied, other: 0.545870647701
unfortunately, unnatural: 1.13333576082
thriving, youth: 1.14428116729
freaky, whilst: 0.030992109909
flattering, only: 0.742108824603
non-existent, recognising: 0
fuller, vivid: 2.56151529149
built, taller: 2.23605155397
essential, seventh: -0.292490992831
antagonistic, intelligible: 2.32000279323
inoperable, strict: 0.195460769136
note, skilful: 0.470231912059
extinct, respected: 1.29758828643
entirely, topnotch: 0.277065426926
advertised, inoperable: 1.23452902197
farther, readable: 0.230920369741
disturbing, underfunded: 1.09725636182
nosey, staggering: 0.0
contaminated, that: 0.687442402674
medium, trained: -0.0690445723
arranged, successful: 0.74434044875
disabled, undeniable: -0.195441645604
additionally, physical: 0.626666013155
goofy, welcoming: 1.0438937915
laudable, usable: 1.64162326237
loyal, midget: -0.052762412607
cowardly, infamous: 1.61779421535
danger, sized: -0.260816735339
looser, though: 1.63684636757
clean, stipulated: 0.486054740918
going, notified: 0.653043615573
horrid, tired: 1.9712687151
sane, than: 0.790311876393
ineffectual, white: 0.54384155655
near, well-suited: 0.0
false, indecent: 3.75994010711
between, fucked-up: 0.0
customized, obtainable: 1.87177431883
hypersensitive, jump: 0.216302022251
flattering, hateful: 2.4990305274
foolproof, sparse: 0.962931319952
appropriate, degraded: 1.11659876578
chloe, late: -0.089092474493
inadmissible, specifically: 0.849309576045
hereby, rugged: -0.385396404016
inestimable, seasick: 0.472993412564
discussion, foutu: 0.0
needy, slippery: 0.072529116309
gay, wish: 0.866218000153
close, done: 0.779394990421
cruel, macabre: 3.98732433996
democratically, north-east: 0.0
remaining, splendid: 0.138208597197
cooperative, disruptive: 1.29975418507
delineated, obvious: 0.996034961762
co-chair, expedited: 0.0
outgoing, recurring: 0.359940307504
darker, single: 0.379523871653
unbalanced, undeniable: 1.56618243256
infamous, vague: 0.615650206835
corny, timelier: 1.46041315825
favorable, stern: 1.42184084598
geek, year: 0.530142238495
justification, riveting: 0.947947667166
registered, unspeakable: -0.320927774441
19, spontaneous: 0.0
inexcusable, starved: 1.2592131096
innumerable, seldom: 2.34265923431
justified, scant: 0.814103655873
elected, pointless: 0.127457608004
fulfilled, inspirational: 0.933971198976
dark, proactive: 0.519428757167
different, exquisite: 1.05355664475
graceful, unattainable: 1.3373622227
furthest, properly: -0.326134546096
callous, start: -0.185571066173
stellar, substandard: 1.71945378394
stranger, stuffed: 0.59256426948
breathtaking, fast: 1.16559667017
lethal, swifter: 2.61148517558
desirable, trusted: 1.43434418695
marvellous, wasted: 0.0
insufferable, loose: 0.630987662685
humbled, ideally: -0.011676248035
relieved, rich: 0.43062252294
satisfied, sticky: 0.485831022093
kinky, overkill: 1.85270950543
minus, responsible: 0.433263018495
agile, environment: 1.50831237561
feasible, unimportant: 2.03742398114
chubby, given: -0.084410479733
lifelong, thankful: 1.93655995327
brutal, light: 0.385835740135
insurmountable, political: 0.889543577626
enchanting, unethical: 0.50770702381
crafted, grisly: 0.633190447665
built, slower: 0.156711568629
inherent, safe: 0.435389390558
applied, hopeless: 0.349391372492
sober, statewide: 0.916245392321
derisory, wide: 0.775075552576
kid, neat: 2.64356678614
optimal, unpleasant: 1.43270881373
hinky, reyes-torrena: 0.0
accurate, weak: 1.00170903083
sole, transparent: 0.703923548159
actually, smoother: 1.19581885118
free-of-charge, state-run: 0
annulled, easy: -0.145040146908
issued, thirteen: 0.505418987793
instrumental, recognized: 2.16671967505
distinctive, potential: 0.358115410415
macabre, mesmerizing: 3.42608551476
abused, use: 1.15760068632
destructive, rock-solid: 0.0
staff, steep: 0.228234668644
fragmented, sober: 0.644800618107
bravest, responsive: 1.15069733917
chubby, surprised: 0.902646910161
delicious, splitting: 0.309047580727
scarce, than: 0.61151375183
convinced, underway: 0.64961109448
secret, sixteen: 0.361293849872
house-trained, inconspicuous: 0.0
pro, thanks: 0.272251588542
tempting, unprecedented: 1.10755940022
fabulous, one-sided: 0.0
briefly, moving: 1.13514328311
identify, remote: 1.00024974309
buoyant, noticeable: 1.48947523706
cumbersome, home: 0.0251468149
nasty, zero: 0.908912208025
encompassing, long-lived: 0.0
irate, overwrought: 1.55123507079
-me, opening: 0.0
five, need: 0.402798393766
relaxing, secondly: 0.413227641233
booming, popular: 1.62713163726
spooky, trustworthy: 0.875468997932
dishonest, heartbroken: 1.86500634203
overripe, problematic: 2.20047674039
easy, something: 1.02729932472
bare, solemn: 1.82731095047
ill-equipped, seamless: 0.0
destructive, unusual: 1.37622585771
asinine, pending: 0.771833797823
low-skilled, realist: 0.0
unfair, useful: 1.58120329253
rad, transparent: 0.547218342118
costeffective, starker: 0.465321082348
regretful, safest: 0.776477477146
fluent, monitored: 0.501925479732
annulled, relaxed: 1.42142301219
amended, state-of-the-art: 0.0
same, well-founded: 0.0
random, sinful: 1.42960761938
