adapted, marketed: 2.89288611474
occurring, unlimited: 0.525080296989
completely, geek: 0.896153947517
alarming, heinous: 2.49028618722
obscene, representative: -0.031363389999
ghastly, inoperable: 0.717839852132
naughty, sacrilegious: 3.63872756303
encouraging, smarter: 1.51481295998
gloomy, sold: 0.344201928989
straight, superstitious: 0.844944730299
deader, upset: 0.136806651613
ignorant, jump: 0.126841286456
intensive, obtainable: 0.762224032494
nationwide, similarly: 0.490608687693
killed, neglected: 1.28974195777
forthright, vibrant: 1.85220959937
imperceptible, sal: -0.110015520894
sustainable, well-protected: 0.0
embarrassed, wealthier: 0.99547911636
miniscule, paranoid: 0.782207387898
connected, non-discriminatory: 0.0
science-based, smarter: 0.0
ecologically, unanimous: 0.10877571259
ever, regularly: 0.774338560402
others, outrageous: 0.458246200099
everywhere, refrigerated: -0.287117647669
contemptible, sizable: 0.180038198361
aggravated, started: 1.13809284589
normal, uncanny: 1.04538483345
questionable, reassuring: 1.12198709945
battered, incorrect: -0.305169279004
hlv-positive, subsidized: 0.0
justifiable, paranoid: 1.88102372876
malignant, user-friendly: 0.0
closed, faithful: 0.609322756217
domestic, selfevident: 0.0
two-fold, unanimous: 0.0
enrolled, state-funded: 0.0
elaborate, galore: 1.30941782544
grown, rooted: 1.93559136787
general, oversensitive: 0.443784891303
managed, strengthening: -0.151563535394
complacent, rugged: 0.946073490099
hope, much: 0.914152265347
disturbing, radical: 1.69326921698
inquisitive, shortly: -0.63599899854
deficient, iilegal: 0.0
brief, iegitimate: 0.0
diverse, up: 0.281088839683
accepted, hurt: 0.443653553084
complex, girlie: 0.009743700934
max, set: 0.31735860509
gruesome, sporadic: 0.826882473918
combative, righteous: 1.65949813541
elegante, neutral: 0.0
imrtant, quoted: 0.0
disappointing, rigorous: 1.25426459761
incomplete, trendy: 0.008256560367
omnipresent, warned: 0.313905897236
administered, readyto: 0.104292908637
mature, stuffed: 0.524375028418
rotten, suitable: 0.767608628575
necessary, weii: 0.0
advanced, bold: 0.685975546989
ioyal, theoretical: 0.0
serious, unclear: 1.60111655112
confidential, firstly: 0.374533532041
cowardly, remarried: 0.672377801239
lovelier, scaleable: 1.28149417337
priceless, usual: -0.00128650704
tremendous, universal: 1.10843191478
lucrative, underage: 0.863970277471
hey, single-ranked: 0.0
edible, lowest: 0.138013155266
tempting, undisturbed: 1.31885286579
fewer, right: 0.336646247948
classy, divine: 1.25069762815
faint, well-maintained: 0.0
over-optimistic, well-developed: 0
matched, selected: 1.88894267399
inconclusive, right-handed: 0.0
following, terse: 1.13340369329
scientific, u.s.: 0.0
first-rate, miscellaneous: 0.0
affected, claire: 0.476544017432
cognizant, free-standing: 0.0
acute, icy: 0.863571030434
naked, well-filled: 0.0
definitive, indiscriminate: 0.647014026429
naturally, trendy: 0.967307845457
personally, sleeping: 0.471567477957
kind, world-wide: 0.0
high-tech, non-binding: 0
dear, sell: -0.055681370746
comin, wholly: -0.850080663731
trendy, unknown: 0.555776387269
irritating, wild: 0.521747183712
mistaken, vivid: 0.747977802778
clearer, new: 1.28350808212
defenceless, older: 0.0
differing, happiest: 0.710653921938
all-powerful, mental: 0.0
dickish, primordial: 1.0680513634
reasoned, rehearse: 0.360988056711
holistic, pro-choice: 0.0
quickly, relative: 0.324287631869
administered, integral: 0.143605844892
lousy, reality: 1.25634966508
horrendous, ridiculous: 3.5118950254
agile, closer: 0.761923086735
bright, illiterate: 1.10732062327
adjusted, obliged: 0.844760546385
successfully, well-coordinated: 0.0
ethical, slick: 0.231143042198
furthermore, polite: 0.869540614777
dangerous, spontaneous: 0.992251041156
fascinating, thinner: 0.397572631276
asking, transnational: -0.35759516428
high-ranking, inequitable: 0.0
fanta, organized: 0.33180305956
off-site, resistant: 0.0
efficient, significantly: 1.1177463941
recognising, respect: 0.0
erroneous, supreme: 0.224942825666
aroused, commendable: 0.983688539409
excited, than: -0.050179934701
clinically, shielded: -0.841134231153
exquisite, stagnant: 0.008691144125
daunting, uniform: 0.741725591333
forthright, jump: -0.14460713238
prick, senior: -0.156406004405
infuriating, transient: -0.123295296458
casual, real: 1.03986973569
compact, splendid: 0.798500835879
co-operative, iovely: 0
overwrought, unaltered: 0.332301985721
heaviest, wasted: -0.267791442943
included, shifty: 0.016261863768
longer-term, particularly: 0.0
humiliating, task-oriented: 0.0
varied, well-placed: 0.0
icy, indiscreet: 1.17230506528
mid-, obliged: 0.0
overly-high, restful: 0.0
muted, secret: 0.341556735335
enlightening, reinforcing: 0.565465130907
batty, executable: 1.23689163174
commendable, eastern: -0.101732075023
prepped, unlikely: 0.570445980728
lame, marvellous: 0.0
clara, today: 0.020928074186
hunger, unexpected: 0.415986338263
broke, self-sustaining: 0.0
additionally, historical: 0.45430654512
focussed, largely: 1.11402920086
fearful, fully: 0.417349357209
asian, unjust: 0.40020554764
accessed, seminal: 0.074690402408
clever, unethical: 1.8175568177
assertive, fbl: 0.0
by-election, normal: 0.0
enlightening, extensive: 2.01519395379
slightly, stiff: 1.3853606012
sobering, unconditional: 0.288294017754
manifest, prescriptive: 1.22470091231
ourselves, unchangeable: 1.18823949809
possible, vice-chair: 0.0
arguable, crippled: 0.581084092366
enough, geographic: 0.078257746493
bright, strictest: 0.331289450118
colder, loaded: 0.25823345959
shitless, vibrant: 0.049212188741
incompatible, speaking: 0.945212778165
modern, worst: 1.32258139828
run, sick: 0.517675596711
genius, liberated: 1.33841102921
detailed, exempt: 0.424980330685
inconsequential, modern: 0.653643254161
equipped, touching: 0.057474855649
certainly, grateful: 1.51750212886
commended, grand: 0.818726838336
attention, incongruous: 0.428461528781
excellent, sufficiently: 0.9564200109
delayed, unhappy: 1.62707102272
essential, unnecessary: 2.01011830585
america, unconditional: 0.412934558808
paradoxical, unaltered: 1.41188358936
innocents, naughty: 2.07539524682
expanded, planning: 0.672061265465
agreed, thoroughly: -0.034879053955
advanced, brittle: 0.854812453185
psychological, unbearable: 2.22993766861
day, whole: 0.623906365085
stumpy, treasured: 0.474976329434
greedy, impracticable: 2.39362783435
adorable, propitious: 1.66707913445
delicate, peachy: 1.9834048529
-lnteresting, co-: 0
entrenched, smaller: 0.993116407602
breathe, wierd: 0.114975873292
factored, weird: 0.987610490996
need, upfront: 1.12626664815
large, master: 0.315137156117
high-availability, minute: 0.0
business-friendly, s-sorry: 0
individualized, simple: 2.02051407416
dedicated, nearly: 0.850053734002
primordial, weaker: 0.813440851525
interim, racked: -0.058059452951
antiquated, relative: 0.117324415098
bottled, irregular: -0.454222541329
stocky, that: 0.194318064205
expressly, stout: 0.261651062093
baby-sitting, mutual: 0.0
absolutely, awestruck: 0.943457083845
dumber, meaningful: 1.01071079292
stupid-looking, typical: 0.0
invisible, justified: 0.893379448459
micro, under-funded: 0.0
right-, supplied: 0.0
intrusive, re-appointed: 0.0
government-owned, sharp: 0.0
minus, stressful: -0.143903405538
maximal, stringent: 1.19019455703
bastard, loverly: 1.77456983825
syrupy, tacky: 3.72338790604
effectively, unharmed: -0.034743882758
topical, unsavory: 1.72408097731
ideally, nouveau: -0.178430640259
chaotic, remarkable: 1.54138407647
globalization, longest: 0.230226736572
ice-cold, truthful: 0.0
mostly, well-trained: 0.0
hearty, short-lived: 0.0
inconvenient, uncanny: 0.936025810443
demonstrated, motivated: 1.21253906944
otherwise, retard: 1.35891718028
comforting, lovely: 2.73149561988
outnumbered, searchable: 1.3303439988
fast-switched, inestimable: 0.0
favourable, graceful: 0.0
all-important, ridiculus: 0.0
need-to-know, suspicious: 0.0
gentle, tepid: 1.73904858818
fella, nearly: -0.300429139726
appreciated, similar: 0.37372849
co-operation, glowing: 0.0
beloved, one-sided: 0.0
permissible, permissible: 9.32320018307
predictable, typical: 2.47779670926
being, unnerving: 0.616996944104
respect, suck: 0.641457836208
antagonistic, merry: 1.23750554685
due, religious: 0.43805769347
exhausting, momentous: 1.64005924938
asinine, merely: 1.74094495627
dopey, proprietary: 0.230101486158
hiv-positive, invaluable: 0.0
callous, executory: 1.49427427067
disastrous, remediated: 0.429548812247
catastrophic, intentional: 2.20235154595
back, increasing: 0.203066770155
-sorry, relevant: 0.0
gorgeous, productive: 0.875730268914
glad, healthier: 1.29404778462
demand-driven, likely: 0.0
inestimable, omnipresent: 2.14596775523
cold, moderately: 0.985716717321
all-inclusive, minimum: 0.0
-lncredible, contrary: 0.0
miscellaneous, well-organized: 0.0
scarlett, wealthier: -0.156280134777
preposterous, worrisome: 2.52904106152
larger, squat: 0.477879632145
coherent, large-scale: 0.0
elle, uh-huh: 0.0
southeast, unanimously: 0.85292745289
hinky, inevitable: 1.29908816427
shocked, tolerable: 0.578015430397
clare, co-: 0.0
criminal, egotistical: 1.10167315656
uptight, voluntary: -0.060341433469
formidable, organised: 0.0
aligned, life-long: 0.0
inside, welcoming: 0.731118588335
back, cold-rolled: 0.0
expanding, generalized: 0.277828336443
comprehensively, non-compliant: 0.0
gratuitous, insupportable: 2.77766909942
fully, in: 0.448070714237
asian, well-balanced: 0.0
extensive, incomplete: 1.49095297279
extirpated, many: 0.687903654598
addition, unanswered: -0.920579121288
displeased, short: -0.020795279762
humane, teeny: 0.246051069531
concrete, tan: 1.28694827339
enabled, science-based: 0.0
incomprehensible, sure: 0.607161666047
counterfeit, warmest: -0.432373088307
screwy, unfriendly: 2.4272524864
scared, supplemental: -0.201254738046
common, effectiveness: 0.659582315025
exemplary, secret: 0.586473592799
mean, strangers: 0.650250620504
anything, scheduled: 0.007329950212
also, opportune: 0.727846321167
stricter, treasured: 0.545532262086
iucky, senior: 0.0
dense, streamlined: 1.82166752514
precious, traditional: 0.961098215205
presently, published: -0.100272297985
bothersome, regulated: 0.510597190954
blow, super: 1.01053641848
well-armed, well-represented: 0
scandalous, treacherous: 2.02508702626
elegante, wonderfui: 0
gravest, obliged: 0.853223435913
commenced, historic: 0.350065902143
ironic, reiterate: 0.808402889258
annoyed, jolly: 2.05263157826
optimal, uneven: 2.19602141197
this, weak: 0.656083961251
operational, upfront: 1.22987715636
overheard, undemocratic: 0.379596607798
twice, well-prepared: 0.0
exempt, undisputed: 0.872458777501
formal, out-dated: 0.0
", motherfucker: 0.0
ancient, personally: -0.089070788475
professionally, propitious: 0.279663493066
innovative, vice-chairman: 0.0
closest, inspiring: 0.504367414265
acclaimed, statewide: 0.386526769859
sold, warmer: 0.914040742663
energetic, simillar: -0.102377269972
marginalized, obvious: 0.894711582166
atrocious, excited: 0.213975998267
comprende, fundamental: 0.281444159881
asian, crippled: 1.08203592295
completed, formally: 1.43007041102
ghastly, impoverished: 1.35528859082
sudden, untapped: -0.486201897427
emblematic, him: -0.228824207839
reassuring, vain: 0.894646425525
maintained, non-specific: 0.0
fierce, recognizes: 0.662707348932
darkest, dependent: 0.33310040818
classy, together: 0.57450407243
circumneutral, most: 0.0
harmful, speedy: 0.223206754667
creditable, regardless: 0.965129526624
hey, latter: 0.442743237572
wholly, widespread: 0.526225252445
cracked, logical: 0.052190938394
ice-cold, stale: 0.0
pitch-dark, relatively: 0.0
doubled, regardless: 0.751175780124
plausible, rusty: 0.750414662824
fast-growing, lukewarm: 0.0
frequent, really: 0.118327716574
devastating, pleasing: 1.30489481516
self-conscious, someday: 0.0
clara, modernized: 0.336756163909
fortunate, naked: -0.534283664032
farther, unnecessary: 0.439079726442
else, wanted: 1.94431757032
dear, regular: 0.660309328469
out-dated, suited: 0.0
optimal, present: 0.650992351425
accurate, perplexing: 1.30306438213
annoyed, permanent: 0.328290436492
mild, unjustified: 1.23435393895
-mentioned, on-going: 0
refreshing, zero: 0.363545322025
high, preponderant: -0.130020622588
-surprised, end-to-end: 0
denser, weak: 0.999963186858
free-standing, pleased: 0.0
information, unprofessional: 0.731119118745
high-tech, stuffed: 0.0
fuzzy, thrilled: 0.354856806248
profitability, steeper: 1.39914641296
committed, unnerving: -0.114625007349
discernible, elevated: 1.21139923706
shut, similar: 0.376108713395
all, cost-efficient: 0.0
long-winded, superior: 0.0
bigger, immature: 0.932653326285
developing, fruitful: 0.957512428547
anywhere, state-run: 0.0
faulty, thought-out: 0.0
sell, willing: 1.08869966987
inappropriate, negative: 2.28446498889
abundant, crystal-clear: 0.0
criminal, set: 0.508475865622
change, seldom: 0.751391850042
inappropriate, past: 0.428385283671
formally, pretty: -0.366481287474
johnny, well-protected: 0.0
strangers, well-suited: 0.0
infected, re-appointed: 0.0
hardworking, omnipresent: 0.712274781298
notably, punchy: 0.846919943947
lofty, odd: 1.5433401087
free-standing, silly: 0.0
sinister, south-east: 0.0
later, marketed: -0.225114086609
acceding, thready: 0.467106837667
fledged, heartbroken: 1.28637599236
cuter, occupational: -0.79355711877
invaluable, precious: 2.64522909276
environment, exciting: 1.09770049216
comprende, intensive: -0.060059971386
alarming, funnier: 0.616996500539
largest, selfish: -0.262542030482
double, ill-conceived: 0.0
main, well-established: 0.0
life-long, safest: 0.0
imprecise, socio-economically: 0.0
mysterious, religious: 1.07516839707
open-ended, third: 0.0
", in: 0.0
inconclusive, legibly: 0.127467537446
armored, pitiable: 0.653529684493
carmela, david: 0.0
criminal, discriminatory: 1.99098660873
off-site, rising: 0.0
formidable, terminated: -0.420109512046
improving, meaningless: 0.82272934486
naive, non-binding: 0.0
irrational, single-ranked: 0.0
legal, rising: 0.778938181729
available, impressed: 0.849870376403
celebrated, sold: 1.19765387531
merciless, weird: 1.24786620517
clearly, ideal: 0.499955793204
nude, rock-hard: 0.0
expressed, frustrated: 1.26569353585
germane, tempting: 1.8282756749
endangered, ionely: 0.0
comprehensible, over-ambitious: 0.0
crowded, firstly: -0.508715684086
lacking, mieux: 0.364449602882
celebrated, novel: 0.459598232991
invisible, selfish: 2.00043018992
attentive, rigght: 0.0
unlucky, warmer: 0.917835611225
pluralistic, terse: 0.940309648639
onerous, per: 0.718793974534
crystal-clear, surrounded: 0.0
dim, overdue: 0.580714560376
emphasise, lesser: 0.0
anywhere, well-targeted: 0.0
fresh, kid: 0.475496857219
allright, pathetic: 2.07926431882
self-sustained, technical: 0.0
conceivable, happened: 1.03085913749
corresponding, pitch-dark: 0.0
booked, overall: -0.181903459181
coming, uniformed: 0.340343510508
determinable, living: 0.062821449221
limber, solemn: 1.95944582642
receptive, renowned: 0.46390406719
pretty, sustained: 0.462800732656
alright, safest: 1.58935985006
everyone, question: 0.922987892848
delirious, integral: 0.374350422197
boundless, supportive: 0.776820559811
murderous, splitting: 0.535785261332
far-reaching, newsworthy: 0.0
absent, complex: -0.115948098886
anymore, published: 0.342237549794
bizarre, polished: 0.598948482722
crafted, truthful: 1.17057031494
frozen, illogical: 1.00017840377
redeemable, selfevident: 0.0
definitive, open-minded: 0.0
lye, race: 0.016038044017
about, upset: 0.860228785045
all-inclusive, shifty: 0.0
