tenable, unlawful: 2.23957690806
sweetheart, unoccupied: -0.296133003922
completed, soon: 0.796784512245
inexcusable, watchful: 0.477265457733
toxic, trashy: 2.66961602281
deplorable, rich: 0.487636251044
armored, flexible: 0.861833787976
necessary, unappy: 0.0
largely, warmest: -0.130216917919
2nd, secure: 0.433291365676
broke, recent: 0.401847925566
forthright, kane: -0.757862326154
unanimously, unfriendly: 0.68128654082
geographic, tragic: -0.122031156235
envious, spooky: 1.525947281
big, motivation: 1.19972382194
extinct, positive: -0.363152683338
awesome, flexibility: 0.756047238517
eco-friendly, infamous: 0.0
average, narrow: 0.588462004594
harmonised, irresponsible: 0.0
debated, hinky: 0.313817867921
recommendable, worded: 1.74496668442
clear, well-targeted: 0.0
hard, unheard-of: 0.0
profitable, tolerated: 1.42516896923
irreconcilable, non-competitive: 0.0
apposite, effective: 1.50278997645
recognized, stated: 1.91588601028
cumbersome, non-compliant: 0.0
demented, improbable: 2.08198853622
dreadful, testy: 2.20151194899
certifiable, interdependent: 1.31388926196
susceptible, unfriendly: 2.16774991812
audience, utilized: -0.035047365853
insufferable, inter-connected: 0.0
nessessary, uncomfortable: 0.0
honorable, lackluster: 0.801568341311
scaleable, smarter: 2.75659747719
net, orderly: -0.096396357833
repealed, yellow: 0.199296145045
accepted, dumb: 0.712442154877
excessive, insincere: 1.73159004387
awake, thanks: -0.02730561642
innovative, shallow: 0.280541529705
defenseless, secretive: 0.490627559526
defined, light: 0.49187480285
fabulous, worried: 0.46519371254
challenging, worried: 0.650778910111
accuracy, vigilant: 0.779603931226
meaningful, specifically: 0.834866361725
n'tunderstand, tangible: 0.0
annulled, specific: 0.067904088885
perfect, tardy: 0.662401437613
given, relentless: 0.185087097206
opening-up, turned: 0.0
bogus, generalized: 1.43335651713
outgoing, scrumptious: 0.450851693296
farther, infrequent: 0.905819132703
clarified, extremely: 0.043023075238
complex, obnoxious: 0.525129367163
denser, treacherous: 1.64785307397
undemocratic, unpleasant: 2.61671893459
paranoid, smug: 3.96692689075
headstrong, valuable: 0.346416637642
non-compliant, unsanitary: 0.0
identifiable, predominant: 2.71108811669
bad-looking, happy: 0.0
noted, returned: 0.811330680059
populous, unofficial: 1.06220351595
cozy, psychological: -0.408316057825
grotesque, heavy-handed: 0.0
attentive, fit: 1.04647335596
increasing, introduced: 0.834567026388
hurtful, promising: 0.507936478301
to, well-managed: 0
elected, manifold: 0.234674840595
more, multi-dimensional: 0.0
executed, peculiar: 0.312048627991
indicative, multiple: 0.142573044628
global, stellar: 0.574244862137
co-financing, indebted: 0.0
convinced, well-designed: 0.0
buoyant, cross: 0.152588376224
priced, simplified: 1.3516318503
19, directly: 0.0
fbl, unhappy: 0.0
fruitful, western: 0.060557744968
healthy, massive: 0.661494341267
educated, onerous: 0.79754275054
immovable, various: 0.218411305362
forgotten, radical: 0.539914684214
enforceable, exempt: 2.84375666643
grumpy, persuasive: 1.80431350072
madness, unqualified: 0.133326242004
confusing, inspiring: 1.33158778032
bleak, bottled: 0.700294526158
fearful, presentable: 0.755816064125
ago, killed: 1.198083073
deplorable, sorr: 0.0
egocentric, growin: 0.666126332541
delighted, formidable: 1.38091379062
dazzling, equally: 0.798139784376
blind, detrimental: 0.477246820835
incompatible, informal: 0.785816332401
primary, remote: 0.917701574154
inclusive, loco: 0.484508497355
comfortable, identical: 1.83342137625
long-standing, short-lived: 0
accepted, conspicuous: 0.626216310248
happiest, negative: 0.7513696368
frail, normal: 1.22673574749
illicit, treasured: 1.25674291188
ageing, inquisitive: 0.0
answerable, sore: 0.676723258829
suspicious, vice-president: 0.0
likable, phony: 1.90891444352
cost-effectiveness, spooky: 0.0
last, overemotional: 0.083411850361
oral, pray: 0.114618353608
afterwards, new: 0.066314844318
problematical, sal: -0.238290491695
accepted, sore: 0.425418512361
creditable, uncontroversial: 1.77878861614
often, stuffed: 0.695650629904
archaic, endearing: 1.78144295262
absent, imperative: 0.966285778273
braver, goofy: 2.20163770824
peculiar, sensitive: 1.72208077013
accessed, instrumental: 0.63320968074
confused, terrified: 3.646336025
cooler, named: 0.159471731737
fifteen, overworked: 0.098274451607
retrievable, snotty: 0.770299245745
non-binding, unjustifiable: 0.0
long-term, violated: 0.0
sketchy, state-run: 0.0
specifically, yearly: 0.353900832662
disconcerting, happen: 1.17985517626
motivated, telling: 1.2360205325
mid-sized, princess: 0.0
honourable, substantial: 0.0
10, mutual: 0.0
high-tech, much: 0.0
preposterous, richest: 1.39689987208
moderately, stark: -0.253182422709
inoffensive, vital: 0.305761827061
disruptive, hither: 0.269166697739
delineated, rampant: -0.004980846126
far-reaching, requested: 0.0
craze, newsworthy: 1.27371807266
largest, tenacious: 0.476806087391
appreciated, herein: 1.29228535623
hands-on, self-governing: 0
critical, present: 0.505505573397
cher, flattered: 0.824736974385
applied, intrusive: 0.661472080851
annulled, reduced: 1.97988508776
corresponding, spaced: 1.37148310627
cardinal, soaked: 0.296426827861
batty, complementary: 0.832579422356
feasible, sharper: 0.292559913804
functionally, well-positioned: 0.0
energetic, them: 0.2565051475
spent, thirteen: 1.1031991433
heard, ok: 1.188489566
cold-rolled, loose: 0.0
enormously, pro-active: 0.0
last-minute, worded: 0.0
pleasurable, protected: 0.854442027038
busted, needed: 0.472771839719
analogous, good: 1.06884784833
emotive, unhelpful: 2.93311511698
cognizant, franco: -0.239346970644
accurate, unjustified: 1.8331506988
possible, switching: 0.528987347781
drawn-out, exempt: 0.0
objectionable, respected: 1.50461205602
-ready, supplemental: 0.0
advertised, served: 1.63589118999
mainstream, twenty: 0.61131457542
decent, self-employed: 0.0
constructive, wealthy: 0.271317652488
lesser, lofty: 1.58573011196
-ready, worthwhile: 0.0
individualized, scarce: 0.703391424017
effectiveness, forceful: 0.737538553488
bonnie, regulated: 0.443656776669
essentially, smarty: 0.432209291134
manifold, twelve: 0.796579949951
attractive, grass-roots: 0.0
predictable, representativeness: 0.891325160353
acclaimed, smaller: 0.135356369915
imminent, life-long: 0.0
loud, whilst: 0.049242862173
agreement, delighted: 1.67308313198
equally, of: 0.0
faultless, warmer: 0.144171552063
trashy, warranted: 0.438507155897
lovelier, social: 0.364664641121
senior, triple: 0.786303966034
corresponding, immaterial: 1.31711180556
meager, well-known: 0.0
compulsory, unimaginable: 0.632794431223
-me, offensive: 0.0
sensible, timely: 1.52263852065
dramatic, information: -0.147412938155
female, formal: 0.654302760554
all-out, two-fold: 0
costeffective, mediocre: 0.39926628967
non-compensatory, repealed: 0.0
added, aggravating: 0.650081569018
admissible, recognising: 0.0
prohibitive, weakest: 0.855091338631
radiant, seriously: -0.364346210279
baseless, bulletproof: 1.32971291738
finest, legibly: -0.080124928009
sacred, say: 0.467805963398
nineteen, recognised: 0.0
-surprised, acute: 0.0
irreconcilable, probable: 1.36344027301
minuscule, nigeria: -0.431489022815
aggravating, slim: 0.830678454872
non-binding, unconvincing: 0.0
breathtaking, madness: 2.34969886542
comprende, marine: 0.257127454576
christian, universal: 0.985772074249
unemployed, unfortunately: 0.575147866131
obligatory, these: 0.833064172981
phenomenal, richest: 1.42505555586
awaited, outstanding: -0.345771633466
guilty, troubling: 1.20151451404
modernizing, shortest: 0.186039088027
proportionate, similar: 1.55083687602
demonstrated, original: -0.206020994292
government-owned, reasonnable: 0
ugly, wholly: 0.380068382652
miserable, pathway: -0.044243111894
fatal, luminous: 0.700859037615
mostly, nearest: -0.616617002482
symbolic, weakest: 0.899409156233
awaken, lead: 1.16075935657
bulletproof, something: 0.686761914796
business-friendly, david: 0.0
topical, well-known: 0.0
indisputable, taller: 0.470609066766
agreed-upon, unconventional: 0.0
insignificant, nervous: 0.928579312822
horrid, other: 0.427585793898
ever-changing, hiv: 0.0
blended, narrow: -0.002196039754
apolitical, degrading: 1.03085261123
formerly, gross: 0.036323300353
fast-growing, humane: 0.0
counter-productive, oversensitive: 0.0
engagement, enrolled: 1.06434370657
fbl, transparent: 0.0
evolving, korea: 0.224188393661
mobile, rusty: -0.041554000338
subordinate, tragic: -0.074176478346
industrial, overworked: 0.79852219671
insecure, sound: 0.472850572794
hopeless, hypersensitive: 1.45702487182
cheery, lean: 1.43521257512
denser, emotional: 0.766980920962
cardinal, repealed: 0.654452235403
last-minute, priceless: 0.0
admiral, outstanding: 0.504045990422
effective, roll: 0.11640989328
troubling, well-managed: 0.0
time-sensitive, u.s.: 0
ongoing, open: 0.783706609532
day, someplace: 0.96246591998
pretty, slim: 1.30427497192
standing, trusted: 0.952185139855
in-flight, utilized: 0.0
booked, luminous: 0.230335443404
thready, unlimited: 0.007708477347
liquid, restricted: 1.15151358328
hungry, personally: 0.246925019835
bold, co-chairperson: 0.0
nobler, well-designed: 0.0
ill-equipped, irreconcilable: 0.0
lesser, vice-chairman: 0.0
danger, last: 0.251190854661
especially, indicative: 0.553904568108
heavy-handed, unfavourable: 0
cozy, mixed: 0.983473214081
mixed, year: 0.008427415984
disclosed, released: 3.26072389392
hilarious, lean: 0.047869988608
eco-friendly, pursuant: 0.0
!, peaceful: 0.0
on, superficial: 0.367153620104
common, tan: 0.154419140011
serious, stressful: 1.69080670757
protected, sophisticated: 0.926371336535
knowing, repugnant: 0.328217782265
note, pale: 0.266288254584
decisive, shielded: 0.017055758537
hunger, proceed: -0.922970096401
marginal, repeating: 0.385143887238
edible, unambiguous: 0.876355612187
extreme, sexy: 0.956044070028
foxy, trendy: 2.60340447134
historic, hopeless: 0.314109389675
boy, non-competitive: 0.0
rash, receptive: 0.67923128667
poverty-stricken, regulated: 0.0
compensable, cool: 0.114325546042
max, reconcilable: 0.729364333357
firmer, realisable: 0.0
information, sixteen: 0.371397577966
egocentric, lean: 1.52022428239
ensure, gotta: 0.345726258373
simplest, thorough: 0.959536648724
hinky, original: 0.463869856188
asinine, compulsory: 1.35421873007
faster, jam-packed: 0.0
scrumptious, tailor-made: 0.0
prejudicial, rugged: 0.471330290317
refrigerated, well-managed: 0.0
talented, whar: 0.0
long-lived, phenomenal: 0.0
conspicuous, firmer: 0.723690161302
problem, tempting: 0.720266766361
distracted, laudable: 1.19123104881
more, together: 0.651866041652
petrified, seductive: 1.71386105641
embarrassed, lighter: 0.520243459149
disquieting, extensible: 0.490366131227
illogical, quickly: 0.418045423717
alternative, smitten: 0.089613755013
jumpy, threaded: 1.16743840587
acquired, surrounded: 1.30684793339
apt, minus: 0.256424245734
antagonistic, underdeveloped: 1.8819907222
another, upright: 0.310803038298
bygones, transnational: 0.07621915358
sunny, timely: 0.21019633596
neighbours, overt: 0.0
furious, zesty: 0.824595771211
clara, cultural: 0.451430024549
handsome, inspirational: 1.46390147255
in-house, virtuous: 0.0
deprived, funky: 0.089755057142
disorientated, touchy: 1.35353412853
plentiful, wide-ranging: 0.0
flexibility, superficial: 0.321998410827
infrequent, non-specific: 0.0
certifiable, race: -0.32704439937
hateful, sealed: -0.006564511556
indigent, soothing: 0.022682386036
amazing, specific: 0.723300088907
okey, salutary: 0.401125167823
discernable, upstanding: 0.409542172172
reyes-torrena, sentient: 0.0
nosey, uneconomic: 0.0
greatest, long-lasting: 0.0
this, well-structured: 0.0
moving, weird: 0.757686705485
grand, immutable: 0.865655703045
accepted, thanks: 0.498925161501
agreeable, nessessary: 0.0
all-inclusive, loose: 0.0
established, whatever: 0.225359184166
cited, moderately: 0.390242842999
excellent, imminent: 0.473385024031
considerably, idle: 0.823921417312
brave, wierd: 1.21473394211
executed, served: 2.31974823965
stylish, wide: 0.968179905263
heinous, reality: 1.08084835137
go, specialised: 0.0
all-encompassing, autonomous: 0.0
authoritative, imperfect: 2.57710117793
consideration, instable: 0.358172764303
enduring, ioaded: 0.0
provision, stupide: 0.0
complicit, disappointed: 1.72597324721
existing, something: 0.030231331031
durable, populous: 0.434299318999
already, enchanting: -0.29017598737
defunct, ping-pong: 0.0
breathtaking, overwhelming: 2.31057893928
moderate, non-binding: 0.0
incompatible, traffic: 0.099814056704
talkative, well-deserved: 0.0
agreeable, determinative: 2.0167332599
others, unrelated: 1.04321867865
environmentally-friendly, ungrounded: 0.0
monumental, re-appointed: 0.0
childish, duty-bound: 0.0
analogous, certifiable: 1.30704436862
needed, undecided: 1.07777306454
horrible, iate: 0.0
depressed, liberated: 1.62688720725
busted, personally: -0.286951118735
defenceless, extirpated: 0.0
elderly, exempt: 0.840357888643
far, lamentable: 1.103710493
crass, incompatible: 1.53299463864
exactly, self-aware: 0.0
19, above-board: 0
outgoing, recommended: 0.6196453753
obscene, unused: 1.70884828235
issue, thirsty: -0.094488247103
co-ownership, original: 0.0
changing, iucky: 0.0
above-mentioned, divided: 0.0
revealing, shitty: 0.85745066197
above, blended: 0.51948643242
frail, improvement: 0.80015302945
bothersome, cost-shared: 0.0
automated, soon: 0.32437132257
deep-rooted, explained: 0.0
hardest, requested: 0.424227208772
focused, substandard: 0.252961000626
refreshing, violated: -0.062074880009
anymore, high-availability: 0.0
detrimental, subdued: 0.728566483636
indigent, unlawful: 0.964274317356
protracted, punchy: 0.727413743203
comfy, juicy: 2.29159154996
see-through, shocked: 0.0
graceful, requests: 0.241056684689
gonna, heart-warming: 0.0
clean, freer: 1.48390386627
filed, harmonised: 0.0
logical, well-represented: 0.0
acute, inclusive: 0.612809328018
danger, parallel: 0.631985387646
blurred, excitable: 0.967487075615
gutsy, warranted: 0.701879622703
biggest, far: 0.852014699128
etc, west: -0.177876442358
cooler, dreadful: 0.533626660696
blurred, uncontroversial: 1.66537625001
huh, invaluable: -0.184724483601
gonna, refundable: 0.961920854519
lower, profitable: 1.21798052574
fulfilled, questionable: 0.46061671262
frightful, funnier: 2.20359255464
rusty, secondary: 0.838741685655
misleading, overall: 0.822966156421
already, earliest: 0.761814664942
dopey, trusted: 0.642982795459
meaningful, segregated: 0.749413550571
adopted, rigght: 0.0
negligent, old: 0.774811361163
discernible, profitable: 0.324269462722
guys, hideous: 0.933477308453
free-of-charge, unemployed: 0.0
honourable, satisfying: 0.0
able, determining: 0.646273053694
deader, flourishing: 2.08325723301
milder, overjoyed: -0.001788897245
move, note: 0.432115269449
desperate, vis-: 0.0
funky, unavailable: -0.101086725974
by-election, contemplated: 0.0
functionally, specified: 1.78966509817
rarely, startled: 1.45089581449
level, thereto: 0.168010133592
circumspect, female: 0.459885238165
everyone, modest: 0.520616966769
distributed, topical: 1.14332794994
a, monitored: 0.0
grisly, same: 0.630427074977
adaptive, manifold: 1.46551350406
courrier, juicy: 0.630791284246
disappointing, global: 0.314602819722
alternative, free: 1.01529473312
abused, jack: 0.115551744052
dense, enhancing: 0.306744707047
magnificent, reimbursable: 0.156112448481
detrimental, unrestricted: 1.06383765698
overambitious, talented: 1.2501717422
largely, seriously: 0.002358085305
foreseeable, looser: 0.599731023246
horrendous, knackered: 2.41952924544
unsuitable, wait: 0.847800879372
diversified, under-funded: 0.0
