pitch-black, unnerving: 0.0
supra, urgent: 1.49524053388
bad-looking, elsewhere: 0.0
fall, under-age: 0.0
influential, intense: 1.3975924665
international, right-handed: 0.0
accepted, state-owned: 0.0
already, autonomous: 0.166637436319
ever-increasing, sparse: 0.0
dedicated, owned: 1.39180870067
leveraged, worth: 1.12525710198
long-term, typical: 0.0
curious, powerless: 1.29446500852
engaged, midget: 0.354082942967
boy, served: -0.644641627989
absurd, legendary: 0.60831168265
sleeping, topic: 0.385318540672
damp, ggood: 0.0
checked, elongated: -0.488331499245
commended, deserved: 3.02134802338
accessed, disagreeable: 0.556697282588
primary, undignified: 0.107616503624
capable, unused: 0.333707138068
fatal, flourishing: 0.95363178435
efficacious, galore: 0.178891804203
cross-border, improvement: 0.0
available, tom: 0.273208104532
brave, insincere: 1.43626169673
dope, physical: 0.458769767815
acknowledged, moot: 0.880439984323
comprehensible, fearful: 1.1549689422
immoral, respectable: 1.3112054295
abusive, temporary: 1.08981140774
ecologically, toxic: 2.48973783822
illiterate, terminated: 0.286535025014
case, commended: 0.452588324068
genuinely, white: 0.415769172978
jack, ridiculus: 1.05116683069
rubbish, weil: 0.532143993686
lower, satisfied: 0.794343449391
sealed, well-written: 0.0
attainable, smarty: 0.534709082201
strongly, weakest: 1.8078948934
idiots, ruthless: 2.14630067146
black-hearted, useable: 0.0
amiss, five: -0.044565408347
extinct, faithful: 1.00418833922
common, green: 0.239085927895
shaky, unhealthy: 1.47071699087
-lnteresting, somewhat: 0.0
plenty, regularly: 1.35034603671
aging, pray: 0.143472368007
experienced, numerous: 0.704375200298
consulted, well-respected: 0.0
last-minute, yet: 0.0
easy, quoted: 0.310039725311
ambitious, divided: 0.847186924837
chubby, enhanced: 0.113408577119
customary, tardy: 1.76473881386
generic, hungry: -0.35115389848
nathan, remarkable: -0.147245791924
graceful, presentable: 2.49403260539
death-proof, infamous: 0.0
expanded, immoral: 0.061601762481
ever, forthwith: 0.559182003055
called, strengthened: 0.15815522126
joyous, minor: 0.62271264942
enforceable, outstanding: 0.73208012066
expandable, recognizing: 0.116945373357
brittle, inexpensive: 1.60665621024
surer, unreal: 0.910439886429
difficult, ravishing: 0.728191523671
evident, unaware: 1.82130710216
dormant, recommendable: -0.016166679829
admitted, recurrent: 0.44293800711
macabre, unseemly: 3.03450613856
persistent, proprietary: 0.677166994702
apace, better: 1.13294359422
honored, patient: 0.152287122339
immediate, objective: 0.940914442725
frank, religious: 1.06199458473
absent, superior: 0.928355578079
fussy, immeasurable: -0.970017648108
awesome, cuter: 2.86358546217
immersive, understanding: 1.64531831431
fuckin, implementable: 0.469252319124
cinematography, requests: -0.426815569221
finicky, grumpy: 3.38235510654
exceptionally, farther: -0.598521998713
new, rational: 0.345366327318
characteristic, entirely: 1.24874116403
fancy, there: 0.956985103147
aggravating, victorious: 0.173757673833
heights, hungry: 0.542180412471
imperfect, mistaken: 2.28402060046
newborn, still: 0.664381701512
enforceable, usually: 0.700858697332
assured, overjoyed: 2.44445547114
carefully, obese: 0.690582046315
however, vigorous: 0.753095863958
absent-minded, mostly: 0.0
statutory, sunnier: 0.842727511327
flat, insincere: 1.13469052804
dre, unexceptable: 0.0
afresh, sensational: 1.38563282321
!, breathtaking: 0.0
built-in, talented: 0.0
released, riveting: 0.474269497068
korean, rank: 0.953732046328
effectively, flavorful: 0.30262548743
sleepy, thirsty: 2.61276004489
alert, stone-cold: 0.0
smaller, unnerving: 0.546836585445
prouder, question: 0.752238862243
black-hearted, excitable: 0.0
compliant, unequivocal: 1.4154625208
horrible, starved: 1.10796308359
long-term, self-sufficient: 0
agreed-upon, restricted: 0.0
reyes-torrena, thought-out: 0
imperfect, verify: 1.40353719243
flavorful, motivation: 0.932970779058
opening, reinforcing: 0.644591399957
ok, stipulated: 0.727029185456
flashing, snotty: 1.08645198443
belle, burdensome: -0.428263666813
neurotic, vital: 0.428741638179
oral, steady: 0.438832967003
frail, reciprocal: -0.62540057797
emerged, industrial: 0.278393382144
finished, groovy: 0.28445631232
hour, resolute: 1.04651426962
fundamental, multi-dimensional: 0.0
practically, virtuous: 1.01944305234
history, least: 0.651407976537
teeny, theoretical: 0.879700077384
clarify, terminated: 1.43453261449
commensurate, juicy: 0.879547633103
antsy, testy: 5.25404215369
qualified, upfront: 0.717132098428
myself, unsound: 0.661888959662
unhurt, withdrawn: 1.79976296409
rogue, thrilled: -0.073403285849
overwhelmed, worrying: 1.50745428242
ethical, slimmer: 0.060059088623
politically, repeated: 0.394974432952
beautifui, cheapest: 0.0
authoritative, circumspect: 2.81258597181
controversial, ideally: -0.292896595914
dispute, unlimited: -0.099340991192
compliant, perilous: 0.436252912109
private, sloppy: 0.540806580872
anti-constitutional, indefensible: 0.0
heterogeneous, hiv-infected: 0.0
non-existent, reported: 0.0
cooperative, implementable: 1.41898214409
commenced, emerged: 2.10336892678
arduous, tolerated: 0.245611464665
long-term, smooth: 0.0
notorious, well-written: 0.0
five, important: 0.426801907291
continuous, subsequent: 2.06799505512
arming, desired: -0.158523556205
connected, well-targeted: 0.0
commonplace, innovative: 0.989014397994
softer, updating: 0.23025214119
acquainted, given: 0.405060702933
jurisdictional, knowing: 0.453390471322
optimistic, precise: 1.1819860393
troublesome, well-positioned: 0.0
alien, fucked-up: 0.0
destabilizing, ioaded: 0.0
apace, foul: -0.197424357469
cost-shared, determinant: 0.0
cheery, strict: 0.809750173221
immaculate, updating: 1.02211477318
eerie, odd: 3.18420095409
sensible, sound: 1.73968716254
hip, unprecedented: -0.012513654745
issued, weird: 0.14335232742
fairer, presented: 0.163242364197
divided, excessive: 0.60417959127
ail, slightly: -0.001335102837
sealed, tabled: 1.53079637149
although, divine: 0.167530909967
progressive, unbearable: 0.153138323608
multicultural, sexy: 1.47951004474
fruitful, well-reputed: 0.0
assertive, non-toxic: 0.0
senior, wished: 0.530797037824
groovy, interwoven: 1.49536373815
modern, motherfucker: 0.538994092637
primary, reality: 0.605751130874
masterful, partial: 0.932851680461
ionely, kidding: 0.0
blinded, ended: 1.08804421396
operational, simplifying: 1.41263583664
cheap, nigeria: 1.34602076418
dim, mistaken: 1.97584193035
prodigious, unlimited: 2.14494447085
asking, missingg: 0.0
equivocal, priceless: 0.779635133414
cosmetic, expedient: 1.32106696051
familiar, hazardous: 1.06993187218
nonexistent, resolved: 0.527822819917
good-looking, meaningful: 0.0
adjusted, clear: 0.550776624347
self-sustainable, verify: 0.0
dearer, interesting: 1.24125264411
baby-sitting, presented: 0.0
inviolable, unresolved: 1.44597396334
annoying, elected: 0.33592063641
dire, turned: 0.687775186133
assured, small-scale: 0.0
flicka, wrecked: 0.0
disrespect, unified: 0.989729395309
immediately, poor: 0.452678624121
calculated, pivotal: 0.549581242485
documented, vain: -0.508388201038
braver, harsh: 1.54027666124
crafted, irresponsible: 1.06075275395
chosen, next: 0.714913307258
deceptive, fledged: 0.329462691807
reachable, worthy: 1.21526066011
cost-effectively, dysfunctional: 0.0
shoot, well-prepared: 0.0
concentrated, fucked: 0.640258890848
defenseless, meaner: 2.20552648488
off, phony: 0.728889880981
germane, north-east: 0.0
brightest, moist: 1.06472426665
elsewhere, odious: 0.828115156229
faulty, ju: -0.329833744227
cheaper, sudden: -0.131421128215
crystal-clear, reachable: 0.0
designated, fixated: 0.466697120799
alternative, hopeless: 1.01590286032
aware, segregated: 1.47235684056
courrier, traffic: 0.625923676319
embarrassing, proportionate: 0.089448400215
david, under-inclusive: 0.0
manifestly, psycho: 1.19268476925
crystal-clear, unsolved: 0.0
mainly, vulgar: 0.334020232828
elsewhere, prudent: 0.864105875367
enormous, superb: 1.6999819971
clear, wonderfui: 0.0
democratic, slightly: 0.262645987206
brief, closer: 0.343042046167
diminished, staggering: 2.10394190118
butthead, irritated: 1.43480402249
cheery, east: 0.250712747574
dysfunctional, grateful: 0.842622272941
adversarial, owned: 0.410104267257
relative, updating: 0.077774852789
affirmative, smart: 0.623815997168
formed, spooky: 0.022253941306
approved, top: 0.375318623897
addictive, chosen: 0.159068431053
apposite, factored: 0.654744148726
patience, prominent: 0.275854130161
fools, transnational: 0.598483833536
quieter, seminal: 0.665290935969
celebrated, fairly: 0.157300261802
substantive, susceptible: 0.671050449534
psychological, so: 0.409826046679
ironic, mideast: 0.34747092467
minimal, right-: 0.0
punchy, subtle: 2.83144991102
bad-looking, educated: 0.0
annoyed, patience: 2.26812719716
insubstantial, symmetrical: 1.80727800799
disparate, meaner: 0.83420079446
current, truth: 0.337693253597
contemporary, violated: -0.131460473919
marginal, riveting: 0.691991197581
handicapped, technical: 0.918021452266
good-iooking, intricate: 0.0
babe, rusted: 1.33239114974
other, tiring: -0.03403358773
detailed, lazy: 0.00408762169
acknowledged, technological: 0.988159805872
leveraged, unfortunate: 0.36051737084
laudable, vested: 1.34373483996
nationwide, savage: 0.250378333932
exponential, variable: 2.17578241121
insolent, viable: -0.077960267644
central, divided: 1.42013567217
interwoven, wanted: 0.093832833747
timelier, unsavory: 0.193674827622
disingenuous, observed: 0.394823653896
fast-switched, permitted: 0.0
genuinely, unused: 0.059664331398
exhausting, inevitable: 2.04756486253
nathan, thorough: -0.040656981123
foreverything, southeastern: 0.0
first-hand, interim: 0.0
inflexible, instable: 2.35826820151
hypersensitive, twice: 0.139000058744
conspicuous, stimulating: 0.596331060501
glorious, high-quality: 0.0
missy, promptly: 0.318033016721
asinine, seldom: 0.838246846212
considerably, generalised: 0.0
solidarity, unsafe: 0.620917503623
very, wider: 0.229126452505
life-long, purty: 0.0
acceptable, n'tunderstand: 0.0
burned, starved: 2.27561867257
ended, missy: -0.797903039772
nascent, romantic: 0.423412368942
hiv, praiseworthy: 0.715005655906
culpable, pure: 0.629820392802
destabilizing, first-class: 0.0
unprofitable, yeah: 0.52913242469
allowable, dreamy: -0.171430173874
implemented, unhappy: 0.489066373195
conflicting, dispersal: 0.76824538456
-just, sad: 0.0
performed, present: 1.21673719321
appropriate, unhelpful: 2.1714180873
groundless, reimbursable: 1.196395168
infamous, permanently: 0.542462796315
although, shielded: 0.557931917552
deserved, scaleable: 0.443021705948
mistreated, question: 0.635266114813
boundless, restored: 0.799510268715
hiv-infected, unlikely: 0.0
indefensible, two-fold: 0.0
require, staff: 0.483429617871
malignant, perpendicular: 1.23729172217
clarify, doctor: 0.846784274943
automatic, grim: 0.613125335054
legally, screwed: 1.42637014666
horrendous, southeastern: -0.160609615974
globalization, humid: 0.961425732398
acceptable, refundable: 0.901597039999
export-ready, inhumane: 0.0
comercial, quicker: 0.332747219497
cher, condescending: 1.31417068346
misused, stringent: 0.636615820261
headstrong, well-written: 0.0
identical, unfettered: 1.0364644536
absent, wreckable: 0.0
private, systemic: 1.192310441
contestable, leveraged: 1.83464360416
cost-effectively, functioning: 0.0
optimum, unbalanced: 1.0900851282
conventional, unsuccessful: 0.827845386201
clinically, luminous: 1.05146347332
inspirational, interwoven: 2.32613548815
evident, treble: -0.056544134352
articulated, underpaid: 0.454657037029
doubled, set: 0.543567319015
catastrophic, refreshing: 0.480998103054
ill-founded, instead: 0.0
afresh, manifest: 1.51356777959
cancelled, debate: 0.0
girl, immediately: 0.136251400136
aggravated, fit: 1.28232157699
distasteful, salient: 2.17474010803
eligible, saying: 0.144109086316
genuine, stress-related: 0.0
perplexing, stocky: 0.494862594105
emphasise, oriental: 0.0
unprecedented, unprejudiced: 0.74478747529
awareness-raising, something: 0.0
cosmetic, government-owned: 0.0
best-known, defined: 0.0
divine, giant: 0.78192094912
aggressive, limp: 0.922538007349
commonplace, controlled: 0.962808832202
instrumental, maintained: 0.747029220133
big, seventh: 0.622629177282
fuckin, someplace: 2.98585764463
considerable, dodgy: 0.369240442927
dre, nonsensical: 1.05195362593
hope, stark: 0.759365536209
delicate, meritorious: -0.340997236773
financed, visual: -0.265529033428
someday, varied: 0.188406734387
co-chairperson, entrenched: 0.0
sadder, saying: 0.35610507604
forthwith, government-owned: 0.0
antagonistic, creative: 0.764333851341
panicked, understood: 1.47768721373
damaged, hurry: 1.00534922936
circumneutral, stylish: 0.0
iike, purty: 0.0
consultation, risky: 0.154697878415
autonomous, farther: 0.815945474466
precise, something: 0.322868518455
emotive, implemented: -0.19470293214
coarser, fuzzy: 1.8906439548
curious, time-consuming: 0.0
first-hand, rooted: 0.0
heavier, inappropriate: 0.681579895307
enchanting, equitable: 1.06437281353
honoured, lunatic: 0.0
butthead, furthest: 0.34783519038
as, bogus: 0.293520500338
cost-shared, inadmissible: 0.0
enriching, recently: -0.04674973666
killed, unsound: 0.587468019942
cinematography, do-able: 0.0
grieved, rotten: 1.12491394012
educated, snotty: 2.19951208273
korean, scared: 0.659079827787
obligatory, stumpy: 1.03454090193
scaleable, stocky: 1.35529169549
black, greater: 0.612461213462
refreshing, syrupy: 2.67260015801
results-oriented, under-inclusive: 0
greedy, sole: 0.917210500394
distinguished, gross: -0.053180047603
away, awol: 1.23067840451
cognizant, ping-pong: 0.0
common, pointless: 1.0386064871
calculated, weil: 0.236341308553
dysfunctional, impatient: 2.70593009119
controlled, flexible: 1.08907990116
enjoyable, youthful: 1.29877849731
gross, inconspicuous: 0.172525341447
characteristic, yo: -0.077846836933
helpless, well-formed: 0.0
inspirational, resilient: 2.36320104383
beter, multicultural: 0.237620929514
comercial, dependent: 0.824119033447
elderly, madness: -0.18132358491
moving, required: 0.433742274028
reiterate, well-tolerated: 0.0
modernized, smaller: 1.32680832488
circumneutral, sufficient: 0.0
entrenched, indian: 0.827595169972
fiercer, manifold: 1.74575335192
franco, warm: 0.247144431372
authentic, smart: 0.906371411721
creative, unimpressive: 0.556098861547
end-to-end, ravishing: 0.0
slippery, well-paid: 0.0
handed, polished: 0.951242289132
arguable, thirds: 1.11796066975
exhausting, wholesome: 0.729433641775
best, blank: 0.361729035184
marked, received: 1.06333927278
impossible, miscellaneous: -0.038591901984
jolly, than: 0.532297155032
interrelated, task-oriented: 0.0
alternate, with: 0.161023083189
bolder, tonight: 0.224433448497
drunken, patent: 0.047613805986
changed, sleepy: 1.43843928096
inefficient, inevitable: 1.41631746038
-ready, north: 0.0
dre, economically: -0.139558682091
killed, win: 1.20966574401
ioyal, sincere: 0.0
financed, worth: 1.31688027104
odd, weighted: 0.552882373482
rooted, warm: 0.827699802269
remarried, subordinate: 0.415949829771
affordable, poorest: 2.5624879249
gutsy, untenable: 0.724411064375
functional, looking: 0.728168804808
ineffectual, well-established: 0.0
donkey, ironic: 1.12902995252
farther, possible: 0.933622759758
needed, unnatural: 0.297121478412
impolite, scary: 2.75210463555
redundant, sincerely: 0.434704378834
