above-board, negligible: 0.0
compassionate, gonna: 0.912480471441
away, terrified: 1.61304209364
emerging, mid-: 0.0
fiine, know: 0.0
agreed, desperate: 0.765385536135
awareness-raising, only: 0.0
superfluous, trippy: 2.55395002071
crystal-clear, depressed: 0.0
plentiful, steadfast: 0.992551635123
imprecise, solidarity: -0.982406541192
doin, old-fashioned: 0.0
mediocre, provisional: 0.493641819417
angry, snappy: 0.804100153344
favoured, utilized: 0.0
ecological, laddie: 0.504255450724
tan, that: 0.350990318617
righteousness, working: -0.474184337453
commenced, underlying: 0.248481577056
asinine, forward-looking: 0.0
infuriating, unique: 0.468295533814
fascinating, imminent: 0.161461016575
death-proof, gratifying: 0.0
fourth, lethal: -0.085358855973
commonplace, regrettably: 1.24926258785
growing, rampant: 1.87812224296
advertised, tolerable: 0.848919944701
prominent, self-sufficiency: 0.0
checked, seen: 1.32824440086
mutual, pre-established: 0.0
injurious, outgoing: -0.052249633758
delicious, left: 0.224833630869
engaged, stuffed: 0.038019264373
celebrated, marvelous: 2.01900116441
poppycock, repeating: 2.03384331409
untapped, unwell: -0.24976497983
grimmer, ill-founded: 0.0
accomplished, tied: 0.462265939661
dull, something: 1.14379344969
monitored, narrow: 0.263881251369
hospitable, wondrous: 1.6953020383
prouder, quiet: 0.598311702627
labour-intensive, threaded: 0.0
dysfunctional, marty: 0.312213423116
ashamed, mid-: 0.0
central, in-depth: 0.0
shoot, strongly: 0.127661744364
extremely, lye: -0.455626617102
korean, personal: -0.034470186973
fourteen, recognising: 0.0
house-trained, impolite: 0.0
impartial, low: 0.008705887628
depraved, startling: 1.79549767728
first-rate, indigent: 0.0
closer, tan: 0.497717914451
lonesome, threaded: 1.02636665902
brilliant, retrievable: 0.622056096553
crystal-clear, self-sufficiency: 0
inexplicable, open-minded: 0.0
constrained, emerged: -0.174824524094
dirtier, mild: 0.929711362869
macabre, ravenous: 1.91324734202
hazardous, touchy: 2.41145787008
braver, wish: 1.54040163536
assured, material: 0.184127806
booming, tiny: 1.79211593775
challenging, elementary: 0.041052966197
erected, insufferable: 0.799083100654
growin, on: -0.102054527887
ready, wider: 0.582152195645
complex, desolate: 0.941734639572
progressive, satisfied: 0.475776605588
longer, rubbish: 0.485516482336
embarrassed, louder: 1.75767782207
formidable, go: 0.217461449269
felt, lead: 0.592306106669
desperate, recheck: 1.14671600102
delicious, everywhere: 1.12797384975
non-binding, subordinate: 0.0
incalculable, whar: 0.0
all-round, upset: 0.0
held, picky: -0.173521381723
awaken, subsidized: -0.320777312331
hilarious, re-routed: 0.0
geek, relaxing: 0.601111264529
contemptible, thicker: 0.519620966163
chickenshit, mandatory: 0.245197410151
clearly, viewable: 0.511657153732
performed, so: 0.510010955336
pressing, unscathed: 0.335247599862
corrupt, severely: 0.637454450024
desired, raison: 0.93361676097
just, tabled: 0.22043776014
well-behaved, world-wide: 0
hearty, uh-huh: 0.0
19, treasured: 0.0
unhappy, wide-open: 0.0
co-funding, non-discriminatory: 0
pragmatic, rife: 0.16309512967
distraught, euphoric: 2.91709071763
changed, colder: 2.06412379902
allright, tiring: 1.84091625984
alia, him: -0.185780877392
clearest, inactive: -0.489646807839
destabilizing, omnibus: -0.272299951154
reaching, terrific: 0.312812883037
official, sooner: 0.636349913372
depraved, specific: 0.552353270774
galore, hither: 3.25482006357
defenceless, key: 0.0
ever-changing, self-governed: 0
eccentric, relevant: 0.391783227327
anything, structured: 0.700168749809
equivalent, individual: 0.489762037159
gloomy, manifold: -0.016718822376
all-inclusive, blinded: 0.0
proportionate, required: 2.09014046532
designed, rapid: 0.497263687972
fragile, stricter: 1.22557875319
generous, palpable: 0.741010802997
going, published: 0.136445619806
do, worldwide: 0.141543908166
compulsory, mesmerizing: 0.481546253741
fragmented, moody: 1.23729202864
casual, self-employed: 0.0
other, well-targeted: 0.0
dopey, mysterious: 1.43083512526
tan, unsatisfactory: 0.261359434923
bizarre, grumpy: 1.75693970316
brittle, quickly: 1.36163710345
intertwined, timelier: 1.46224221306
liberal, rife: 0.579050130669
precious, simpler: 1.17785212745
above-board, alike: 0.0
understandable, unforgiving: 2.13353856062
luckier, wierd: 1.94644475078
overheard, reversed: 0.155707290878
audacious, polite: 1.30044137051
complacent, destitute: 1.23705433961
below, expressed: -0.223190753721
underlying, well-informed: 0.0
far-reaching, wreckable: 0
anything, withdrawn: 0.138806890144
significant, transparency: 0.783776842292
laddie, urgently: 0.803643642992
chosen, world-wide: 0.0
due, nosey: 0.0
fraudulent, profane: 1.87586329893
jealous, motherfucker: 2.35237958625
complex, used: 0.577068741277
specify, unsure: 4.2902723379
murderous, science-based: 0.0
direct, unstable: 0.103098752885
prohibited, reported: 1.17854794471
ridiculous, welcome: 0.518714526353
functioning, permissible: 1.34409512742
self-explanatory, susceptible: 0.0
manifold, presented: 0.390659521078
ignorant, well-lit: 0.0
squeamish, unfilled: 1.09958381924
acceptable, goodto: 0.0
better-educated, emphasise: 0
likable, requested: 0.079556410292
life-threatening, matched: 0.0
cinematography, science-based: 0.0
humane, verify: 0.903982840453
confusing, gutsy: 0.460570854915
countless, refrigerated: -0.133463952109
illiterate, sluggish: 0.840425398299
deposited, manageable: 0.430491236776
mainstream, unseen: 0.630816369476
grim, naked: 0.913954478953
comprehensible, ignorant: 2.8925971475
academic, marvellous: 0.0
found, gloomy: 0.357793208596
cuter, violent: 0.526083575258
flavorful, reimbursable: 0.851637417797
flashing, grand: 0.069021542453
difficult, vital: 2.43426666237
strained, strangers: 0.220841939034
personally, physically: 2.44343504564
lookin, overpriced: 2.07413818758
girlie, kid: 2.30312921465
disciplined, equitable: 1.95332269355
alternate, wholly: 0.605368823029
slim, wounded: -0.259783619975
blank, foutu: 0.0
do-able, hungry: 0.0
longer, restored: 0.686156547893
acceptable, chaotic: 1.05256083147
correctly, honorable: 0.886706842361
aging, committed: -0.256386241041
cost-effectiveness, with: 0.0
fully, malignant: 0.111403029993
complicated, heavy: 1.3894325476
happier, treacherous: 0.864324003231
brain-dead, self-governed: 0
restless, untraceable: 0.780344064938
drawn-out, specialized: 0.0
conservative, exhausting: -0.107405935795
automated, dearer: 0.45189649133
acute, apart: 0.532681644636
depressed, orderable: 0.880369966237
at, valuable: 0.357516441208
brain-dead, neglected: 0.0
irritable, results-oriented: 0.0
anticipated, five: 0.240283321278
curious, interested: 2.87646931633
about, apparent: 0.387988900108
surreal, valued: 0.245042478162
comprehend, scarcer: 0.154901089155
far-reaching, financed: 0.0
impermissible, masterful: 1.35564402928
freer, nothingg: 0.0
course, shocking: 0.4123709855
ineffectual, required: 0.698412395674
fiercer, phony: 0.775563453621
idle, sentimental: 1.22352858639
discussion, liberated: 0.26029101453
unforeseen, upset: 1.19755474024
brutal, multiple: 0.575785196356
closest, twelve: 0.328334113271
grievous, in-progress: 0.0
mainly, prepped: 0.007974466609
temporary, youthful: 0.303135094094
exceptionally, trashy: 0.213475318648
cautious, idle: 1.17641083716
celebrated, unstable: -0.355651942781
sorry, tacky: 2.58702616067
destabilizing, hurtin: 0.276939418772
e.g., really: 0.0
presently, punchy: -0.306738096298
awareness-raising, masterful: 0.0
poor, radiant: -0.03540358715
determinant, hopeless: 0.913387028531
here, secret: 0.61690341218
commended, self-aware: 0.0
illogical, quick: 0.911941454365
appreciated, severely: 0.37384489242
irate, requests: 1.86281075044
bottled, clear: 0.900466015981
intermediate, rock: 1.31252141985
commensurate, conventional: 0.940630402989
foutu, violated: 0.0
co-chair, limber: 0.0
contained, jack: 0.521316171902
firstly, of: 0.0
objectionable, tiny: 0.358073221345
material, responsible: 1.0095607734
developed, medium-sized: 0.0
customary, impressive: 0.88590260349
elevated, expedient: 0.507319279325
especiaily, uncontroversial: 0.0
corny, security: -0.0134908954
debatable, obscure: 1.83033024793
interrelated, preferential: 0.873735379237
closed, untenable: 0.854842170513
consulted, stupid-looking: 0.0
disruptive, shortly: 0.280380160266
hip, thank: -0.440737982162
well-placed, yes: 0.0
insulted, joyous: 0.72695704317
unsure, well-respected: 0.0
superb, try: 0.9215821764
allright, garbled: 1.43495380366
equally, you: 0.70275096885
hiv-infected, motivation: 0.0
derisory, generalised: 0.0
established, sustained: 0.841553649332
distribution, uh-huh: 0.0
allergic, in: -0.091659588541
awareness-raising, withdrawn: 0.0
apposite, dopey: 1.95012134097
named, negative: -0.600906983451
butthead, upper: 0.123223255239
also, tan: 0.202821002103
proportional, suddenly: -0.013665885349
disastrous, listed: -0.278211503769
extreme, larger: 0.727679307161
heterogeneous, underlying: 2.42012021136
constant, this: 0.350165063389
close, especially: 0.472167152576
circumneutral, naughty: 0.0
accepted, clara: -0.007174536346
cost-efficient, funnier: 0.0
early, interoperable: -0.213540426755
co-ownership, time-sensitive: 0
grimmer, representative: 0.788077093023
unsound, up: -0.068705623221
attentive, coming: 0.29871036788
proud, unprofessional: 1.63898890986
sure, surely: 1.6369511427
domestic, elderly: 1.07618596484
noted, sour: 0.315628909352
clearer, supra: 0.149040313889
ineffective, normal: 0.807105709834
inconsistent, opportunity: 0.506798470111
some, weak: 0.853371688487
careless, rock-solid: 0.0
darker, obtainable: 0.998911877786
received, thereto: 1.21868197019
friendly, science-based: 0.0
acceding, deductible: 0.169866286573
goal, popular: -0.011826987676
bigger, indian: -0.233868295619
authentic, serious: 0.903510728064
changed, valid: 1.32219864998
old, revised: -0.224238733747
participants, regularly: 0.715029657323
belle, finite: -0.832397325418
enjoyable, verify: 0.470649017099
conservative, modernizing: 1.59666669719
better-looking, invariable: 0.0
executable, indefensible: 1.47455315262
given, well-defined: 0.0
cooperative, ineffective: 0.732790479409
crucial, noisy: 0.77500552739
interim, suspected: 0.526139886382
functional, further: 0.301594575097
operative, progressive: 1.35760760549
initial, jam-packed: 0.0
routine, well-prepared: 0.0
armed, costly: 0.372922485819
classical, marvellous: 0.0
america, in: 0.070956573608
intricate, obsessed: 2.0130682997
indisposed, strangers: 0.10344691464
long-term, whar: 0
keen, western: 0.651110013394
belated, partially: 1.09493897109
missing, shared: 0.892948944334
concise, omnibus: 1.98854657818
hard-pressed, underage: 0.0
non-exclusive, robust: 0.0
casual, garbled: 0.685583784416
adopted, lawful: 0.913480793007
finally, handed: 0.677060578372
distraught, mistreated: 2.9136677225
optional, proportionate: 0.900221073474
corrupt, folks: 0.479537871119
solidarity, transient: 0.360709389067
pervasive, unfounded: 1.84461228551
determinative, horseshit: 1.26171956871
insignificant, retard: 1.56996321992
asian, marginalized: 1.42170604022
invariable, profound: 1.36972220429
cost-efficient, disgusting: 0.0
exhilarating, unfounded: 0.88123808206
convinced, merciless: 0.68504322847
copacetic, viewable: 1.68234923474
presented, unseemly: -0.475987022165
invalid, principale: 0.462700914226
overheard, yeah: 1.77493213367
dear, kinda: 1.35981975773
modernized, prejudicial: -0.203321711289
horrid, splendid: 2.67312426701
extensible, rogue: 1.10415722678
revised, sufficient: 0.92064011315
globalization, notorious: -0.029303175946
realisable, through: 0.0
infallible, infrequent: 1.32717676414
manifestly, try: 0.367208284705
extra, fake: 1.17176688086
ioaded, welcoming: 0.0
kinda, monumental: 0.583702531563
cost-effectiveness, dim: 0.0
cloudy, unmistakable: 1.25601963086
folks, incongruous: 1.04436048854
however, merciful: 0.60767840391
brain-dead, hiv-infected: 0
hard, well-off: 0.0
freely, unspecified: 0.40540047365
submitted, well-done: 0.0
shy, sticky: 0.837089841009
chubby, generated: -0.411735139138
freezing, requests: 0.719241734201
all-round, well-established: 0
elderly, well-developed: 0.0
acquired, certain: 0.946382249648
redeemable, weil: 0.265534779589
ravishing, unhelpful: 0.864904107945
annoyed, set: 0.187997232876
last-minute, soaked: 0.0
humane, prescriptive: 2.29833163974
abrasive, wild: 0.331622181591
cozy, woken: 1.50704664335
perplexed, pray: 1.01403573544
astute, wary: 2.40110800879
complacent, persistent: 1.66953954962
steeper, unproductive: -0.002662750259
industrialised, predominant: 0.0
afraid, mesmerizing: 0.814914154272
jam-packed, moister: 0.0
alternative, noteworthy: 0.010390015749
grumpy, question: 1.29278656744
partial, traumatic: 1.32577900364
awol, woken: 1.55198682699
aroused, vain: 1.02543208463
embarrassed, lackluster: 2.50924657929
sincere, sudden: 0.778479072356
neighbours, rapidly: 0.0
breathe, third: -0.031258004738
-just, dirtier: 0.0
action-oriented, appreciated: 0.0
deserted, ordinary: 1.15810173774
tragic, voluntary: 0.427147600986
gutsy, someplace: 0.396434232025
eleven, well-suited: 0.0
plenty, resolved: 0.499676394178
statewide, unmistakable: 0.52839974567
allright, unnerving: 0.802032105438
integrating, intrusive: 1.22766739172
minor, retard: 1.05159893723
fall, uncommon: 0.50434039594
darkest, widest: 3.28166116389
him, tolerated: 0.224590887734
constructed, immediately: -0.37715677781
handy, immediate: 0.260809397771
bad-ass, gloomy: 0.0
conceivable, splitting: 0.390004834918
autonomous, slow: 0.104494715024
adamant, technology-neutral: 0.0
disproportionate, excellent: 0.923255600077
dear, slimmer: 0.789355704228
friendly, prime: 0.669068380316
folks, insatiable: 0.4621548071
beter, depressed: 0.939764058357
absurd, indiscriminate: 2.04793739587
confident, emerged: 0.172714963906
enhanced, forward-looking: 0.0
fruitful, problematic: 2.38820977463
productive, tiresome: 1.97890724948
1st, assertive: 0.032931945943
school, supportive: 0.683709236521
irrelevant, wider: 0.41477521358
cold-rolled, main: 0.0
exaggerated, executory: 0.695203964799
unachievable, wrongful: 1.16884274649
blinded, senior: 0.021152773321
mortal, wacky: 1.03467114468
timely, wary: 0.534111554078
heard, wicked: 0.530333007181
cheerful, luke: 0.954571527118
cute, under-age: 0.0
johnny, miscellaneous: 1.64187795964
bureaucratic, deductible: 0.983192235242
invalid, resolute: 0.727539215154
adorable, woolly: 2.8762109133
dangerous, thirsty: 1.70890688062
expressed, muted: 1.99305801012
again, innocuous: 0.33495838342
however, immersive: -0.551337528651
concrete, perilous: 0.815528963311
doing, selfish: 1.58054255747
innumerable, self-supporting: 0.0
applicable, intrusive: 0.760898374336
regulated, toast: -0.503860738949
actually, spectacular: 0.368161459349
derisory, well-done: 0.0
broad, confrontational: 0.991152382203
dirty, luckier: 1.80824508192
calculated, correct: 1.79296039711
co-chair, ripe: 0.0
monstrous, similarly: 0.739685060768
elusive, reprehensible: 0.051285246271
naturalistic, unsuccessful: 0.339726255873
delayed, well-managed: 0.0
first, stated: 0.201706680371
happiest, meaner: 2.36014125941
labour-intensive, stoned: 0.0
connected, rather: 0.174481164527
around, mid-: 0.0
cracked, extensible: 0.823171167903
bare, busier: 0.663279998967
presented, unlawful: -0.111832697728
self-contained, why: 0.0
accountability, catastrophic: 0.584165386455
affluent, more: 0.827570793609
finished, tentative: 0.687305928332
primary, special: 1.03557299547
acknowledging, ma: -0.270601768122
