10, independent: 0.0
binding, breathtaking: 0.064572342194
kane, southeast: -0.621412026703
lonesome, vice-chairperson: 0.0
fruitful, simply: 0.157461905424
permitted, restricted: 3.93999607113
indigent, sooner: -0.033124587676
equivalent, snappy: 0.77525479684
between, liable: 0.707710855903
impoverished, possible: 0.141778717463
initially, ravishing: -0.289953077169
intractable, sacred: 0.96328851699
returned, widespread: 0.314674215208
discriminatory, insulting: 4.77463936586
organic, uncontroversial: 1.33079991043
fiine, unstable: 0.0
domestic, relieved: 0.291306558845
private, vice-chairperson: 0.0
bureaucratic, unsatisfactory: 2.07608743127
chloe, obsessed: 1.28962369962
endangered, maximal: 0.276432827867
obliged, superfluous: 2.22088494321
bright, ideal: 1.70133293966
terrific, unaltered: -0.093587143554
ever-increasing, marketed: 0.0
christian, undisputed: 0.532680922141
improving, patient: 1.46827824829
conscientious, rigorous: 3.25023859335
casual, puzzling: 1.16277679178
manageable, well-represented: 0.0
evil, insufferable: 2.75988124659
midget, others: -0.68944274363
french, self-explanatory: 0.0
dysfunctional, irrational: 3.09906392735
alia, comprehend: 0.097718246952
ingrained, ultra-hazardous: 0.0
spicy, warmest: 1.85466176564
creative, tedious: 1.32626774584
coast, labour-intensive: 0.0
courteous, evening: 1.14272063624
coarser, enchanting: 1.10832345669
naturalistic, pristine: 2.53713580621
romantic, unattainable: 1.78741709308
butthead, mobile: 0.542000113703
bad-ass, crass: 0.0
ridiculous, well-reputed: 0.0
bizarre, neighbours: 0.0
regrettable, righteousness: 0.711911798267
exaggerated, in: 0.288817985472
necessarily, sleepy: 0.206094610584
inter-related, well-armed: 0
astounded, inadequate: 1.7032775038
honorable, ready: 0.394056538782
clever, speedy: 1.47345002519
inoffensive, unequivocal: 1.55457465811
lasting, trained: -0.268956073901
anticipated, overwhelmed: 0.844337907035
dependable, state-run: 0.0
aging, provisional: -0.217052214142
over-ambitious, sugary: 0.0
enduring, jurisdictional: 0.413461042044
bogus, gravest: 0.73854209147
armed, low: 0.494351417525
patience, unhappy: 1.41993122244
helpful, rewarding: 3.16753691041
agreement, challenging: -0.486468660098
equivocal, exquisite: 0.960278917854
absent, reasonnable: 0.0
comparable, sacred: 0.39133329763
anti-constitutional, irresponsible: 0.0
first-class, transient: 0.0
belated, braver: 1.62241370543
applied, unified: 0.554246960539
unseen, well-developed: 0.0
dependent, thicker: 0.872251168328
fifth, of: 0.0
flawless, gross: 0.651520982329
n'tunderstand, religious: 0.0
actionable, either: 0.5734798653
innovative, smarty: 0.126351260661
exact, reaching: 0.767359678262
although, pervasive: 0.214091315775
bro, get: 1.35440567361
counterfeit, greener: 1.68148727635
sympathetic, world-wide: 0.0
lead, universal: 0.02486346135
forward-looking, well-managed: 0
becoming, wide-open: 0.0
restricted, warmer: 1.04498585135
other, uncomplicated: 0.160801425573
bastard, planned: -0.182314829257
jam-packed, sustained: 0.0
hip, move: 0.622080683132
secure, streamlined: 1.51416635854
disjunct, treaty: 1.10765197359
compassionate, rotten: 0.606680374432
kidding, lye: 1.38849651167
disparate, general: 0.583448721219
degraded, multi-disciplinary: 0.0
henry, nigeria: 7.99023484367
history, prodigious: 1.36573155061
bull, time: 0.648850322643
another, daily: 0.260102982911
clearer, indicated: 0.998806238411
huh, instrumental: -0.450219707378
any, well-treated: 0.0
anxious, commended: 0.528040685535
sore, suicidal: 0.307129299631
naturalistic, salient: 1.4351440587
cattled, exponential: 0.0
doing, good: 1.82575860734
aggressive, redundant: 0.349349409927
counter-productive, hiv-positive: 0
audacious, devastating: 1.71015679022
dressed, firmer: -0.179626532149
invisible, reai: 0.0
central, unofficial: 0.520208999874
degraded, garbled: 3.08787817671
bull, supplied: -0.075896482728
analogous, certified: 0.887838611236
foremost, supplementary: 0.167868304289
iilegal, s-sorry: 0
blameless, requests: -0.059920041633
degrading, friends: 0.451342082137
strange, unjustifiable: 1.55718894419
ignorant, tabling: 0.702116508557
accordingly, dead: -0.328513175386
", unlimited: 0.0
chloe, distinguished: -0.113024637689
moderate, moot: 0.022055574804
natural, voluntary: 0.612048362573
quick, sadder: -0.182274068789
full, underpaid: 0.255771893129
gigantic, perpetual: 1.49421324999
detrimental, enhancing: 2.73721920992
categorical, roisin: 0.0
enraged, hereby: -0.249407427931
cruellest, segregated: 0.353378402684
all-out, clarify: 0.0
glamorous, related: 0.166211235116
frank, parched: 0.863171155131
incredible, self-serving: 0.0
off-the-record, west: 0.0
freedom, trained: 0.018017418778
often, zesty: 0.808835274885
supra, undesirable: 1.45029987374
envious, reassuring: 1.54281984548
others, strong: 0.171241601693
horny, perverse: 2.23785709391
indicated, senior: 0.578925687056
ineffectual, retrievable: 1.29278926028
described, princess: 0.281460725647
apparent, hotter: 0.296823315665
implemented, retail: 0.746878480629
all-out, willing: 0.0
happier, hollow: 1.25882867281
mixed, unbecoming: 0.236377517941
determinative, quickly: 0.267242848464
defunct, welcome: -0.282306466819
determinative, foul: 0.568267177028
based, fancy: 0.348388934976
application, emphasise: 0.0
divided, furious: 1.28367474579
late, total: 0.384782383948
desolate, unsettled: 2.04990462666
associated, grateful: -0.156340500529
others, unsanitary: 0.680960851123
america, principal: -0.401150064508
noble, snotty: 1.60284732563
anything, so: 1.62128045758
otherwise, rewarding: 0.755339183007
choosy, uniform: 0.59521042786
handicapped, this: 0.499575475666
non-competitive, provided: 0.0
courteous, quicker: 1.54740052302
linked, treacherous: 0.294990043362
unfavourable, unfeasible: 0.0
asked, slow: 0.325189970823
confidential, widening: 0.796396380839
cherry, singular: 0.56550709404
profane, stupid-looking: 0.0
export, well-developed: 0.0
easier, immoral: 0.701750514567
fast-growing, sentimental: 0.0
polite, yeah: 1.70813306248
madness, nascent: 1.27996551123
included, well-informed: 0.0
co-dependent, rigorous: 0.0
expanding, illustrative: 0.457682945074
mainly, stupid: 0.57909903167
problematic, vain: 0.321683732246
heated, owned: 0.579661233881
thoughtful, whilst: 0.553195672247
accuracy, duty-bound: 0.0
classic, unoccupied: 0.27288137659
courageous, impulsive: 3.10723439968
lonesome, loose: 0.980988977327
flexibility, universal: 1.17867141278
experienced, shit: -0.200326115899
1st, desired: 0.265624974747
comin, understood: 0.036139063696
good-iooking, political: 0.0
innocents, profound: 1.26371366514
frightened, lazy: 1.82655882227
cost-efficient, momentous: 0.0
enthusiastic, whatever: 0.085020543582
prescribed, self-sufficient: 0.0
distracted, short-term: 0.0
biggest, humiliated: 0.662984675471
duty-bound, unsuitable: 0.0
guaranteed, persuaded: 1.22773105374
gender-neutral, normally: 0.0
large, muchfor: 0.0
hardest, hereto: -0.020736452996
endangered, expanding: 0.89615066486
insensitive, spotless: -0.322915148848
cozy, explicit: 1.00608766437
masterful, mesmerizing: 5.28962177499
controversial, planning: 0.843579368493
smarter, violent: 0.581488682709
accessed, induced: 0.022602727455
responsable, well-tolerated: 0.0
recent, set: -0.062754316969
educational, rebatable: 0.0
selective, specialised: 0.0
ill-founded, responsive: 0.0
busier, constrained: 1.42939192881
corresponding, housebroken: -0.219954667654
bonnie, closed: -0.032721672963
nearby, older: 1.00105059777
cognizant, three: 0.171280670359
displacement, increased: 1.75687119206
profitable, unpredictable: 1.42753435373
cited, heterogeneous: 0.183329616472
built-in, co-dependent: 0
north, performed: -0.055574935176
although, indefensible: 0.32078530449
contestable, general: 0.606475125417
approved, well-targeted: 0.0
drunk, re-established: 0.0
required, spent: 0.524576938265
alia, improved: -0.345065508216
engagement, kind: 0.616293589994
enabled, generally: 0.354920530151
nonexistent, unheard-of: 0.0
15-year-old, proud: 0.0
favoured, inclusive: 0.0
brighter, comin: 1.27673048648
stuffed, unavoidable: -0.142466086063
'sgoing, unspecified: 0.0
self-conscious, terrific: 0.0
propitious, well-maintained: 0.0
heartening, nonexistent: 0.154368115725
iegitimate, well-off: 0
controlled, understanding: 0.484419614602
facultative, frigid: -0.063730237537
labour-intensive, payable: 0.0
crowded, healthier: 1.20761539652
newsworthy, ominous: 1.46964899058
engagement, gonna: 0.10802786259
knowledgeable, more: 1.12997252002
malicious, well-defined: 0.0
comprehensively, enraged: 0.216413201822
representativeness, taken: 0.769904509661
lucrative, redundant: 0.868903830597
useable, yes: 0.699094639448
eventually, ready: 0.816781304182
axiomatic, southeastern: -0.08252523185
advised, benign: 0.031190781764
restful, wealthiest: 1.42480558468
astounded, ever: 0.661644587537
insignificant, loaded: -0.090258804287
continual, indisputable: 1.15929253214
almighty, thus: 0.957405111891
justification, privileged: 0.661271950096
certain, dainty: 0.62566795277
ambitious, more: 0.594896739544
comprende, spontaneous: 0.453327931958
pressing, taken: 0.490458518114
twenty, uncommon: 0.585553588781
irritated, wary: 3.48578192022
splitting, unfeasible: 0.559731310933
efficacious, vacant: 0.190505713052
hereby, legibly: 1.83117127641
co-, illiquid: 0.0
courrier, faultless: 0.701353874718
believable, upbeat: 2.24126403053
conflicting, happier: 0.761497223984
died, hands-on: 0.0
luck, overambitious: 1.29901869381
large-scale, paradoxical: 0.0
government-owned, wacko: 0.0
ignored, roisin: 0.0
excited, fuzzy: 0.648135050539
accountable, asian: 0.036772716501
careful, desolate: 0.078024028488
paramount, re-established: 0.0
enough, in: 0.40913060709
black-hearted, yellow: 0.0
heterosexual, specified: 0.266291917382
plentiful, rare: 1.90685959447
loving, welcoming: 2.91296289858
deductible, pursuant: 3.34376012254
free-standing, state-of-the-art: 0
created, it: 0.265285737189
better-quality, overburdened: 0.0
fussy, tasteful: 3.71103336652
lit, trite: 0.47793913042
iike, ill: 0.0
misguided, phat: 0.714744274396
ecological, thoroughly: 0.704876980453
long-lived, six-year: 0
excitable, judicious: 1.26559925428
marked, unattractive: 0.344735237498
complacent, startling: 1.03653945054
delightful, triple: 0.191168223708
non-exhaustive, unimpressive: 0.0
concrete, toast: 0.350945343701
dominant, supra: 1.79276682583
gay, stellar: -0.016365562392
cross, unmistakable: 0.492779582188
almighty, screwed: 1.47705819857
overemotional, pre-established: 0.0
friendlier, heated: 2.31982451287
aforesaid, rare: 0.201225155905
exorbitant, well-deserved: 0.0
energetic, huh: 0.717233332144
bad-looking, dreamy: 0.0
exponential, sal: 0.657789249972
fragile, vacant: 0.33504435557
beter, inappropriate: -0.549023244795
day, poor: 0.199579681299
living, stillborn: 1.37373965548
meritorious, unattainable: 0.993230424254
fifty, why: 0.354398524543
estimated, rock-solid: 0.0
imperfect, integral: 2.1114009706
injured, under-age: 0.0
fairer, palpable: 0.22210216624
by-election, romantic: 0.0
called, perfectly: 0.250828585864
reliable, short-term: 0.0
clinically, transitional: 0.564481814301
eerie, extirpated: 0.4965371819
separate, tentative: 0.912657038841
comprehensively, west: 0.116992490978
growin, uniformed: 0.100313871807
amusing, wide-ranging: 0.0
do, tougher: 1.43261094821
as, crummy: 0.340318993588
multicultural, sir: -0.240400611779
high-availability, panicked: 0.0
ignorant, prominent: 0.68001977904
insignificant, principally: 0.964301646738
counter, key: 0.318568801778
home, user-friendly: 0.0
sophisticated, surprising: 0.88286640468
seldom, unforgiving: 2.15032449876
him, satisfying: 0.618866543284
attention, economically: -0.126977846539
colder, ironic: 0.822041587893
fast-growing, lucid: 0.0
alia, self-explanatory: 0.0
belle, pleasing: 0.455864192852
losin, well-managed: 0.0
under-age, unimpressive: 0.0
conscious, less: 1.07099732623
original, past: 0.344794578866
obstinate, planning: -0.096401008753
groundless, master: -0.305755766161
additional, then: 0.438914372735
peaceful, pro-active: 0.0
exhausting, statewide: 0.464073561456
added, voluntary: 0.044415153952
leveraged, typical: 0.513566618219
prerequisite, savage: 0.026909003333
inconclusive, longterm: 0.650516112613
-lnteresting, sweeter: 0.0
erected, static: 0.664391157141
underdeveloped, well-targeted: 0.0
many, uncomplicated: 0.268547749444
across-the-board, inviolable: 0.0
diligent, outside: -0.049544665542
implausible, inexhaustible: 2.43361182565
expedient, ominous: 0.53603223178
advanced, following: 0.318533178932
missy, sacrilegious: 1.34990137234
indecent, issue: 0.350965991674
revised, violated: 1.89542973379
gross, vacant: 0.449236270782
complementary, dim: 0.223751402402
prescribed, soon: 0.175716966041
irrational, muchfor: 0.0
deserted, easy: 0.649861228667
elegante, updating: 0.0
aggressive, impatient: 3.145072695
recognizes, wet: -0.225465781607
exposed, impartial: 0.288901128386
suitable, valued: 0.813253552039
deserted, reported: 0.781520003821
authorised, one-sided: 0
typical, warned: 0.196053179043
good-natured, jump: 0.0
attentive, searchable: 0.788188656102
fascinating, fledged: 1.40896562903
furious, moreover: 0.25359351068
lovely, wrecked: 0.856424404401
indigent, start: 0.094960097459
obnoxious, sentient: 2.39439409781
forgiving, tentative: 1.25683290388
indefensible, well-founded: 0.0
hurt, well-organised: 0.0
formidable, vigilant: 1.44125130449
lasting, poisonous: 1.27844350417
commended, north-west: 0.0
immutable, unethical: 0.528402848421
apt, self-contained: 0.0
honoured, skilful: 0.0
regulated, unharmed: 0.997695497078
centralized, earliest: 0.424140210284
cheapest, healthier: 2.16218997126
diminished, proprietary: 0.261641467908
lasting, well-controlled: 0.0
unaffected, wide-open: 0.0
representative, sharper: -0.687761129939
demanding, hiv-infected: 0.0
luke, sufficiently: 0.528993663748
common, vice-chairmen: 0.0
practicable, undemanding: 1.10809181313
managed, strongest: 0.446867827759
accelerating, european: 0.289414378708
close, noticeable: 0.577883403143
executable, purer: 0.603647631258
crucial, undamaged: 0.531659467553
lousy, race: 0.441277324799
older, typical: 1.30977177666
attractive, sizable: 1.83230996856
re-established, sweet: 0.0
moody, solidarity: -0.336566664958
baseless, impartial: 3.11252632163
endearing, furthest: 0.502732844684
determinative, substantiated: 3.29073740721
of, syrupy: 0.0
on, silent: 0.546258652028
envious, soon: 0.326131504797
capable, multi-dimensional: 0.0
beloved, compulsory: -0.341818379573
equivocal, prejudicial: 3.76410737506
disappointing, mild: 2.04235663078
majeure, minuscule: -0.161988306142
memorable, prerequisite: 0.423988120584
regularly, through: 0.884682546116
deserved, similar: -0.078429172227
all-out, regulated: 0.0
curious, possible: 0.80017702116
trite, unexceptable: 0.0
requested, viewable: 1.60638849313
devastating, discernable: 1.15547722955
rarer, tan: 0.992144851524
tough, wondrous: 0.227156596888
ended, married: 1.09202692181
disconcerting, johnny: 0.776014786108
furthermore, ping-pong: 0.0
palpable, unprecedented: 1.61395119049
aggrieved, minor: 0.513449569433
jumpy, qualified: 0.19980471954
captain, changing: 0.003233810883
salutary, unoccupied: 0.615752561764
countless, thus: 0.84340870519
choosy, inexpensive: 2.08017511299
indian, pleasant: 0.353237019125
admissible, psychogenic: 2.5851829389
clever, worse: 0.886550700273
comforting, stubborn: 1.08866117075
fierce, sound: 0.080201675551
hlv-positive, secondary: 0.0
business-friendly, mistreated: 0.0
nigh, sane: 1.94875206909
excessive, insecure: 0.987330480677
observant, sensible: 2.05304176312
careful, overweight: 1.4855808576
discriminate, insensitive: 3.4584004162
legality, outgoing: 0.189528049019
clear, defenceless: 0.0
immense, over-the-air: 0.0
salient, victorious: 0.289438293753
recognizing, rusty: -0.718787932148
incongruous, responsive: 0.778232695196
perverse, profane: 3.10134454374
gay, honest: 2.02213353021
generated, speedy: -0.099936764274
co-chair, unacceptable: 0.0
crafted, obscure: 1.41564481893
farther, unanswered: 0.68299625658
sale, selfish: 0.10663683017
booked, former: -0.219022201875
adorable, topical: 0.942581131574
female, ingrained: 0.337439491891
flaccid, free-of-charge: 0.0
bonnie, evident: -0.105896667466
pending, small-scale: 0.0
academic, brittle: 0.650045286699
heard, state-of-the-art: 0.0
enhancement, nothing: 0.517483045444
inconsequential, two-pronged: 0.0
nationwide, wrong: -0.169783203052
pleased, tardy: 1.61130029412
interactive, non-discriminatory: 0.0
boy, negligent: 1.84853747792
generated, induced: 2.16527136503
foxy, superficial: 1.58725364346
aggravated, in: 0.879174666764
prodigious, vested: 0.369879785552
bold, constructive: 1.80270190752
constructed, responsive: 0.831337700561
malicious, unwell: 1.17739847736
creation, ridiculous: -0.135652158303
furthest, undamaged: 1.69337066131
abhorrent, start: -0.044897441384
dodgy, strong: 0.954084285421
adverse, heartening: 1.35623688637
infected, taken: 0.937402807099
powerless, sweet: 0.944075878617
accountability, damaging: 0.410765254027
obtainable, surrounded: 0.916792403602
attention, issue: 1.01904378644
inevitable, listed: -0.286522184088
isolated, johnny: 0.352328297513
scarcer, sociable: 1.72133363351
highest, overburdened: 0.326006115531
micro, recently: 0.553638230516
barmy, pragmatic: 1.99776320756
all-round, there: 0.0
agreed, crazy: 0.181400008348
last, propitious: 0.459524869969
buoyant, testy: 1.40929520764
discussion, unavoidable: 0.980647377421
priceless, spatially: 0.104318620948
focussed, immediate: 0.767211327297
geographic, pitiful: 0.211225129692
feasible, wait: 1.37377136186
simpler, well-off: 0.0
momentous, wanna: 0.146612904735
microscopic, seventh: 0.309547059943
passionate, selected: 1.07308424222
corny, government-owned: 0.0
free-of-charge, kosher: 0.0
assertive, lonesome: 1.06205747955
insensitive, shaky: 1.09351074979
blatant, brightest: 0.708375685364
change, manageable: 0.764528534849
single-ranked, undemocratic: 0.0
troublesome, yellow: 0.747704904327
speedy, trained: 0.588186642445
invisible, loud: 1.20124199708
droll, unanimously: -0.287862106843
irate, sensible: 0.788153694597
boring, disproportionate: 0.542879761784
ensuring, merciless: 0.562228135018
cumbersome, unwarranted: 1.72368533197
enduring, surrounded: 0.99144103291
fatter, glamorous: 2.25635979196
pure, wondrous: 2.07956943031
human, ridonc: 0.0
fall, panicky: 0.71112466524
differing, frankenstein: 0.285275186712
fast, trashed: 0.04140084581
danger, resilient: 1.11231091065
historic, state-of-the-art: 0.0
individual, modest: 0.870233965743
heard, utopian: 0.814049528032
fourteen, thanks: 0.306557840778
multi-threaded, seminal: 0.0
riveting, strongest: 1.20822246159
actively, holier: 1.83507298392
stylish, underway: -0.085640193102
large-scale, whassup: 0.0
tell, treacherous: 0.374681780361
general, swearing: 0.741569791448
grotesque, problematic: 1.66195887826
imperceptible, juicy: 0.721353525076
", anyway: 0.0
intriguing, sound: 0.709743728418
easier, political: 0.341145474929
fascinated, oriental: 2.71186920661
insane, unjust: 2.77007937294
guilty, modernized: 0.261344701518
cute, straightaway: 0.720048003124
cross-border, intended: 0.0
famous, overpriced: 0.738853354809
ethical, giant: 0.404556006786
joyful, skeletal: 0.888636723867
rad, unavoidable: 0.843351315231
flat, represented: 0.504607932098
get, likely: 0.866010084656
known, upbeat: 0.002173607336
periodic, unwelcome: 1.87014467983
counterfeit, frankenstein: 0.397401267429
madness, need-to-know: 0.0
afterwards, patentable: -0.212164452185
acquainted, eerie: 0.795855821161
idiots, idiots: 8.87087380124
challenged, workable: 1.09294669577
determinable, everyone: 0.488055569239
honourable, simply: 0.0
export, uneven: 0.536081048858
comin, lackluster: 0.193243628683
cherry, unequivocal: 0.397393365089
guys, sober: 0.974849834745
longitude, scarce: -0.176788004143
interoperable, vulgar: 0.359996936083
prohibited, representativeness: -0.216298887285
paid, respectable: 1.00456763263
foolish, information: 0.094494627333
interdependent, them: 0.48639693752
ecstatic, motherfucker: 0.905677763095
commensurate, deep: 0.433448204038
distasteful, effortless: 1.69889720271
earliest, wasted: 0.212994457912
complements, fuller: 1.05608402651
unachievable, unqualified: 2.8369682615
flawless, sleepy: 0.683620462091
warmest, year: 0.453812060414
meaningful, racked: -0.22740170052
start, state-of-the-art: 0.0
intricate, self-executing: 0.0
do-able, obligatory: 0.0
overflowing, pitch-dark: 0.0
medical, successfully: 0.282206495103
above-board, beautifui: 0
almost, symbolic: 0.506773882515
inspirational, undecided: 1.26109515539
case, inclusive: -0.395347626283
non-self-executing, personalized: 0.0
overemotional, well-controlled: 0.0
furious, it: 0.170961659422
certainly, middle: 0.605770098574
enlightening, pretty: 1.4054347813
dreadful, environment-friendly: 0.0
everywhere, multi-layered: 0.0
honoured, obscene: 0.0
grown-up, noisy: 0.0
stated, uniformed: -0.277763745016
repulsive, technically: 0.995757829037
criminal, drastic: 1.02786352142
close, deserved: 0.306365145736
celebrated, multi-threaded: 0.0
personally, syrupy: -0.096551866523
speedy, win: 0.704066556135
overburdened, stopped: 0.433287678423
problematic, proprietary: 0.479522626617
older, well-targeted: 0.0
fat, identify: 0.653376477188
fucked-up, uninsured: 0.0
desperate, undesirable: 1.5223257315
stipulated, unprecedented: 0.35222991406
freest, repayable: 1.08363699037
course, technical: 0.664724806185
frightening, non-toxic: 0.0
alone, nonsensical: 0.8043062746
cheapest, exempt: 0.367870424558
free, further: 0.55823151887
abolitionist, horrifying: 1.10634915181
accelerating, miscellaneous: 0.258841041103
acceptable, wrong: 1.99091117259
lighter, rusty: 2.20191996233
-sorry, 1st: 0.0
economical, mobile: 0.768791646605
dull, sure: 0.677822670756
petrified, wrecked: 1.91645923289
incomplete, simpler: 1.2585735134
sacred, vast: 1.35873139165
hands-on, subtle: 0.0
fair-minded, understandable: 0.0
anything, pushy: 1.66549060005
defunct, stylish: -0.390155268256
inexplicable, overheard: 0.386442181683
favorite, happen: 0.176159324946
fall, great: 0.179695343439
ice-cold, skilled: 0.0
lenient, middle: 0.017671819027
inaccurate, superior: 1.67963617847
invalid, overwrought: 1.05227067429
big, disrespectful: 0.441672881695
lit, untapped: 1.41000753991
notorious, plausible: 0.584845292226
particularly, wanna: 0.101917689071
sombre, superb: 0.982327781866
displeased, louder: 1.34754543718
medium, peachy: 0.352958012858
detrimental, seldom: 0.647583616414
equivocal, there: 1.18745927073
clerical, year: 0.289382711189
astonishing, subdued: 0.748049975144
open-minded, truthful: 0.0
farther, scarlett: -0.009299681503
greedy, inescapable: 0.728287869993
longstanding, progress: 0.758452093383
newborn, stale: 0.036082736416
reaching, th-that: 0.0
faithful, rational: 0.724548850697
hopeless, political: 1.26887165452
massive, unfair: 0.859805767078
enormous, uneasy: 1.63418751958
brave, breadth: 0.672536288424
economic, unanswered: 0.638386327063
first-hand, superstitious: 0.0
nationwide, random: 1.60663079429
panicky, so: 0.840546076899
already, hardworking: 0.323152878159
clerical, second: 0.212078167516
surer, wild: 0.782478131422
directly, well-represented: 0.0
economically, especiaily: 0.0
comfy, opening-up: 0.0
truer, undemocratic: 0.881406067065
mean, moderate: 0.619293515862
intriguing, thrilled: 1.65809588553
accountability, in-flight: 0.0
spicy, understand: 0.269823027905
rash, task-oriented: 0.0
naked, provision: -0.018135132423
good-natured, offensive: 0.0
tasty, well-treated: 0.0
acknowledged, immaterial: 1.00938457959
instead, lifelong: 0.312854609866
fanta, gloomy: 0.084855433545
poorest, unsound: 1.1004075167
different, welcome: 0.562374003936
bull, colossal: 0.621124405586
flammable, opening: 0.013964252931
all-important, flaccid: 0.0
hiv-infected, provision: 0.0
burdensome, morbid: 2.06006548566
ago, idiot: 0.284081481924
coherent, missy: 1.06092189085
race, snug: 1.16583928323
rad, small-time: 0.0
flame-retardant, readable: 0.0
nosey, stupider: 0.0
course, strongly: 0.338940825559
funky, partial: 0.407980030755
heavier, task-oriented: 0.0
doin, uniform: 0.933324907805
ferociously, loaded: 0.024264353766
helpful, tan: 0.497995361882
charmed, commendable: 1.18030181352
cleared, export-ready: 0.0
endemic, globalization: 2.07142456551
acceded, inspirational: -0.625390115544
internal, speaking: 0.092564841903
sketchy, sold: 0.330693140597
clean, weirder: 0.12089031922
brave, usable: 0.201774449031
exceptionally, so-called: 0.0
corrigendum, scheduled: 1.25951372242
jolly, unproblematic: 1.32445778608
disappeared, unaware: 2.15621152624
last-minute, unavailable: 0.0
petrified, repugnant: 1.97874794005
laborious, wretched: 1.94216344414
blind, easier: 0.598551618304
ferociously, meritorious: 0.670534688164
created, rock-hard: 0.0
twenty, vested: 0.737388651491
defective, unpleasant: 1.07844612184
complimentary, horrendous: 0.056468241762
professional, speaking: 0.506340226632
sharper, unforeseen: 0.207655436136
described, interoperable: -0.28156297281
stipulated, thankyou: -0.423511601942
justifiable, unanimous: 1.69030844359
launching, splendid: 0.006185100336
atrocious, operated: -0.147463954081
builshit, null: 0.0
iike, low: 0.0
try, woolly: 0.163837500873
brainless, time: 0.192039370962
unfeasible, well-protected: 0.0
hardest, overt: -0.020296154822
cloudy, overburdened: 0.43436962423
announced, exaggerated: -0.20356561453
lovelier, terrifying: 2.33583758265
tabling, two: 0.057564619189
complete, tardy: 0.994316959119
compliant, ill: 1.1202265733
depressed, well-trained: 0.0
inescapable, undeveloped: 0.97914851006
co-ordinated, discretionary: 0.0
good-iooking, radiant: 0.0
being, probable: 0.641440971698
horrifying, political: 0.890164094996
emaciated, vice-chairmen: 0.0
grand, handed: 0.331579345133
injurious, unsatisfactory: 2.95561826707
relaxed, too: 1.29670541886
different, happier: 2.14723734276
contaminated, inside: 0.769788107615
ever, north: 0.364885212076
culpable, skeletal: 0.798222047898
happiest, honourable: 0.0
deposited, jack: 0.419971563615
hard-pressed, reachable: 0.0
extensive, thanan: 0.0
multicultural, remarkable: 0.918326001982
right-handed, wicked: 0.0
factored, unpopular: 1.3427344336
damaging, irrational: 1.77269508152
presumptuous, sufficiently: 1.15986078214
pleasurable, restored: 0.92390373253
fine, justiciable: 0.245111160525
amended, freer: 1.18301110052
largest, opportune: 0.435380305638
chubby, concerted: -0.135215822388
nuts, practice-oriented: 0.0
juicy, scarce: 1.61876837405
bullshit, generated: 0.893943604675
grieved, limp: 1.37733069211
compensable, statutory: 5.24084467538
nut, unquestionable: 0.127034106049
fledged, proceed: 0.686964433609
specified, you: 1.20916291346
intractable, sticky: 3.17667428593
scary, toxic: 2.19376329396
somewhat, worst: 0.650149110947
dispute, humbled: -0.287398049658
called, newsworthy: 0.158661894825
crazy, filed: 0.285020792327
regrettably, vivid: 0.642054762183
initial, standing: -0.246501394976
richer, start: 0.649789518741
dynamic, improved: 1.2596534121
overambitious, revised: 1.09006773771
co-financed, egocentric: 0.0
awesome, cheaper: 0.977577423851
abundant, fools: 0.77623577509
accustomed, average: 1.73618876584
pilot-tested, undesirable: 0.0
compulsory, potential: 0.118917614846
debate, vain: 0.359877858233
cowardly, dainty: 1.96162068278
easier, tabled: 0.509712730482
overwhelmed, readyto: 0.160966837516
elegant, incapable: 0.635231614089
centralized, honourable: 0.0
life-long, quoted: 0.0
broad, fiercer: 0.469896761827
medium-sized, tenuous: 0.0
clearest, flawed: 1.57150576329
adaptive, you: 1.0540797345
no, nonsense: 1.52261886942
mistreated, propitious: -0.098977718119
huh, well-respected: 0.0
fit, meaningless: 0.906372962655
inadmissible, weary: 0.419406575731
berserk, dense: 0.744610347653
dying, unsure: 0.722455169874
intentional, unsure: 1.36057259572
elaborate, possibly: 0.643146037768
finished, fruitful: 0.900171022653
attended, silly: -0.225621495263
primarily, upfront: 0.591180842906
sacred, specify: 0.880140069236
desired, returned: 0.403080968153
knackered, through: 0.746835412938
forgotten, restless: 1.66655999597
nutty, punchy: 2.46086317607
cheerful, unresolved: 0.532096063446
!, perpendicular: 0.0
inter-connected, shipshape: 0.0
displaced, incapable: 1.01759089924
compact, manufactured: 2.42940272213
requested, scheduled: 2.91467270206
obscure, stranger: 1.03887841161
organized, smarter: 1.05859906761
belligerent, odd: 1.55018401905
finite, info: 0.500035653795
genuinely, rigght: 0.0
losin, palpable: 0.751680350477
flicka, hip: 0.0
simpler, superstitious: 0.870238695481
agreeable, jeopardized: 0.573913022317
peripheral, soft: 1.32175934711
grown-up, ideal: 0.0
rampant, truly: 0.143948460764
influential, started: 0.145942834687
far-reaching, realist: 0.0
injured, non-self-executing: 0.0
distasteful, reversed: 1.04778486242
classical, tight: 0.715240844245
egregious, ourselves: 1.67310919046
broader, muted: 2.34675563971
mostly, old: 0.584390253386
patient, saved: 0.685980559741
briefly, over-the-air: 0.0
rusted, yesterday: 0.205252801865
flattering, spectacular: 2.25406037724
accused, regardless: -0.468732440038
every, nut: 0.865085557212
cheesy, odious: 2.32386968409
sweetheart, well-founded: 0.0
tiny, unhelpful: 0.668677056785
exciting, missing: 0.30990350835
italian, opened: -0.165459909879
exaggerated, reliable: 0.791781774873
