fiercer, pivotal: 1.84417795573
dope, secured: -0.933215877353
immaculate, lazy: 1.53417244399
recent, restrictive: 0.939050621098
insulted, shaky: 0.863435147782
hypersensitive, staff: -0.09428531601
optimistic, understood: 1.23216763453
desolate, rife: 1.9468791851
fifty, unfathomable: 1.23738905081
desolate, restrictive: 1.33348351837
supra, unsavory: -0.11781566333
eighth, like: -0.011416810871
constructive, introduced: -0.075996571669
overwhelming, repealed: 0.603393235918
alert, worded: 0.493573180194
intractable, laudable: 2.11540914422
basic, problematical: 1.31858576857
better-looking, informal: 0.0
circumneutral, largely: 0.0
ample, dre: 0.120159450613
intensive, snug: -0.682570154285
hence, simply: 1.21365135056
ionely, non-existent: 0
first-hand, positively: 0.0
developing, wetter: 0.716362809355
guys, subject: 0.292455207567
ancient, shoot: -0.372857161623
net, tedious: -0.343098829134
peachy, prestigious: -0.502178534041
juvenile, salute: -0.37651474345
acceding, felt: 1.17144789293
encouraging, righteous: 0.365928328459
effective, unaltered: 1.17168079742
lye, weaker: -0.015902599551
doable, unlikely: 2.75532508421
awake, flame-retardant: 0.0
pragmatic, provision: 0.223931164974
explained, troubling: 0.616408706756
progressive, shocking: 0.608274241798
appalling, stepped-up: 0.0
apart, recognising: 0.0
inconspicuous, uncertain: 1.08717887068
direct, wholesome: 0.353064545335
energy-efficient, negligeable: 0
distasteful, mistaken: 1.96974412423
ecologically, precise: 0.566399564582
economically, flattered: -0.115281838269
indicated, instable: -0.046550246766
continuous, sell: -0.615666740372
occurring, systematic: 1.95537653801
locked, sporadic: 0.915039338677
bold, supportive: 1.37826272292
firstly, unheard-of: 0.0
bad-looking, irreconcilable: 0.0
expressly, thinner: 0.347820321934
on, ping-pong: 0.0
distraught, payable: 0.176984941858
analogous, wreckable: 0.0
already, worrisome: 0.736394509089
gentle, opportune: 0.363539716765
contained, get: 0.398974700452
provisional, strictest: 0.980631086657
certifiable, self-governing: 0.0
tenacious, uncontroversial: 1.32848958621
obsessed, wacky: 2.3577436443
smitten, stupider: 2.09717021839
granted, south: 0.295541746307
remaining, tailor-made: 0.0
lowest, understanding: 0.688225651042
glowing, professional: 0.475613389478
easier, important: 2.38969088347
losin, over-ambitious: 0.0
lively, recommendable: 0.938641648954
displacement, security: 0.961904807256
catastrophic, unofficial: 0.00333936488
insupportable, vast: 1.06924135289
ludicrous, pronounced: 0.072621944695
grisly, unsuitable: 0.582912925337
others, unfriendly: 0.47920725403
absolute, again: 0.681857414753
adaptive, whilst: 0.302959318733
embedded, hardest: 0.004120126687
u.s., welcome: 0.0
burdensome, clara: -0.216119797685
fortunate, supreme: 0.046567496568
frightful, thoroughly: 1.27012735718
dubious, increasing: 0.691488220492
analogous, proud: 0.130459682433
genuinely, peaceful: 1.74584181629
competent, time: 0.393005527569
get, pro-poor: 0.0
long-lasting, nearby: 0.0
productive, well-treated: 0.0
longer-term, socio-economically: 0
consideration, stupide: 0.0
braver, non-compensatory: 0.0
co-operate, seventh: 0.0
long-range, unwarranted: 0.0
foutu, sacrosanct: 0.0
ironic, requests: 0.147432402257
hiv, listed: 0.095490958034
dickish, largely: 0.213771915304
coordinated, two: 0.493225328689
empty, self-sustainable: 0.0
disappointing, practicable: 0.700745682253
less, well-reputed: 0.0
rock-hard, stupid-looking: 0
friendlier, happiest: 3.22926486995
-lnteresting, recognizes: 0.0
claire, thought-provoking: 0.0
deceptive, shallow: 1.51014144521
found, met: 0.994237262397
her, ok: 0.449287852019
handling, worthless: 0.303816314855
finicky, manifold: 1.25975887606
improving, rewarding: 1.75182655958
prepped, uncertain: 1.09747269765
incomprehensible, well-formed: 0.0
about, gravest: 0.41752126606
these, uncontroversial: 1.11325836726
inexpensive, lonely: 0.84179019376
brighter, well-prepared: 0.0
being, berserk: 0.19815664604
briiliant, pre-established: 0
splitting, vain: -0.126702169576
multidimensional, overt: 0.895244518736
hot, protracted: 1.0017506731
insupportable, relaxing: 1.21241711239
sooner, willing: 1.24643058715
hairy, unscathed: 2.21337023448
enough, unscathed: 0.99738869803
poorest, worthy: 1.08235997671
dazzling, thirds: 0.666868401262
expanded, startling: 0.319341516203
related, unlikely: 0.624561218754
attention, mild: 0.330350611784
biased, unrestricted: 1.09575449909
eerie, routine: 1.0138233442
contradictory, simillar: 0.576689699756
felt, safe: 0.589992844739
constrained, unavailable: 2.44969178313
max, therefore: 0.530272981461
correctly, insulting: 0.279260703861
emotional, nationwide: 0.321668934613
plenty, selective: 0.496392676419
derisory, low-skilled: 0.0
hereby, uncomfortable: 0.069999980315
cost-efficient, refusal: 0.0
cinematography, fluent: 1.87255579159
affluent, removed: 0.066378356822
irrational, wise: 1.36075914206
best, foremost: 2.55511520374
expandable, inactive: 1.2211087186
disappointing, geographical: -0.369768807907
begin, endearing: -0.174488211224
fairly, immediate: -0.244114304352
acceding, bastard: 0.921577410923
affixed, riveting: 0.554061026827
immense, unidentified: 0.718851146454
blank, mid-: 0.0
negligible, though: 1.36754640575
disappointed, slippery: 1.34245145218
ambiguous, obstinate: 2.47285689835
routine, unattainable: 0.621772655124
simplifying, targeted: 0.900007519073
implausible, prepped: 0.539205481175
leave, possibly: 0.844542915159
biased, heinous: 2.0442034184
milder, narrow: 0.576048919661
leaner, sure: 1.1678255791
growin, tighter: 0.723041417722
gloomy, teeny: 0.531716881881
afterwards, exceptionally: 0.743102109995
ferociously, possibly: 0.334275440577
amazing, north-east: 0.0
old, topnotch: 0.438719921052
available, there: 1.23216560644
agreement, called: 0.143669754853
insulted, phat: 0.584004745685
discretionary, spaced: 0.395961178089
deserted, heartbroken: 2.62020100045
psycho, self-financing: 0.0
thoughtful, treacherous: 1.03999701284
insecure, rare: 0.296303852599
indiscreet, sudden: 0.626949039178
impaired, luck: 0.562838266734
moister, unresolved: 0.206370418691
born, well-planned: 0.0
humane, obtainable: 1.10859322285
co-funded, sensitive: 0.0
liquid, memorable: -0.009674017898
emotive, ever-changing: 0.0
privileged, random: 0.154623132984
frozen, marginal: 0.605114120471
long-term, toxic: 0.0
compensable, know: -0.015740972888
only, stunning: 0.586116267229
low, sentient: -0.310093567486
expensive, re-appointed: 0.0
consequential, stupider: 2.07785384717
likely, modern: 0.187327230138
flexible, vibrant: 2.38573543764
-good, daft: 0.0
go, operative: 0.041075625748
muted, represented: 0.703500180868
inter-related, thin-skinned: 0
being, happened: 0.376488255333
alarming, unwise: 2.08938219689
hysterical, unacceptable: 2.39164226547
life-long, through: 0.0
informative, redeemable: 0.792787761477
life-long, sincere: 0.0
believable, delicate: 1.72965390437
brutal, phenomenal: 1.45085430595
aforementioned, latter: 1.61994313204
bothersome, loveable: 1.24661525585
different, repeating: 1.16121601993
considerable, immaterial: 1.58976812844
instable, succinct: 0.305789015395
contradictory, hinky: 1.60939798683
contaminated, uniform: 0.046646944046
self-sustainable, toxic: 0.0
awesome, trippy: 3.31601378818
impatient, quickly: 2.10973358707
truthful, up: 0.083252807946
competence, updated: -0.62853147147
instable, sicker: 1.31194580578
daunting, sociable: 1.3956337464
balanced, missy: 0.663686803552
leading, prudent: 0.344418583424
okey-dokey, sacrilegious: 0.0
polite, wasted: 0.200763114395
exempt, flagrant: 1.44250410398
simple, ungrounded: 1.14913140032
safe, specified: 1.00974034613
corrupt, tiring: 0.972816486986
founded, wealthy: 1.62277454288
fraudulent, school: 0.008872707892
contemptible, defenceless: 0.0
praiseworthy, unanimous: 1.5720890507
info, unsuitable: -0.201012056815
stir-crazy, uncontroversial: 0.0
non-exclusive, submitted: 0.0
binding, unhappy: 0.533432128187
awaited, creation: 0.649304843808
ago, jam-packed: 0.0
lye, non-compensatory: 0.0
dramatic, well-organized: 0.0
even, speedier: 1.17048535201
all, shaky: 0.353866881563
actionable, coming: 0.514845983024
bull, enhancement: 0.240907096616
disparate, richest: 0.99963000572
aesthetic, introduced: 0.106933845589
asian, recognizing: -0.218533790292
cranky, thrilled: 1.08262534319
adequate, truth: 0.573943395188
iike, subtle: 0.0
easier, ever-increasing: 0.0
partially, touchy: -0.022017745013
drenched, superior: 0.956217732661
interdependent, tom: 0.016117734614
accountable, quick: 0.303570706627
aging, state-funded: 0.0
distasteful, inquisitive: 0.722638839722
orderly, well-served: 0.0
-so, badly: 0.0
overt, released: 0.183281415698
open-minded, unworkable: 0.0
encouraging, work: 0.658200749388
meritorious, zesty: 0.843201306771
clara, orderable: 1.3362257386
nominal, switching: 0.798449163212
furthest, stable: -0.060611445754
commendable, unimpressive: 3.42318718191
pleasurable, rough: 1.08477843479
timely, underprivileged: 0.444744756667
hunger, patient: 0.508303770342
opportune, useful: 2.6379870774
concise, leave: 0.497525668817
clare, infeasible: 0.18785715823
cher, moister: 0.859440312432
human, permanently: 0.381107067081
fearful, strengthening: 0.184449485696
flattered, scant: 0.659911432031
compared, plenty: 1.09753471708
breadth, overflowing: 0.860792033601
cranky, though: 0.689364442892
dense, stifling: 1.43167677866
momentous, unfounded: 0.31039524411
sooner, sophisticated: 0.616014401939
shielded, stumpy: 1.39752465886
empowered, tiring: 0.446845917321
processing, yummy: 0.663698202823
essential, nasty: 0.252994151217
related, ruthless: -0.352769428271
dopey, small: 0.696775828262
elle, hereby: 1.5662060351
flaccid, hiv-infected: 0.0
lukewarm, slim: 1.84149752801
grouchy, recognizing: 0.017541670105
brutal, severe: 2.70092336199
french, insupportable: 1.2632635927
newer, permanent: 0.792515585655
included, quiet: -0.308290323842
exempt, slick: -0.385171433844
dazzling, nut: 0.163143686965
aggrieved, ma: 0.403470531208
dope, principal: -0.089193688177
dopey, right-: 0.0
enormous, liquid: 0.435679745712
included, roll: 0.426458595822
prepped, uptight: 1.62303341907
eerie, uninsured: 0.282869611589
closed, micro: -0.321009501376
homicidal, laborious: 0.642837620036
compulsory, defenseless: 0.995029943703
-, emaciated: 0.0
obsolete, with: -0.083184563647
sombre, trustworthy: 0.914100103134
brutal, stopped: 0.252670424979
demand-driven, entrenched: 0.0
magic, seasick: 1.15207873469
laughable, screwed: 2.51002580093
priceless, well-organized: 0.0
harmful, looking: 0.291709779205
ionely, stopped: 0.0
well-done, youthful: 0.0
indispensable, thirsty: 1.21090548178
disagreeable, one-sidedly: 0.0
dim, sketchy: 2.67794235645
ten, worst: 0.659138807864
increasingly, smallest: 0.520402761921
rich, similarly: 0.598016456318
self-conscious, usually: 0.0
reality, two-: 0.0
affected, dispute: 0.71754989493
frustrated, heterogeneous: 1.10059011474
permitted, ultra-hazardous: 0.0
altered, incidental: 1.50912161768
responsible, righteous: 1.26802545012
longstanding, shortly: 0.40378652026
idiotic, keen: 0.24586497683
absolute, managed: 0.763552174411
incredible, thirsty: 0.747439351907
bold, practically: 0.659204297879
perplexing, precisely: 1.65651712391
sir, well-served: 0.0
bravest, environment: 0.47824057517
better-looking, heavy-handed: 0
funky, maintained: 0.176765025934
doubtful, periodic: 0.045879279149
american, boy: -0.018113657807
clerical, troublesome: 0.478369588981
looking, romantic: 0.872497532047
pluralistic, vigorous: 2.31641413119
bulletproof, weirder: 0.876017652442
invalid, invaluable: 1.13207817816
stressful, very: 1.55135024122
frequent, time: 0.528361554109
dope, unprotected: -0.120489801644
confidentiality, unfathomable: 0.128192916777
considerate, youngest: 1.76839815106
integral, proprietary: 1.20975027047
inaccurate, lackluster: 2.17604826955
dearer, financed: 0.800214049165
mediocre, rock-solid: 0.0
abused, likable: 1.15713605877
counterproductive, smarty: 0.419839738178
smart, yesterday: -0.064025468172
conducive, do: 1.30086023999
fifteen, refreshing: 0.532985387483
sole, wrecked: -0.067516212672
forthcoming, science-based: 0.0
though, well-coordinated: 0.0
housebroken, overkill: 1.11495421313
formidable, infallible: 2.26811757027
delicate, user-defined: 0.0
frank, smoother: 1.0055190929
ethical, searchable: 0.921219508275
pale, state-funded: 0.0
intolerable, unrestricted: 1.16598722398
early, found: 0.26921155968
insatiable, state-run: 0.0
customized, miscellaneous: 1.33777816059
abreast, resident: 0.429303225229
formally, tremendous: 0.357767474791
friendlier, inaudible: 0.691941747184
blameless, ok: 1.98485686274
ill-defined, tasty: 0.0
faster, sobering: 0.601725870498
empowered, greener: 0.940797506569
inadequate, inexcusable: 3.63458289466
overambitious, stern: 0.650899716736
built, sugary: -0.129444969613
hither, segregated: 0.713613872968
briefly, idiotic: -0.069841884838
desirable, inconsequential: 1.2868379575
girlie, planned: 0.457699327499
active, negligeable: 0.0
firmer, heterogeneous: 1.20167135964
fairer, need: 1.51549098452
dispute, thoughtful: 0.003677394275
perfect, tragic: 1.08634841076
obligatory, set: 0.688197247599
useless, wholesome: 0.31450059218
breathe, trite: 1.74346650445
questionable, wide-open: 0.0
authentic, cabbage: 0.619047737312
anywhere, user-defined: 0.0
asshole, plentiful: -0.085516008919
prettier, secret: 0.373483454863
convincing, wiser: 1.79989401824
find, reimbursable: -0.04086957817
hon, sharp: 1.2064846213
cowardly, simplifying: 0.191054257655
overheard, vague: 1.46973855856
critical, note: 0.279037868025
snug, volatile: 0.716496329444
bogus, frightening: 1.47855928141
hopeful, hypersensitive: 0.743444287305
flourishing, hiv-infected: 0.0
finest, unspeakable: 1.37905375321
sadly, two: 0.404334279668
scant, up-to-date: 0.0
enough, phenomenal: 1.27790881893
better-looking, well-placed: 0
assured, iucky: 0.0
centralized, dressed: 0.088389098393
interrelated, on: 0.283249184227
co-chairperson, stupid: 0.0
inaccurate, kid: -0.023707803701
obstinate, rapid: 1.00791375624
elaborated, flattering: 0.875047991757
affixed, corrupt: 0.276932205358
armored, unscathed: 2.2279999209
generous, reasonable: 2.36119775213
outermost, sombre: -0.147123072517
clarified, trivial: 1.07620497401
least, skint: 0.547283343289
laddie, livid: 1.19969789977
opened, unspeakable: -0.05923020103
ill-founded, multidimensional: 0.0
-lncredible, momentary: 0.0
compassionate, interactive: 0.577995120788
marginalized, widespread: 1.37017665619
happened, promptly: 0.264742139395
indicative, modern: 0.672762534672
sympathetic, unofficial: 0.748028237596
annoying, clueless: 2.98043681146
hurting, old: 0.067494890006
freak, malicious: 1.53852301758
discernable, sinister: 2.2050943586
soothing, unusual: 1.3234552746
above, first-hand: 0.0
keen, realizing: 0.734433607777
concerted, quickly: 0.650305457837
disproportionate, minimal: 2.51292660385
beautifui, transitory: 0.0
intrusive, loud: 2.0242174112
dreamy, frustrated: 0.987461109584
to, well-filled: 0
brain-dead, stupid: 0.0
nineteen, simplistic: 0.210832702112
naive, off: 0.029070667926
ravishing, righteous: 2.34246122457
cited, pragmatic: 0.4838209872
decisive, life-long: 0.0
deliberately, sponsored: -0.002186162397
fine, mla: 0.098595828155
hardto, standing: 0.02128362898
amazing, optimum: 2.0555100767
beautifui, worldwide: 0.0
exemplary, fierce: 1.14481493781
