full, rash: -0.267016172525
heavier, heinous: 0.611606807225
determinative, humiliating: 1.24412028721
busier, hasty: 0.519193578518
correctly, overloaded: 0.940505015188
awestruck, rusted: 2.03727058393
democratic, splitting: 0.26775832837
aforementioned, bogus: 0.774699410338
direct, perpetual: 0.97144739259
growing, positive: 0.699783463416
accepted, zesty: -0.74479907315
speedier, weil: 0.069187087077
dorky, juvenile: 1.01221826463
homicidal, unsanitary: 1.02724525213
believable, overjoyed: 0.549119900754
coast, nigh: 0.482260842646
pale, stagnant: 1.67462965884
efficacious, merry: 1.15784490461
blinded, rock-hard: 0.0
reaily, work: 0.0
afresh, indicative: 0.446781901933
absent-minded, functionally: 0.0
light, professionally: -0.192245799622
ever-changing, goal-oriented: 0
counterfeit, fertile: -0.230493850737
breadth, especiaily: 0.0
basic, excited: -0.352816639413
joyous, timed: 0.770234852574
unconventional, uneconomical: 2.4242943896
hourly, pertinent: 0.557532216731
lye, nuts: 1.70750607923
ill-equipped, meager: 0.0
heavyset, significantly: 0.091794473001
inexhaustible, scientifically: 1.27228053996
heated, seminal: 0.662447873378
seminal, sloppy: 0.912033716456
unsatisfactory, white: 0.256833222346
aging, commitment: 0.204594929909
restless, work: 0.575874957361
collective, far-reaching: 0.0
realizing, under-funded: 0.0
unified, warm: 0.732083045953
subordinate, value: 0.35506267321
slow, unlucky: 1.37183341934
absolutely, north-east: 0.0
shared, shy: 0.96768158356
bi-directional, humiliated: 0.0
invisible, non-discriminatory: 0.0
obstinate, specified: 0.118406446329
geographical, shaun: 0.004212107072
agreeable, elegant: 2.19071938482
captain, thorough: 0.271189751923
distasteful, helpless: 1.99491285648
legibly, transient: 0.886252229884
infuriating, unaffordable: 2.47255837611
pragmatic, splitting: 0.762569039711
justified, steeper: 0.772693819625
recognizes, yearly: 0.972037431993
harsh, superb: 1.2153276767
giddy, inside: 0.429421031791
honest, slower: 0.926822869161
corny, normally: 0.499408610206
founded, transient: 0.30287850933
muchfor, simplest: 0.0
conscientious, whar: 0.0
iucky, permanently: 0.0
demonstrated, favorable: 0.339463678353
operational, secretive: 0.443328930069
articulated, childish: 1.17295201402
overloaded, sweeter: -0.067180043789
repugnant, sparse: 0.172101983526
angry, fierce: 2.28881876283
fabulous, thinner: 0.823476974063
fastest, grimmer: 1.27321231889
predominant, stand-alone: 0.0
matched, mla: -0.630291457234
maximum, obvious: 0.10970874005
hope, rusty: 0.860850570703
aesthetic, dear: 0.414164565193
concerned, restricted: 1.53205322266
expensive, practical: 1.71258576136
colder, sale: 0.435870731228
christian, outstanding: 0.095285907068
equivocal, mobile: -0.326759678691
completely, professional: 0.452945797498
horrible, retrievable: 0.619076895706
frank, welcomed: 1.50001558685
customary, endangered: -0.132713118306
freer, perfect: 1.01169251293
cohesive, operated: 0.206325464281
remaining, thanan: 0.0
feasible, ripe: 2.78547574277
arming, supreme: 0.636270474888
brain-dead, importantly: 0.0
astute, modified: -0.037839587158
broadest, indiscriminate: 1.42713637236
dainty, overpriced: 1.47754374184
acquired, largest: 1.17938566514
him, on: 0.597581020089
faultless, unanswered: 1.07531363891
horrid, unfavourable: 0.0
accordingly, main: 0.294193087262
ill, wierd: 1.10066521446
-just, marine: 0.0
advanced, insured: 0.307648232535
imrtant, well-formed: 0
lonely, transparent: 0.067615271579
henry, inconclusive: 0.158153061143
careful, ephemeral: 1.00396105069
immense, om-mazing: 0.0
central, day: 0.17534434308
clearer, hither: 0.199273544669
commenced, guilty: 0.555226746499
frustrating, processing: -0.053791956206
amiss, assured: 1.31015674971
blunt, coming: 0.481345323542
regularly, well-managed: 0.0
baby-sitting, overwhelmed: 0.0
generated, legendary: 0.244474237203
ideally, simillar: 0.393823270559
more, proactive: 1.16457201505
detrimental, prejudicial: 6.52457041771
dysfunctional, under-funded: 0.0
multi-dimensional, weird: 0.0
differently, honoured: 0.0
notorious, supported: -0.115586724456
here, scientific: 0.585097538661
barmy, invalid: 1.91539017025
grown, violated: 0.494838359495
wonderfui, woolly: 0.0
immaterial, issue: 1.13755849232
advantageous, particular: 1.48087195823
firmer, redundant: 0.581964795175
audience, brainless: 1.38019626629
north-east, weirder: 0.0
less-favoured, well-organised: 0
eleven, pragmatic: 0.247507373423
foremost, homosexual: 0.489201835631
galore, pluralistic: 0.105670870718
justiciable, too: 0.387560101893
overburdened, ruthless: 0.57540768447
absurd, temporarily: 0.380036289831
generalised, processing: 0.0
by, small: 0.317177162543
arming, heterogeneous: 1.27414609764
horny, supplied: 0.580236327393
messy, rock-solid: 0.0
authorized, prolonged: 0.229309898763
hazardous, north-west: 0.0
discriminate, treaty: 1.24456072291
horrific, prettier: 0.670420166705
almighty, previous: 0.358454863149
begin, housebroken: 0.085046282575
coordinated, shiny: -0.324357078978
awesome, user-friendly: 0.0
moreover, unimpressive: 0.813333521965
acquainted, around: 0.620308165467
agreed, shielded: 0.277777734502
obsolete, well-off: 0.0
expandable, mistaken: -0.005692090046
justifiable, moody: 0.652281428444
personally, pro-active: 0.0
baby-sitting, establishment: 0.0
corrupt, cumbersome: 2.03007063638
guys, unethical: 0.564044379908
actionable, comforting: 1.37939861075
noisy, truth: -0.002508233712
antsy, equitable: 0.8004956879
fairly, prescribed: 1.09336771587
beter, predominantly: 0.297005554223
fancy, well-served: 0.0
fragmented, inter-linked: 0.0
subsequent, virtually: 0.915769440035
deserted, unanimously: 0.897980775166
enlightening, injured: 0.086539707862
gullible, legality: 0.271844159199
special, terrific: 1.52133060075
corrigendum, rock-solid: 0.0
burned, proscribed: 1.14217280364
humiliating, mobile: 0.359692452068
fiine, industrialised: 0
granted, kind: 0.652773654727
dependable, refined: 1.56144938589
considerable, glad: 1.32113798553
well, yes: 0.527096973879
acquainted, breadth: 0.352877757576
educational, sole: 0.515861824681
cruellest, unspeakable: 4.4794050965
laddie, watchful: 0.364461314799
headstrong, turned: 0.926072107644
potent, wonderfui: 0.0
based, inherent: 1.10555516393
discernible, extirpated: 3.13177135847
bankrupt, generic: 0.5558268389
safe, sore: 1.11304933408
acquired, enhanced: 1.29225752937
allergic, blurred: 1.26720560447
heavier, variable: 1.49917322619
adjusted, self-sustaining: 0.0
refundable, sustainable: 1.56113260184
accepted, devastating: 0.245696875056
ok, reason: 1.33106976414
agreement, occurring: 0.219699358609
similarly, stranger: 0.413324552244
bold, glorious: 1.77638953638
run, well-planned: 0.0
conceivable, sappy: 0.821089981065
evolving, glorious: 0.459716607861
inconspicuous, non-compensatory: 0.0
contemporary, hiv: 1.07020652661
decided, served: 1.24168286589
enabled, religious: -0.174476614557
present, relentless: -0.033628533193
debatable, recognizes: 1.23022959972
so, vivid: 0.263605190546
proficient, ravenous: 1.30259348938
exemplary, unaware: 0.547014447391
policy, volatile: 0.738326547358
audience, commitment: 0.551426353585
hotter, switching: 1.25308536411
gratifying, preferential: 0.225689400194
customized, unappy: 0.0
limber, long-term: 0.0
extra, presented: -0.465905806688
impeccable, unnecessary: 0.616069804255
cooperative, internal: 0.627579439987
muscovite, renowned: 0.265050439798
sooner, uh-huh: 0.0
multi-dimensional, principally: 0.0
doing, superfluous: 1.0186308874
groovy, vibrant: 2.4720168638
end-to-end, initially: 0.0
state-run, visibility: 0.0
ail, flawless: 0.096689298848
impartial, partial: 0.71673560373
founded, mostly: 1.08819707439
as, precarious: 0.406789006142
cheapest, degraded: 0.610722953824
afraid, distressing: 1.66133042797
alia, certifiable: -0.125111348509
insubstantial, quickly: 0.702281231261
ineligible, negligent: 3.27182059093
battered, undisturbed: 0.775426956725
ethical, undemocratic: 1.64750196507
being, deficient: 0.600740026426
across-the-board, youngest: 0.0
allright, still: 1.05026587895
dynamite, serene: 0.434523428439
furthermore, problematic: 0.85616348871
faithful, moronic: 1.01825043697
crass, planned: 0.638531117257
indicated, northern: 0.493488309171
related, sour: 0.832601350566
unsuitable, well-organised: 0.0
eighth, traffic: 0.090848726592
impenetrable, knowing: 0.768236721046
use, wet: 0.759228069267
annoying, reprehensible: 2.47980867971
polluting, prominent: 0.787350144363
marty, murderous: 0.490403080431
promising, slimmer: 1.16812644136
non-compliant, poor: 0.0
losin, violated: 0.010645314057
admissible, ineffectual: 1.29285300922
frozen, vis-: 0.0
patentable, transnational: 2.70239516404
co-financed, supplied: 0.0
1st, disoriented: -0.332682331644
poppycock, undisturbed: 0.151124287021
homesick, official: 0.335936427342
null, taller: 0.07456686632
flexible, mortal: -0.241970202305
profane, stupid: 3.10675298124
negligeable, random: 0.0
based, hands-on: 0.0
easy, lawful: 0.992352548404
else, juvenile: 0.167756953257
sporadic, well-developed: 0.0
sale, vivid: -0.258355998702
arming, stimulating: 1.44809515494
beautifui, free: 0.0
above, insensitive: 0.488874250567
heeded, restrictive: 0.866627805675
discernable, increased: 1.05072463091
annoyed, ravenous: 1.36303295545
creation, likely: -0.01090546048
arranged, asleep: 0.527740544009
ill-conceived, pleased: 0.0
enforceable, sensational: -0.772675653327
embedded, shy: 0.187701841435
accountable, growin: 0.596717206677
arguable, hospitable: 0.275906415314
damaged, inadequate: 2.05968858122
illogical, sinister: 2.81266445986
insignificant, jam-packed: 0.0
misguided, unrealistic: 3.52262892057
temporarily, unstable: 1.14156298571
cooperative, rebatable: 0.0
nervous, smarter: 2.63324120406
facilitated, quoted: 0.510591653803
redeemable, suddenly: -0.094544096434
acclaimed, lifelong: 0.911667602116
goodto, ice-cold: 0
inequitable, published: 0.273842242412
compliant, dreadful: -0.197624417025
automated, seropositive: 0.694060050152
us, usable: 0.7221405545
apolitical, supported: 1.69509881582
intelligent, long-winded: 0.0
also, warmest: -0.343801834199
idiot, pretty: 2.03136321202
ripe, self-governing: 0.0
bottled, redundant: -0.060074713177
above-board, greatest: 0.0
disjunct, naughty: 0.729695826012
fairer, sovereign: 1.10272477302
pleasant, us: 1.1120624097
inexpensive, re-routed: 0.0
truth, wondrous: 1.59135019266
hard-pressed, strong: 0.0
flattering, grimmer: 3.22195914465
inferior, unhappy: 2.33901388573
enrolled, targeted: 1.45967422679
reason, splendid: 0.133821225364
biggest, results-oriented: 0.0
nonsensical, poorer: 0.671284490889
danger, overloaded: 1.51168287668
profitability, shorter: 0.691555296858
alert, scary: 1.88195163479
19, commendable: 0.0
best-known, planned: 0.0
tacky, traumatic: 1.10130681282
first-class, political: 0.0
needy, weary: 1.73636561496
audacious, lesser: 0.650582848128
rock-solid, sensational: 0.0
hiv, normal: 0.388665835775
unrelated, warm: -0.099369262167
proper, separate: 0.91579838009
forthright, stipulated: 0.545941855195
assertive, outdated: 0.094865691753
emotive, ironic: 2.30625483826
balanced, centralized: 1.47144800707
thirteen, unsavory: 0.475430549369
derisory, thank: 0.673877509805
protected, unlawful: 1.82359221538
challenges, existing: 0.709140687223
deeper, frustrating: 0.929387645451
embedded, ill-conceived: 0.0
prescriptive, stupider: 1.33601634598
instead, state-of-the-art: 0.0
abnormal, prudent: 1.69705108498
customized, legible: 2.35295872893
integrated, youthful: -0.050755796467
quiet, secure: 1.32407090363
doctor, stiff: 0.976303145403
cherry, short-sighted: 0.0
entirely, hard-pressed: 0.0
recognised, well-lit: 0
bone-dry, sensational: 0.0
decent, elderly: 0.882051310353
co-operative, pushy: 0.0
best, eerie: -0.093741434561
absent, professional: -0.011514586175
major, tell: 0.26810178311
dumb, freak: 2.7239074699
iittle, sicker: 0.0
inaudible, specific: 1.30099893654
delineated, trained: 2.04647644177
finer, safeguarded: -0.067433156545
high-availability, interminable: 0.0
irregular, supplemental: 0.92040454476
eccentric, funnier: 2.73958300691
fit, invisible: 0.556140161543
existing, reason: 0.10449039777
fiercer, restricted: 0.662756356729
domestic, nosy: 0.411001919795
awaken, closed: 0.160179314127
admirable, executed: 0.62255650483
linked, pale: 0.56829261077
fried, grown-up: 0.0
increasingly, obsolete: 2.21025620772
n'tunderstand, wealthiest: 0.0
comparable, sublime: 0.595266607228
mostly, paradoxical: 0.276096836665
boy, few: 0.459428274286
damp, duty-bound: 0.0
high-tech, such: 0.0
fair-minded, recent: 0.0
delicious, than: 0.115930907477
succeed, unrealistic: 1.61423930467
certifiable, western: 0.003687865306
fragmented, well-deserved: 0.0
do-able, part: 0.0
apart, over: 1.1896340119
essential, impenetrable: 1.38113088724
retail, standardized: 1.23615594005
brutal, lunatic: 1.79948452167
clever, hungry: 1.20622343481
jealous, prevalent: 0.89480356386
brilliant, explained: 0.426449444875
christian, vigorous: -0.033707807209
ended, positively: -0.181014549488
co-, korea: 0.0
exceptional, legally: 0.234606651386
holier, malicious: 2.23226386338
badly, sour: 2.36008268071
distinguishable, null: 3.29218265195
bolder, fine: 0.757912636043
brittle, schizo: 1.69098139918
entitled, smokin: 0.829068898258
alert, pitiful: 0.148530558203
danger, drenched: 0.43216607675
good-iooking, prevailing: 0.0
goal, west: 0.334229806599
badly, stipulated: 0.412221316196
additionally, unacceptable: 0.358772123832
middle, separate: 0.583626277352
most, timely: 0.95888991596
geographically, supplemental: 0.52610554477
conducive, etc: 1.68841019714
idle, noteworthy: 0.261377809137
inexplicable, unlawful: 1.56448942074
doubled, stale: 0.368279034731
over-the-air, unsafe: 0.0
able, ill: 0.57045877664
pure, responsible: 0.665405787498
lazy, selfevident: 0.0
handed, occupied: 0.753866861341
connected, pursuant: 0.579278052974
smaller, well-documented: 0.0
dead, graceful: 0.81305861721
essentially, predictable: 1.62160773695
perpetual, unsuccessful: 0.424724222404
delayed, thicker: 1.19251638455
om-mazing, pathway: 0.0
enhancing, heinous: 0.118656978052
french, yearly: 0.217864362035
held, important: 0.304225436664
all-round, under-inclusive: 0
mixed, well-written: 0.0
favorite, further: -0.332483446374
currently, utopian: -0.138751746716
most, speaking: 0.15581291441
malignant, sacrilegious: 1.78481324738
horrifying, improper: -0.051961746019
innocent, preoccupied: 1.54636984375
improper, unharmed: 0.126984907505
friendly, lengthy: 0.650119041842
abused, formal: 0.084616428563
impatient, scarce: 2.20336517156
bitter, requests: -0.24378712469
disappeared, teeny: 1.13170486735
heaviest, mightier: 2.57478113089
acceded, rapid: 0.392640473379
overheard, short-lived: 0.0
non-discriminatory, strengthened: 0.0
girl, impeccable: 0.068568671034
propitious, sensational: 1.58995926195
confusing, nosy: 2.11784994345
non-compensatory, pretend: 0.0
enduring, staff: -0.152098098187
blinded, well-paid: 0.0
invaluable, outstanding: 2.7539610161
alien, cooperative: 0.704442784079
imperative, profane: -0.133629344526
well-balanced, well-behaved: 0
provision, unjustifiable: 0.898086020069
brief, counterproductive: 0.572332926495
fanta, in-depth: 0.0
combative, mindful: 1.47175348918
all-embracing, handy: 0.0
history, impenetrable: 0.854950664191
cost-effectively, geographical: 0.0
particularly, undeniable: 1.33428815187
eastern, substandard: 0.408140392515
abrasive, moron: 1.48955829733
promptly, relaxed: -0.03446658048
monstrous, patentable: 0.126359877149
