monstrous, unable: 0.526513176469
injurious, sonny: 0.301314369631
negligeable, observant: 0.0
rising, unsuitable: 0.33516841361
included, then: 0.181124861732
distracted, written: 0.602810235747
awkward, manifest: 0.428211694467
cloudy, imrtant: 0.0
applicable, devastating: 0.771489612986
justifiable, wrongful: 3.67382364796
complete, marginal: -0.152173974437
certified, milder: 0.465838974819
bullshit, intimate: 0.211463613731
long-term, underpaid: 0.0
childish, discrete: 1.11895657682
diseased, technology-neutral: 0.0
consultation, shortly: 1.2445639184
answerable, executed: 1.61947911833
frantic, unified: 1.10493644879
delighted, splendid: 1.97035564266
indispensible, ongoing: 0.615519487277
alternative, pleasurable: 0.958778318357
environmental, sombre: 0.497935724172
overkill, scrumptious: 1.39920906766
aroused, perfect: -0.601829922841
ineligible, shut: 1.23134541748
fancy, mindful: 0.691596117942
engaged, ju: 0.313687848243
industrial, stipulated: 0.363120938971
repeating, serious: 0.809309790638
loco, well-lit: 0.0
sentimental, uptown: 1.25960430118
open-ended, sharper: 0.0
deceptive, designated: -0.116024083889
co-chairperson, sadder: 0.0
her, persistent: 0.574535707512
foolproof, informative: 1.60510206341
formal, freest: 0.143295186167
omnipresent, unimportant: 1.79353587388
soon, workable: 1.30892706104
export-ready, misused: 0.0
brief, egocentric: 0.577609498729
manifold, rusty: 0.184638470547
prerequisite, terrified: 0.783897748226
short-sighted, unidentified: 0.0
flat, harmless: 1.35360135957
bright, non-binding: 0.0
briiliant, mimi: 0.0
american, specialized: 0.271961218361
overworked, rash: 1.38494237576
closer, paid: 0.3445857219
infallible, wacky: 1.5135169038
everyone, obscene: 1.00819697116
sincerely, unforeseeable: 0.658117864106
formidable, monitored: -0.605281720899
allowable, mentioned: 0.885758584572
alien, gullible: 1.81337273254
finicky, well-placed: 0.0
imminent, neurotic: 0.200620654486
ill-treated, well-tolerated: 0
2nd, old-fashioned: 0.0
developing, varying: 0.841650649964
fledged, non-compensatory: 0.0
anxious, culturally: 0.621496616153
equivalent, impressed: -0.244969031006
busted, nonsense: 0.374444318013
presumptuous, sizable: 0.416106693013
normally, unsanitary: 0.959498678184
in-house, obstinate: 0.0
dead-on, nude: 0.0
self-sustainable, stimulating: 0.0
reasonable, wet: 0.197802414873
authoritative, bi-directional: 0.0
deprived, speedy: 0.937383737983
heeded, polluting: 0.438441720163
absolute, overworked: 0.806603374334
personally, unknown: 0.24080479668
psyched, statutory: -0.309908871904
compensatory, fifteen: 0.428988586538
enthusiastic, inconceivable: 0.264149540139
iovely, legibly: 0.0
miserable, worthless: 2.5170186874
masterful, psychogenic: 0.051239694634
coherent, unified: 4.57076065453
belligerent, european: 0.134256411754
lean, school: 0.466641352848
heard, ineffectual: 0.017846768993
humane, upper: -0.576595258003
previously, thanan: 0.0
greater, turned: -0.068965965045
faint, salutary: 1.2952334123
legitimate, pushy: 1.17584101222
forceful, known: 0.89034738724
bored, madness: 1.24311029164
in-progress, unfriendly: 0.0
constituted, unbearable: 0.617119050884
on-going, suspected: 0.0
afflicted, traded: 0.25505402021
full, such: 0.335135908815
consolidated, tricky: 0.162173543857
entitled, gratuitous: 0.860075875798
adaptable, dissimilar: 2.26748277382
accordingly, treaty: 0.231520263344
estimated, existing: 1.1977594933
analogous, damaging: 1.55544220283
lighter, youthful: 1.72303666632
results-oriented, undisturbed: 0.0
keen, largely: 0.298539673484
deadly, scrumptious: 1.18687521814
growing, symmetrical: 0.624655602195
distasteful, mental: 0.365212815166
overt, there: 1.46852280584
shorter, yellow: 0.956327854679
black-hearted, valuable: 0.0
african, legit: 1.13851198621
ah, interlinked: 0.756476624929
differently, loverly: 0.790903757502
dire, succinct: 1.78858106341
historical, sensitive: 1.55163235203
ethical, moron: 0.91745796963
great, obstinate: 0.430778076265
empty, self-executing: 0.0
careless, well-timed: 0.0
smug, well-paid: 0.0
inadmissible, multi-layered: 0.0
developed, unanswered: -0.365762846949
readable, right: 0.059231584784
administered, all-round: 0.0
drunk, invested: 0.79786430046
missing, worrying: 1.2419684242
laddie, stone-cold: 0.0
hurtful, well-coordinated: 0.0
finished, unsustainable: 0.158320695607
desired, kane: 0.073883124751
educated, through: 0.022824558585
luckier, self-serving: 0.0
booked, equivalent: -0.106871659116
calming, impenetrable: 1.35651665458
bare, restful: 0.624166656596
for, stoned: 0.09155441579
educated, state-run: 0.0
broader-based, sane: 0.0
braver, broadest: 0.533362896292
classical, personally: 0.042900800176
human, purty: 0.14854367938
invariable, motherfucker: 1.82925330643
deepest, scarce: 0.928443371674
slow, some: 1.0720677138
convinced, shifty: 0.813350492844
ignorant, inconvenient: 2.79888694293
righteous, well-maintained: 0.0
apt, tailor-made: 0.0
fair, hairy: 0.353422257421
right, solidarity: 0.753253450265
finite, sobering: 1.45430791361
doing, supplemental: 0.178296544396
canceled, okey: -0.103855803096
all-encompassing, heartfelt: 0.0
attainable, well-respected: 0.0
narrow, paradoxical: 1.10915646286
encompassing, hungry: -0.084844902029
considerable, proportionate: 2.3446133001
assured, intentionally: -0.202195911749
almighty, catastrophic: 1.47481715505
barmy, phony: 1.22986959204
built-in, pitiable: 0.0
nut, up: 0.907797574991
all-out, loving: 0.0
contained, per: 0.877797142196
rapidly, rarely: 0.641456273483
multifaceted, parallel: 1.29445866175
stillborn, unremarkable: 1.97662206016
abrasive, patent: 0.658400391206
arguable, nicer: 0.850750433747
all, legal: 0.6905014198
occurring, superior: -0.403072223314
fewer, top: 0.721770372201
dark, terrorized: 1.3544222909
about, untouched: 0.123145159426
frightened, him: 1.01380086205
exquisite, oriental: 4.17296753138
invisible, substantive: 0.712862684715
continuous, talkative: -0.208434161915
committed, underway: 1.25806914422
pervasive, pre-published: 0.0
genius, labour-intensive: 0.0
glorious, off-the-record: 0.0
counterfeit, incapable: 0.835502924189
indicated, invisible: -0.102401888957
invaluable, optimistic: 1.4918405255
manifest, unsure: 0.558194168358
around, gone: 0.477362389824
lonesome, responsible: -0.055989139075
dominant, infallible: 1.89720913515
important, traffic: 0.315358838562
innocent, momentous: 0.547328228759
static, stoned: 0.123482779529
reasonable, year: 0.407204346122
co-ordinated, government-owned: 0
non-partisan, two-thirds: 0
homicidal, rarer: 1.07216186945
authoritative, hip: 0.807806315226
embedded, repayable: 0.845984593957
added, far: 0.548773152
often, simply: 1.90447099232
handsome, phony: 1.35808460077
something, well-reputed: 0.0
planning, sick: 0.481889645887
pitiful, well-developed: 0.0
insensitive, missy: 1.14671519973
goofy, unattainable: 1.34249335803
novel, selfish: 0.612196677662
impracticable, uptown: -1.59591355632
occupational, sorry: 0.129683080359
fantastic, formal: 0.298288960693
fluid, segregated: 0.924079375914
even, inexhaustible: 0.83691186763
bummed, vigorous: -0.53293197781
faithful, free-standing: 0.0
last, myself: 0.846618832798
hurt, pleasing: 1.056554892
tasty, woolly: 1.97267951068
requested, suspected: 0.511669951525
foreverything, out: 0.0
hunger, ripe: 0.590265235097
curious, insincere: 1.22352391311
focussed, iittle: 0.0
similarly, sporadic: 0.782486911527
life-threatening, loaded: 0.0
north-west, uptown: 0.0
deadly, preferential: -0.163256736374
depraved, screwy: 2.26695363241
cohesive, enabled: 0.726916019866
illogical, overkill: 2.99855463855
facultative, generalized: 1.71551870834
frazzled, lovely: 1.79345276965
imperceptible, well-respected: 0.0
informal, plain: 0.616972002171
cruellest, fast-growing: 0.0
belligerent, enraged: 3.91964503182
maintained, reduction: 0.722623952054
crazy, valuable: 0.145842138248
educated, under-funded: 0.0
tepid, wide: 1.42593140352
implemented, winning: 0.418370622016
irritating, moronic: 3.34158235507
ridonc, unsavory: 0.0
anywhere, multi-disciplinary: 0.0
longer, mimi: 0.010424307481
forgotten, non-discriminatory: 0.0
parallel, patchy: 0.751673018344
heavyset, vague: 0.84010825537
manifest, opening: -0.173270502016
preferable, troubled: 0.43524294595
friends, vice-president: 0.0
hasty, junior: 0.515085537872
fit, thankyou: 0.735722224522
ensuring, unlikely: 1.02643925056
unquestionable, unreasonable: 1.29214368232
delineated, tabled: 1.55025200588
overheard, twofold: 0.321703820859
implementable, repayable: 2.72755877291
compensable, former: -0.829041208141
flame-retardant, preoccupied: 0.0
earliest, undignified: 0.675651020205
freest, widening: 1.27757145871
best-known, restful: 0.0
potent, uncanny: 2.27124276363
funny, registered: 0.133186695521
broke, scary: 0.843628261566
seventh, sluggish: 0.943555223849
indisputable, later: 0.566095380759
bitter, soaring: 1.48342772429
parched, viewable: 0.686253578628
static, variable: 2.74536624988
inspiring, moody: 1.32495508397
loaded, upright: 1.54662369972
good-looking, meager: 0.0
meager, monumental: 1.44418758765
co-chair, e.g.: 0
convincing, pure: 0.698924078936
strengthening, unscathed: 0.521847038337
idiot, intertwined: -0.016639696351
upfront, useful: 0.787855733703
intentional, loyal: 0.06780009674
automated, unconditional: 0.46485361179
all-powerful, unprepared: 0.0
ill-founded, inconsistent: 0.0
gifted, physically: 1.95683753643
recommended, though: 0.479413420468
alia, reason: -0.324712695972
classy, indiscriminate: 0.160273949024
bleak, late: 0.74018500967
shorter, transitory: 1.64235076937
hopeful, pleasant: 1.3640844087
anti-constitutional, authorized: 0.0
distant, extant: 1.69664807593
patentable, sadder: 0.567354694629
busy, sustained: 0.076654365627
leading, tasty: -0.216324237468
challenged, iittle: 0.0
maintained, scaleable: 0.759515392565
emerged, large: 0.275654588005
included, stupid-looking: 0.0
transparency, underlying: 1.40817927779
mindful, stifling: 0.908986123181
multi-disciplinary, stupider: 0.0
-mentioned, asleep: 0.0
most, trustworthy: 1.39502713853
manageable, subsequent: 0.640246546781
reaily, splendid: 0.0
calm, tiny: 1.00889047917
automated, hope: 0.179877868756
-ready, necessary: 0.0
gutsy, suspect: 0.287440344016
grotesque, larger: 1.02172150188
defunct, fitting: 0.54120941069
deeper, holy: 0.788290332557
require, transient: 1.0430609643
obscene, reduction: 0.455579615926
delayed, forgiving: 0.514593890215
between, shaun: 0.02579305568
egregious, interim: 0.306120778502
indispensable, polluting: 0.630008668768
horrendous, planned: 0.112872359574
condescending, increasingly: 1.11054852511
alright, constructive: 1.59095076817
overwrought, urgent: 1.1487579259
precious, steady: 0.501583227242
off-the-record, sharper: 0.0
better-looking, madness: 0.0
-good, owned: 0.0
forthwith, meritorious: 2.0103412923
productive, slippery: 0.974569969426
co-financing, suicidal: 0.0
-sorry, oral: 0.0
onboard, shorter: 0.061508499416
nude, reasonable: 0.925238707886
environment-friendly, intelligible: 0.0
faster, tonight: 0.321624986264
discernable, known: 1.03799313741
coming, predictability: 0.58546812253
aggrieved, marginal: 1.09300841039
specific, well-armed: 0.0
overweight, ugly: 1.29789546305
accomplished, frank: 1.08668761818
exceptional, plenty: 1.39733256421
non-specific, sour: 0.0
co-operate, others: 0.0
cognizant, utopian: 1.13588337935
antsy, inappropriate: 0.66282196686
closer, crafted: -0.113899550102
authentic, payable: 0.63410542266
substantiated, too: 0.410368019662
arduous, education: 0.218720910819
counter-productive, quieter: 0.0
nifty, sounder: 1.3885246979
identifiable, legality: 0.042794084086
inexhaustible, prevalent: 0.416077874317
gaunt, inconsequential: 0.833699185141
currently, repugnant: 0.166219164614
allright, symmetrical: 0.969193174243
intact, obtainable: 0.976387433475
acquainted, flush: 1.11919902022
fruitful, really: 0.741433513778
otherwise, unemployed: 0.33703094183
arbitrary, troubling: 1.63373169199
equivocal, shot: 0.33079488597
invariable, vice-president: 0.0
nice, public: 0.042492414732
permanent, smallest: 1.22253909457
aligned, wierd: 0.339407302269
costeffective, inaccurate: 0.660152445769
known, respectful: 0.823212118458
clean, presently: -0.297401850577
dense, terrific: 0.734500198164
induced, notably: 0.902276652647
lead, neighbours: 0.0
innocents, overpriced: 1.1234966483
awaken, exactly: 0.915470820796
segregated, strong: 0.568572479708
unprejudiced, unsure: 0.537957480056
essential, unattainable: 2.07166973542
illicit, relieved: 0.385123289103
delayed, specified: 1.19477638102
afraid, ephemeral: 1.02372857071
incompetent, integrated: 0.792741383312
chickenshit, small-scale: 0.0
appalling, infallible: 1.92800042563
hiv-infected, informed: 0.0
affordable, inactive: -0.112798463768
appropriate, usable: 1.68368017087
insulted, sensational: 0.6496634074
empowered, scheduled: 0.635955719708
based, unavailable: 0.606114926882
added, thoughtful: 0.540890990781
unnerving, well-reputed: 0.0
export, livid: -0.189541291445
equivalent, unattractive: 1.35061630406
reai, unsuitable: 0.0
deficient, professional: 0.386816832911
boring, parched: 1.82476087329
gotta, missing: 0.582938273911
flavorful, synergistic: 2.93455037753
crowded, yo: -0.244349751498
proprietary, ready: -0.608501400168
blurred, handsome: 0.739249923949
considerably, obscure: 0.167618531657
gruesome, net: -0.102366240014
disparate, progress: 0.72210706368
battered, good-iooking: 0.0
alternate, brittle: 0.106516812085
poisonous, selfish: 1.92139541867
obligatory, well-suited: 0.0
splitting, unprejudiced: -0.118132802055
race, radiant: 0.175727717918
condescending, remediated: 0.006995085928
doubtful, lacking: 2.32928665226
hurting, odious: 1.0727365167
grown-up, specific: 0.0
absent, patience: 0.649685847987
inside, wierd: 0.571398393262
hazardous, unaffordable: 2.70380363046
empowered, oriental: 0.570473405557
disturbing, immeasurable: 0.857138155336
hard-pressed, impossible: 0.0
neglected, subsidized: 1.67042076076
disgusting, intense: 0.827400943925
apparent, well-organized: 0.0
batty, final: -0.120228825404
old-fashioned, petite: 0.0
obsolete, partial: -0.435726410206
considered, shoot: 0.272479033089
babe, bravest: 1.82437302997
reasonnable, valuable: 0.0
respected, unfortunate: 1.15870427922
greater, iucky: 0.0
discretionary, legal: 1.05616117584
fried, self-sufficiency: 0.0
absurd, moot: 3.20355453591
condescending, sizeable: -0.007972497425
superb, uppermost: 0.80527527493
bravest, imported: 0.109532727589
confidential, under-inclusive: 0.0
graver, jealous: 1.19645693201
contained, mediocre: 0.394439566958
distressed, roll: 0.037135221128
narrow, roll: 0.759018311374
interested, puny: 0.371690097427
manifold, pure: 1.20730770524
social, unfit: 0.910696466837
hurting, yo: 0.527249355127
by, colder: -0.371979337867
apolitical, lovely: 0.677427918988
adulthood, midget: 1.22728003837
-me, treasured: 0.0
broken, lengthy: 1.67799160933
accustomed, require: 1.5796441311
discriminatory, nasty: 1.21062516384
starker, stellar: 2.14680317452
accountability, recognised: 0.0
demand-driven, worried: 0.0
academic, respectable: 1.30390881063
confused, nouveau: 0.897560120561
frightened, go: 0.75035718192
multi-ethnic, suspect: 0.0
deposited, seldom: 0.153480195176
underprivileged, with: 0.057360776606
compelling, dreamy: 1.56020099987
deeper, fairer: 1.79340973091
