light, recognising: 0.0
gender-neutral, hurtin: 0.0
marginal, wrongful: 0.60168830283
drunken, grimmer: 0.974743891551
endangered, self-sustaining: 0.0
finest, lenient: 0.123512104608
economical, well-represented: 0.0
idiot, improvement: 0.939345957826
happy, tight: 1.61650902047
biased, youngest: 0.71033347591
absurd, thought-out: 0.0
implementable, talented: 0.831051790052
consistent, enthusiastic: 1.17448194201
classified, macabre: 0.6208446292
disrespect, scarcer: -0.777209819125
apace, vice-chair: 0.0
adamant, living: 0.414409848167
darkest, hurtful: 2.35162924311
ignorant, insurmountable: 1.76225025205
bad-looking, nut: 0.0
delineated, timed: 1.83800006861
contemplated, submitted: 1.3221941545
callous, optimistic: 0.928302013083
extant, happened: 0.495247566041
co-ownership, gracious: 0.0
long, negligeable: 0.0
cloudy, respectful: 0.431851479703
disappointed, reduced: 1.22366072723
fancy, hunger: 1.17996535921
affirmative, pleasurable: 1.27062098456
ensure, vacant: -0.264358910076
cheaper, super: 0.66904706114
enlightening, even-handed: 0.0
optimum, protected: 0.963904261374
attractive, hiv: -0.203004261283
jealous, lucky: 2.7092555024
co-operative, shameful: 0.0
leave, nut: -0.005741818948
italian, one-sidedly: 0.0
inactive, outnumbered: 1.06942928082
about, non-partisan: 0.0
panicked, snotty: 2.04872698054
globalization, grievous: 0.828215731435
ju, peculiar: 0.821351305186
aggrieved, least: 0.882013269647
despicable, remarkable: 1.58598589667
steeper, unidentified: -0.029503062906
all-important, productive: 0.0
normal, oral: -0.167092118397
minus, monitored: 0.658430367259
symmetrical, viewable: 3.07572966659
inter-connected, specific: 0.0
a, busy: 0.0
cautious, supra: 2.15552869839
historic, omnibus: 0.008840367656
deductible, youth: -0.318762738322
shortest, zesty: -0.037120334769
associated, unjust: 0.331829958649
environment-friendly, positive: 0.0
ignorant, so: 1.11132032722
bone-dry, elementary: 0.0
recognizing, sore: 0.023413961052
disposal, unprofessional: 1.04269671378
better, farther: 2.54372971932
burned, insensitive: 1.081540714
equipped, humane: 1.06335364242
perilous, uniform: 0.265299982217
dangerous, formerly: 0.083177864465
adjusted, naturalistic: 1.19662719475
reachable, rife: 0.283290357547
first-rate, self-evident: 0
exactly, good-iooking: 0.0
correctly, mechanical: 1.04393769452
good-looking, overjoyed: 0.0
bottled, withdrawn: 1.00881770999
launching, squat: -0.108221456626
rogue, sizable: 1.03345320875
several, surreal: 0.285960012276
bravest, frigid: 2.3993742041
forward-looking, running: 0.0
excited, unexpected: 0.904353292195
export-ready, paramount: 0.0
agreed-upon, fifty: 0.0
cinematography, cleanest: 1.56295188912
rare, unaffordable: 0.613554840371
interestedin, restless: 0.0
large-scale, yes: 0.0
inoperable, varied: -0.242010987549
manifest, medium: 0.745142037196
better-quality, reality: 0.0
positively, them: 0.839324757317
groovy, negative: 0.711450535558
losin, scientific: 0.115191751468
creative, multifaceted: 2.65899252783
incomprehensible, unabated: 2.09687494567
faulty, partial: 1.83591590986
exhausted, violent: 0.42315858488
ill-founded, prompt: 0.0
hasty, unhelpful: 3.32718286505
all-powerful, merciless: 0.0
further, spoilt: 0.0
shortest, winning: 1.52679442003
dual, smartest: 0.370058336719
moot, mortal: 1.89453543211
explosive, sicker: -0.701358971332
impressive, scarce: 0.235129566204
lookin, running: 1.04863212738
presented, soaring: -0.173529984858
necessarily, quieter: 0.81817842136
justiciable, yo: 0.454170796315
fun-loving, pretty: 0.0
breathe, come: 1.59061084674
material, standing: -0.088999660796
freak, presented: -0.4846354553
efficacious, lukewarm: 0.804594385458
fuzzy, proceed: 0.002648761585
indiscriminate, solidarity: 1.13806097293
fifteen, honourable: 0.0
bright, widest: 0.435037547231
exponential, unsavory: 0.34856977825
continued, net: 0.948597890951
belated, preferential: 0.876315244409
absolute, strongly: 0.061041438931
germane, you: 1.41413902726
daily, hysterical: 1.29280374959
powerless, yet: 1.22213748545
confidential, continuous: 0.387695901401
abolished, trained: 0.882559594018
industrialized, vibrant: 1.92145177972
overly-high, reaily: 0
awaken, thankful: 1.30675872536
closed, kinky: 0.555739568049
past, served: 0.812657923241
improbable, task-oriented: 0.0
jealous, processing: -1.26340051007
delirious, palpable: 3.57740758498
dry, vague: 1.63621343383
profitable, shocking: 0.342055139775
awareness-raising, continuous: 0.0
economical, term: 0.625456033657
requests, suddenly: 0.335830159341
last, soaring: 0.83824886605
beastly, self-sufficiency: 0.0
miserable, notorious: 1.96020012943
mesmerizing, unattainable: 2.04851421727
audacious, exclusive: 0.430349806716
ill-founded, well-written: 0
multi-faceted, treble: 0.0
cheapest, distant: 1.37071819448
beautifui, sinful: 0.0
polite, slender: 1.41581095271
attended, flush: -0.561518826292
equivocal, radical: 2.02216505359
stuffed, uncertain: 0.296183805931
cooperative, win: 0.144814104283
profane, uppermost: 0.012131310646
differently, incidental: 1.52989878457
irritating, subordinate: 1.20574540571
action-oriented, careful: 0.0
dummy, tighter: 0.343815927203
coarser, iegitimate: 0.0
ineffective, unprejudiced: 0.194674824295
clear, outgoing: 0.216112874889
elderly, unthinkable: 0.290697560546
huge, referenced: -0.053909230273
aligned, indicative: 1.85020346919
thinner, unclear: 0.963687567448
embarrassing, this: 0.829870796449
dynamic, guaranteed: 0.615340093613
contrary, cute: -0.015959494423
choosy, past: 0.186392358344
jittery, limp: 2.20913384266
political, psychotic: 1.17760609051
clueless, vulgar: 2.60619662367
although, public: 0.374952719311
injured, technical: -0.296603016252
grumpy, stupid: 3.29751828641
cuter, disproportionate: -0.48426990285
brain-dead, inescapable: 0.0
conducive, normal: 2.58695019614
goodto, task-oriented: 0
export, focused: 0.076472591868
self-sustained, under-age: 0
lukewarm, starker: 1.36744980172
s-sorry, succeed: 0.0
arbitrary, homicidal: 1.9176649257
assured, jeopardized: 2.70301122838
proportionate, proven: 0.854369696244
startling, vast: 2.15452341444
thready, unprepared: 0.679559434537
messy, prominent: 0.007928873756
medium, notorious: -0.242555713992
fast-switched, high: 0.0
antsy, youthful: 1.11842888662
common, worrying: 0.842394888486
generated, moist: 0.151548662319
any, huh: 0.927572308209
ensuring, starker: -1.00700905566
advisable, flagrant: 1.61617865123
despicable, numerous: 0.22114567305
lame, scaleable: 0.573982058494
medium, placed: 0.675845356129
dodgy, interrelated: 0.871169690691
industrial, unprepared: 0.502352935837
breathe, inter-related: 0.0
experienced, hairy: 0.398097903736
do, task-oriented: 0.0
distribution, involved: 0.05660452668
admirable, ungrounded: 0.68168864994
transitory, uneasy: 1.58979045837
me, northeastern: -0.013659552802
rising, touching: 1.19652924834
cognizant, horrific: 0.82316866327
-just, managed: 0.0
expedient, sorr: 0.0
unpopular, weakest: 1.80667758903
cooperative, non-exclusive: 0.0
few, friends: 0.701429685885
destabilizing, unsuccessful: 0.974356057879
guilty, richer: 1.23626330366
accustomed, uniformed: 0.734358731039
'sgoing, user-defined: 0
noisy, systematic: 0.263443183927
advantageous, satisfactory: 2.87319714893
intimidating, restrictive: 2.12094756482
overwhelmed, uncommon: 1.8797453174
respected, value: 1.04035476131
cooperative, naturally: 0.682983695264
ago, meaningful: 0.176340003615
asshole, erected: 0.366795467965
away, pushy: 1.11629668748
nationwide, undetermined: 1.12708875389
blameless, drier: 0.387398926987
cheerful, focused: 0.91741302071
foxy, successfully: 0.021100031165
bitter, transparency: -0.120182393319
phenomenal, wrecked: 0.740791250839
mistreated, seropositive: 1.96651383245
added, assertive: 0.811834128986
awol, legendary: 0.489169489472
darkest, meritorious: 0.889542555992
narrow, worrisome: 0.73771473012
defined, ten: 0.526413249212
all-out, comfortable: 0.0
realist, wonderfui: 0.0
majeure, sorr: 0.0
allowable, interdependent: 0.158821194905
ail, belle: 1.00010346616
afterwards, broad: -0.210809530023
bad-looking, denser: 0.0
but, ill-conceived: 0.0
delightful, reassuring: 1.60722621598
hands-on, in: 0.0
environmental, pilot-tested: 0.0
afraid, bad: 1.92083313767
discriminate, enduring: -0.577755239807
johnny, significant: -0.150084609328
dying, integral: 0.002691580548
defunct, dense: -0.160786192353
obstinate, persistent: 2.57437112561
available, undamaged: 1.13793186116
narrow, valuable: 0.533350908336
shaky, temporarily: 0.595562333776
mum, plausible: 0.402730324251
despicable, heard: 0.99651110218
master, unwarranted: -0.150866110533
few, sane: 0.665420274142
met, nigeria: -0.823966306644
demonstrated, ethical: 0.70454933081
flashing, reciprocal: 0.232992246717
ignorant, sore: 1.00438465432
combative, properly: 0.103921030994
ill-founded, profitable: 0.0
naturally, temporary: 0.376812015112
contemplated, typical: 0.293314659014
gonna, long-term: 0.0
cuter, priced: 1.87838767285
disingenuous, succeed: 0.476729803774
latter, proportionate: 0.863394789661
crafty, lean: 1.58458769708
customary, overworked: 0.218482091275
doin, north-east: 0.0
lonely, unfettered: 0.630053116283
well-founded, worst: 0.0
focussed, princess: 0.395276165088
undisputed, widening: -0.329505903178
firm, medical: 0.009200709527
subsidized, swearing: 0.40280612947
controversial, shorty: -0.157858715159
charming, manufactured: 0.190394014778
affordable, genius: -0.117405312289
de-insured, suspected: 0.0
previous, tardy: 1.23801220764
elite, trippy: -0.591006680816
ill-founded, looser: 0.0
idiots, unabated: 0.935721581124
generalized, narrower: 1.44162880039
cheerful, clara: 0.579852942023
co-dependent, peculiar: 0.0
tiring, upfront: 0.734127885794
coming, elite: 0.328872130545
inconsistent, shaking: 1.20707390122
disconcerting, implemented: 0.093547183397
desolate, skeletal: 1.87033576521
mysterious, yesterday: 0.298190362918
despicable, immoral: 5.90322973847
indisposed, thinner: 1.77445859516
industrialized, launching: -0.15294536203
acquainted, improbable: 0.227499419216
promising, succeed: 0.788013916283
fucking, heterogeneous: 0.409899725563
joyous, priceless: 2.53217148976
shocking, skeletal: 1.10126117647
doable, interdisciplinary: 2.25232306675
asian, wide: 0.097788720511
affluent, shit: -0.443319649488
excessive, meaningless: 1.73178731842
mysterious, problem: 0.351143959442
-so, issue: 0.0
droll, late: 0.40036548795
genius, insubstantial: 1.56055050288
afterwards, well-armed: 0.0
ice-cold, problematic: 0.0
charged, well-timed: 0.0
assertive, grass-roots: 0.0
certainly, slender: 0.383810369169
liable, unofficial: 0.530396351315
analogous, constituted: 2.01249097536
19, iucky: 0
inviolable, supplied: 0.551090203116
happen, mere: 0.42731705187
also, uncompetitive: 0.218080681435
fair-minded, formally: 0.0
misleading, motivation: 0.726530783677
commitment, uptight: -0.553777960379
accordingly, determining: 2.23455084808
obsessed, well-informed: 0.0
curious, supplied: -0.297560453873
contradictory, momentary: 1.40120670018
exorbitant, real: 0.66685736214
additional, magic: 0.10705107791
impossible, puny: 1.28851830507
puny, ungrounded: 0.858297022474
luke, pro-poor: 0.0
released, widening: 0.288572102469
in-flight, scrumptious: 0.0
etcetera, unsteady: 0.870086568613
cheesy, uppermost: 0.265411648387
deductible, inaccurate: 1.03104697263
forthcoming, generic: 0.617505204106
challenged, than: 0.482776145478
debated, shaky: 1.06851639284
approved, fucking: 0.292034796732
depraved, fifth: 0.401372347726
distant, original: 0.321661421307
fair-minded, touching: 0.0
challenging, korean: -0.717054420265
further, non-existent: 0.0
easy, restful: 2.29711812956
interesting, undignified: 1.63630922064
foxy, slight: 0.80882950109
filthy, whatever: 1.11971564244
disabled, mindful: 0.096780712513
fantastic, imminent: 0.492018122302
generic, thus: 0.7773164469
elusive, ideal: 1.8326953895
rarely, sketchy: 1.61603705145
astute, evolving: 1.59268945205
pressing, shipshape: 0.838890583468
smokin, superb: 1.75800731997
conflicting, interdisciplinary: 1.24347038071
hardest, specialized: 0.821552966236
french, pleasurable: 0.480071144059
furious, humble: 0.555691794254
disciplined, impeccable: 2.13185334645
off-the-record, unreasonable: 0.0
calming, hateful: 1.75787346275
extraordinary, healthier: 0.057350481523
chickenshit, directly: 0.462249288502
described, obtainable: 0.780757471787
fastest, painful: 0.914113186327
reconcilable, testy: 1.67747495589
received, tasteful: 0.286946644714
debated, dickish: -0.188652798244
poisonous, provisional: 0.041059934649
affirmative, youngest: 0.387218990403
uneasy, visible: 1.27892229447
ugly, unwell: 0.293990903397
cute, swift: 0.749640294491
screwy, viable: 1.04137922863
insupportable, spent: -0.278337634658
conscious, smug: 2.51221491835
enrolled, queer: 0.651127368692
bereft, declared: 1.5170986473
natural, populous: 1.31719321865
unprofessional, various: 0.699020561204
neighbours, staff: 0.0
fresh, salute: 0.653329531449
jittery, poorest: 0.911131056282
formerly, lacklustre: 0.0
drunk, paranoid: 2.83507132204
becoming, foolproof: 0.096602592273
bigger, holier: 2.58763215043
alright, nosy: 2.28061596486
smartest, thirsty: 1.57432677861
better-looking, charmed: 0.0
targeted, well-armed: 0.0
negligeable, swearing: 0.0
introduced, regretful: -0.329617961755
automated, common: 0.990711690416
truly, untapped: 1.2609145108
calming, mean: 0.368891528554
lighter, phat: 1.01485668318
belle, state-run: 0.0
exceptional, hereto: 0.543311511511
detrimental, obligatory: 0.607661305473
disturbing, gotta: 0.486424023337
finished, private: -0.002391697684
formally, recently: 1.64602199969
emaciated, perpendicular: 1.76522056663
humbled, marginalized: 2.49300190903
sweetheart, visual: -0.206234136986
alternative, firm: 0.858176453933
effortless, unfounded: 0.446891172783
freak, immediate: 0.065787874353
ideally, timelier: 1.04954654824
cleverer, sporadic: 0.106751677693
indicative, relieved: 0.910178933652
decent, fierce: 1.37226036355
ordinary, wierd: 1.161881283
earliest, jam-packed: 0.0
additionally, unforgiving: -0.115057760523
affected, respectable: -0.196136656653
dreamy, infamous: 0.911554683358
imperative, pretend: 1.07725391639
grim, nauseous: 1.69793376293
finer, reasonable: 1.05759834623
rebatable, unjustified: 0.0
discussion, several: 0.821655183233
contrary, rooted: 2.05947044868
egocentric, shocking: 0.861454239754
blameless, segregated: 1.79623443118
usually, widening: 0.03151092911
mere, related: 0.672001429687
poppycock, social: 0.350238486313
stark, undisputed: 0.926905982038
moderately, thorough: 0.604252195807
aggravating, increased: 0.955020150478
firmer, inter-related: 0.0
superfluous, sweet: 1.01270746247
uppermost, well-managed: 0.0
get, plausible: 0.366862058997
captain, sweet: 0.455872593442
enforceable, financed: 1.76148705741
low-skilled, worded: 0.0
oversensitive, strengthening: 0.077750756728
ashamed, heartbroken: 4.72492474074
delicate, untraceable: 0.619722862925
predictability, self-financing: 0.0
significantly, victorious: -0.137013069027
fit, uneven: 0.248674083106
adaptive, solemn: -0.392505267045
lawful, purty: 0.435188685152
deplorable, sooner: 0.117834885694
disastrous, tabled: 0.507924361333
deader, unsanitary: 0.433083321404
agreeable, of: 0.0
ghastly, home: 0.241437613414
incomplete, interoperable: 1.25984454548
guilty, stay: 0.668758131396
inspirational, social: 0.854349594081
doin, stocky: 0.88844716913
abhorrent, plain: 1.64541351181
bro, green: 0.239337863639
harsh, reinforcing: 0.71977694814
cautious, sombre: 3.16099497296
miniscule, unhurt: 0.484952169949
acute, inhumane: 1.16175377557
conscientious, naturalistic: 2.0058385998
encouraging, illegal: 1.4793777559
protracted, well-informed: 0.0
affordable, uncomplicated: 3.4525929124
grisly, growin: 0.709567466937
redeemable, repayable: 5.64504171288
infamous, ominous: 1.73796003897
multi-threaded, relevant: 0.0
hourly, serious: -0.08421520166
housebroken, overheard: 1.37951052944
implemented, overall: 0.795063112161
all-encompassing, sincere: 0.0
cold, lower: 0.874747263931
cognizant, diseased: 0.331770973386
agreeable, representative: 0.976113819323
automated, per: 1.34202506428
busted, shipshape: 1.65645451094
specify, two: 0.621453408792
chickenshit, respected: 0.946540096651
livid, unfeasible: 1.04745299743
intentional, minus: 1.15585703734
fewer, impractical: 0.928900258955
differing, firmer: 1.36958314032
fair-minded, hence: 0.0
roisin, senseless: 0.0
ready, unremarkable: 0.043707563783
opening, wait: 0.527195594463
deader, horrifying: 1.46040027045
defenseless, dynamic: 0.486907996348
efficacy, fancy: -0.479569846014
promising, protected: 0.159948343877
indian, unspoiled: 1.14926079253
above, nude: 0.815620842429
inexpensive, run: 0.482214401282
understanding, unwise: 0.278925588556
kane, lunatic: 0.838938899622
diminished, practice-oriented: 0.0
co-ownership, rapidly: 0.0
dim, pleasing: 1.66122575108
goofy, younger: 1.26532362624
dire, greater: 1.13042202525
inter-connected, meritorious: 0.0
top, unanswered: 0.926897182936
internationaux, recommendable: 0.82754804409
pertinent, unimaginable: 0.38386668119
decisive, precarious: 2.20815801489
export, prick: 0.135988159831
deficient, ultra-hazardous: 0.0
cleared, egocentric: -0.455514413341
overemotional, raison: 0.97541741864
flame-retardant, similar: 0.0
flourishing, handy: 0.955192998828
altered, circumneutral: 0.0
co-operative, improving: 0.0
opposed, primarily: 0.97703930499
better-iooking, bleak: 0.0
iucky, unlawful: 0.0
famous, germane: 1.00145411285
down, revealing: 0.865257123183
bull, next: 0.467857034416
innovative, thick: 0.432599118006
frigid, random: 0.60532670888
immense, kosher: -0.456034992917
edible, workable: 1.48457627131
horny, impressive: 0.239486921348
horrifying, undetermined: 1.3451086609
afraid, preposterous: 1.13041983094
counter, meticulous: 0.391527418723
certifiable, flexibility: 0.158252835215
confidentiality, publicly: 3.02054726869
unforeseeable, well-developed: 0.0
belle, particularly: 0.490667300887
perilous, surrounded: 0.798976144204
beter, heavy-handed: 0.0
captain, paid: -0.009399266675
captain, dense: -0.567971094522
in-house, unnatural: 0.0
tolerated, with: 0.056144080972
best-known, pleasurable: 0.0
filthy, immature: 2.72900998207
precarious, rising: 1.37214394806
bonnie, enchanting: 2.22693338411
again, fourteen: 0.381390183315
ongoing, perpendicular: -0.048165671047
comin, segregated: 0.756975315327
retail, second: 0.257315096197
additionally, cold: -0.328540531643
demented, patient: 1.14698874118
sadder, short-sighted: 0.0
cowardly, temporary: 0.605226103464
grateful, rude: 2.01147755278
luke, well-maintained: 0.0
complicit, that: 0.828847055768
contemplated, unconditional: 0.82008226301
down, later: 0.689960195502
occurring, suddenly: 0.280895072032
incomprehensible, introduced: 0.309606026781
convenient, overjoyed: 0.661823169432
coast, expensive: 0.552589215189
referenced, sublime: 0.664136421778
costeffective, scalable: 3.38158942294
compensable, detailed: 0.326970580746
additional, cabbage: 0.184965383039
fewer, reconcilable: 0.842321973797
wrongful, young: 0.192721922814
prohibitive, unpublished: 0.885881352197
isolated, two: 0.4965152304
evening, sadly: 0.620778548945
happening, pursuant: 0.262112067183
inexplicable, neighbours: 0.0
cheap, such: 1.11533093836
enchanting, inexcusable: 1.07317728803
last-minute, yellow: 0.0
discriminatory, self-sustained: 0.0
forgotten, impracticable: 0.357335598712
alia, unprepared: -0.278190824777
minimal, vice-chairmen: 0.0
dependent, disciplined: 0.78074610282
coast, obscene: 0.427012169275
determinant, poisonous: 0.381564969922
provision, transient: 0.560826885626
solemn, well-balanced: 0.0
connected, extant: 0.586371506928
anything, these: 0.933458498691
small-scale, stress-related: 0
partial, selfish: 0.519137205494
sell, victorious: -0.265863109103
ideal, supra: -0.263197183477
know, partial: 0.102895787233
commensurate, temporarily: 0.182976161126
scarlett, whole: 0.341315215624
hollow, remaining: 0.262874546053
paradoxical, various: 0.886452937479
african, troubled: 1.11462756226
abnormal, distinctive: 1.12967473818
commended, massive: -0.019108093585
opening-up, pending: 0.0
forceful, targeted: 0.927211511115
undemanding, used: 0.156362160305
inconvenient, unendurable: 2.67947355205
l, widespread: -0.179205876871
invalid, noticeable: 0.22460811433
conscientious, educated: 4.00012675016
before, fundamental: 0.149666863622
disrespectful, satisfactory: 1.09016941686
especiaily, overflowing: 0.0
provisional, reinforcing: 0.619559626499
predictable, transient: 1.5964230023
disappointing, permanently: 0.08823892531
developing, exact: -0.168377192785
drier, foolish: 0.254850464771
bolder, owned: -0.546874006189
exhilarating, unknown: 0.86763590713
copacetic, happier: 2.32611961913
adamant, aligned: 1.10436088037
flush, latter: 0.325946990823
insecure, wasted: 1.25608983932
before, necessary: 0.934302253243
illegal, reyes-torrena: 0.0
meaner, unnerving: 1.98347115625
bleak, bothersome: 1.25902360234
historical, insincere: -0.020037126796
co-financing, gender-neutral: 0
hardworking, through: 0.281662388808
hairy, manifold: 0.549297870917
ensuring, re-established: 0.0
dressed, reasonnable: 0.0
established, s-sorry: 0.0
newer, repayable: 0.2983437128
comfortable, functioning: 1.02562703041
clare, satisfying: 0.354134411545
consulted, thanan: 0.0
recommended, tepid: 0.279615389646
credible, folks: 0.125798064742
humid, populated: 1.8267028081
comercial, wanted: 0.107414251324
away, running: 0.580660609939
bad-ass, essential: 0.0
goal-oriented, well-established: 0
overemotional, stress-related: 0.0
ended, grumpy: 0.083659946532
entirely, up: 0.076413649478
well-suited, world-wide: 0
frankenstein, good-natured: 0.0
compliant, direct: 0.219380516581
dreadful, luminous: 1.18543473204
accessible, possible: 1.35471861409
fertile, least: 0.378370728333
agreed, timelier: -0.217765688291
fifth, infamous: 0.423720696604
flattering, six-year: 0.0
thought-provoking, unbiased: 0.0
timid, unmistakable: 1.16946532968
initial, opening: 1.28390627245
bullshit, swifter: 0.150103328277
issued, mistaken: 1.07467582123
inspirational, two: 0.225383851328
personalized, sure: 0.933921121918
ever, issued: -0.574578440344
enhancement, stupide: 0.0
awful, invalid: 1.25515534087
retarded, segregated: 2.08083393474
demonstrated, well-positioned: 0.0
at, sadly: 0.277445133228
first, rapid: 0.786775116366
taller, whatever: 0.359479587734
glowing, knowing: 0.749883890051
joyful, tougher: 0.362172597238
confidential, structured: 1.60438641765
folks, kosher: 1.08878483389
drastic, probably: 0.92640957315
miserable, surely: 1.36679711114
overall, proceed: 0.437427817315
broadest, meaningless: -0.129778458992
legally, tolerated: 1.54737826052
neutral, representativeness: 2.1132426672
choosy, critical: 1.71169936556
arming, final: -0.273933827848
panicked, them: 0.975945704648
arming, convinced: 1.40087055591
richest, supreme: 1.71813208818
integral, total: 0.799030460837
happened, plain: 0.881870331363
decent, disruptive: 0.342116150492
acceding, novel: 0.339584212277
alone, obligatory: 0.531114922439
brittle, self-explanatory: 0.0
environment-friendly, varying: 0.0
finally, occurring: -0.531456771251
antagonistic, rank: 0.638137636961
interestedin, responsibility: 0.0
decisive, participants: 0.49112386932
forceful, south: 0.201431574604
ludicrous, wise: 1.66715627242
oldest, smarty: 0.141004671562
fifth, unhappy: 0.765666015832
defective, frightened: 1.11698734764
dedicated, volatile: 0.50331074552
callous, race: 0.001754345121
northeastern, peculiar: 0.94682439618
stay, uncomplicated: 1.10850965651
degraded, expanded: 1.69470045186
breadth, rising: 0.496856170242
net, top: 0.621438315218
passionate, state-owned: 0.0
creative, late: 0.168402070264
3rd, implausible: -0.119577074779
jump, seductive: -0.056123218314
scientific, updating: 0.612022690605
aligned, do: 0.968992358913
conclusive, nothingg: 0.0
screwy, toasted: 1.60992834734
recommended, wild: -0.230661268783
milder, sincerely: 0.406541512578
inspiring, living: 0.947410128932
dedicated, retarded: 0.59363690421
eccentric, well-organized: 0.0
advisable, disproportionate: 1.06647624676
automatic, holistic: 0.434971358794
lucid, refined: 2.35442410159
hypersensitive, wide: -0.019575023885
delusional, long-lasting: 0.0
immeasurable, important: 1.81997589877
long-range, longer-term: 0
joyful, outside: 0.211427602852
outgoing, tepid: 1.0570291623
blended, innocuous: 0.634460946481
experienced, prick: 0.24942641085
dandy, enjoyable: 2.20213735089
multifaceted, presentable: 0.468642032838
born, copacetic: 0.040004576795
brain-dead, overjoyed: 0.0
motivation, nuts: 1.32871060366
elusive, low: 0.949965086007
polished, silly: 1.16205257284
imperative, smartest: 1.57088773772
spicy, troublesome: 1.11927926726
referenced, sticky: 0.666122377132
natural, refreshing: 1.20499823747
marty, modified: 0.211337154255
blurred, empty: 1.33088076459
confidential, reliable: 2.11657581179
anti-constitutional, anything: 0.0
scientific, sober: 0.881714801265
lesser, sweetheart: 0.240332975909
counterproductive, require: 2.2534614809
co-operate, updating: 0.0
bothersome, gratuitous: 2.16747771426
farther, segregated: 1.11056365409
repealed, south-east: 0.0
doctor, understood: 0.481255845031
fun-loving, tabled: 0.0
kane, troubling: -1.16943438079
cynical, self-supporting: 0.0
forthwith, greater: -0.246427208696
current, moderately: 0.408725915862
complements, physically: 0.253951146519
held, manufactured: 0.922221464322
equitable, soon: 0.681409265418
excessive, voluntary: 1.20254480804
diseased, innocuous: 0.847817517973
first-rate, self-governing: 0
abundant, cattled: 0.0
occupational, scarcer: 0.805705741184
scarcer, short-lived: 0.0
characteristic, scarlett: 0.591732475224
minuscule, specifically: 0.312755245782
candid, well-filled: 0.0
aforementioned, reversed: 0.59215756421
loose, outgoing: 0.557717146625
arduous, renowned: 0.393208510586
feasible, introduced: 0.522581632573
plain, real: 0.882688057984
gracious, justiciable: 0.621427246506
pro, warranted: 0.129349306367
exemplary, interestedin: 0.0
magnificent, pristine: 3.35349870581
culpable, delayed: 0.170638446523
redundant, under-inclusive: 0.0
pitiable, violent: 1.17370364959
patentable, rapid: 0.604880498967
productive, surreal: 0.950354570762
anywhere, unproblematic: 0.613563378858
largest, running: 0.747036086199
lousy, open-ended: 0.0
faithful, forceful: 1.51574486367
hearty, mightier: 1.60908102043
cracked, unwise: 0.304191403587
costeffective, stumpy: 0.121432113617
great, terrifying: 1.33371186297
immense, normal: 0.272128543626
even, identified: -0.261133472413
extinct, vice-chairman: 0.0
fruitful, peripheral: 0.37256624904
customary, unattainable: 0.849970031302
-so, under-inclusive: 0
treacherous, try: 0.903131169993
unequivocal, variable: 0.824871509519
sophisticated, vocational: 0.113501044737
clever, romantic: 1.90020305503
tired, two-thirds: 0.0
fair, refreshing: 1.25328160462
in, incomplete: 0.183819590384
comfortable, regulated: 0.940931650043
holy, rampant: 1.02827108406
lovelier, nifty: 1.35930124313
good-natured, negative: 0.0
dysfunctional, intertwined: 3.32900107934
automated, potent: 0.830863086549
concluded, topic: 0.950512576297
dummy, enhanced: -0.172405216478
max, stupid: 1.62190655043
weil, well-respected: 0.0
in-house, self-serving: 0
democratically, shaking: 0.495703918704
milder, often: 1.11142281488
almighty, naive: 0.589296656581
unlucky, vast: -0.014153324401
rude, self-sustainable: 0.0
strangers, supreme: -0.287965038167
better-looking, unfilled: 0.0
cozy, defensible: 0.575434963145
alert, stupide: 0.0
far-reaching, favourable: 0
graceful, intended: 0.419216296403
bizarre, reprehensible: 3.90559265117
off-putting, screwed: 0.0
first, loveable: -0.087493358822
standard, standard: 5.96196278038
nathan, revised: -0.463241123011
conservative, sal: 0.108537629329
carefully, dangerous: 1.278446433
non-partisan, urgent: 0.0
sick, unnecessary: 1.74389232197
concentrated, so: 0.577899083107
developing, diminished: 0.783570908395
crummy, normally: 0.70556029598
follows, handling: 0.461053643684
adjacent, self-supporting: 0.0
bad-looking, muscovite: 0.0
exposed, safe: 1.15740756566
recognizing, you: 0.615497972134
awesome, leading: -0.041432266097
displeased, treble: -0.619081385366
bummed, marvelous: 1.69503313775
amazed, straightaway: 0.961700061075
dispersal, spatially: 2.85245330897
displeased, false: 0.88939203122
colossal, every: 1.10028692109
frank, roll: -0.130199101528
acquainted, trivial: 0.594978561339
modest, stumpy: 1.01959217484
longer-term, moving: 0.0
government-owned, unequal: 0.0
absolutely, managed: 0.06973993624
neglected, warned: 0.234581160697
key, psychotic: 0.319712923764
ah, sleepy: 0.99745949708
concluded, unthinkable: 0.373184848115
thus, younger: 0.411392770409
antagonistic, shallow: 0.697506775478
current, frazzled: 0.164175987566
definite, self-sufficiency: 0.0
calm, requested: 0.169823805386
gonna, progress: 0.082640766584
compared, sappy: 0.589919526952
candid, narrow: 0.728206840108
precious, problematic: 1.15320134938
predictability, redeemable: 0.231737213889
shallow, well-behaved: 0.0
purer, speedier: 2.80098603954
hot, spotless: 1.37181045556
intense, scalable: 0.662776371479
well-treated, whassup: 0.0
lonesome, run: 0.162539516592
reaching, undemocratic: 0.376311308897
emphasise, gullible: 0.0
opening, unexceptable: 0.0
refrigerated, sweetheart: 0.122510410728
adorable, restored: 0.155606135583
applied, wealthier: 0.567980956717
humid, ideally: 0.680776955981
compatible, wetter: 0.711206239023
amazing, unspecified: 1.22922536705
