economic, successful: 0.32790439873
batty, brief: 0.427922788489
admitted, homicidal: 0.320821731749
participants, patchy: 0.036278161501
all-powerful, detailed: 0.0
divergent, peripheral: 1.5631322475
loco, loose: 1.00891206812
america, equitable: 1.03745757774
immense, lacking: 1.3651592892
cute, multicultural: 1.67547789851
content, described: -0.092651397239
hurry, various: -0.113696849018
hlv-positive, thus: 0.0
blurry, fucked-up: 0.0
large-scale, traditional: 0.0
elevated, requests: -0.353543048619
focussed, secure: 1.31484194942
invaluable, terminated: 0.55614439488
!, really: 0.0
every, schizo: 0.511012918405
bummed, non-existent: 0.0
exempt, supportive: 1.56040810438
customary, unconditional: 1.21160294229
identified, poor: 0.151607594085
mobile, unwelcome: 0.1142729257
starker, unemployed: 1.51261966518
adopted, course: 0.197626863997
actionable, unsettled: -0.15397888093
elite, fearless: 1.46619871256
concluded, random: 0.2965333615
further, passionate: -0.225468579832
horrendous, revealing: 0.82664803618
overly-high, periodic: 0.0
max, monumental: 0.40798715553
creation, sophisticated: 0.258761874828
durable, stupide: 0.0
evolving, intermediate: 0.796879694934
omnibus, sal: 0.702784471621
far-reaching, glorious: 0.0
doomed, life-threatening: 0.0
allergic, ruined: 1.49987020192
careless, shit: 1.38457521933
stress-related, year: 0.0
minimum, non-self-executing: 0.0
generally, softer: 1.6958079086
almost, lead: 0.507427445546
earliest, non-existent: 0.0
set, sore: 0.349858548161
kiddo, untenable: -0.859409116308
watchful, well-designed: 0.0
shy, sorr: 0.0
compassionate, informative: 2.35979000918
hard-pressed, overflowing: 0.0
brightest, still: 0.612078798708
obsessed, palatable: 1.88112020388
elaborated, tenable: 1.59943770717
miniscule, school: 0.046559492125
bottled, focussed: 1.29510968704
actually, inefficient: 0.661150015109
designated, non-exhaustive: 0.0
all-inclusive, bone-dry: 0
handed, terrorized: 1.56256221013
co-, tighter: 0.0
favourable, traumatic: 0.0
respendable, unambiguous: 0.0
lonesome, thin-skinned: 0.0
equal, newborn: 0.006757624893
freak, isolated: 1.35498610685
beautiful, vibrant: 3.74554445491
disorientated, heavyset: 1.55136572623
immature, whar: 0.0
also, sincerely: 0.664300891
proportionate, visibility: 1.05044150043
frightful, moron: 1.57829420461
supported, unhelpful: 1.19011854936
mama, unhappy: 0.100503712661
delicious, such: 0.274595550414
furthermore, minor: 0.174698869423
annoying, regulated: 0.560474515142
filthy, incongruous: 2.18455443949
intelligent, rock-hard: 0.0
chloe, synergistic: 0.311024761835
somewhat, vibrant: 0.858041983058
il, sacrosanct: 0.588281707348
ail, defensible: -0.341572751677
assertive, better-quality: 0.0
overloaded, thanks: 0.014357860818
intense, polished: 1.01458363361
reachable, seductive: 0.647825793051
published, re-appointed: 0.0
batty, inoffensive: 3.08994580953
hardworking, secured: 0.127508991763
loaded, off-the-record: 0.0
forever, ridiculous: 1.31073979779
cleaner, wounded: 0.921055852718
advantaged, sweeter: 1.38583862934
bankrupt, vacant: 1.55005343263
boring, delicate: 1.08881221732
modern, well-received: 0.0
drastic, maximum: 0.244709981856
pitiable, stable: 0.725023212094
co-funded, inexhaustible: 0.0
good, talkative: 1.32613381754
common, shorter: 0.559623076836
paramount, streamlined: 1.10498746924
oral, substandard: 1.52466355267
across-the-board, finite: 0.0
distinguished, grouchy: 0.919997286137
foolish, two-thirds: 0.0
brightest, implemented: 0.088839093026
foutu, trashed: 0.0
noisy, positioned: 0.305291307654
crude, nervous: 0.99156454792
active, stand-alone: 0.0
topic, unspecified: -0.658719644234
restless, supreme: 0.564314599052
pathetic, remarried: 0.262552257214
rad, unrestricted: 0.716798796542
convincing, gravest: 0.580474114026
considerable, urgent: 0.707058240846
generalized, needed: 0.432468385155
dispersal, dre: 0.551485650155
competence, simplified: 1.07675699096
co-chair, trained: 0.0
enhancing, unresolved: 0.256353198401
pathway, unachievable: 1.48166235722
displeased, modern: -0.117594359618
asking, heavyset: 0.682220698085
speedy, substandard: 0.60021498197
entrenched, tighter: 0.980392329596
furthest, new: 0.41937586129
fiine, tailored: 0.0
fertile, lamentable: 0.727994576265
becoming, energy-efficient: 0.0
thrilling, up-to-date: 0.0
amazing, met: 0.530995275748
largely, nominal: 0.727966735225
dead-on, unjustifiable: 0.0
evil, inhumane: 3.14867096554
favorable, wrongful: 0.930753289725
hostile, subsidized: 0.89466244687
offensive, unsafe: 1.05972064621
flagrant, intermediate: 0.271622833248
snotty, understandable: 1.07208256424
characteristic, twice: 0.316577858941
negligible, precious: 1.69271075558
lovable, loverly: 2.40024173639
necessary, warm: 0.257795062535
crazed, nice-looking: 0.0
divine, messy: 1.03599687038
contemporary, remediated: -0.028242130507
complicit, peculiar: 1.08329561738
mentioned, wished: 1.82549004124
all-out, freezing: 0.0
dense, distinguishable: 1.84286438598
brave, interim: 0.056727224403
fanta, impermissible: 0.168106656285
gone, uncomplicated: 0.405770289711
forthright, subtler: 2.7468329815
extraordinary, wide-ranging: 0.0
friendly, justifiable: 0.721559148089
included, secured: 1.07496764873
shortest, transient: 1.17571102257
adjacent, set: 0.502983221773
lawful, well-coordinated: 0.0
environmentally-friendly, ill-defined: 0
rotten, standard: 0.129065785727
satisfactory, unabated: 0.914009707841
blind, suspect: 0.610576771753
certifiable, self-contained: 0.0
iate, unforeseen: 0.0
preferable, rusted: 0.812329391086
possibly, sinful: 0.312945053424
administered, launching: 1.29832223526
existing, willing: 0.466955409756
aggravated, defenceless: 0.0
restful, surprising: 1.07360522611
anymore, unachievable: 1.30891517653
antsy, cold: 2.57764029745
slick, succinct: 1.85941505716
knowing, unforeseeable: 0.921830831572
reasonably, special: -0.19010358275
perilous, recognizing: 0.413128702541
clearest, worth: 0.371824435258
courteous, unspoiled: 2.56033768827
green, unbelievable: 0.301379977863
disagreeable, dishonest: 3.31466910555
comprehensively, hot: 0.28198668058
cuter, in-depth: 0.0
excellent, heterosexual: 0.122357813388
costly, unaware: 0.568527254101
'sgoing, wiser: 0.0
optimal, terrorized: -0.512381460356
fairest, religious: -0.090201884516
knowing, stay: 1.04464651789
erected, refusal: 0.621689772587
sing, trendy: 0.434418144498
broken, darker: 0.742709188308
snarky, valuable: 1.08155979681
incompetent, wiser: 1.80036409539
case, sold: 0.359963061211
about, objectionable: 0.793107956119
adapted, young: 0.449812524282
counter, near: 0.049953320843
broke, lasting: 0.299284618685
narrower, sparse: 1.71284728029
first-rate, impracticable: 0.0
consultation, preferable: 0.920210718752
reliable, wise: 1.6460768396
impermissible, spicy: -0.240203342738
unfavourable, woolly: 0.0
safer, transparency: 2.06041993754
responsible, slightly: -0.339537026238
acquired, angry: -0.509622795735
countless, rationalized: 0.837336536802
leveraged, merciless: 0.152962554604
frank, hope: 0.974223683818
kosher, technological: 1.29009285561
complementary, terrorized: -0.457207899786
identical, painful: 0.400472704464
mixed, vulgar: 0.889196642394
like, vague: 0.666072513783
horrible, unnerving: 2.71960932441
korea, tabled: -0.559739683699
distributed, green: 0.330190913998
challenged, cumbersome: 1.03849255281
early, economical: 0.020378983092
lonely, self-governed: 0.0
bastard, unhurt: 1.78383152303
diversified, renowned: 1.39107407214
largest, technological: 1.07280191629
issued, secretive: 0.497536441929
black, parallel: 0.79324321817
reported, symmetrical: -0.405330832284
foolproof, preferable: 2.57989372363
potent, worthy: 1.68628259399
wide-open, working: 0.0
lawful, responsable: 1.45732060937
incongruous, rock-solid: 0.0
happening, overloaded: 1.1466493875
inspiring, paradoxical: 1.84566744071
alternative, lately: 0.968560955787
disabled, shielded: 1.33887777892
incalculable, nuts: 0.525768502197
cher, everyone: 0.184967895154
enthusiastic, wreckable: 0.0
robust, sombre: 1.29341190431
blurred, grimmer: 3.84637686927
inherent, notified: -0.020052327483
fluent, observant: 3.53126389684
distasteful, gracious: 2.05176313466
competence, distraught: -0.257660560225
infuriating, underdeveloped: 0.879105822778
prodigious, unspoiled: 1.7820383907
glowing, smug: 2.65159324275
expensive, wondrous: 0.883415949887
invisible, you: 1.33212496241
co-ownership, up: 0.0
lively, phenomenal: 1.61655368695
distressing, humble: 0.402037440782
juvenile, tempting: 0.466353452517
notable, sizable: 2.52771210912
acquired, missingg: 0.0
flavorful, pretend: 0.639021332538
dirtier, incredible: -0.189795241875
fresh, plain: 0.566505343655
omnibus, substantive: 1.50296342856
else, simillar: 0.34302915861
dazzling, fiercer: 1.57808611797
anonymous, in: 0.277317076779
galore, lunatic: 1.05654358937
logical, specify: 1.42536842331
flush, mission-critical: 0.0
clean, going: 1.0237328783
forlorn, minus: 1.04258938522
former, opening-up: 0.0
foolish, well-designed: 0.0
expandable, realistic: 1.0756609876
faultless, soft: 1.8061299118
archaic, non-specific: 0.0
low, well-controlled: 0.0
inexplicable, loud: 0.788101918005
destabilizing, short-sighted: 0.0
lighter, north-east: 0.0
functionally, unproblematic: 2.1194028629
intertwined, terse: 1.15597776917
limp, much: 0.752012618607
brillant, proud: 1.47651782353
conservative, drunk: 0.612803734075
justification, past: 0.300121501266
outrageous, rank: 0.471680262232
braver, less-favoured: 0.0
executory, too: 0.202441178004
orderly, reversed: 0.683489916851
acquainted, nessessary: 0.0
jittery, unsuitable: 0.589908138698
about, louder: 1.23347825742
annulled, buoyant: 0.867578526441
sufficient, warranted: 3.0060688882
steady, underprivileged: 0.10996189185
as, sticky: 0.399572874591
grieved, swifter: 0.538824361659
accordingly, user-friendly: 0.0
application, evolving: 0.938688587133
anticipated, old-fashioned: 0.0
brilliant, free-of-charge: 0.0
builshit, uncommon: 0.0
amazing, differing: 1.3035207062
completely, similar: 0.353088872055
intended, supplementary: 1.02138104629
off, tiresome: 0.556523157184
incomprehensible, nessessary: 0.0
interim, testy: 0.628780839494
foreverything, medium: 0.0
impoverished, leave: 0.965342385188
comercial, psycho: 1.52102150118
ma, positioned: 0.659154837786
cost-effectiveness, sensible: 0.0
longstanding, prat: -1.45614528703
troubling, truth: 1.67542622451
polished, uncertain: 0.538005912493
elevated, notably: 0.800958017476
enough, gruesome: 0.214621145891
doctor, smaller: -0.540981335985
consistent, doctor: 0.153290842121
exclusive, fluent: -0.521123483175
heavy-handed, unsound: 0.0
insulting, unwelcome: 2.40898036611
confident, historical: -0.063382945127
suspected, timid: 0.33429110954
mean, so-called: 0.0
accordingly, blessed: 0.295829903174
desperate, nobler: 1.41658349658
a, well-structured: 0
amazing, respected: 1.40280759298
onerous, started: 0.277027202147
momentous, premature: 2.30692633856
conservative, whassup: 0.2703604682
ecstatic, even: 0.520635911111
moving, welcome: 0.712071920751
delighted, overflowing: 0.47504087226
cuter, symmetrical: 2.63793392286
arranged, mortal: 0.062617980351
cleaner, sane: 1.24848260489
daft, house-trained: 0.0
unforeseeable, unimaginable: 3.6547157472
dependent, else: 0.88255280971
distracting, macabre: 1.54933511021
debated, easy: -0.023624260185
indicated, punchy: 0.109164067758
delirious, practice-oriented: 0.0
eccentric, receivable: 0.204824575709
overworked, world-wide: 0.0
scary, started: 0.881019251463
running, thirsty: 1.186644263
distinct, unsteady: 0.933005369994
receptive, uniformed: 0.509903503792
complicated, revealing: 1.28863384789
quick, shameful: 0.762339935606
steady, thirteen: 0.371970857768
apologise, righteousness: 0.0
bold, goodto: 0.0
inconsistent, listed: 1.04624325064
ample, interim: 0.499125582592
concrete, heartfelt: 1.33820300107
actually, astute: 0.71415794035
cross, shorter: 1.03672797069
slight, troubling: 1.66491869666
ecologically, precarious: 1.12243191906
aging, forthwith: 0.149486909301
glad, straight: 0.58001454982
incompetent, intractable: 2.73897921315
above-mentioned, equitable: 0.0
pronounced, untapped: -0.176788002298
rooted, sociable: 0.990881680387
heterogeneous, immeasurable: 0.131337090569
initially, occupational: 0.302553138795
ever-increasing, motivation: 0.0
smart, unaffected: 0.182357344738
johnny, well-written: 0.0
broke, wasted: 0.643710553163
amazing, changing: 1.35117686394
pricey, prime: 1.2273799916
placed, welcome: 0.076300491053
deductible, engaged: 0.231736550203
implausible, unsafe: 1.84201245915
re-appointed, tiny: 0.0
jack, treasured: 0.497422505394
formerly, nessessary: 0.0
creditable, heterogeneous: 1.41933280586
lawful, northern: 0.378110662365
retarded, yeah: 2.29154945378
egocentric, redeemable: 0.514386575587
imperfect, princess: 0.649128285792
giddy, yearly: 0.712467795022
dismal, populous: 1.07408697461
ambitious, messy: 1.45849281668
facilitated, korea: 0.238522208036
it, sing: 0.707712634566
belle, twenty: 0.205471639963
meaner, repeating: 0.873162908754
geographical, holy: 0.888694695481
discreet, fastest: 0.058226123531
challenges, finished: 0.074215937402
depressed, terrible: 1.63304550788
classic, unnecessary: 0.499242134233
bereft, delineated: 1.84342100307
meaningful, tailored: 1.04168209504
manifest, persistent: 1.5020911493
grisly, lost: 0.262630084574
fearless, patient: 0.542046981105
funky, undisputed: 0.232586116605
constant, wretched: 1.04578856188
great, vivid: 1.55764597592
cautious, cinematography: -0.215562393796
skeletal, two-fold: 0.0
concentrated, wretched: 0.368307367934
contrary, well-developed: 0.0
resolute, tiring: 2.44708386535
additional, comercial: 0.20218234723
honorable, user-defined: 0.0
maximal, systemic: 1.72878933384
minimal, premature: 1.27488416467
ill-founded, lighter: 0.0
clarify, gravest: 0.871997246069
jolly, separate: -0.422203372041
hiv-positive, horrific: 0.0
doubtful, thinner: 0.89973582098
muchfor, pretend: 0.0
magnificent, saved: 1.93233406658
efficacy, unofficial: -0.346808248922
counter, tougher: 0.748948164658
petrified, uncomfortable: 3.07203295046
unexpected, valued: 0.126842465905
abolished, unjustifiable: 2.67136121904
minimum, prestigious: 0.184456592632
domestic, volatile: 1.19538960172
old-fashioned, second: 0.0
danger, well-informed: 0.0
audience, widest: 2.16507457109
huh, rarest: 0.927618996001
already, naked: 0.162335726402
illiterate, inter-linked: 0.0
sing, whilst: 0.005478490169
holier, searchable: 0.608337887856
armored, newsworthy: 0.252793274996
gotta, hooked: 1.98679789285
accomplished, self-serving: 0.0
humane, watchful: 1.25898975329
convenient, overlooked: 0.765550152086
non, rapid: 0.312234059589
being, foul: 0.625930768865
multi-ethnic, sole: 0.0
arming, neat: 0.187638027832
affixed, theoretical: -0.082601879602
sufficient, volatile: 0.852398527416
adjusted, find: 0.274602586829
compact, sell: 0.747822310663
persistent, unwelcome: 1.90993198348
confidentiality, goal: -0.734366760863
flexibly, relative: 0.075914364063
denser, unrelated: 0.322213107558
non, staff: 0.255163977625
chosen, incidental: -0.017677748214
actual, slower: 1.30354004885
eager, finer: 0.789663684333
better-iooking, loaded: 0.0
certainly, griet: 0.0
finicky, laughable: 0.759386866647
goal-oriented, standard: 0.0
here, suited: 0.238734023172
below, unfair: 0.000897863985
alright, essential: 1.03118048061
farther, repelling: 0.27958710229
limited, underdeveloped: 1.76836577275
bare, nouveau: 0.294485487506
happier, unofficial: 0.86835080568
exaggerated, properly: 0.663467457575
odious, uncomplicated: 0.699464283156
greater, korean: -0.149053207938
corny, fit: 1.15694249123
marvellous, noticeable: 0.0
