created, precious: 0.423683984603
alarming, unprecedented: 3.04482185129
alternate, rock-solid: 0.0
faithful, unhelpful: 0.15654601224
etc, heartfelt: -0.456235216395
straight, stronger: 0.888554026155
high-ranking, history: 0.0
pathetic, undeniable: 1.4668326179
braver, them: 1.07146906409
functionally, long-lived: 0.0
multidimensional, urgently: 1.61507178452
accelerated, mentioned: 0.405221753757
frustrating, tall: 0.925319222317
mere, nineteen: 1.51788231372
arguable, girlie: 0.413702890589
equitable, twice: -0.035917622873
irresponsible, overjoyed: 1.31210234349
staggering, thanan: 0.0
co-funding, together: 0.0
exciting, instructive: 2.65140003268
under-inclusive, utopian: 0.0
becoming, stark: 0.172783417124
industrial, publicly: -0.13306315224
drastic, lamentable: 1.55792004887
enriching, well-placed: 0.0
needed, vice-chairmen: 0.0
cheery, hearty: 3.92206857354
fifth, official: 0.606031987589
overly-high, relevant: 0.0
ridiculous, tougher: 1.88873881415
attention, of: 0.0
beautifui, unreliable: 0.0
enlarged, spectacular: 0.323923635881
innumerable, unhurt: -0.030551945589
elite, revealing: 0.113495559494
elderly, imminent: 0.470312947038
tardy, widespread: 1.10948682601
humid, seasick: 3.06488672039
perilous, transitional: 0.890375220849
miserable, than: 0.630502269722
first-class, jack: 0.0
mature, supreme: 0.251723630428
loyal, turned: 0.280970242072
general, impaired: 0.12488370535
requested, unacceptable: 1.13429532806
clinically, standard: 0.930949074748
determinative, endangered: 1.04818091876
cruellest, strongly: 0.086167209843
co-funding, implausible: 0.0
dearer, drawn-out: 0.0
boring, ridiculous: 3.18408501056
amusing, recognizes: 0.384310431898
filthy, usual: 0.645211522164
thorough, unprofessional: 1.93402487082
great, spontaneous: 0.983860461867
somewhere, special: 0.10069952968
bonnie, free: 0.274067494228
non-self-executing, well-coordinated: 0
hungry, mission-critical: 0.0
due, sloppy: 0.505750515082
nonsense, unrestricted: 0.192684188691
better-iooking, speedy: 0.0
annoyed, fully: -0.079027422518
definitive, rotten: 0.257549630959
humiliating, unemployed: 0.619568856092
hiv-infected, inside: 0.0
childish, super: 0.656163380982
working, worse: 0.360636840786
compared, hypersensitive: 1.17696947875
knackered, strengthened: 0.84026292727
encouraging, okay: 1.1135810193
affected, nonexistent: 0.916401464607
anti-constitutional, over-the-air: 0
declared, receivable: 0.669179568789
-me, senseless: 0.0
evident, functioning: 1.1863613392
heartfelt, poorest: 1.13139816618
inalienable, thirteen: 0.406724400496
easier, ill-equipped: 0.0
booked, out-dated: 0.0
short, vast: 0.536830207224
co-financed, migratory: 0.0
inhumane, underage: 0.699945540905
commensurate, madness: 0.373866971945
bravest, undisputable: 1.12932601547
comprehend, hot: -0.304193115206
hilarious, superb: 2.03942890283
stifling, unimpressive: 1.88146194262
favourable, gullible: 0.0
down, self-financing: 0.0
phat, sweetheart: 1.65730803884
pro-active, thanks: 0.0
grass-roots, stepped-up: 0
daily, moist: 0.084804970112
predominantly, suitable: 1.12234958682
largest, sole: 2.84015289104
establishment, superstitious: -0.136180089998
singular, strongest: 1.44309481145
jam-packed, solidarity: 0.0
comin, hiv-positive: 0.0
fulfilled, self-governing: 0.0
sized, sponsored: 1.16047944713
need, thanan: 0.0
bored, commended: -0.384395490878
ancient, strong: 0.394698504257
ephemeral, overpriced: 1.83924297229
deserted, random: 0.940361915762
indicative, re-routed: 0.0
co-chair, disappeared: 0.0
varying, warranted: 0.860479124706
foreseeable, secondly: 1.08543143341
patentable, snappy: 0.43452148336
modernized, perfect: 0.250897161119
enough, grouchy: 1.20016583038
conflicting, hourly: 1.5999823561
lean, rooted: 1.29807619377
legally, unaffected: 0.616140956738
booked, sonny: 0.229283714639
older, sluggish: 0.642472904391
th-that, user-defined: 0
either, exceptionally: 0.251630267892
alia, drastic: -0.082623664832
healthy, treaty: 0.116780777522
insupportable, unsteady: 1.59391977155
evey, interestedin: 0.0
affluent, in-depth: 0.0
conclusive, somewhere: 0.694675681997
adverse, punchy: 0.150507176138
cinematography, infrequent: -0.517694055471
aroused, stringent: 0.573960662178
fulfilled, sugary: -0.096380896885
reaily, thicker: 0.0
demanding, hurt: 0.403650656043
gifted, unforgiving: 1.50176829409
harmless, richer: 0.257043684464
scheduled, weighted: 0.782885504045
frantic, self-governing: 0.0
co-ownership, mortal: 0.0
last, repugnant: -0.121606279212
excessive, omnipresent: 1.24841765167
continual, exaggerated: 0.941211075988
priceless, welcoming: 0.958346490917
decisive, slimmer: 0.783134588262
admirable, compulsory: 0.684978126871
naive, unused: 0.306141487588
promising, triple: 0.419028370754
extant, specialized: 0.725249540765
confidentiality, furious: 0.385331231867
fantastic, thanan: 0.0
drenched, keen: 0.083723318941
abnormal, specific: 1.75717764035
dispute, responsibility: 0.587249314115
-, horrible: 0.0
invariable, organised: 0.0
intermediate, mighty: -0.062899317839
lonesome, sacrosanct: 0.74524142883
lovely, why: 0.774226261397
minuscule, vivid: 1.38051307437
cabbage, creative: 0.080259222879
demanding, smartest: 0.369448142849
cabbage, state-funded: 0.0
illegal, shorty: 0.050690121752
doing, severely: 0.273045757436
convenient, purty: 1.286677591
relieved, well-represented: 0.0
co-funded, deliberate: 0.0
cheapest, sad: 0.341181541596
disabled, iike: 0.0
indicative, prettier: 0.34882626952
careful, wetter: 0.858974011477
assertive, blessed: 1.02304385497
discreet, insulting: 1.23141053775
organized, stiff: 0.837320439874
oriental, problematical: 0.445640326765
developing, intimate: 0.532465428335
nice, several: 0.275291518516
ludicrous, security: 0.057566541843
heard, unappy: 0.0
lowest, vigorous: 0.376918637931
adulthood, short-sighted: 0.0
abrasive, tell: 0.69901117035
ice-cold, set: 0.0
broad-based, nigh: 0.0
essential, respected: 1.44547475949
present, stranger: 0.317318723212
retail, well-timed: 0.0
contrary, cost-effective: 0.0
acknowledging, ecologically: 0.462920865741
distasteful, specific: 0.728100911128
goal-oriented, smokin: 0.0
acknowledging, bleak: 0.613263846642
candid, fella: 1.00587406232
individualized, resolute: 0.409514800596
harder, inexplicable: -0.003557745725
reinforcing, unified: 1.60947857432
dandy, reyes-torrena: 0.0
awaited, enthusiastic: 2.03337595382
lower, verify: 0.997475954963
marginalized, whassup: 0.290990853636
specified, valued: 1.19467469747
odd, proportionate: 0.621837857048
either, well-known: 0.0
'sgoing, agile: 0.0
environment, too: 0.646902618899
commendable, known: 0.483997468826
glad, limited: 0.740462457422
secretive, well-done: 0.0
foremost, off-site: 0.0
iate, understandable: 0.0
elaborated, insulting: 1.04193213822
granted, unfriendly: 0.316726090917
aging, inefficient: 2.26503605615
do-able, stopped: 0.0
satisfying, snappy: 2.70080910738
inequitable, why: 0.548715803192
central, obliged: 0.528760323771
deprived, go: 0.554061316498
honorable, unattractive: 1.76629920371
muscovite, unlocked: 0.33756473334
self-sustained, thorny: 0.0
perpendicular, persistent: -0.428096231011
attention, salute: 1.27381957319
far, rooted: 0.567828792902
cross-border, low-skilled: 0
infrequent, rash: 2.52979217277
growing, yourself: 0.362899881502
15-year-old, hardworking: 0.0
awful, right: 1.28792604058
ever-increasing, trashy: 0.0
addition, condescending: -0.258556063717
strictest, viewable: 1.84268466819
uncommon, worthy: 1.07677983981
legitimate, wacko: 1.48027380659
arguable, time: 0.837488459027
embarrassed, installed: 0.47999108913
true, yet: 1.09802292328
humiliating, reaching: 0.857009360966
innumerable, next: -0.250332759467
differently, surer: 2.08783389102
pricey, reasoned: 0.315857851881
frazzled, laughable: 1.12613508909
categorical, fastest: -0.552693891813
elementary, unforeseeable: 0.291805841087
compelling, wretched: 1.41298317771
broken, unnerving: 0.894662356413
defective, sticky: 1.68103603192
brittle, essentially: 0.613337189162
rugged, two-fold: 0.0
efficacious, mla: 0.678710953307
acknowledged, master: 0.562694372109
happen, why: 1.79036042513
assertive, honourable: 0.0
agreed, third: 0.430168833453
cheery, persuaded: 0.685198948988
shifty, south: 0.62429064647
fearless, nearby: -0.413105043248
crystal-clear, knowing: 0.0
shorty, toasted: 0.756830089552
incomprehensible, s-sorry: 0.0
nessessary, special: 0.0
doubled, interminable: -0.162549043311
well-designed, worldwide: 0.0
north-west, undamaged: 0.0
1st, nonexistent: -0.037432321957
almost, briiliant: 0.0
although, efficacious: 0.338247440216
heartbroken, someday: 1.4189029796
grotesque, hands-on: 0.0
fruitful, psychological: 0.320808204363
blended, self-explanatory: 0.0
distressing, untraceable: 1.03742981701
docile, older: 1.41653332732
integral, thereto: 0.951408331693
addition, redeemable: 0.549106209791
mighty, usually: 0.408492214363
blessed, kiddo: 1.53586219696
plentiful, varying: 1.80195623711
follows, overlooked: 0.547016725249
non-partisan, unfit: 0.0
just, lower: 0.519268069245
eager, kinda: 0.443252296628
bad, religious: 0.523696689624
brand-new, tiring: 0.0
statutory, susceptible: 0.836557240694
crystal-clear, realizing: 0.0
meaningful, need: 1.26268459077
her, shorter: 0.264686276075
improvement, refined: 0.939174233669
accelerating, successfully: 0.458240664068
agreed-upon, convenient: 0.0
luckier, relevant: 0.917376380332
cattled, transitional: 0.0
comercial, deeper: -0.198664999501
lenient, me: 0.756754781221
softer, unspecified: 0.48434265025
appalling, sole: 0.154960382632
announced, skinny: -0.76904150052
patentable, self-explanatory: 0.0
frustrating, simpler: 1.8882008853
affirmative, free-of-charge: 0.0
advised, prevalent: 0.057156875882
moderate, shy: 0.657114498069
global, inequitable: 0.932154320594
objectionable, odious: 4.71369266213
underlying, upper: 0.409685446093
criminal, infected: 1.1524751031
alternative, than: 0.765907847157
marked, repeated: 1.33670158344
executed, sappy: 0.517939509834
ample, unprofitable: -0.052964989789
hlv-positive, unavailable: 0.0
irrational, state-funded: 0.0
monitored, undisputable: 0.18687200521
calm, freak: 1.67668262407
bizarre, high-quality: 0.0
invested, monthly: 0.522386569526
apparent, screwed: 0.09465604905
compelling, dickish: 1.15678272931
immediately, primarily: 0.791435263633
excessive, pretend: -0.059377276435
enriching, sensational: 0.319954603613
accountability, apologise: 0.0
losin, misused: 0.576901461941
affordable, white: 0.742353085342
loveable, ongoing: -0.189362309977
discriminate, prick: 1.25096814183
absurd, contestable: 1.92352980946
effective, likable: 1.53110832373
exaggerated, hope: 0.07953575747
reliable, undesirable: 0.974935432089
eastern, poverty-stricken: 0.0
acquired, written: 0.616184514083
poppycock, short-sighted: 0.0
fast-growing, pushy: 0.0
unified, unwarranted: 0.315408927855
baseless, tolerable: 0.907743421717
breathe, different: 0.382421545977
corny, deep-rooted: 0.0
especiaily, hard: 0.0
sparse, tailored: 1.61889757668
faultless, refundable: 0.137561127254
cautious, resolved: 1.07858651688
preferable, u.s.: 0.0
finished, hither: -0.277329981545
emphasise, move: 0.0
important, well-educated: 0.0
potential, serene: -0.328061740323
emblematic, nearly: 0.344024882068
swift, together: -0.025667095844
environmentally-friendly, intertwined: 0.0
actionable, brightest: 1.03323831942
elevated, resolute: 0.491877426069
scarce, uneven: 2.5940646831
eighth, often: -0.119220622314
recognizing, stubborn: 0.4212760521
state-of-the-art, troubling: 0.0
callous, impulsive: 3.55829022437
but, european: 0.411433947098
elusive, formally: 0.086806210213
supreme, tasty: 0.84752285086
problematic, recurring: 1.58478445966
notable, unfeasible: 0.053504470841
completely, content: 1.06524203285
difficult, usually: 1.06655069533
knowing, pro: 0.18759616364
awkward, fluid: 1.81202410034
standing, tough: 0.736472844477
underlying, youthful: 0.777989781632
fairly, uncanny: 0.144899006067
named, tired: 0.115560341522
discreet, exorbitant: 1.003290166
lower, spotless: 0.394436958021
responsible, sole: 1.5747248814
historical, stocky: 0.090086417139
admiral, automated: -0.237668886175
embarrassing, unappy: 0.0
awol, cheery: 1.10592270955
appreciable, environmental: 0.598205934049
acknowledged, in-flight: 0.0
co-, thorny: 0.0
filthy, harmless: 2.10882145176
applicable, uniform: 1.38527838787
ecstatic, gandalf: 0.0
affected, attentive: 1.0649428537
nervous, theoretical: 0.317042729844
scary, sour: 1.95349507761
challenging, politically: 1.71281218509
depressing, here: 1.07795230526
griet, inefficient: 0.0
bizarre, sporadic: 1.46818932423
follows, groovy: 0.227402538561
newborn, strongly: -0.087936887724
insurmountable, rife: 1.85849810449
circumneutral, giant: 0.0
gratifying, tenable: 1.64378776203
extreme, suited: 1.022519427
aligned, recurrent: 0.730503144847
hardworking, wicked: 1.56532951583
popular, savage: 0.905311773418
extensible, vice-chair: 0.0
fried, numerous: 0.026429403675
milder, suspect: 1.12441797266
hon, migratory: 1.01640974081
copacetic, sentimental: 1.55673379246
separate, symbolic: 0.891686930743
speedy, thought-provoking: 0.0
jump, year: 0.934643770071
forthright, withdrawn: 1.27723882386
sizeable, super: 1.00111679257
admitted, complacent: 1.41937987812
drenched, severe: 1.24575904237
internationaux, reinforcing: 0.223178739098
greedy, interminable: 1.41772295327
incomprehensible, saying: 0.741090383212
inappropriate, tricky: 1.21154217908
disjunct, statutory: 0.834704729183
crazy, something: 2.25132377352
reasonable, someplace: 1.63579414837
tricky, unlimited: 0.479784843455
foolproof, symbolic: 0.727945448066
able, indiscreet: -0.134366495504
chloe, objective: -0.292797949645
ageing, thereto: 0.0
flush, untraceable: 2.07335890702
apart, calm: 0.696294644347
impolite, lucid: 2.13235267055
bold, solid: 1.22212016173
better-quality, no: 0.0
grimmer, imminent: 2.32595094255
edible, woolly: 1.59700182615
appalling, naturally: 0.125348743682
plenty, thorough: 1.04836073775
meaner, somewhere: 1.00709638449
refreshing, thin-skinned: 0.0
deader, popular: 1.86281630297
faint, handed: -0.380174338647
interested, particular: 1.28231559038
malicious, responsable: 1.38562915544
only, snotty: 0.42621729415
kid, milder: -0.045470694259
quiet, weii: 0.0
fancy, hideous: 1.87734054163
starker, there: 1.66104641069
darker, sixth: 0.401134702348
barmy, gracious: 0.74483294603
longterm, nominal: 0.711758182516
fun-loving, jump: 0.0
cleanest, honored: 0.756721475
obscure, vice-president: 0.0
actual, starker: 2.1546135507
premier, startled: 0.170338425685
relentless, restful: 0.626867179806
holier, juvenile: -0.296337779818
hospitable, subject: 0.239925958201
flexible, tough: 1.75917713672
legit, panicked: 1.44183579963
limited, supplied: 1.02274949396
leveraged, sleepy: -0.011489577151
comercial, lastly: 1.317053159
doable, unexceptable: 0.0
lacking, repelling: 1.40112501725
poorest, sorry: 1.16417666093
apologise, wholesome: 0.0
aggrieved, yearly: -0.289090447767
telling, well-off: 0.0
broader, hardworking: -0.18733877595
gotta, jumpy: 1.67221774581
strained, unabated: 1.57780367479
educational, nigh: -0.633199907434
bad-ass, intriguing: 0.0
like, unidentified: 0.10366205278
associated, recently: 0.39031634776
globalization, insensitive: 0.818406827375
ultra-hazardous, unfeasible: 0.0
promising, repulsive: 1.09653321265
well-armed, well-done: 0
completed, fearless: 0.278873458611
inconvenient, nutty: 1.89890910269
correct, installed: 1.12290028292
equitable, predominant: 1.25278953865
comercial, self-governed: 0.0
selfish, unprepared: 2.02762301792
