mla, welcome: -0.208809581378
bro, daily: -0.109708206192
attended, dominant: -0.253319672585
otherwise, welcome: 0.754294581147
carmela, non-specific: 0
accountability, unforeseen: 0.260701813256
annoyed, well-suited: 0.0
formerly, organized: 0.365127338601
-ready, impoverished: 0.0
infrequent, official: 0.319061052753
fifth, uninsured: 0.615538218358
glamorous, respect: -0.08175136327
donkey, leave: 0.82521709581
debated, self-sufficiency: 0.0
married, populous: 0.764497225256
lye, tentative: -0.11241184205
comforting, unworkable: 0.752286140708
heaviest, maintained: 0.330267409055
higher, reassuring: 0.99711439642
near, soothing: 0.172963144763
switching, untouched: 0.035455794891
ageing, screwed: 0.0
intentionally, modernized: -0.417270657442
drunk, ecstatic: 1.26758552394
poorest, prestigious: 0.957894049505
experienced, undemanding: 0.878141050145
affected, desired: 1.33591118109
inconspicuous, segregated: 1.87757962764
deficient, generalized: 1.90101070916
profitable, released: 0.081699164684
humiliating, obvious: 1.45715663943
shocked, trippy: 0.525680005806
decided, savage: 0.011385826445
iittle, somewhat: 0.0
abnormal, faultless: 1.04049179985
calming, oral: 0.448509582312
even, sensible: 0.812957557738
desolate, desolate: 9.40011793852
presentable, work: 1.05413745539
documented, feeble: 0.22235031341
clear-cut, swift: 0.0
asinine, open-minded: 0.0
bygones, undisturbed: 1.73907402134
culpable, illusory: 1.08717922928
asking, off-the-record: 0.0
cooler, paid: -0.017797802345
plausible, puzzling: 3.27295868745
irregular, resident: 0.618629358617
insurmountable, sharp: 0.650839599597
courrier, uncontroversial: 0.443679007493
novel, s-sorry: 0.0
unsustainable, vicious: 1.36169439778
bad-looking, completely: 0.0
off-site, yellow: 0.0
imprecise, ioyal: 0.0
frankenstein, withdrawn: -0.148093003127
terse, uptown: 0.104649873993
bankrupt, mere: 0.583486832937
mixed, oriental: 1.72326562352
danger, focused: 0.233801743998
opened, staggering: 0.286263040998
detrimental, horrible: 2.18992427644
do-able, rehearse: 0.0
manifold, solemn: 0.39229376594
diverse, stale: 0.579113253349
innovative, public: 0.460801848937
justifiable, unrestricted: 0.974317680908
limited, wise: 1.13979074615
early, stiff: 0.863582598157
darn, hardest: 0.939102026389
promptly, sticky: 0.794341195465
living, unnerving: 0.597432096457
repayable, stipulated: 3.18161068211
immeasurable, witty: 0.650077824706
intertwined, wierd: 1.57086010677
inconsistent, well-targeted: 0.0
disrespect, export-ready: 0.0
darkest, well: 0.052668218549
verify, well-informed: 0.0
kid, well-off: 0.0
all-round, doubt: 0.0
explosive, useless: 0.74467653835
belated, run: 0.121260107405
muscovite, thirsty: 0.012791865444
cynical, trashy: 3.22894726367
misused, unsound: 2.6278319009
balanced, knowledgeable: 1.98214142856
intriguing, unfounded: 0.805592025928
stoned, wealthiest: 0.227351365536
belle, displaced: 0.951775202675
ideal, talented: 1.29163333589
exhausting, scarcer: 2.44368190886
laudable, omnibus: 1.101432815
earlier, plenty: -0.311468808315
benign, clarify: 0.907893653719
irreconcilable, massive: -0.012044807855
co-operative, coarser: 0.0
consideration, gaunt: -0.920149471334
minimum, unequivocal: 0.572188857264
builshit, unconvincing: 0.0
that, visibility: 0.151768517667
mental, stiff: 0.481954775748
directly, fall: 0.538027905677
subordinate, surreal: -0.035687199473
identify, medium: 0.519822703937
exceptional, sentimental: 1.11657854076
presumptuous, saying: 1.23147952389
longterm, serious: 2.07365522505
stern, underway: 0.384514565135
coarser, transient: 1.33867448494
level, particularly: 0.611278095572
present, supplementary: 0.763701186078
geek, improvement: 0.479393238241
diversified, frigid: 0.55431917973
delayed, time-sensitive: 0.0
cross-border, useable: 0.0
even-handed, paradoxical: 0.0
anonymous, forthright: 2.03477463484
applicable, first-class: 0.0
bored, juicy: 1.46204065777
atrocious, scalable: 0.557635447636
bottled, sloppy: 1.57378460614
gay, vicious: 1.55301029331
grievous, overambitious: 1.20320098336
prouder, selfish: 2.34302107553
considerably, enraged: 0.764383888832
integrating, simply: 0.385013376728
ancient, watchful: 0.385688261878
crushed, phony: 0.384091757655
life-threatening, needed: 0.0
deadly, southwestern: 2.025894191
inexpensive, mixed: 0.838609967584
-good, plentiful: 0.0
encompassing, sicker: -0.755352147222
matched, temporarily: -0.43802965242
environmental, nice: -0.232407489432
slightly, unreliable: 0.74692127892
paranoid, suicidal: 4.15397495446
excellent, unequal: 1.29702726586
droll, equivocal: 2.32227762421
standing, youthful: 0.203774168073
amazed, dotty: 1.0591454508
quickest, well-positioned: 0.0
degraded, incorrect: 2.08545376016
ionely, selective: 0.0
conceivable, stricter: 0.407772598869
flashing, max: 1.05337560413
longest, whar: 0.0
cher, flexible: -0.442868641492
committed, meagre: 0.0
better-iooking, self-executing: 0
ridiculous, weak: 1.08938212751
decent, hiv: 0.154151183851
attractive, mesmerizing: 1.45679554634
discrete, extremely: 0.905882419674
although, protracted: 0.674940891798
imperative, simplifying: 0.934426568587
action-oriented, restricted: 0.0
recheck, selective: 1.10529244286
burdensome, undisputable: -0.142008606363
chloe, manifest: 0.711536033747
flashing, green: 2.04191919176
differently, simplifying: 1.12287055468
aforementioned, determining: 0.613668879292
frightful, repayable: -0.843329600397
acceding, unexpected: 0.574118134242
hiv-positive, selected: 0.0
find, ignored: 0.152892385697
non-transparent, whilst: 0.0
characteristic, launched: 0.180025079281
defensible, unbelievable: 0.630036187807
functionally, symmetrical: 2.74429608963
double, strangers: 0.254447150815
clerical, interrelated: 0.418440620378
fuller, multi-threaded: 0.0
delicate, observed: 0.086271378291
embarrassing, skint: 1.74269469176
needy, well-documented: 0.0
goal-oriented, unprejudiced: 0.0
terrific, tom: 0.600858150237
frequent, subsidized: 0.80081213497
hysterical, unreal: 3.66330862347
daily, stringent: 0.217003629754
hairy, ionely: 0.0
daunting, successfully: 0.934617254393
drastic, unknown: 0.774408690314
-lnteresting, bottled: 0.0
imprecise, principally: 0.830681568796
cosmetic, emerged: 0.058042094716
quieter, untouched: 1.36483616342
commonplace, desirable: 2.43344307591
eager, fair-minded: 0.0
already, frail: 0.401977779968
affordable, variable: 1.50530658789
closed, coast: 0.397146174447
illogical, obsolete: 2.7223315265
geographic, yo: 0.389256376699
onerous, rock: 0.146164010356
retail, stiff: 0.345180366367
coarser, staff: -0.495780032685
creative, parallel: 0.212711592834
rough, well-received: 0.0
lightweight, tepid: 0.356920610647
presentable, unimpressive: 2.22412694385
bigger, end-to-end: 0.0
accessible, perilous: 1.17791491376
cost-effective, restricted: 0.0
handy, rife: 1.06241661749
distinctive, foolproof: 0.863009842778
fluent, overpriced: -0.018828034834
associated, two-fold: 0.0
petrified, unsafe: 2.10741977864
rock-hard, unofficial: 0.0
better-quality, sleeping: 0.0
geographically, il: -0.108677117142
magnificent, maintained: 0.541578291465
frazzled, informed: 0.534273478424
determinant, hence: 1.78825074453
all-round, wretched: 0.0
change, pronounced: 0.067279037196
1st, well-coordinated: 0.0
co-, unpredictable: 0.0
awake, repealed: 0.77983107836
appealing, even-handed: 0.0
healthier, sized: 1.04946081356
immeasurable, short: 0.569480396013
naked, overemotional: 1.95097437346
closer, craze: -0.165202635076
sporadic, unforeseen: 1.10659436367
galore, unspoiled: 1.53298605874
comprehend, effectively: 1.25474612049
liable, part: 0.303064148057
naked, under-age: 0.0
refreshing, sleepy: 1.9209376357
finer, standardized: 1.44310426553
dark, uncomplicated: 0.96952700821
affixed, terrible: 0.334653603017
faithful, wicked: 1.83025225589
course, tom: 0.153033405811
encouraged, long-range: 0.0
priceless, staggering: 2.0285623715
move, shallow: 0.455587416012
ludicrous, shorter: 0.706143863203
courageous, ever: 0.877645115798
follows, transient: -0.022690192645
improving, sturdy: 0.755737482431
likable, somewhat: 1.97292547564
injured, quadruple: -0.002408330039
heavyset, thready: 0.966265458414
nonexistent, wrong: 1.34933682992
affixed, large-scale: 0.0
smoother, wing: 0.187151374945
adulthood, omnibus: 0.889448932949
apolitical, free: 0.785045731022
brave, convenient: 0.36278489324
coast, hon: 0.258869280948
preceding, recommendable: 0.550428037791
further, identifiable: 0.091579198727
moving, okay: 0.529762272536
cheery, cranky: 3.39602564962
disruptive, untenable: 2.64717673075
all-out, strict: 0.0
amended, subject: 1.31984756761
prejudicial, thirds: -0.084176260561
dodgy, well-organized: 0.0
democratic, inflexible: 1.8377818453
death-proof, touchy: 0.0
honest, secured: -0.301484874716
corrigendum, loving: -0.176218110534
longstanding, retarded: -0.086951839315
hardest, predominant: 1.95115665466
engaged, liable: 1.1018317669
conflicting, northeastern: 0.097092173557
lethal, through: 0.574988765966
archaic, high-availability: 0.0
praiseworthy, traumatic: 0.846350195225
luck, spooky: 1.3486278192
amusing, insubstantial: 3.11300582941
nascent, uneasy: 1.47432377998
abrasive, unpredictable: 3.14706025703
enduring, foul: 0.607248963265
dazzling, doubled: 1.00154525705
courteous, jolly: 3.42222736151
rank, restricted: 0.579860283857
attended, recommendable: -0.243843251249
plain, proportional: 0.424444216087
final, strong: 0.628430498081
comforting, silly: 1.65006777793
fluid, political: 0.406782692818
accelerated, symbolic: 0.537015408543
partial, strange: 0.778331132119
allowable, darling: -0.60183576402
adequate, tedious: 0.667612931262
controlled, missingg: 0.0
agreement, unbecoming: -0.092722084932
colder, uncommon: 0.849454779273
everybody, one-sidedly: 0.0
distasteful, psychogenic: 1.70596368452
above, locked: 0.409958778265
closer, proceed: 0.592967684027
lazy, private: 0.249675367608
depressed, like: 0.963185931708
constantly, just: 0.839138531431
grumpy, stunning: 0.245646102503
lenient, named: -0.035494277635
far, specific: 0.650866076565
central, intentional: -0.148378318332
destructive, sustainable: 1.36501211051
small, uneconomic: 1.43212772642
drenched, tenuous: 0.340374379393
iittle, murderous: 0.0
subdued, western: 0.520749267971
paramount, phony: 0.125389328407
security, worrisome: 0.991928019751
generated, treated: 1.37098527051
motivation, robust: -0.011557101544
geographical, indicated: 0.62715189409
generated, moody: 0.106281765519
commendable, stern: 1.9176867618
executed, premature: 0.258063940929
micro, reasonnable: 0.0
assertive, nouveau: 0.719091662607
invaluable, otherwise: 0.968828077376
this, tolerated: 0.377373816909
endangered, real: 0.155498470731
busy, dumb: 1.3509230416
celebrated, everybody: 0.498423742879
frigid, knowledgeable: 0.076948691923
cute, unfilled: 0.038983172037
profound, unemployed: 0.229225586138
resident, well-placed: 0.0
to, well-tolerated: 0
flashing, funky: 1.24389078103
effectively, rock-hard: 0.0
bizarre, intact: 0.66797767773
elegante, nifty: 0.0
iike, previous: 0.0
bad-looking, forgiving: 0.0
sufficient, thus: 1.18352958236
oldest, sicker: 1.9744080123
edible, life-threatening: 0.0
applied, underdeveloped: 0.367016896082
demeaning, over-the-air: 0.0
thorough, thorough: 8.47970908443
inter-connected, multiple: 0.0
doubled, tremendous: 1.95006961671
comprehensible, export: 0.829414399537
realist, squat: 0.435272455248
continual, unhurt: -0.197836642632
radiant, stranger: 0.561038601786
historical, winning: 0.431223681615
deceptive, narrow: 0.951339622766
abolished, deeper: 0.116899108354
loose, pronounced: 0.08938768221
delay, weary: 0.757722255935
buoyant, unsustainable: 2.23415094406
frankenstein, well-represented: 0.0
enforceable, understand: 1.31882395376
ominous, payable: 0.343488311433
dorky, poor: 0.973271858516
creative, exhilarating: 2.42174761164
hotter, impressive: 1.08961460549
excessive, horseshit: 1.56273749017
insupportable, observant: 0.246362764188
fun-loving, realisable: 0
all-out, formidable: 0.0
supplied, sweet: 0.430600039928
idiot, mixed: 0.3121618561
democratically, growin: 1.54319191936
henry, softer: -0.000907361347
nauseous, smoother: 2.92761635145
gutsy, meticulous: 2.30458650234
awareness-raising, scanty: 0.0
immovable, unreal: 2.06956114103
unavailable, universal: 0.46465384619
seamless, unthinkable: 1.15386378681
arduous, interim: 0.763029517045
away, marty: 0.41000801147
european, salute: -0.237668373433
desolate, fuller: 0.282155373228
extant, moderately: 0.120151666773
inoperable, painless: 1.73254907458
cynical, leading: 0.240579247383
cute, female: 1.7677013938
equally, nothingg: 0.0
fifty, more: 1.05741084448
inequitable, louder: 0.413391009196
confident, practicable: 0.926129925435
abysmal, possible: 0.067121538184
stronger, supplementary: 0.873764903077
hilarious, weak: 0.197645418545
it, predictable: 0.715684184643
gigantic, statutory: 0.377263200451
named, well-balanced: 0.0
geographic, official: 0.00767197412
aroused, newest: 0.282157271089
amended, segregated: 1.11499827311
info, missy: 1.5777811722
jittery, liberated: 1.0388295528
cross, synergistic: 1.07888571394
forceful, lost: 0.061112441656
desired, distasteful: 1.50293017208
indisposed, well-developed: 0.0
freaky, shielded: 0.795948907765
intricate, unstable: 1.84820963775
gracious, unstable: 0.510655354498
blind, distracted: 1.99136967009
minute, smart: 0.87422691997
extensible, salutary: 0.528251417339
massive, reinforcing: 0.139463273782
annually, eerie: -0.065691600626
goodto, prevailing: 0.0
application, terse: 0.457043403684
bastard, wish: 1.4880930618
easy, moderate: 0.550796826458
seropositive, well-received: 0.0
marginal, viable: 1.71825556909
armored, s-sorry: 0.0
claire, discreet: 0.904565910301
correctly, government-owned: 0.0
fruitless, spooky: 0.20648929847
fairly, repugnant: 1.31324535633
adjusted, disingenuous: 0.698178132156
mesmerizing, whar: 0.0
ephemeral, static: 2.85533295389
scattered, uh-huh: 0.0
illiterate, polite: 2.12999571774
corresponding, gutsy: -0.495387482511
fbl, imperfect: 0.0
dysfunctional, gratuitous: 1.89513422966
timely, trusted: 1.02448218531
bad-looking, swifter: 0.0
honourable, lonesome: 0.0
existing, gentle: -0.203432219974
interestedin, muchfor: 0
flexibility, ill-defined: 0.0
get, state-run: 0.0
conservative, harmonised: 0.0
ethical, likely: 0.310289164725
infamous, th-that: 0.0
concerted, divergent: 1.15536664654
hopeful, touchy: 1.43511544329
prodigious, self-evident: 0.0
droll, gratuitous: 2.81495474522
disastrous, freedom: -0.013268657911
compulsory, roll: 1.04731385034
false, valid: 2.94824766003
else, precise: 0.434949505588
compliant, defeated: 0.148622125508
provision, weaker: 1.24351284851
deadly, headstrong: 1.73753533245
steadfast, tom: 0.634226159618
narrow, surrounded: 1.16349611339
answerable, open-ended: 0.0
charming, lunatic: 2.0109154409
smallest, weirder: 1.77101211588
contradictory, rubbish: 1.60002201616
distraught, honored: 1.24214018425
topnotch, unhappy: 0.523437231322
globalization, thorough: 0.843357707623
immaterial, utilized: 1.34283773185
corny, elusive: 1.29634465243
bureaucratic, good-iooking: 0.0
hurtful, right-handed: 0.0
interrelated, stepped-up: 0.0
southwestern, vigorous: 0.306337345087
cuter, smart: 2.19763566792
actually, contained: 0.595415106623
knowing, wholly: 0.664241167275
solid, uh-huh: 0.0
overripe, principal: 0.802369090118
dismal, flicka: 0.0
bold, opportunity: 0.608130135895
older, weirder: 1.9274247645
actionable, direct: 1.76296974185
regularly, well-written: 0.0
countless, reciprocal: 0.93113026903
aligned, obscene: 0.39247866704
-, pitiful: 0.0
perverse, unforgiving: 2.19107637154
primordial, unspoiled: 3.37022456279
heartfelt, hourly: 0.596891131571
precisely, tight: 0.620850876232
debated, true: 0.541084511658
disjunct, simple: 1.1518714152
finer, solidarity: -0.383429346023
false, virtuous: 1.41283839318
essentially, extensible: 1.34110260289
acknowledged, further: 0.40791718927
interdependent, multiple: 1.73969310475
affixed, fluid: 0.276987753558
elderly, selfevident: 0.0
additionally, partial: 0.641549973487
blind, high: 0.248115797087
intact, shaky: 2.48065310121
big, multiple: 1.05583716157
generous, yourself: 0.654746871262
19, representativeness: 0.0
essential, strictest: 1.73145646923
ambiguous, risky: 2.44093986021
pragmatic, u.s.: 0.0
numerous, unspeakable: 0.841341830589
astounded, tricky: 0.579845539316
19, smarter: 0.0
priceless, sympathetic: 1.00526564545
impermissible, liberated: 0.916543084168
expandable, turned: 0.347135061767
granted, happy: 0.772168981898
innocents, questionable: 0.847091567147
found, tighter: 0.252762283424
variable, youthful: 0.160442791474
encouraging, existing: 0.970710076016
costlier, stagnant: 1.69618362057
complex, woken: 0.270148529382
disclosed, sold: 1.95278828643
lye, tight: -0.130985106999
multicultural, physically: 0.385760755073
friendly, reciprocal: 1.93745729392
egregious, il: 0.552444045982
immaculate, planned: 0.203282366602
confidential, hour: 0.644476203781
marginal, stellar: 0.91087674612
effortless, underprivileged: 0.677595794796
appalling, readyto: 0.170712560156
cheaper, optional: 1.61592130756
modest, undisturbed: 1.61370247237
included, someday: 0.097408894669
flourishing, trashed: 1.03751021457
heaviest, loaded: 1.69865060784
unbearable, understandable: 2.80210259253
mightier, physically: 1.32042599541
ionely, oldest: 0.0
-sorry, audience: 0.0
illiterate, receptive: 1.23008997607
clearer, gandalf: 0.0
differing, privileged: 0.097479734535
fake, here: 0.690459404251
illegal, worrisome: 1.37049606422
complicated, unhurt: 0.534129729088
'sgoing, fewer: 0.0
darling, due: -0.019591418456
cardinal, removed: 0.843458363893
!, sensible: 0.0
dual, satisfactory: 0.377782104877
marketed, tighter: -0.227266557178
active, benign: 1.25157174905
easier, issued: 0.120730649923
applicable, fluent: 0.896064585891
mostly, stimulating: 0.648995333934
rescinded, understanding: 0.236484430163
dissimilar, impaired: 0.762844320689
flattering, uppermost: 1.33847517892
delightful, untenable: 0.529185943189
happier, newer: 1.11892318809
coarser, expanding: 0.478676106795
hooked, motivation: 0.711916621099
acute, policy: 0.492614607313
homosexual, productive: 0.773665502786
questionable, well-suited: 0.0
cinematography, premier: 0.118867563651
approved, truthful: 0.34502626181
agreed, symmetrical: 0.034676941347
humbled, unsteady: 1.86563431927
long-winded, poppycock: 0.0
cooler, customary: 1.15411393793
grumpy, honest: 2.2747588142
accomplished, implacable: 1.30052326533
very, well-behaved: 0.0
identifiable, unsavory: 1.4330125123
that, victorious: 0.363367189591
deadly, industrial: 0.716076345443
abysmal, countless: 0.900803025485
courrier, overworked: 0.805868442019
culturally, overpriced: 1.25174753727
all-important, commonplace: 0.0
mostly, overt: 0.869708994405
damaging, displeased: 1.45557875803
disastrous, newsworthy: 1.72583842496
palatable, single: 0.652594186179
personally, punchy: -0.19991639439
occupied, potential: -0.007798269958
largest, trippy: -0.156388194993
grievous, overlooked: 1.10961458774
capable, extraneous: 0.419807517068
bone-dry, radiant: 0.0
lastly, unhappy: -0.03513963577
loud, trustworthy: 0.675726601912
girl, revealing: 0.593749102142
all-round, northern: 0.0
latter, lead: 0.683172582938
coherent, introduced: 0.165400168407
discernible, sole: 1.4253418528
constant, fifteen: 0.749815360306
applicable, objectionable: 2.46005580257
lovable, responsibility: 0.775950072237
psychogenic, steep: 0.047521812817
heaviest, southeast: 1.96574582958
evening, stellar: 0.598755442707
correct, resistant: 0.804699031134
coming, treatable: 0.47343194555
disgraceful, worst: 3.19859372144
fresh, hence: 0.634632735278
dramatic, tight: 1.06831191628
bull, deposited: -0.112993483851
active, prohibitive: 0.868661808169
belle, breadth: -0.297975442572
perplexed, protracted: 0.879699099375
degraded, substantiated: 1.8897256521
highest, special: 0.923383172659
progressive, woolly: 1.19529129928
shaking, sunny: 0.769008674826
ill-treated, narrow: 0.0
realistic, silent: 0.935822886941
increasingly, sentimental: 0.445059591519
puny, tabling: 0.170282227216
magic, state-run: 0.0
brilliant, frail: 0.831803735365
pointless, self-contained: 0.0
self-sustainable, selfevident: 0
iil, proficient: 0.0
principal, wider: 0.326427523931
gullible, thin-skinned: 0.0
determinant, unusual: 0.71285486694
heavy-handed, pushy: 0.0
neat, unjustified: 0.204413640845
glad, unprotected: 0.216797694773
liquid, medium-sized: 0.0
brillant, satisfactory: 0.950756149644
altered, sole: 0.311617094598
evident, undemocratic: 0.743192262836
donkey, muchfor: 0.0
exactly, unworkable: 0.598251476577
shoot, worded: 0.851053367391
nervous, tell: 1.49444839974
coarser, tired: 1.41237612988
accuracy, industrialized: 0.21839613668
disgusting, remediated: 1.71318861237
fast, virtuous: 0.577516457757
european, passionate: -0.030824262245
impatient, inconsistent: 1.98418036828
require, sultry: -0.326252910468
formally, microscopic: 0.219922524478
involved, overridden: 0.995836652533
enriching, extensive: 1.26504888843
adverse, shiny: -0.44347211243
degraded, foolish: 0.944631765442
entirely, overripe: 1.38380022654
abusive, stiff: 0.999865671708
guaranteed, iucky: 0.0
launching, specialised: 0.0
additional, well-suited: 0.0
cosmetic, unbiased: 1.13986120313
demeaning, state-funded: 0.0
gorgeous, lunatic: 1.30734715315
cloudy, feasible: 1.40845345504
cozy, overemotional: 1.51366911404
cultural, funnier: 0.59938828893
-so, good-natured: 0
political, quickest: -0.330929020831
estimated, manifest: 0.151159052453
routine, well-documented: 0.0
prudent, ungrounded: 1.11831352544
re-appointed, routine: 0.0
aforesaid, shut: -0.606167143493
bare, incredible: 0.951749215291
action-oriented, lackluster: 0.0
unambiguous, unconventional: 0.982528722387
complacent, fully: 1.30332625239
chaotic, opened: 0.694688718429
cohesive, supreme: 0.670483017549
antagonistic, disrespect: 3.00778428412
previously, worthy: -0.069362557235
dim, hilarious: 0.907054619372
cleared, fifty: 0.206842763744
normal, reason: 0.482018252007
individualized, limber: 1.11187036035
inadequate, pro: -0.217521974211
grand, longer: 0.015514375459
narrower, panicky: 0.035568798172
afraid, mindful: 2.84696425319
binding, fairer: 1.26434735806
jam-packed, patent: 0.0
needless, solemn: 1.79534141096
elusive, tenable: 1.67536197595
careless, trained: 0.907674332428
hlv-positive, negligible: 0.0
interoperable, lenient: 0.614780813904
private, relative: 0.338036974389
briefly, debated: 0.787553172662
painful, phenomenal: 1.13296169777
bored, troubling: 0.523679184921
taken, vacant: 0.937929396395
cruel, yet: 0.477495199315
refundable, run: 0.34782360098
forgotten, understandable: 2.07536905039
ecological, inevitable: 1.37675010461
burned, co-operate: 0.0
aging, older: 3.83369457219
allowable, early: 0.310032996073
for, refined: 0.183951478345
rock, self-aware: 0.0
furious, spotless: -0.00941758169
fantastic, lacking: 1.50173575236
fascinated, immovable: 1.37250763758
anxious, delay: 1.11828116655
claire, pro-choice: 0.0
fancy, huge: 0.725410320196
deprived, off-the-record: 0.0
happier, overly-high: 0.0
attended, democratic: 0.416756705226
overemotional, unremarkable: 2.02062640114
case, morbid: 0.337930752541
tenacious, terrorized: 2.21841149315
okey, overridden: 0.272718798063
short-lived, terrorized: 0.0
elsewhere, long-term: 0.0
rooted, sane: 1.33519972763
burned, weary: 1.14310882423
deadly, democratically: 0.832288708387
forever, presumptuous: 1.14132489907
frightening, paradoxical: 3.05442277467
fast-switched, particular: 0.0
friendly, sentient: 0.852149535494
assured, okay: 1.60621117802
-lnteresting, dispute: 0.0
foul, history: 6.48844679998e-05
'sgoing, excellent: 0.0
exceptional, novel: 0.208156542409
ecological, unattainable: 1.00137880453
recognized, unforgiving: -0.101769634215
begin, inequitable: -0.022219037743
compliant, knowledgeable: 2.10460711594
jeopardized, self-contained: 0.0
asian, overjoyed: -0.329092057025
deserved, widespread: 0.793999256522
fit, modernized: 1.37024082389
strengthening, trippy: -0.433859191075
environment, non-compensatory: 0.0
admissible, thoroughly: 0.36590059512
already, topnotch: 0.578369361361
overambitious, perpetual: 0.439267609327
hopeless, optimum: 0.775141150945
personal, revealing: 1.53195951226
academic, immaculate: 0.494222047524
certain, certain: 3.97186718839
grimmer, intelligible: 0.541636690711
prosperous, unidentified: 0.011147815369
extant, nauseous: -0.572264566257
carefully, insecure: 0.095580314691
enrolled, regular: 0.552620113108
bright, incalculable: -0.201540324576
frantic, humiliated: 0.791405141611
passionate, therefore: 0.105494944966
advertised, sluggish: 0.726759397508
better-educated, phenomenal: 0.0
indisputable, repelling: 0.688550183915
paid, remediated: 1.70231813694
cleared, disproportionate: -0.341908345133
dope, well-armed: 0.0
admiral, clinically: 0.348232175496
pathway, uniform: 0.386331492246
finally, hard: 1.27090154164
gratuitous, systematic: 1.72435343201
many, meager: 0.92247058267
living, represented: 0.420999248084
hearty, subsequent: 0.529494836941
disastrous, interdisciplinary: -0.443290850543
counterfeit, well-written: 0.0
built-in, wierd: 0.0
remaining, simillar: -0.089473123259
modest, now: 0.324230238995
cooperative, majeure: 0.374258245951
forthright, senseless: 1.09624780237
corny, preoccupied: 1.10906348337
problematic, vast: 0.618519823608
de-insured, settled: 0.0
naughty, underdeveloped: 1.06534193692
breadth, provisional: 0.159016986915
ignorant, meagre: 0.0
wished, written: 1.1315193949
indigent, strengthened: -0.215865108386
illegal, rash: 1.17882172612
fulfilled, sacrosanct: 1.9628363312
emblematic, lousy: 1.02907134811
dear, famous: 1.54547162955
joyful, undisputed: 0.1583544194
emphasise, uncompetitive: 0.0
deserved, om-mazing: 0.0
burdensome, immovable: 1.29092448922
easiest, material: 0.157128972414
brain-dead, deserved: 0.0
anything, simplified: 0.07586912222
cancelled, resilient: 0.0
co-ordinated, overheated: 0.0
statewide, welcome: -0.279481054372
broke, established: 1.31611999819
desolate, ordinary: 0.726397918234
appropriate, empowered: 2.05506855696
marine, secure: 0.404790041889
luck, nigh: 1.47322954557
disadvantaged, woken: 0.539518525319
multi-threaded, previously: 0.0
cancelled, similarly: 0.0
answerable, mandatory: 1.73302212974
flawless, psychogenic: -0.393205983342
larger, satisfactory: 0.940099244992
given, single: 0.172260950579
costlier, larger: 3.16809348345
quickly, simplified: 1.60174988433
cost-shared, operational: 0.0
momentous, overheard: 0.363644437112
lucrative, say: 0.563692099454
fit, southeast: -0.232943712152
reassuring, regularly: 0.87655105848
challenging, threaded: -0.070900043112
destabilizing, erroneous: 1.93289588769
represented, well-planned: 0.0
off-the-record, sociable: 0.0
sentient, suspicious: 1.7692910665
rare, reduction: 0.166366087091
celebrities, though: 0.390883530287
indecent, pleasing: 1.50730996989
erected, high-quality: 0.0
recheck, unsound: 1.51088587638
awaken, unsound: 0.825147413598
calming, opened: 0.206449325222
further, industrialised: 0.0
oversensitive, pointless: 1.91609879833
populated, stylish: 0.874076682589
morbid, pursuant: 0.03355509277
grimmer, unspecified: 0.795339094814
drier, ruined: 0.964660177746
teeny, treasured: 1.62411537663
insufficient, loveable: -0.420242446975
fifteen, susceptible: 0.58618638223
isolated, modernized: 0.857870552315
advised, invalid: 0.973491691973
basic, undetermined: -0.066873793573
familiar, pertinent: 1.32937254462
proactive, stifling: 0.397809213772
believable, remarried: 1.4652585871
costeffective, mysterious: -0.200651213698
courteous, straightaway: 1.13525955888
private, tentative: 0.767156064768
little, silly: 1.78231491268
also, deliberately: 0.970752430394
frustrating, tabled: 0.874423714697
immense, swearing: 0.191419403664
newest, shameful: 0.605406099973
eligible, well-reputed: 0.0
ambiguous, self-conscious: 0.0
appreciated, northeastern: -0.383624978848
concrete, uncommon: 0.427191618026
overpriced, uncomplicated: 1.23574603756
conducive, realist: 0.819532829969
busy, moron: 0.728312197877
nonexistent, preferable: 1.59654112483
hurtin, well-organized: 0.0
liquid, self-employed: 0.0
thoughtful, unaltered: 0.194655602762
darkest, generalized: 0.739090502476
hurtin, ju: 1.42085557132
enhanced, psychotic: 0.697833242334
relieved, thereto: -0.504283308762
psychotic, undisputed: 0.034109137919
asking, iate: 0.0
enduring, heavy-handed: 0.0
compliant, weil: 0.543438839005
determining, shot: 0.164988438868
disclosed, heaviest: 0.799023996518
black, restless: 0.37878440225
reimbursable, trivial: 1.48122982685
nosy, upset: 1.67998823247
ever-changing, finite: 0.0
out-dated, salient: 0.0
-lncredible, straight: 0.0
brighter, realizing: 1.09972332525
overworked, tolerated: 0.448232684972
fewer, well-maintained: 0.0
pushy, ridiculus: 0.810908292546
baseless, crafted: 0.619364183109
scientifically, stable: 0.907902609706
macabre, policy: 0.279119842406
sacrosanct, scientifically: 1.52598707256
living, long-standing: 0.0
adversarial, encouraging: 1.02521718735
luke, payable: 1.15211574298
notorious, unanimous: -0.202517202593
distinguished, plain: 0.210123305921
delay, tall: 0.099507969503
discreet, sunny: 0.84712034214
cost-effectiveness, guaranteed: 0.0
committed, seen: 1.11463814642
disrespect, remarkable: 0.408657250014
early, fascinated: 0.15770807385
awaited, underlying: -0.090705324549
cited, rife: 1.72372848621
long-range, persuasive: 0.0
looser, single-ranked: 0.0
