disparate, finally: 0.386896262475
ail, enraged: 0.040819235941
outermost, super: 0.504024901666
graver, sudden: 0.375213691686
gone, wary: 0.75256077821
outgoing, sustainable: 0.324443650083
finicky, wait: 1.20548001923
closed, informal: 1.39597640838
inconspicuous, neighbours: 0.0
starker, widening: 2.06985793946
marginalized, prick: 1.40121773802
bogus, single-ranked: 0.0
taller, unnecessary: -0.068282310876
funded, operative: 0.671108532954
peripheral, specified: 0.9811144661
destitute, well-lit: 0.0
funky, hard: 0.874220029646
conscientious, weakest: 0.39784655952
additional, smarter: 0.322469085699
brighter, sound: 1.00355075387
lazy, sweet: 1.97826895953
commended, treaty: -1.06837387459
pitch-black, trivial: 0.0
increasing, precarious: 0.951737275637
abysmal, starker: 2.4303568887
fucked-up, move: 0.0
exempt, treaty: 1.76985625761
across-the-board, all: 0.0
discreet, excellent: 0.698856377193
checked, dumb: 0.56718338839
praiseworthy, refrigerated: 0.483264116379
advertised, critical: 0.04485580941
much, overburdened: 0.963464560061
marvelous, slower: 0.415851943864
perplexing, widest: 0.650067403127
constituted, hilarious: 0.819014444737
last, shitty: 0.391745166245
considerate, set: 0.263387662934
legal, overwhelming: 0.429283313637
long-lived, progress: 0.0
prodigious, self-governing: 0.0
minor, teeny: 1.77942468995
frozen, limber: 1.22670957497
initial, mind-boggling: 0.0
confused, required: 0.602649735247
fulfilled, needed: 0.533648192105
engagement, fascinated: 0.504352271548
better-educated, geographically: 0.0
happen, requested: 0.25606199112
curious, luck: 0.897155289083
effective, shaky: 0.892467196821
frozen, intrusive: -0.563308026118
glad, rock-solid: 0.0
courageous, weak: 1.23778332751
absent, by: -0.04209161375
supplementary, sustainable: 0.853036026892
docile, modified: 0.956397936523
comprehensive, reaching: 0.742079474744
precious, smokin: 0.465960889444
realisable, thank: 0.0
sound, stopped: 0.557007336812
commended, unwell: 0.625819247402
extensive, shy: -0.606768448095
courteous, honoured: 0.0
implacable, unachievable: 2.30724995777
miserable, seventh: 1.18247680767
admirable, eager: 0.83663663176
kiddo, richer: 1.06845740765
delineated, differing: 1.7779344036
inspiring, unjustifiable: 0.468210434735
available, constantly: -0.115686400866
-lnteresting, bad-ass: 0
hysterical, physical: 0.711988390368
inspiring, thoroughly: 0.367112759735
non-competitive, ungrounded: 0.0
considerate, timid: 3.17531970381
deductible, enriching: 0.421844305938
accelerated, aforesaid: 0.888028801892
fair-minded, preliminary: 0.0
drenched, unchanged: 1.29136626252
different, profitability: 0.016678669265
dead-on, received: 0.0
stronger, vice-chair: 0.0
explicit, unaware: 1.68746863732
awestruck, compared: 1.08405762933
eco-friendly, tiny: 0.0
then, wider: 0.118532047811
drenched, precisely: 0.375338412604
ageing, tiny: 0.0
regrettably, responsive: 1.06614161302
infamous, restored: 0.224810834675
skilled, thirds: 0.094398278941
lenient, treated: 2.02509439134
magnificent, out-dated: 0.0
constructed, formidable: 0.698871162801
shoot, underfunded: -0.114842046038
self-sustained, twelve: 0.0
faultless, kane: 0.708023906815
debate, north-west: 0.0
on, wacko: 0.094128863729
lastly, stupider: 1.53445633799
forgotten, persuasive: 1.01041915836
coarser, smitten: 1.27750372303
disastrous, psychotic: 0.609129285454
infected, large-scale: 0.0
korea, overkill: 0.537786624622
a-okay, renowned: 0.0
potent, smokin: 2.18436563985
functionally, locked: 0.520790005367
clara, emblematic: 0.255406025143
dirty, ensuring: 0.233067325199
definite, enduring: 1.08174900926
large-scale, prohibited: 0.0
stronger, terminated: 0.190134048819
leaner, primarily: 1.10215476871
favorable, minuscule: 0.984156004467
open-minded, vice-president: 0
clare, severe: -0.259059167895
elementary, promising: 0.043820957433
prudent, truer: 1.57436098406
equally, rigorous: 0.3034443865
understand, welcoming: 0.725175485284
affordable, pale: 0.135838904415
reprehensible, understandable: 2.07619906797
exemplary, limber: 0.414483008957
globalization, non-exclusive: 0.0
happy, participants: 0.028806447151
degraded, tabling: 0.086507376753
fanta, pretend: 0.704245806606
fixated, psyched: 2.42243610962
boundless, just: 0.533619125363
immaculate, overripe: 2.71459131582
expedited, improved: 1.81579343846
dependent, unavailable: 1.89235842174
folks, identifiable: 0.085206741302
born, sharper: 0.806436644732
opposed, science-based: 0.0
firstly, implemented: 0.875811792721
miniscule, probable: 0.770475039523
expedient, supplied: 0.213112905579
elevated, uniformed: 0.64690447966
additionally, tentative: -0.170714278676
resident, vice-chairperson: 0.0
useable, well-managed: 0.0
horny, unrestricted: 0.900015373077
fatter, lacklustre: 0.0
hiv-positive, undetectable: 0.0
administered, cleaner: 0.349561910519
receivable, self-executing: 0.0
iovely, nuts: 0.0
kind, persuasive: 0.887027233587
asshole, minuscule: 0.004056125757
complete, results-oriented: 0.0
abnormal, cruel: 1.85710817258
all-round, gullible: 0.0
formal, frail: 0.684570457795
poisonous, slimmer: -0.540029558058
lunatic, stable: 0.254864004049
across-the-board, america: 0.0
alert, stay: 1.91967287188
busier, richer: 2.58706660851
functioning, non-specific: 0.0
bummed, generalised: 0.0
ever-changing, simplified: 0.0
underfunded, well-positioned: 0.0
cited, sorr: 0.0
panicked, responsibility: 1.47083953993
ignorant, proficient: 2.56686983555
treacherous, woken: 0.231052649163
abnormal, rusty: 0.798979891832
anything, iittle: 0.0
repeating, try: 1.12602863444
fertile, rising: 0.890617956004
adaptive, succeed: 0.574761277548
de-insured, thank: 0.0
consolidated, nonsense: 0.375538343251
flattered, politically: 0.802005222324
leaner, south-east: 0.0
butthead, peripheral: 0.824244949536
a, change: 0.0
inter-dependent, managed: 0.0
scientific, some: 0.715733755943
gracious, often: 0.689502850425
brisk, virtually: 0.645710819149
fearful, marvellous: 0.0
indispensible, quicker: 0.889832845678
david, wary: 0.184044581119
disastrous, everybody: 0.599670668113
entrenched, vegas: -0.263917557534
abhorrent, missing: 0.32746927852
laborious, noted: 0.403705333373
crummy, well-trained: 0.0
brand-new, subject: 0.0
cranky, exceptionally: 0.598039338506
fluid, go: 0.149515436639
fiercer, inherent: 1.33383232333
leveraged, opposite: 0.053044785906
embarrassed, momentous: 1.152760652
free-of-charge, pending: 0.0
happier, increasing: 0.337699056729
disproportionate, historical: 0.766350142158
lesser, noble: 1.40118913107
constant, obscure: 0.646986352191
magical, unimportant: 1.21076076626
flattered, incredible: 2.38695123917
conflicting, insane: 1.37197059231
fried, skeletal: 1.71468871228
applied, overwhelmed: 0.63419916966
illegal, lethal: 1.63569401977
assured, better-quality: 0.0
fascinating, lacklustre: 0.0
radical, strict: 2.04662640244
precarious, soft: 1.32898162996
merry, stillborn: -0.314126035414
compulsory, ironic: 0.744762813597
balanced, wide-open: 0.0
beautifui, henry: 0.0
action-oriented, unconventional: 0.0
blank, lame: 1.87792908639
overwrought, undeveloped: 0.717589371501
apposite, clueless: 1.7865175202
honourable, lacklustre: 0
interim, naked: 0.138786385877
omnibus, uncomfortable: 0.383555630211
extraneous, singular: 2.00873816975
lowest, repeated: 0.53244606873
before, understood: 0.844611692821
competitive, introduced: 0.786063374243
accused, coast: 0.77538945481
ridiculous, shaun: 1.25403314652
impatient, tedious: 3.11295409412
moderately, surrounded: 0.067637761365
exaggerated, infeasible: 2.50233018855
competence, uncommon: 0.825889425671
pursuant, unpopular: 0.542025072301
annually, cohesive: 0.057228323956
iate, narrower: 0.0
accelerating, well-paid: 0.0
humble, imperfect: 1.78197885895
broader, richer: 2.01607385871
shipshape, shy: 0.471776868779
green, processing: 0.605431694627
noisy, redeemable: -0.226472994456
inexpensive, sealed: 0.260036474128
doable, unreal: 3.03073673637
freak, tiring: 1.4353642289
better-quality, turbulent: 0.0
commitment, only: 0.343513355295
articulated, rapidly: 0.001344815044
apparent, pathetic: 1.47727936128
irrational, slow: 1.07729511375
muchfor, thanks: 0.0
leaner, overweight: 2.3737352062
antsy, outside: 1.44055056441
sicker, slimmer: 4.38291022053
filed, legendary: -0.135000307749
distressing, wonderful: 2.43910569297
incidental, primarily: 1.8708139531
booming, unsound: 0.529827516036
restored, squeamish: -0.306658614211
entertaining, recheck: -0.364880053951
attractive, open-ended: 0.0
heart-warming, noteworthy: 0.0
minor, newer: 0.913743009743
below, gotta: 1.2087801379
plausible, surrounded: 0.146551929419
emerged, rock-hard: 0.0
exemplary, stunning: 1.42834094116
bottled, complimentary: 1.00841456756
greener, visibility: 1.00417820337
asinine, lukewarm: 1.50450336205
called, furthest: 0.093964253217
jolly, sharper: 1.09798434032
disjunct, unidentified: -0.114989179711
full, harmless: 0.255352428232
individualized, inhumane: 0.833642307375
dishonest, sad: 2.34837918282
promising, significantly: 0.770832309075
sedentary, understand: 0.859309769924
adjacent, sunny: 0.781927236806
doubled, fast-growing: 0.0
leveraged, unprepared: 0.746340388779
liberal, self-employed: 0.0
intended, slender: 0.301098788115
clare, eleven: 0.253928938875
discretionary, rationalized: 1.5760825065
horrific, technology-neutral: 0.0
dissimilar, first-class: 0.0
galore, paid: 0.216418152551
earlier, fuller: 0.711761617373
drenched, tougher: 0.381645668787
inequitable, irrational: 3.54616329368
crushed, prestigious: -0.330820046619
capable, well-established: 0.0
gratifying, pale: 0.83092744106
aging, best-known: 0.0
allowable, monthly: 1.3953730043
admirable, pretentious: 2.90358756156
enough, loyal: 0.970698558237
heavy, jurisdictional: 0.046055525021
classical, substandard: 0.328284238866
dead-on, well: 0.0
inconclusive, subsidized: 0.097012690994
extant, symmetrical: 2.23403255105
best-known, blow: 0.0
most, wary: 0.434628852642
retarded, true: 0.877914477483
permitted, various: 0.758642323521
adorable, unharmed: 2.74122247416
following, frazzled: -0.213844344023
lowest, realistic: 1.16709355088
doin, typical: 0.764109035997
abnormal, subject: 0.418332599747
classified, met: -0.072716369088
firm, heavy: 0.634599564403
clare, get: 0.284673799248
perilous, sustained: 0.263656498431
agreed-upon, hurt: 0.0
basic, lame: 1.37643621113
whassup, wrong: 0.719787192691
memorable, unsanitary: 1.1835778908
cheery, greatest: -0.15259202094
smitten, snotty: 3.44934421819
amusing, sentient: 2.6702552477
awful, intended: 0.524587523263
dominant, tan: -0.190790544898
euphoric, marine: -0.287839985622
high-availability, minus: 0.0
demeaning, injured: 0.425767576097
few, flammable: 0.459581081321
prodigious, unwell: 0.534010152296
harder, multi-threaded: 0.0
nigh, nuts: 0.379574310528
intelligible, remarkable: 0.517187922725
imperceptible, phenomenal: 1.27173361827
monstrous, practice-oriented: 0.0
concerted, normal: 0.212270336047
antiquated, marine: -0.13084963969
back, recently: 0.346946125234
insured, through: 0.34859621214
co-operate, improbable: 0.0
biased, invisible: 1.21854828546
fast-switched, safest: 0.0
away, hurting: 1.07147802088
blurred, commercial: 1.25753729688
blunt, out-dated: 0.0
six-year, tall: 0.0
beastly, practicable: 1.1339901859
hour, paranoid: 0.418331756236
decisive, on: 0.598786642324
tonight, verify: 0.310244913532
feeble, out: 0.349608698348
calm, pathway: 0.00015213857
damaging, somewhat: -0.077630078598
gruesome, yes: -0.024739645591
opposed, smarter: 1.1011382457
average, ghastly: 0.344806858837
complementary, proceed: 0.577523727722
dre, stand-alone: 0.0
peachy, then: 0.565326406533
immersive, representative: 0.414505108676
counter-productive, persistent: 0.0
evil, temporarily: 0.438358721586
unfathomable, urgent: 1.22666239264
helpless, private: 0.311390960266
busy, inconclusive: 0.542747146902
incapable, key: 1.0807440668
propitious, various: 0.639802774454
nearest, stiff: 0.09423899685
precise, reimbursable: 1.25671053539
complementary, genuine: 1.17474792083
designated, thereto: 1.87670041658
damaged, salient: 0.160331873196
co-chairperson, shitless: 0.0
baby-sitting, neutral: 0.0
cheerful, relevant: 1.00026083653
mostly, short-sighted: 0.0
less-favoured, mission-critical: 0
over-ambitious, subtler: 0.0
impossible, tell: 1.11043727209
occupational, well-received: 0.0
remediated, skeletal: 1.06967553958
brand-new, liked: 0.0
increased, nominal: 1.18639178043
accessed, nothingg: 0.0
rationalized, rugged: -0.398822216026
homesick, ill: 4.01417600736
longer, non-transparent: 0.0
tired, well-targeted: 0.0
popular, top: 1.30012380711
individual, ungrounded: 0.607269264238
scalable, world-wide: 0.0
defensible, self-contained: 0.0
commonplace, praiseworthy: 1.2619113137
everybody, restless: 0.623988637106
inconsiderable, shot: -0.288938073654
juvenile, well-reputed: 0.0
effective, suspected: 0.566170775118
untouched, unwarranted: 0.8569178174
convincing, welcome: 0.693491812188
enlarged, informal: 1.24102761162
frank, stillborn: 1.67088749152
culpable, legendary: 0.050095842713
indicative, shortly: 0.644209280957
false, injured: 0.706231298573
interoperable, well-educated: 0.0
especially, excitable: 0.55258026854
celebrities, slimmer: 1.92041400034
proficient, uneven: 0.978095953174
cheesy, devastating: 0.929883107896
begin, lookin: -0.419630721176
mimi, nearby: 0.118618280612
fussy, giant: 0.408599621801
dim, inferior: 0.828413322932
fragile, individual: 0.810192637661
aesthetic, firmer: 0.57583737592
loverly, newer: 0.539686823758
tailor-made, uptown: 0.0
regretful, stricter: 0.353248293799
green, happy: 0.866944342851
inconsistent, successfully: -0.028402948352
okey, optional: 0.373763265819
funnier, unsuitable: 1.45753495641
narrower, worthwhile: 0.194596758193
distribution, terse: -0.248954521805
differing, unspecified: 2.35358875535
carefully, obsolete: 0.440870248204
sharper, usually: 0.716374858275
scant, symbolic: 1.33566703108
set, whatever: 0.66898703775
careless, repealed: 0.546526231351
stifling, unprecedented: 1.46092883536
friends, held: 0.121154279024
attended, henry: -0.533830189094
laughable, well-documented: 0.0
impatient, remaining: 0.133916945691
'sgoing, patchy: 0.0
meagre, super: 0.0
e.g., repulsive: 0.0
illicit, mama: 0.394738977238
anything, unbelievable: 2.19538174821
ageing, palpable: 0.0
joyous, simplifying: 0.390108636919
handled, smart: 1.04799613344
crystal-clear, well-designed: 0
armored, mesmerizing: 0.258470735423
fluid, newest: -0.070397656425
straightaway, unfair: 0.487053626738
industrialised, schizo: 0.0
confident, luck: 0.656460655685
jurisdictional, slim: -0.390140295176
in-progress, reduction: 0.0
rugged, self-evident: 0.0
spontaneous, yesterday: 0.125748287026
darling, retail: 0.273719144721
generated, vulnerable: 0.286472063584
afraid, cleverer: 1.91639474347
dormant, rad: 0.359803621264
merciful, time-consuming: 0.0
realisable, seductive: 0.0
repeated, three: 1.09593426746
deductible, idiotic: 0.930294950047
creepy, hardest: -0.147394573626
accelerating, undignified: 0.369237144195
economically, ionely: 0.0
marked, scaleable: -0.036619568232
ethical, healthier: 1.5515142127
export, ten: 0.319234511109
peachy, worrying: 1.75045264562
died, repayable: 0.843741792293
loco, oversensitive: 1.34234160519
good-looking, rarer: 0.0
determining, riveting: 0.310217760074
foolish, refrigerated: -0.665271250241
mentioned, sacrilegious: 1.47294208941
nonsense, sentimental: 2.03342341946
nonsense, unproductive: 1.53987957752
intimate, proscribed: 0.305522678466
main, remarried: -0.225296911455
handsome, heavier: 1.11234559172
