filthy, pitch-dark: 0.0
changing, positively: 1.35513635671
nicer, schizo: 1.37383295037
ubiquitous, well-known: 0.0
higher, respected: -0.023211478398
self-contained, useful: 0.0
essential, ever-changing: 0.0
long-lasting, ultra-hazardous: 0
romantic, sober: 2.18218398193
lunatic, revealing: 0.135628828556
cheap, looking: 0.91039531336
green, secure: 0.858372880992
colder, joyous: 1.36904971142
international, old-fashioned: 0.0
over-ambitious, self-supporting: 0
hurting, willing: 1.81501401138
industrialized, soon: 0.249237475092
hungry, impaired: 0.801770392907
higher, longer-term: 0.0
deep, one-sided: 0.0
inoffensive, pretend: 2.03517419666
elevated, well-educated: 0.0
cooperative, monumental: 0.344608387079
intact, shallow: 1.39405223857
eco-friendly, prejudicial: 0.0
fascinating, overemotional: 1.21023463594
touching, wreckable: 0.0
concise, flicka: 0.0
affordable, two-thirds: 0.0
going, relieved: 1.52909139671
elevated, occupied: 1.45041682713
categorical, initial: 0.694505336154
disorientated, egotistical: 1.86246848429
approved, easiest: 0.574641441443
checked, unpleasant: 0.275459189456
frozen, well: 0.187020733632
nude, stringent: 0.067246140559
blameless, glad: 1.0722246129
dishonest, treacherous: 2.61914074256
abysmal, aggressive: 1.07309933048
freest, friendly: 2.49791108178
west, whole: 0.573061057503
obliged, unsavory: 0.918886788924
miserable, non-specific: 0.0
authorized, old-fashioned: 0.0
familiar, notable: 1.52289812415
personal, swift: 0.634706339654
optimal, unthinkable: 0.984593318279
needed, unwell: 1.340941975
iike, prevalent: 0.0
black-hearted, selfevident: 0
discernible, notable: 3.02035285225
connected, ensuring: 0.639073520036
energetic, longterm: 0.218086447023
freer, subdued: 2.69574996839
poppycock, watchful: 0.225666136696
enraged, screwed: 2.32939299962
crummy, relentless: 1.37947631315
infuriating, overripe: 1.95060281332
pale, regardless: 0.54966574272
fortunate, punchy: -0.122266468642
comprehend, wrong: 1.23518255166
meager, softer: 0.920337865085
dear, stir-crazy: 0.0
psychogenic, topical: 3.11745726783
comprehensible, everybody: 0.666645537809
evey, malicious: 0.658202418641
little, morbid: 1.06040512334
finally, regardless: 0.78812392039
tenable, viable: 4.55053265138
complicit, motivated: 1.91974332394
primarily, visual: 0.534897067434
infeasible, secondly: 1.20591151086
fair, unachievable: 1.14786670813
potential, self-sustaining: 0.0
below, bleak: 1.23752761194
scalable, them: 0.137750648125
directly, wing: 0.255601922528
ripe, tough: 1.84658231474
multidimensional, revealing: 0.624162246806
darn, wiser: 0.786777477631
acquainted, builshit: 0.0
responsive, sustained: 1.37981650318
economically, rubbish: 0.020454047995
extensible, flammable: 2.37297455889
exhaustive, proactive: 1.25939066293
negligent, non-specific: 0.0
consulted, warned: 2.10221427447
alternative, granted: 0.06232285864
mixed, virtuous: 0.298447658984
comercial, safe: 0.127062338478
principal, two-thirds: 0.0
self-reliant, theoretical: 0.0
contemptible, huge: 0.101329381349
better-quality, ma: 0.0
defensible, foutu: 0.0
dreamy, smitten: 3.49078930612
conspicuous, sole: 1.59398683301
intrusive, latest: -0.057864052481
demand-driven, distributed: 0.0
bolder, booked: -0.288693152571
-good, challenges: 0.0
daft, wetter: 1.40034064855
bullshit, wasted: 1.52542333084
positioned, slimmer: 1.35120923515
freak, gravest: 1.33230385821
use, wacko: 0.219060156163
irritating, jolly: 2.29047722422
oral, thriving: -0.998122789371
cost-effective, determining: 0.0
convincing, testy: 0.819690989461
administered, lenient: 1.14671821285
accurate, action-oriented: 0.0
regretful, senseless: 3.50272947038
cheaper, screwed: 1.16277809293
emotive, total: -0.141789014808
cancelled, transitional: 0.0
infrequent, topic: 1.62645840718
facilitated, iate: 0.0
elsewhere, interdependent: 0.324407270317
appreciated, hardworking: 1.76693486794
1st, everywhere: 0.487603465605
disabled, rich: 0.514282405319
prodigious, prudent: 1.13357521257
timelier, wide-ranging: 0.0
ecologically, environment: 3.71334112619
well-founded, with: 0.0
lacking, princess: 0.057340516255
doin, opposite: 0.590200303566
visible, well-received: 0.0
fatter, soaring: 1.79601182327
due, evil: -0.497035370477
complicated, fine: 0.607344702261
wait, wild: 0.591571387722
secretive, tailor-made: 0.0
friendlier, sunny: 2.82754512906
horrendous, nicer: 1.50381241255
erected, fifty: 0.622722888859
gaunt, suddenly: 1.85968783473
horrendous, poorer: 1.42597318717
acceptable, multi-faceted: 0.0
commended, corrigendum: 0.99136286799
synergistic, worrying: -0.206604865759
crafty, minor: 0.934097394654
darn, particularly: 1.11574112017
lookin, paid: 0.55710251317
finicky, generalised: 0.0
joyous, lowest: 0.671884308835
gutsy, nice-looking: 0.0
committed, mesmerizing: -0.183265906919
disrespectful, foul: 3.03375915523
participants, peaceful: 1.39738717066
move, outstanding: 0.06273180077
classy, slow: 0.925131559955
polluting, unsuccessful: 0.208933634381
giddy, terrible: 1.74308372082
spaced, trite: 1.53604711354
standing, younger: 0.484356358546
displaced, toast: -0.039706139561
astonishing, mistaken: 0.402668176193
groundless, inescapable: 1.42356211283
applied, unproblematic: 1.16951291966
generic, vacant: 0.796388069329
astute, purty: 1.50584434561
alarming, promptly: 0.728248917793
bare, radical: 0.467350377876
low, palatable: 0.309805079042
equally, moronic: 0.608119305941
a-okay, mandatory: 0.0
grown, warranted: 0.539124816571
cranky, why: 0.715218395493
freaky, steady: 0.568170993969
lamentable, nutty: 1.43482119511
breadth, declared: -0.046660600006
ma, violated: 0.099234541821
prodigious, unsure: 0.372494580178
stand-alone, well-trained: 0
speedy, vice-chair: 0.0
disruptive, wanna: 0.395999674102
re-routed, transnational: 0.0
busted, lovely: 0.368598073242
depressing, enraged: 1.30662311231
popular, wiser: 0.512400660925
bigger, cuter: 4.34666907718
immovable, necessary: 1.38300040279
guys, reimbursable: -0.138450264132
a, open-minded: 0
madness, smoother: 0.283354424479
constrained, relentless: 1.0003196158
dumb, occupational: 0.000572690103
uneconomic, well-positioned: 0.0
extensible, gigantic: 0.724203705964
annually, dope: -0.054494952424
exposed, net: 0.307923867133
integrated, unpleasant: 0.445529319001
astonishing, realisable: 0.0
african, forthwith: 1.05120553762
included, well-controlled: 0.0
okey, tailored: 0.241222762552
2nd, near: 0.842402033374
french, stable: -0.119367809304
fulfilled, protracted: 0.585213919597
later, mission-critical: 0.0
criminal, horrifying: 1.17339950537
big, unproblematic: 0.433175170189
admitted, craze: -0.065106619968
accountable, mimi: -0.138591789039
disorientated, high-tech: 0.0
contemporary, inalienable: 0.117385140472
close, juicy: 1.07769683998
canceled, right: 0.019725752086
omnipresent, primary: 0.790332254022
merry, odd: 1.43880151104
loyal, purty: 0.302393857946
correctly, wealthiest: 0.328259344021
safer, thus: 0.735752814439
disputable, worse: 1.17363996124
economic, naturally: -0.03824699051
brutal, straight: 1.17618725961
duty-bound, painful: 0.0
trusted, weaker: 0.529156751488
bummed, longitude: 0.633025312769
agile, re-appointed: 0.0
close, dynamic: 0.503990565462
cleared, primary: 0.12097447757
monitored, possible: 1.07161082587
inexcusable, soft: 0.22434067992
exclusive, good: 0.383122013044
iegitimate, inclusive: 0.0
insulted, unprecedented: -0.002512001844
occupational, scared: 0.360907622912
gratuitous, stumpy: 1.70790980529
facilitated, illegal: 1.80239983149
fucked-up, speedier: 0.0
breathtaking, main: 0.514109809441
fearful, sporadic: 1.34690382401
brighter, positive: 3.00668495045
inconclusive, poor: 1.30025663503
overdue, rich: 0.143834575559
alia, dominant: -0.201864966912
although, structured: 0.376505924216
else, fearful: 1.21090337408
compared, nasty: 0.560712961543
affixed, significant: 0.211720271075
educational, legality: 0.267033181589
closest, misleading: 0.268360800993
simplified, social: 0.604801176436
diligent, flame-retardant: 0.0
busted, respected: 0.401849125436
exactly, usual: 0.757417183547
formally, self-executing: 0.0
crafted, non-specific: 0.0
proportionate, underfunded: 0.548840334459
course, grisly: 0.17201069102
ambitious, whatever: 0.141503914879
manifest, vice-chairperson: 0.0
innovative, unlimited: 1.04013728519
immediate, priced: -0.21555625429
differing, unlikely: 0.925385937314
dorky, transitory: 1.45037302051
black-hearted, lonesome: 0.0
inadvisable, naive: 1.99402854823
non-transparent, unaffordable: 0.0
clearest, five: 0.045252741321
executed, meager: -0.086088454343
economically, terrorized: 0.720152705357
tailor-made, temporary: 0.0
calculated, hot: -0.382439564866
delayed, noticeable: 1.19625369763
apposite, denser: 0.565736893712
died, enormously: 0.055786230891
fruitless, salute: -0.000183347722
destitute, rationalized: 0.814355610763
indigent, shifty: 0.50747098497
commenced, knowing: -0.593412027395
collective, mainstream: 0.910093964765
audience, insecure: 0.758881308973
diversified, excessive: 0.133577903112
corrupt, instructive: 1.12717472579
exciting, greener: 2.27517131414
enforceable, stress-related: 0.0
positively, underway: 0.445575929127
aging, well-structured: 0.0
friendlier, participants: 0.539839806708
panicked, qualified: 1.34344578409
acquired, religious: -0.139067212585
idle, patent: 0.890887074649
boring, operated: 0.160699536298
depraved, reimbursable: 0.035004500104
personally, vigilant: 0.630811351513
laudable, resilient: 0.937607671496
buoyant, insupportable: 1.33931258451
multiple, pleased: -0.410258272974
irritated, justifiable: 1.35700068824
determined, phenomenal: 0.669881008944
comprende, decisive: -0.056052177962
even-handed, truer: 0.0
noticeable, yearly: 0.961040904638
elegante, preceding: 0.0
fullest, hooked: 0.876906846775
co-operative, despicable: 0.0
enabled, micro: 1.22172997032
oldest, vast: 0.715152144288
immaculate, stupid: 0.714162354224
overkill, systematic: 1.27567576448
funky, illegal: 0.666768354733
addition, alternate: 0.836376309424
normally, salient: 0.145292074166
cognizant, old: -0.518277210275
longstanding, thoughtful: 0.808785434173
destitute, tedious: 0.758186078902
almighty, cheery: 1.34693151356
corrigendum, finicky: -0.198542464791
honored, moronic: -0.188786073625
damp, reciprocal: -0.111991697824
mistreated, shielded: 2.06053538251
hlv-positive, optimal: 0.0
predictability, unprotected: -0.27989720929
above, responsive: 0.215601222495
requested, stable: -0.002941993601
rash, wished: -0.684879769276
elsewhere, magnificent: 0.180296655008
arranged, vice-chair: 0.0
elementary, vain: -0.221998664974
double, kid: 0.263317882264
exponential, improbable: 1.76002706056
political, spontaneous: 1.16874418782
maximum, reversed: 0.310307742629
germane, imperfect: 1.97501859095
outermost, remediated: 0.325158584321
bolder, prompt: 2.08331591249
divine, specified: 1.18218825616
hip, paid: -0.280228372351
classified, tailored: 1.02727132116
doin, enhancing: 0.636627694491
disconcerting, win: -0.252695532025
explosive, unethical: 0.377788531163
shifty, yummy: 1.41743771216
expandable, ineligible: -0.282546765731
actually, pricey: 0.747347696569
arming, thin: 1.44906646101
bulletproof, ineffectual: 1.82004838296
doin, self-reliant: 0.0
customary, hereby: 1.29402416567
iovely, sporadic: 0.0
ominous, preferred: 0.112275775907
faster, yo: -0.059379081683
elegante, used: 0.0
maximum, yourself: 1.09804802706
appalling, sell: 0.21708386429
rehearse, wonderful: 1.59210665524
comprehensively, rugged: 0.127088042427
good-iooking, lengthier: 0.0
additionally, delirious: -0.01792788684
reason, spontaneous: 0.76958708924
course, gandalf: 0.0
either, gutsy: 0.221269834558
celebrated, tiring: 0.658898072347
quality, unreliable: 1.37447162587
mechanical, recommended: -0.005113548576
adverse, far-reaching: 0.0
affirmative, exceptionally: 0.130174111047
carmela, worrisome: 0.0
shipshape, unitary: 0.407391540186
intended, pre-established: 0.0
acquainted, doomed: 0.583268187394
needless, prescriptive: 1.62179526662
eleven, infected: 0.621729996357
flourishing, pitiable: 1.14049917941
ashamed, indicated: 0.625606440747
livid, well-behaved: 0.0
hiv, uneconomic: 0.096946425541
moving, passionate: 0.415468990616
limber, well-placed: 0.0
compassionate, unbalanced: 0.651059722767
homosexual, modified: 0.933327404887
insufferable, sophisticated: 0.802241273409
bad, overworked: 1.51379901183
builshit, loaded: 0.0
perpendicular, real: -0.141448785417
determined, utopian: 0.374811454276
deposited, unnecessary: -0.126330721424
depressed, well-tolerated: 0.0
gotta, increasingly: 0.349618170013
fuzzy, quoted: -0.695533073494
complacent, marvelous: 0.290772426307
momentous, slightly: -0.421769464623
imprecise, poorer: 1.89362631714
demeaning, obese: 3.00600283533
discussion, ioaded: 0.0
resident, whar: 0.0
free-of-charge, unsafe: 0.0
charged, find: 0.310943832468
legally, moist: 0.119821887013
reasonable, richest: 0.657048110418
satisfying, seminal: 1.07494402102
admitted, professional: 0.254809519673
available, ever-increasing: 0.0
bereft, nathan: 0.063723401653
productive, recommended: 0.295971396172
cosmetic, less: 0.546124396053
endangered, ravenous: 2.03065782736
hey, part: 0.56010344494
information, maximal: -0.080383211806
prevalent, submitted: 0.082144550587
serious, tabled: 1.06433649789
lead, teeny: 0.175314201501
main, suited: 0.57758412894
earliest, integrated: 0.111620388546
regular, with: 0.63297307433
doctor, inestimable: -0.09095985732
furthermore, sufficient: 1.51137871155
arbitrary, optimum: 1.23840102337
content, reasonably: 0.853669407736
rapid, syrupy: 0.384930936495
all-encompassing, wrecked: 0.0
colder, liable: 0.554074127929
competence, simpler: 0.349984090754
poorer, reciprocal: 1.30738687772
