merely, nice: 1.05236065215
reasoned, vice-chairperson: 0.0
-ready, immoral: 0.0
instead, legal: 0.224469785977
crafty, hiv-positive: 0.0
idle, relatively: 0.880050616112
lacklustre, one-sided: 0
prime, shut: 0.540191411745
achievable, liked: 0.592490858408
acquired, gorgeous: 0.423948430693
sale, treasured: 1.32410922316
intended, migratory: 0.782260869934
organised, tacky: 0.0
displacement, everything: 0.181373005187
italian, unfortunate: 0.121749042681
hospitable, outgoing: 1.56076738499
priced, solemn: -0.004125463118
abolitionist, worthwhile: 1.14992528429
prouder, welcome: 2.67213795043
defective, laughable: 1.3342451573
confused, unlawful: 0.230460990011
salient, terrible: 1.12583175345
crystal-clear, heinous: 0.0
kidding, non-discriminatory: 0.0
seminal, sufficiently: 0.121902896398
all, equal: 1.40998688446
celebrities, suspicious: 0.299542413786
cautious, large-scale: 0.0
indebted, wide: 0.381292920678
worth, youth: 0.006371037018
gotta, handsome: 0.696917160851
deceased, suspicious: 2.50370392531
criminal, unsatisfactory: 1.44230191148
disrespect, unidentified: 0.565042763009
creative, newsworthy: 0.786930112802
kane, single-ranked: 0.0
founded, superb: 0.345732884542
damaged, generous: 0.217778264996
deserted, fancy: 1.12132844357
certifiable, painful: 0.268480350201
bolder, preposterous: 1.57665023533
youth, zesty: 0.423919958847
bored, frail: 1.87224477334
discriminate, interestedin: 0.0
heights, likely: -0.354176327242
acceding, best: 0.234006456432
married, whole: 0.124339351932
inconclusive, prevalent: 1.2913083936
self-conscious, work: 0.0
earlier, unproblematic: -0.170564922632
constituted, outstanding: 0.69933723341
frequent, similarly: 0.392549261238
funky, unoccupied: 1.04883278843
asshole, emotional: 1.20138423315
brief, social: 0.383454402627
romantic, thank: 0.143002309282
honored, overheard: 1.1448833551
motivated, touching: 0.63791549551
better-looking, credible: 0.0
inexpensive, unanimously: 0.163364479747
hateful, unsustainable: 1.74897683735
carsick, infallible: 1.52407928737
palpable, professionally: 0.178774104053
competitive, horny: 0.219804649417
closer, verify: 0.973427753533
fertile, missy: 0.202397878971
unstable, whole: 0.796659098244
dumb, prosperous: 0.452491747125
egregious, obvious: 2.86117022275
reality, transparency: 1.04032085839
geographic, proportional: 3.30014226445
happening, proficient: -0.167519145509
annoying, vigilant: 2.11046359924
dispersal, fair-minded: 0.0
alternative, religious: 0.501064280677
focussed, heartfelt: 1.07947116532
unspeakable, worse: 2.11071283972
ma, swearing: 0.488041914314
miscellaneous, slippery: 0.82761864399
awkward, general: -0.016963259882
ecologically, friends: -0.231241110277
equally, stone-cold: 0.0
scaleable, uneconomic: 2.6282243865
conventional, vague: 0.563381806035
tough, well-respected: 0.0
drastic, endemic: 1.43747910633
mid-, topical: 0.0
paramount, tiresome: 1.23539402931
accused, that: -0.275548018568
all-encompassing, cute: 0.0
abreast, key: 1.01972240806
grateful, involved: 1.566820141
planning, tighter: 0.31210423334
dismal, sane: 0.974448923088
invested, violent: -0.155974024952
exceptionally, rapid: 1.27695736498
found, startling: 0.807850209085
spent, symbolic: -0.02976901306
ggood, thorough: 0.0
educated, formidable: 1.03784605695
carsick, wing: -0.401627845944
dismal, implementable: -0.323354380557
marine, own: 0.237899439023
marketed, wanted: 0.340407398286
horseshit, muscovite: 0.217320603518
asking, really: 0.87035275229
cowardly, timed: 0.85446318896
confusing, labour-intensive: 0.0
revised, steadfast: 0.654695996013
impatient, paid: 0.761700037958
doin, whar: 0.0
material, prerequisite: 0.96804407042
demonstrated, immediate: 0.430208839075
coming, switching: 1.29408170927
precarious, unofficial: 0.985930843262
iegitimate, polished: 0.0
net, off-the-record: 0.0
over-the-air, suited: 0.0
pervasive, remarried: 0.021318878256
actionable, favorite: -0.073269720282
meaner, say: 0.755778521965
co-operate, predictable: 0.0
disrespect, meritorious: 1.71257944098
furthest, valued: -0.182413445392
farther, horrendous: 0.341652543536
periodic, rarely: 2.14079924688
full, subtler: 0.504504420353
boring, tell: 1.3519259095
issued, presumptuous: 0.937602421046
probably, traffic: 0.324025882537
death-proof, logical: 0.0
microscopic, truly: 0.411837471636
heavy-handed, phat: 0.0
eccentric, sharp: 0.794410969629
considerate, wasted: 0.272128461109
broke, marginalized: 0.086508204071
recurring, ubiquitous: 1.36509279115
fatal, separate: 0.883979692204
info, valid: 1.16172356574
active, off-putting: 0.0
with, worried: 0.435897708264
allowable, guaranteed: 1.48339827621
hereby, worst: 0.522240776758
regrettable, unjust: 4.00365274755
antiquated, hereto: 0.031104608323
-lnteresting, finally: 0.0
poorest, unemployed: 3.13671957404
distressed, quiet: 0.837381008261
flourishing, unjust: 0.600878408204
quick, to: 0.0
earlier, finer: 0.614347794771
migratory, prolonged: 1.0217718662
hardworking, highest: 0.531973074139
latter, missingg: 0.0
dope, trendy: 1.29178224363
tan, thready: 1.26177103276
magical, neutral: 0.102419187134
truthful, unanswered: 1.37915694895
unlawful, work: -0.184914623442
included, question: -0.077906430909
only, subtler: 0.623792836044
manifest, unremarkable: 0.830894349007
decisive, over-ambitious: 0.0
inexpensive, interlinked: 0.783523911678
modern, poverty-stricken: 0.0
lazy, prevailing: 0.419790439781
holy, insufferable: 0.745184814018
germane, upset: 0.747167893053
discriminate, needed: 0.113110653557
capable, exposed: 0.769607335442
broken, first: 0.27902638982
fearless, reduced: -0.344817228541
fair, younger: 0.466954223838
onboard, slight: 0.44935938762
ravenous, received: -0.52034014024
cozy, forceful: 0.906484275914
coast, practicable: 0.462362141061
tepid, unfavourable: 0.0
humbled, same: 0.584065745754
busy, low-skilled: 0.0
it, just: 1.40569339913
heaviest, petrified: 0.83002300183
rock, satisfied: -0.305122208206
diverse, rising: 0.923592813273
frigid, huh: 1.07211949632
kane, reciprocal: 0.070691845914
progressive, us: 0.641438571833
psycho, unsteady: 0.233717599207
ingrained, prohibited: 1.10363075408
begin, cowardly: -0.109204380122
continual, professionally: 0.321473545427
3rd, overridden: -0.065612270453
sleeping, wicked: 0.705219818792
benign, timid: 2.30162087281
poorer, unstable: 2.33919741503
ageing, south: 0.0
operational, sizeable: 0.849048043591
looser, monitored: 0.582066360235
exemplary, scientific: 0.975530820509
fuckin, hence: 0.996464042067
battered, dear: 0.706969416735
destructive, diversified: 0.93356650476
compliant, personally: 0.242522984233
seropositive, suspect: 0.174625104248
broadest, unfathomable: 1.169756542
rigght, tenable: 0.0
mimi, sore: 0.179568232056
afresh, irate: 0.307126676468
deliberately, swifter: 0.33427903484
organized, third: -0.192023737403
naturalistic, screwed: 0.03106031745
aforementioned, enjoyable: 0.59741666545
carmela, unconscionable: 0.0
antagonistic, non-self-executing: 0.0
earliest, well-balanced: 0.0
respectable, wet: 0.50856669462
announced, regular: 0.329682519399
recurring, taken: 0.120818240274
induced, wealthy: 0.185683355897
poverty-stricken, rapidly: 0.0
grave, occupational: 1.07576362175
included, regulated: 0.000406459695
black, unattractive: 1.49420570288
insufferable, unused: 0.556327752256
discriminatory, prohibitive: 2.86412651649
homesick, sadder: 3.13114845853
self-aware, toxic: 0.0
cruellest, specify: 0.13114652206
adaptable, some: 0.034812549689
disappeared, self-contained: 0.0
affluent, laughable: 0.259973845885
enormously, youthful: 0.583223102936
intense, smartest: 0.504830538337
customized, hypersensitive: 1.45488051146
official, ok: 0.456379616444
-me, unspoiled: 0.0
cowardly, long-lasting: 0.0
adorable, integrated: 1.15763872977
ridonc, scared: 0.0
repelling, unfettered: 0.671886958336
kosher, wreckable: 0.0
aligned, praiseworthy: 0.799186155863
ethical, filed: -0.421292260755
filthy, nearest: 0.827643779139
beloved, surprising: 0.904059260121
alternative, off-putting: 0.0
partial, realisable: 0.0
inestimable, sporadic: 0.372361620948
impoverished, suck: 0.476123032771
exact, nathan: 0.108488965952
dummy, hopeful: 0.043178690502
handled, inquisitive: 0.735387847865
stir-crazy, troubling: 0.0
panicky, proficient: 1.02327540693
immaterial, indefensible: 2.39171328445
informative, own: 0.104352425272
depressing, overflowing: 1.62527764841
asleep, hasty: 1.07674548813
desirable, rich: 1.64723161292
indispensable, usual: 0.336651256859
ignorant, on-going: 0.0
hasty, terrible: 1.51740651569
seen, why: 0.402580285597
african, tempting: 0.998405413759
intractable, there: 1.08964194779
broader, lesser: 1.42338779816
disconcerting, unbelievable: 2.46227524405
lukewarm, minor: 0.925191394813
conscious, proud: 1.77537543026
imrtant, mindful: 0.0
geek, pressing: 0.024817642219
mature, well-armed: 0.0
calm, volatile: 3.34110769259
desperate, liked: 0.461677512216
awful, require: 0.643663310351
next, sore: 0.552294243267
-just, clean: 0.0
processing, updating: 1.59964895459
elegante, loveable: 0.0
idiots, switching: 0.119720087745
cloudy, unsanitary: 1.69558499058
impulsive, ruthless: 3.42904781958
iilegal, soft: 0.0
fanta, formed: 0.182628201225
peaceful, selfevident: 0.0
confused, move: 0.18720912502
predominant, twofold: 2.92442513889
high-cost, unbalanced: 0.0
acceptable, away: 0.198555803406
korea, open: -0.146091781403
disproportionate, unsuccessful: 0.848806492509
delightful, fluid: 1.09597772773
inalienable, of: 0.0
pilot-tested, practically: 0.0
light, stuffed: -0.022083217089
all-important, concluded: 0.0
destabilizing, sharper: 0.618169883845
net, northern: 0.029837687598
lazy, released: 0.163200037796
eco-friendly, unfit: 0.0
cost-effectively, unwarranted: 0.0
home, momentous: 0.27643059386
fit, rude: 0.476244799213
overloaded, resistant: 1.47957149741
asinine, jeopardized: 1.20187903351
immersive, simillar: 0.225983231636
irrelevant, provision: 0.36166216413
fat, trained: 0.303047225811
hiv-infected, paramount: 0.0
nice, wacko: 1.93715620591
respect, streamlined: 0.309790338883
fantastic, substandard: 0.987017819225
endearing, overweight: 1.53479499479
arming, irregular: 1.19546087462
batty, useful: 1.69746334652
salutary, twisted: 0.864715823623
co-ownership, good-looking: 0
last-minute, uniformed: 0.0
bigger, rehearse: 0.815377461809
gracious, pleasing: 2.78467894067
fat, proportionate: 0.277642918431
believable, limited: -0.054855574899
get, start: 1.41529735802
operational, sacrilegious: -0.844364250095
lackluster, prepared: 0.460861170099
busier, tom: -0.047279545479
frozen, scalable: -0.234496612629
clarify, finicky: -0.112749224755
integrating, total: 0.251183679242
bizarre, withdrawn: 0.568720029523
concluded, developed: 0.967256064929
housebroken, incompatible: 1.7911704979
notably, predominant: 1.38318730632
corny, unable: -0.058974453643
dotty, staggering: 0.076363471213
mainstream, well-structured: 0.0
added, whatever: 0.965892751538
glad, overworked: 0.798519412834
defenseless, removed: 0.975692985744
registered, user-friendly: 0.0
declared, understanding: 0.11600307727
monthly, suck: 0.233136105149
deadly, undignified: 1.33957486821
desolate, weary: 2.65521004561
intermediate, sixth: 1.22384793163
narrower, well-placed: 0.0
dying, vain: 1.92357477
impulsive, unambiguous: 1.94433768791
considerate, grateful: 3.8478093577
negligent, two-thirds: 0.0
commercial, impracticable: 0.612421983493
leveraged, whassup: 0.390512088212
deserted, functioning: 1.38946062147
initially, live: 0.021549933157
unpopular, with: 0.056916781434
straightaway, ubiquitous: -0.291401084121
affluent, comercial: 0.033293981782
immoral, largely: 0.214633628164
jack, stranger: 0.981891953117
inaccurate, term: 0.4364121374
irritable, petite: 1.3838748912
countless, marketed: 0.318315392606
heavier, sugary: 1.71588019376
excited, seriously: 1.53991804006
everywhere, mid-: 0.0
dull, here: 0.580290421973
gifted, iike: 0.0
right-, stated: 0.0
five, public: 0.121952255422
stupid-looking, surprising: 0.0
educated, manufactured: 0.906089189189
accessed, black: -0.198897022884
gonna, whatever: 2.74472326445
blameless, embarrassed: 2.93402812316
bogus, distinguishable: 0.682041898719
fewer, irritating: 0.745544772396
launched, oldest: 0.56238408496
mistaken, unprotected: 0.937313421242
deadly, recognized: -0.247463681136
leveraged, off: 0.154297276698
contained, scarce: 0.448750088686
subordinate, unfriendly: 1.54478951932
clueless, general: 0.769752048156
mandatory, sensitive: 0.677124314445
creditable, enhancement: 0.123667813457
comforting, marginal: 0.514124132762
grumpy, quadruple: -0.482061219312
heeded, uncompetitive: 0.492015579236
cooperative, permitted: 0.758170023778
responsible, skilful: 0.912031777802
circumspect, some: 0.693037516579
impractical, speedy: 1.20236169654
cooler, functioning: 0.410471802801
considered, ridonc: 0.0
again, tabled: 0.841169471901
accuracy, limber: 1.19090245092
deductible, supplied: -0.216447089992
recurring, unused: 0.989973601719
flavorful, industrialized: 2.07466918384
nobler, plentiful: 1.90429066594
timelier, u.s.: 0.0
broad-based, pro: 0.0
specifically, willing: 0.204680440361
saved, tiny: 0.532347644412
craze, supplemental: -0.572665959831
grotesque, mesmerizing: 3.07808873491
necessary, noisy: 0.642512941076
abundant, unnatural: 1.96976388559
15-year-old, substandard: 0.0
emerging, permitted: 0.090560063433
life-long, observant: 0.0
marvelous, segregated: 0.408892867966
long-lived, nationwide: 0.0
everybody, only: 1.04003917415
again, completely: 1.43502554006
moving, self-sustainable: 0.0
complacent, vivid: 0.343640720643
allright, morbid: 1.02862113014
convenient, ok: 1.11023927645
fragmented, self-explanatory: 0.0
anti-constitutional, wetter: 0.0
interrelated, unprepared: 0.993881606714
initially, three: 0.634901186603
constant, gloomy: 0.942716748929
abusive, opening: -0.229896620578
private, unfriendly: 0.985268985441
accuracy, definite: 0.523318120667
abysmal, lovely: 0.989067991723
attention, forthcoming: 0.223846596404
heart-warming, liable: 0.0
-mentioned, encompassing: 0.0
fitting, high-availability: 0.0
absolute, government-owned: 0.0
blinded, round: 0.420448689665
notified, smart: 0.356128489471
encompassing, wider: 1.93621489752
certain, immaculate: 0.455632082045
minor, transient: 1.78664357357
deserved, favorite: 1.06841936965
abnormal, whole: 0.588772079749
additionally, well-timed: 0.0
triple, up: 0.791169874103
appalling, scalable: 0.682464371131
asshole, effectiveness: 0.042014478872
managed, yo: 0.162014569577
tangible, victorious: 0.72907755031
solidarity, together: 1.94610744599
exemplary, laughable: 1.10612406232
dismissed, doing: 0.387022995248
clarify, outgoing: -0.036524757097
daft, observed: -0.407361006117
accepted, start: 0.093240577797
alarmed, precious: 0.729369733969
lively, official: 0.0978478246
illustrative, secret: 0.135739611102
better-looking, pragmatic: 0.0
lengthy, pre-established: 0.0
acceded, intriguing: 0.220951173761
presented, uncanny: -0.10483793842
meticulous, science-based: 0.0
recognised, tied: 0.0
reimbursable, touching: 0.225694011172
exponential, perfectly: 0.668879097517
challenging, unconscionable: 1.17508021325
displaced, policy: 0.074156968347
builshit, neurotic: 0.0
shifty, theoretical: 0.499319966407
extraordinary, voluntary: 0.792452300837
ioyal, smartest: 0.0
dominant, pissed: 0.755837249743
disgraceful, warmer: -0.123350933326
holistic, loose: -0.018239546724
plenty, upstanding: -0.042542355404
handling, overdue: 0.883261085454
deplorable, uniform: 0.766247556989
interest, only: 0.483320363565
envious, illicit: 0.99716904714
sixteen, supplemental: 0.060616802676
brisk, extirpated: 0.195489153879
concluded, well-organised: 0.0
