sincere, treacherous: 0.638343530413
shorter, wrecked: 0.526653558019
hunger, spaced: 0.775580663686
kinky, unachievable: 0.406905837229
newest, sacred: 0.752518548485
deprived, slower: 0.543067464362
flexibly, passionate: 0.356028232418
outstanding, plain: -0.504356166858
defective, described: -0.264208692759
dynamite, malicious: 1.0616172013
harmful, varied: 0.984573173086
rehearse, screened: 1.71853794722
discreet, outrageous: 1.14714965259
blameless, medium: 0.177158257092
clarify, speaking: 1.2561463702
abolitionist, rapid: -0.209126406756
non-discriminatory, unprejudiced: 0.0
huge, opportunity: 1.22293744778
oral, real: 0.30321230568
bravest, new: 0.152737995598
miniscule, non-binding: 0.0
ambiguous, executory: 3.30761002248
documented, smallest: 0.894530800163
defenceless, nearly: 0.0
realisable, rusted: 0.0
death-proof, terse: 0.0
considerable, merely: 0.862940410811
far-reaching, substantive: 0.0
black-hearted, resolute: 0.0
interoperable, opposite: 0.482273321916
closest, worthless: 0.133256727804
exhaustive, skilled: 0.756376710704
identify, mostly: 0.409072597542
hip, run: 0.181877283783
etc, unfair: 0.697592323451
elected, heeded: 2.00189632122
immersive, unlikely: 0.851045627316
deep, emotional: 1.30884759327
curious, sluggish: 0.622451669091
attended, exhilarating: 0.626853426309
flattering, uneconomic: 0.95882932758
new, pre-established: 0.0
modernized, wanna: 0.17084707007
handed, monitored: 0.153469716015
on, self-employed: 0.0
business-friendly, ready: 0.0
main, prat: -0.176338545951
given, palpable: 0.810906925007
deliberately, sufficiently: 2.12803516482
comparable, high-ranking: 0.0
cold, moving: 0.53569339463
deadly, innumerable: 0.804945780043
aging, carefully: 0.76311701345
fbl, noted: 0.0
bitter, well-designed: 0.0
creation, launching: 1.92584827428
anywhere, fun-loving: 0.0
autonomous, provisional: 2.02030540607
charmed, less-favoured: 0.0
hollow, nude: 0.624831316561
astounded, purty: 0.596832685521
cooperative, fucking: -0.207225780188
accuracy, receivable: 1.06127453641
marvellous, stepped-up: 0
thin, victorious: 0.17864498552
diseased, inconsequential: 1.04237635708
gutsy, undeveloped: 0.374280758793
dull, handy: 1.8747211226
rarest, updated: -0.180386221066
someplace, why: 1.83533142366
canceled, stupider: 1.24431439545
aforementioned, legal: 0.847621850136
educated, win: 1.02192369097
explosive, satisfactory: 0.919835728136
greedy, identify: 0.37581727896
exceptionally, preliminary: 0.109773617665
realisable, reprehensible: 0.0
simpler, urgently: 0.331421748881
cinematography, insignificant: 0.665114228838
dotty, optimal: 0.214336478897
heterogeneous, impartial: 1.27594923577
hence, ideal: 0.95717620224
inter-connected, spoilt: 0
illogical, smartest: 1.5164300229
booming, usually: 0.784582194325
forthcoming, quickest: 0.014246329513
published, unidentified: 1.22422093244
largely, willing: 0.030838889217
above-mentioned, blessed: 0.0
comprehensible, culpable: 2.63885161843
grateful, large-scale: 0.0
compact, equivalent: 0.640299872321
devastating, sold: 0.236351404232
addictive, named: -0.182184390247
advertised, shocking: 0.741369208455
permitted, well-prepared: 0.0
syrupy, terrifying: 1.31127240473
now, unspoiled: 0.207580680031
fucking, insurmountable: 0.127139115746
offensive, repealed: 0.590767383797
surely, undetermined: 0.316978491303
growing, unforeseeable: 0.23820526371
autonomous, painful: -0.548348200768
elle, long: 0.320931292168
paranoid, surreal: 3.22229151962
fucked-up, heterogeneous: 0.0
known, wrecked: 0.130941420707
laughable, nearest: 0.884550976039
lengthy, peachy: -0.523624555033
almost, variable: 0.560229132429
correct, finally: 0.770472083388
correctly, splitting: -0.118373310411
commitment, homosexual: 0.428500268487
developing, unsafe: 0.429589967521
alia, freest: 0.048103047645
existing, pissed: -0.395013818084
ma, needed: 0.164332080093
freely, hysterical: 0.286506300251
again, charming: 0.244536869433
grievous, unconvincing: 1.72271977286
significant, undetermined: 2.29955809492
separate, snappy: 0.312474924539
cloudy, safe: 1.21319335592
fussy, insulting: 1.85977084113
heavy-handed, lighter: 0.0
especially, well-represented: 0.0
sensitive, unlocked: 0.635328639243
compensatory, equally: 0.618624504107
disrespect, handling: 0.702929632976
out, prat: 1.28154414551
discernable, interminable: 1.64929568334
ensure, refusal: -0.379804699211
still, susceptible: 0.814307623044
crushed, vice-chairperson: 0.0
neglected, non-partisan: 0.0
delicious, greater: 0.41327258005
atrocious, streamlined: 0.1484031037
distinguished, soaring: -0.0303098769
far-ranging, modernizing: 0.0
clerical, reimbursable: 1.0827330447
interactive, reasonably: -0.301893622535
justiciable, regardless: 1.40298455431
mighty, spent: 0.151174472424
ok, young: 0.421764969642
greatest, jolly: 0.429545031583
immovable, sinister: 1.38727098146
dark, intense: 1.68954816077
compact, statewide: 1.05180495839
disposal, individualized: 0.068846100424
eccentric, long-lived: 0.0
detailed, varied: 2.13697314692
enormously, started: 0.398785653294
ten, yesterday: 0.242029234573
forceful, happiest: 0.539714881575
comercial, honourable: 0.0
panicky, scarce: 1.37678518619
best, substantiated: 0.098346563664
new, overambitious: 0.617021731219
drier, shallow: 2.10293337047
feasible, perplexed: 0.902207130008
aforementioned, destabilizing: 0.194095169211
bereft, unnerving: 2.33420386816
galore, persistent: 1.25642973906
paradoxical, whilst: 0.558444078134
inconclusive, returned: 1.23584986468
counter-productive, shorter: 0.0
greener, logical: 1.46861242257
intolerable, purer: 0.979723930292
spicy, well-received: 0.0
chloe, shitty: 2.28763803014
sooner, technology-neutral: 0.0
aforesaid, micro: 1.01204364837
fullest, sad: 0.999352668099
complacent, real: 1.15703178741
awesome, limp: 0.887654476878
warranted, worrying: 1.01820977194
lazy, special: 0.378025007784
heated, in: 0.672502650274
lacking, speaking: 0.996816742187
briefly, unharmed: 2.12890162911
healthy, open: 1.40495944728
faithful, undecided: 1.8951605679
dubious, neat: 1.2859042072
arguable, observant: 0.377498818184
basically, luckier: 0.320482158088
acceptable, anonymous: 0.798127090799
false, interesting: 0.557883698848
contradictory, low: 0.221516721962
inexhaustible, readable: 2.7491908188
commendable, purty: 0.333400244251
kidding, older: 1.17631979259
re-routed, unspeakable: 0.0
equitable, multi-dimensional: 0.0
pray, presentable: 1.14077913351
hiv, self-serving: 0.0
reassuring, th-that: 0.0
conspicuous, despicable: 1.59385498044
courrier, marked: 0.144614542385
substandard, thought-provoking: 0.0
jealous, kinky: 3.6204522302
contentious, economic: 0.779402495912
dramatic, here: 0.251827482862
faultless, violent: 0.332222092653
one-sided, thoughtful: 0.0
contestable, protected: 1.60660841215
magical, non-exhaustive: 0.0
scalable, sovereign: 0.793689230143
autonomous, undignified: 0.402325429061
boring, bottled: 0.635896126931
proactive, relatively: 0.435528076087
destabilizing, uniform: 0.499744985071
-mentioned, flagrant: 0.0
undetermined, well-controlled: 0.0
naughty, non-exclusive: 0.0
ok, part: 0.355245176127
old-timer, proper: 0.0
about, enormous: 0.412273990481
humbled, slight: 0.675129851563
fall, immeasurable: -0.183624801934
dear, non-existent: 0.0
griet, insufficient: 0.0
doubtful, milder: 1.59317960037
coarser, disabled: 0.445568737974
holistic, vocational: 2.03992546201
say, well-armed: 0.0
released, technical: -0.139217077587
mission-critical, screwy: 0.0
adorable, agreed: -0.036854691718
injured, need: 0.785797304874
awaited, re-appointed: 0.0
despicable, relative: 0.08604105115
elegant, thus: 0.360486832193
evil, promptly: 0.702419774471
broader-based, juicy: 0.0
illogical, multicultural: 0.834908739155
brillant, extraneous: 1.12359680629
constructive, low-skilled: 0.0
laughable, stuffed: 1.28441997
about, fruitless: 0.225455526502
enlightening, iil: 0.0
defenceless, proprietary: 0.0
acknowledging, grave: 1.48676625875
cheesy, galore: 2.35934852568
aware, vegas: -0.134850486226
industrial, tighter: 0.685322651651
belated, heartbroken: 1.17339387602
better-looking, pressing: 0.0
bastard, ecological: 0.037101672854
discriminatory, marvelous: 0.166411418582
credible, reduced: -0.199277300803
freer, medium: 0.651031943684
15-year-old, awestruck: 0.0
ju, sweet: 0.857365035017
self-executing, unchanged: 0.0
arguable, prolonged: 0.836456592281
insubstantial, planning: -0.021041188267
dissimilar, palpable: 1.41722693687
autonomous, socio-economically: 0.0
newest, stillborn: 0.253027106674
allowable, often: 0.722580743645
notably, resilient: 1.43199317248
cultural, ill: 0.114358615993
executed, well-managed: 0.0
intertwined, predominant: 2.9581486465
bored, fifteen: 1.05166642179
cheery, well-represented: 0.0
patchy, shorter: 1.63719980034
builshit, overdue: 0.0
awareness-raising, oral: 0.0
-me, delayed: 0.0
illogical, insane: 3.90475296914
extant, homesick: -0.144113435584
gigantic, rock-hard: 0.0
equipped, exhilarating: 0.663320141123
cost-shared, tasteful: 0.0
additional, immaculate: 0.055977802066
leveraged, sombre: -1.04641038333
dysfunctional, excluded: 1.18261072123
importantly, inconsistent: 0.974731692156
flicka, rock-solid: 0
axiomatic, cited: 1.09295973542
here, that: 0.890078421249
oriental, structured: 0.797175190627
round, superior: 0.371595568164
physical, well-managed: 0.0
controlled, determinable: 0.419476253308
glorious, suicidal: 0.544491972604
pre-established, robust: 0.0
circumspect, preponderant: 2.16686350426
friendly, shaking: 0.365512406508
readyto, superfluous: 0.457223452543
bull, engagement: -0.217099158341
clearer, reassuring: 2.12245964965
agile, emerged: 0.923316038303
choosy, uneconomic: 1.58549920009
flicka, terse: 0.0
lethal, serene: 0.876745792939
nuts, sold: 0.753044528896
graduate, treasured: 0.452623998454
concise, satisfactory: 1.88767797353
malignant, trendy: 0.374015069775
dope, testy: 0.824115278476
abolitionist, shifty: 1.42630370398
eleven, righteous: 0.545483287402
nice, state-owned: 0.0
costlier, female: -0.347746077991
celebrities, cosmetic: 2.26831789022
free-of-charge, youth: 0.0
hasty, receptive: 1.25010248792
dangerous, pro: 1.00618195739
mind-boggling, salient: 0.0
carmela, issue: 0.0
increasing, well-treated: 0.0
docile, nauseous: 2.29859511163
atrocious, stubborn: 1.70164846057
competent, equivalent: 0.672185235904
addition, populous: -0.203201197804
articulated, desirable: 1.05594319248
tense, unimpressive: 1.55939606712
commendable, random: 0.469259882428
dull, seldom: 2.05640386471
compassionate, impermissible: 0.632558780407
scarcer, sturdy: 0.780460773331
american, imrtant: 0.0
insolent, scheduled: -0.732774135461
explosive, why: 0.335797017022
indigent, inspiring: 0.254182982528
day, intentional: 0.272459101744
splitting, use: 0.205573297625
administered, categorical: 1.2146816276
deep, worse: 0.638518540718
unbecoming, welcome: 0.973517698563
increased, pursuant: 1.18700107882
bitter, similar: 1.00839232828
fucked-up, ju: 0.0
filthy, two-: 0.0
peachy, positive: 1.62813887896
premature, undisputable: 0.730985074801
barmy, underlying: 0.418952848412
scanty, slightly: 1.02650042317
burdensome, enriching: 1.85268620793
vivid, warned: 0.052487226049
giant, sharper: 0.439766647618
enabled, extraneous: 0.112197096372
fluent, remote: 0.974040022412
flexibility, sleeping: -0.074797896526
scary, submitted: -0.003152502346
disturbed, pristine: 1.64984855323
complimentary, in-house: 0.0
futile, sticky: 1.4291209126
free, necessarily: 0.56311133446
info, panicky: 0.80532040797
killed, wished: 0.878750112776
mature, twelve: 1.15018031392
compulsory, encompassing: 1.27321264451
devastating, gutsy: 1.76268812439
action-oriented, regretful: 0.0
idiot, serene: 0.303463696732
kosher, outnumbered: 1.11236845991
certifiable, skeletal: 1.1598524428
accuracy, mainstream: 0.524889818822
girl, restful: 0.442838920373
opened, symmetrical: 0.005412461914
catastrophic, off-the-record: 0.0
amazed, secondary: -0.287725858256
iike, unchangeable: 0.0
irresponsible, personalized: 0.866694851688
significantly, these: 0.487751121046
gullible, humane: 1.18187713053
jack, obscene: 1.13900246991
export-ready, greener: 0.0
subordinate, zero: 0.664950604067
altered, well-maintained: 0.0
prior, well-timed: 0.0
correctly, thrilling: 0.167584605465
unbiased, unfeasible: 0.56931823221
annulled, desolate: 0.533042525179
need, time: 0.961234681415
bogus, southeast: 0.370836833526
disturbed, doomed: 1.3802701765
illogical, sentimental: 2.05681745325
medical, run: 0.223460174199
cheap, credible: 1.08625414155
fitting, standard: 0.950988442801
harmless, value: 0.443728375918
foul, miserable: 1.98380557406
insignificant, known: 0.381412190786
embarrassing, faulty: 1.74175749612
concise, orderable: 2.02810622566
ordinary, rebatable: 0.0
dodgy, mighty: 1.24844556001
ignorant, win: 0.219194023377
associated, sustained: 0.366093609176
illustrative, intricate: 1.63627349037
booked, bulletproof: 0.082541706563
-, forthwith: 0.0
charged, vacant: 1.16618027669
charming, executable: -0.085559585441
amended, invariable: 0.448773400409
comprehensively, fruitful: 1.04662636561
roll, tasty: 0.728603308648
corny, expandable: 1.39942290062
captain, enabled: 0.008737911191
accelerated, exceptional: 1.39809893982
shared, stipulated: 0.502343956743
autonomous, malicious: -0.094160653105
inoperable, too: 0.813691485543
stocky, whole: -0.45642239026
fucked, reliable: 0.402791449682
distinctive, unpopular: 0.829806690125
annulled, say: 0.138183877778
builshit, elusive: 0.0
muchfor, tiny: 0.0
humid, sweet: 2.41798155927
axiomatic, handy: 1.64839657189
enough, usable: 1.51417322401
collective, sophisticated: 0.707689597811
fascinating, moving: 0.594176495022
forgotten, tedious: 1.98529894125
legitimate, stranger: 0.722294956748
gigantic, untouched: 1.7357896536
compulsory, deceptive: 0.934066671502
earlier, impossible: 0.23689817045
handicapped, secret: 0.111865885578
exciting, tell: 0.947944693635
joyful, northern: 0.412845386881
informal, lonely: 1.47822338534
dependable, recognizes: 0.740348935174
repulsive, rusted: 1.7284279691
non-discriminatory, spoilt: 0
asian, forceful: -0.40735776491
diversified, wacky: 0.650802574008
educational, iike: 0.0
disorientated, straight: 1.18386013325
growing, inalienable: 0.068728785019
establishment, traded: -0.296687329807
north-east, speedier: 0.0
sporadic, sweet: 0.623237348415
mere, stubborn: 0.956035154059
bottled, inexhaustible: 2.28377870852
funny, implacable: 0.560496316858
gotta, sick: 2.01666986704
death-proof, one-sided: 0
one-sidedly, praiseworthy: 0.0
dope, well-treated: 0.0
centralized, polished: 0.9126283717
flexible, properly: 1.38831049841
fragmented, recognized: 0.62300561479
adulthood, therefore: 0.812566705009
begin, functioning: 0.216253974292
cute, dramatic: 0.719303053227
convinced, passionate: 2.06142762082
empowered, well-off: 0.0
modernized, sticky: -0.454048323451
opportune, switching: 0.205840901386
problematical, unbelievable: 0.960336996381
irritated, stale: 2.14413429349
greedy, overt: 0.741872383908
confrontational, disorientated: 2.32667113601
cool, suited: 1.3726388322
perfect, scanty: 0.688530559025
cultural, valid: 0.482551429633
bogus, voluntary: 1.53241883624
bull, enabled: -0.195983272006
certain, progress: 0.670107571443
internal, unaware: 0.635567246489
disrespect, upset: 3.08295850478
drenched, long-lasting: 0.0
aforementioned, troubling: 0.700014772633
