overpriced, worldwide: -0.012479891156
liberated, recurrent: 0.247044221496
irregular, subdued: 0.872658136633
astounding, self-conscious: 0.0
pleasing, subject: 0.404364264757
builshit, decisive: 0.0
forgiving, good-looking: 0.0
educational, reduced: 0.361081275043
productive, used: 0.474440337024
adjacent, sensitive: 0.535854094457
fat, however: 0.446059375291
briiliant, fried: 0.0
optimal, resolved: 0.713795296593
compulsory, up-to-date: 0.0
deader, transparent: 0.347744242033
busy, together: 1.28087180807
dirtier, hardest: 1.89458936578
co-, uncanny: 0.0
loverly, variable: 0.339094376827
around, universal: 0.164948123084
sensible, sunny: 1.57455213197
round, weil: 0.078190522114
flavorful, juicy: 4.72536836676
profound, worded: 1.02505410203
bad-looking, omnibus: 0.0
competent, inequitable: 0.989803932965
eighth, monitored: 0.015280440069
moot, prescriptive: 0.90971070984
immediate, widely: 0.210899372264
asked, socio-economically: 0.0
history, reciprocal: 0.204750738014
also, arduous: 0.169375989606
accurate, negligeable: 0.0
19, u.s.: 0
accustomed, tardy: 1.72349455955
equitable, topnotch: 1.00426684017
culpable, vigilant: 2.36526313779
performed, reliable: 0.929345131755
intimate, recent: 0.521170068861
built-in, move: 0.0
better-iooking, inconvenient: 0.0
bastard, brittle: 1.4552837833
bloodied, unbecoming: 1.85564319241
horrid, stark: 2.36323246768
ridonc, targeted: 0.0
encouraging, medium: 0.360316738203
dramatic, migratory: 1.17987657718
invariable, relevant: 1.12922860996
export-ready, loveable: 0.0
jealous, north-west: 0.0
speedier, troubling: 0.309812799099
holistic, swift: 0.831801941335
confidentiality, geographically: 1.14052364069
ravishing, serene: 4.045195989
purer, specialised: 0.0
remarkable, streamlined: 0.503771657714
giddy, sacred: 0.467465096611
objectionable, wack: 2.18784640555
normally, trustworthy: 0.901681168981
emerging, wait: 0.082385315349
conflicting, unmistakable: 1.26573062366
alternative, trivial: 0.641674872509
looser, vague: 2.70325050939
polluting, respect: 0.249487472315
enormous, revealing: 0.684369067271
unequivocal, weird: 0.067117788313
clearest, wealthy: 0.726122791821
sluggish, unique: -0.101043578372
10, wing: 0.0
annoyed, but: 0.726698460148
appreciated, corresponding: 0.525748672157
missy, underdeveloped: 0.869009964026
glorious, strained: 0.548033656335
better-iooking, hasty: 0.0
admitted, holier: 0.435525834821
imprecise, ugly: 1.73011966103
acknowledged, private: 0.744901536151
colossal, routine: 0.590952134128
pleasant, stout: 1.88915402794
personal, sweeter: 0.497105494956
fifty, tenable: 0.624991055034
brainless, growin: 1.54868864919
grieved, overlooked: 0.951285006014
enriching, universal: 0.657997940164
liable, lower: 1.21194008132
elaborated, formally: 0.65193379233
intelligible, non-existent: 0.0
uncommon, unremarkable: 2.49933292376
american, talkative: -0.216895162835
immaculate, well-balanced: 0.0
incidental, powerful: 0.142545027229
heaviest, victorious: 1.54394754637
obese, very: 0.622958899805
endangered, unrelated: 1.09188528569
life-threatening, pray: 0.0
ill-conceived, straightforward: 0.0
-lnteresting, terrorized: 0.0
nouveau, sudden: 1.54898776716
hence, unofficial: 0.320654536363
bullshit, good-iooking: 0.0
regrettably, traditional: 0.401387850034
built-in, sour: 0.0
sluggish, western: 0.58633962719
articulated, extreme: 0.863028850661
dickish, interrelated: 0.354951168714
canceled, nuts: 0.588000946562
equitable, mieux: 0.596576874367
cardinal, stricter: 1.15906264951
compliant, ggood: 0.0
forthwith, perpendicular: 1.67667865314
hopeful, sixteen: 0.265262313805
short-term, unable: 0.0
preliminary, weirder: 0.049100511481
lovable, unwelcome: 0.739990521888
intact, widest: 1.04561935412
difficult, more: 0.874925344616
developing, indefensible: -0.219403408364
kiddo, merciless: 0.692727463718
roll, swearing: 0.919225098729
justiciable, profane: 0.972078350939
categorical, importantly: 0.951795442782
overlooked, touchy: 1.94896892033
joyful, loving: 3.63379849824
documented, established: 1.86720313207
dangerous, loco: 0.577476555277
anxious, focused: 1.41689287799
adversarial, ordinary: 0.751087447739
adapted, correctly: 0.683084068435
north-east, one-sided: 0
braver, moving: 0.460019117113
freezing, shortly: 0.313075879297
achievable, selfish: 1.34568742562
last-minute, per: 0.0
general, naked: 0.012691707844
broader-based, inferior: 0.0
carsick, equitable: -0.000961657504
state-run, undeniable: 0.0
memorable, phat: 0.868661883327
refrigerated, safeguarded: 1.44544335106
lately, simplified: 0.577181859989
desolate, flat: 1.56079809458
random, respendable: 0.0
locked, wide-ranging: 0.0
ionely, nationwide: 0.0
anomalous, kid: -0.174233961712
derisory, hither: 1.23632608344
defensible, overflowing: 0.283412377144
desirable, excellent: 1.79467129553
short, sore: 0.196557738215
eighth, rife: 0.425709887085
girl, il: 0.389347009377
pilot-tested, sacred: 0.0
ruthless, same: 0.663933969039
larger, skeletal: 1.28435783736
entrenched, necessarily: 1.08464096455
northeastern, wing: 0.892493884386
calm, straightforward: 2.19437570449
dismissed, worried: 1.48461991821
cross, revised: -0.13824096782
funny, happiest: 3.43657852913
co-dependent, riveting: 0.0
competence, positioned: 0.674807396746
bizarre, unusual: 3.69204043033
demand-driven, home: 0.0
busier, principale: -0.255607824221
accustomed, rough: 1.5225803991
enforceable, hypersensitive: 0.97997390541
above-mentioned, going: 0.0
restless, tepid: 2.08416493801
bitter, superficial: 1.20989012012
clara, desirable: 0.209297179225
booked, negligible: 0.498596239361
open-ended, thought-out: 0
anyway, warm: 0.964079733248
braver, highest: 0.093120134395
forthcoming, secondary: 0.27680042203
flattered, secondly: 1.3864537005
executable, horny: 1.47049303017
efficient, mysterious: -0.073433875298
generous, likely: 0.38366377995
elongated, kinky: 1.74769516399
beter, disabled: 0.28120940035
continual, sorry: 0.559399216903
malicious, sealed: 0.170539059088
important, wise: 1.90692781948
blank, optimistic: 0.53245390769
near, twenty: -0.009649707448
peachy, unrealistic: 1.73711687359
defunct, jack: 0.080732710333
northeastern, overjoyed: -0.127428001378
greener, moronic: 0.795787124413
filthy, sounder: 0.255902482256
finally, great: 1.12237273385
dreamy, healthy: 0.649924312082
prepped, sorr: 0.0
foreseeable, risky: 1.44925577249
cloudy, steadfast: 0.843809173965
commensurate, singular: 1.77447699078
antsy, presentable: 1.99291523206
unwarranted, upstanding: 1.06294079524
casual, whassup: 0.757958814253
furthest, unambiguous: 1.24989971679
battered, executory: -0.457054075563
enhancing, impressed: 1.80316286196
patent, up-to-date: 0.0
chubby, relentless: 0.541874646902
done, seventh: 0.221551392291
friendlier, omnibus: 0.522304566387
insensitive, monumental: 0.803537952296
debatable, environmentally-friendly: 0.0
comfortable, self-conscious: 0.0
turned, weaker: 0.057786276374
dainty, gross: 0.498882625565
psychogenic, ruined: 0.74099793988
ridiculus, yellow: 0.222472190856
hurt, impeccable: 0.067452504893
truer, uncomplicated: 1.8038960636
harder, iittle: 0.0
handy, pivotal: 1.46391958984
freak, mum: 1.82929344978
hands-on, nosy: 0.0
cognizant, try: 1.10497044156
sophisticated, unthinkable: 0.470561028452
centralized, well-timed: 0.0
discrete, notable: 0.954828932775
cognizant, extensible: 1.62436801803
expressly, representativeness: 1.30784731084
roisin, timid: 0.0
complements, infected: -0.23159011533
later, pleasant: 0.379045341626
know, yourself: 2.05416810225
debatable, noteworthy: 2.94158462178
alike, marty: 0.107624456318
plain, stuffed: 1.34142140556
brisk, wrecked: 0.808846901992
bulletproof, honoured: 0.0
later, strongly: 0.427463858332
intense, jeopardized: 0.477490609762
acclaimed, neutral: 0.195701951487
easiest, surer: 1.96551912394
continuous, irate: -0.099611953041
reasoned, safeguarded: 0.554828304051
l, prepped: -0.647736564546
risky, usual: 0.707468928529
improved, off-the-record: 0.0
overloaded, short-sighted: 0.0
sunnier, vulgar: 0.602338466044
bonnie, political: -0.116871403367
challenges, ideally: 0.897260171807
hardto, occupied: 0.111780349535
guaranteed, politically: 0.107677994706
solemn, unsatisfactory: 1.32076580222
safer, tell: 1.03350822958
published, reduced: 0.65687033406
sacrosanct, smooth: 0.810349963847
longer, worldwide: 0.730754895271
bygones, disruptive: -0.004846690276
busier, galore: 1.85618536384
abysmal, plain: 1.50053991495
armed, fuller: 0.354737675295
inconceivable, universal: 1.37438603654
obtainable, under-funded: 0.0
allergic, vested: 1.72551041744
crazy, good-iooking: 0.0
non-compensatory, understandable: 0.0
dead, inconvenient: 0.908498904784
need, profitability: 0.574889721635
dirty, opened: 0.012597056498
started, stumpy: -0.262820414398
grieved, improvement: -0.163059658426
feasible, pursuant: 1.33515620773
lengthy, steadfast: 0.864024782162
indigent, mesmerizing: 0.802405876652
anti-constitutional, reaching: 0.0
bigger, ill-treated: 0.0
mortal, these: 1.02019430398
intriguing, provided: 0.298649726812
abused, unbiased: 1.24825280328
steeper, subsidized: 1.26764059465
bright, stuffed: 0.356730353366
clearer, luckier: 2.7419303816
creepy, loveable: 3.81444135776
trivial, undetermined: 0.951232052763
adapted, zesty: 1.2448462351
preceding, west: 0.059278550839
fools, ideal: 0.297882497593
faint, self-explanatory: 0.0
nigh, nothingg: 0.0
analogous, finite: 1.99037639484
french, moronic: 1.40683045424
distribution, frustrating: -0.401603660319
affixed, running: -0.06059545742
right-handed, subordinate: 0.0
essential, timed: 0.219271160354
judicious, question: 0.9894654105
urgent, young: 0.698513380729
berserk, sedentary: 0.98638388947
sincerely, treatable: 1.31282726096
paid, standing: 0.440956139369
dormant, pronounced: 0.503857987499
nosy, tenacious: 2.25819955624
grave, intentionally: 0.904964195205
better-educated, unequivocal: 0.0
nationwide, well-planned: 0.0
handsome, poorest: 0.710685165266
ingrained, unbecoming: 1.76297251874
rock, welcome: 0.238646327413
proceed, thoughtful: 1.19099874642
needy, urgently: 1.65303348185
especially, resilient: 1.13699941894
inescapable, moody: 1.24552078208
twice, valued: 0.381044618105
interestedin, unitary: 0.0
gandalf, seldom: 0.0
goodto, profitable: 0.0
graceful, referenced: -0.119702698534
blunt, silent: 1.26609481589
doing, self-evident: 0.0
extraneous, prepped: 0.70451915998
dirty, flattered: 0.910424808135
skilled, unseen: 0.919565465402
imrtant, volatile: 0.0
time-sensitive, well-tolerated: 0
gratifying, separate: 0.057677562649
nuts, yet: 0.049847468653
impatient, part: 0.5571473028
anti-constitutional, korea: 0.0
charmed, troublesome: 0.457962709151
midget, ordinary: -0.20370535743
cooler, medium: 0.423599092543
mindful, out-dated: 0.0
gentle, pre-published: 0.0
classic, well-protected: 0.0
heinous, idiot: 2.15661994936
iegitimate, relative: 0.0
around, vigilant: 0.363248999503
peaceful, under-funded: 0.0
slick, thereto: 0.094079493259
married, value: -0.200947857407
settled, worldwide: -0.494821853925
executed, tougher: 0.152521023621
recommendable, rude: 1.16408130079
democratic, self-sufficiency: 0.0
latest, savage: 1.17787448323
explosive, receptive: 1.36453477676
pressing, wet: 0.259795029213
western, zero: 0.468144376318
disagreeable, interrelated: 1.68003772241
level, scant: 1.09002648533
content, worthy: 0.690573049619
structured, unable: 0.717012766794
elsewhere, unreliable: 1.18465281068
creditable, well-lit: 0.0
effortless, purty: 2.01665055564
influential, minus: -0.45809398522
off-site, state-owned: 0
interlinked, legible: 2.23632116635
distribution, generally: 0.575161602444
frightened, perplexing: 1.43471768249
informative, unjust: 0.502008368675
insincere, integrated: 0.424213695032
ill-equipped, required: 0.0
forthright, prosperous: 1.72713270469
fuller, main: 0.650595597959
crazy, roisin: 0.0
flaccid, interrelated: 0.735038430317
bogus, liquid: 0.319952853965
helpful, hideous: 0.681274779707
eleven, pre-established: 0.0
korea, spicy: 1.48855192406
selected, well-balanced: 0.0
untapped, winning: 0.316702873899
fanta, placed: -0.084336327857
otherwise, shocked: 0.093394851538
baseless, proven: 1.42227696985
cooperative, remarried: 1.07217628784
born, risky: -0.041611158957
desolate, suddenly: 1.48567047046
groundless, profitable: 1.49743156569
attentive, required: 0.932046844673
persuaded, superior: 0.419270277207
belle, inalienable: 1.38486036077
arranged, bogus: 1.1619092213
heartening, premier: -0.142035808127
recognised, welcome: 0.0
hope, shorty: 0.480588460831
cautious, quickest: 0.860968488604
3rd, louder: -0.140928555322
displeased, traumatic: 0.75982120366
clueless, good-looking: 0.0
crystal-clear, intense: 0.0
delineated, way: -0.429824074642
axiomatic, irrelevant: 3.5346892448
challenges, salient: 1.1449163717
dirty, vacant: 0.774031666228
hardest, stress-related: 0.0
bright, stiff: 1.07678020119
fundamental, wish: 0.236391348378
co-operation, finite: 0.0
pissed, predominantly: 0.184715117215
fuller, stagnant: 0.53476750495
free-of-charge, fulfilled: 0.0
key, sensible: 0.867689145015
being, proven: 0.232846706715
articulated, crazy: -0.054840139566
gender-neutral, shitless: 0.0
sicker, unappy: 0.0
iittle, you: 0.0
luck, non-specific: 0.0
incompatible, subordinate: 2.87970459414
lofty, pretty: 1.20047233215
surprising, unimaginable: 1.95207480695
immature, motivated: 1.70496413131
increased, questionable: 0.72458890698
recurrent, self-executing: 0.0
ended, heavier: -0.090731298844
myself, perfectly: 1.42627455671
dying, limited: 0.274620312928
concerned, steeper: 1.16579649898
multifocal, undetermined: 0.974904919204
improbable, irregular: 1.62234296152
copacetic, economical: 1.38791505005
alarmed, elevated: 1.01722512118
elderly, vigorous: 0.650363104136
goodto, juicy: 0.0
minus, warmest: 2.45464528791
industrialised, present: 0.0
disruptive, endearing: 1.42880851264
confused, state-of-the-art: 0.0
simpler, way: 1.48042112047
distinguished, rock: 0.362115041507
influential, well-maintained: 0.0
finished, restricted: 0.659496847371
everyone, well-positioned: 0.0
shorter, stark: 0.828255968556
business-friendly, synergistic: 0.0
low, prolonged: 1.10291890725
grouchy, supported: -0.190516550981
benign, heights: -0.135136320508
powerful, prohibited: 0.181299482978
asking, inaudible: 1.57966509371
advertised, stringent: 0.720778122966
commensurate, targeted: 0.560185235043
coming, uncontroversial: -0.006335540659
desolate, naive: 1.24528136979
given, identify: 0.669009346667
fuzzy, lame: 2.89201818053
huge, snug: 0.411595377006
embarrassing, uncomfortable: 3.5594724157
interested, undemanding: 0.596206750738
attainable, indicative: 2.19454888208
grand, upper: 0.413787013998
belated, diverse: -0.093034980074
hooked, reasonably: -0.228026912686
being, education: 0.342695034861
gloomy, neat: 0.991590091319
coordinated, involved: 2.34648549355
nearest, risky: 0.054900494049
fried, ordinary: 0.905188206087
impermissible, mighty: -0.793185806365
awake, unfeasible: -0.007571587325
frustrating, hlv-positive: 0.0
omnipresent, principally: 0.432366942471
best, doomed: 0.725105826229
afraid, specialized: 0.450756231466
luminous, vice-chair: 0.0
nascent, pushy: 0.608431185369
enhanced, intentional: 0.547136833016
doubt, graver: 1.40077544291
degraded, political: 0.902983708727
brutal, correctly: 0.360920842482
corresponding, tentative: 0.37875092079
correctly, unacceptable: 1.09370334335
added, strong: 1.1213854368
buoyant, published: 0.419858806975
missy, performed: 0.027917168342
domestic, moister: 0.280379125124
profitable, shortly: 0.06306255011
self-sustained, well-represented: 0
content, ferociously: 0.56213359554
attentive, public: 0.928083092812
ago, upper: -0.013970712422
state-owned, unseemly: 0.0
current, proud: 0.006192173653
chickenshit, relative: 0.034687852035
lame, regularly: 0.245930447579
icy, inconclusive: 1.49725262185
bottled, horny: 0.404982672462
receivable, supra: 2.88628697772
any, jumpy: 0.549797617342
brilliant, elongated: 0.965391295133
inspirational, others: 0.667338692069
perfectly, spent: -0.272839507463
substandard, tall: 0.431564627662
tasteful, vegas: 2.54142346823
cost-efficient, pertinent: 0.0
fearful, valued: 0.324295682382
occurring, terrifying: 1.27042671412
killed, predictability: -0.308156832939
clear-cut, undemocratic: 0.0
kane, right: 0.208899177113
apart, discernable: 1.66091243583
heartening, noisy: 1.34318072595
undignified, why: 0.727570161534
accused, proud: 0.41316222367
chloe, represented: -0.098653965117
insured, processing: -0.103647925052
adjusted, transnational: 0.584636710686
appalling, underprivileged: 1.27972882634
chosen, fragile: -0.23412444522
affected, aggravated: 2.4702869853
prodigious, unique: 1.19878509767
documented, spoilt: 0.0
insensitive, utopian: 1.42207992064
cost-efficient, spoilt: 0
clean, treasured: 0.736906615851
impaired, persuasive: 1.46313444409
enhanced, stout: 0.563563567077
co-, undeniable: 0.0
included, sadly: 0.145593899608
apologise, ma: 0.0
immaterial, youngest: 0.178330594896
therefore, vivid: -0.160738837738
imperfect, strongly: 1.04204039269
abusive, thin-skinned: 0.0
diversified, prescriptive: 2.00674786232
richest, seropositive: 1.51566209701
sad, splendid: 1.64926877088
continued, small: 0.365857712314
naughty, well-managed: 0.0
hurt, lastly: 0.237204149125
serene, slightly: 1.12325013565
huh, in-depth: 0.0
perpendicular, sacrosanct: 1.48474975698
marvellous, proud: 0.0
stipulated, symbolic: 0.907832907775
dire, immediately: 0.369695486631
crass, grotesque: 4.05008932795
deposited, developed: 1.07888504387
moderately, unprejudiced: 0.790744566594
seriously, visual: 0.373750268884
challenges, redundant: 0.412932165532
alien, symmetrical: 1.37891045559
legally, suddenly: 0.776323118991
divided, proceed: 1.76174619724
19, cosmetic: 0.0
exquisite, onerous: 0.157914240748
comforting, state-funded: 0.0
biased, iegitimate: 0.0
comprehend, finally: 0.315903331001
comforting, flavorful: 3.02247273479
fertile, myself: 0.835687218575
funny, safe: 1.42578792473
orderable, visible: 1.26937030929
built-in, loveable: 0.0
acceded, dazzling: 0.072924902723
nothing, unscathed: 1.41372606277
already, severe: 0.808552502799
firm, inter-dependent: 0.0
flattered, nervous: 2.98714494561
folks, selected: -0.360011121119
marty, unpopular: 0.055413541685
!, unattractive: 0.0
murderous, roisin: 0.0
simpler, west: 0.082989231153
acquired, key: 0.247044449347
etcetera, improved: 0.832894346431
functioning, seamless: 0.947146100563
ruined, traded: 1.09966288239
planning, sexy: 0.277857028577
arguable, material: 1.09264411931
extraneous, wiser: 1.01091865612
indian, understand: 1.35614726282
laudable, ready: 0.002843809428
eager, rebatable: 0.0
irrational, nude: 0.433602631774
alien, deserved: 0.060073386864
cultural, telling: 0.154440692534
find, microscopic: 0.565919397994
do-able, synergistic: 0.0
obtainable, tragic: -0.583008161737
thankful, victorious: 1.57825726307
petite, realistic: 0.637375843131
factored, restored: 1.54428496973
unhappy, unsavory: 2.74633982042
efficacious, unconventional: 1.62434673516
comprehensible, west: -0.539214421298
around, whar: 0.0
facultative, unprejudiced: 1.46770238842
entrenched, well-armed: 0.0
fitting, handled: 1.13710521726
ineligible, mandatory: 2.82116276378
economical, reassuring: 0.690525961854
noisy, topical: -0.021351294437
distracting, intractable: 1.83513807034
long-range, retrievable: 0.0
pro-choice, refrigerated: 0.0
compatible, operative: 0.884104678797
ashamed, minute: 0.051166447786
called, entertaining: -0.069886142007
matched, move: -0.086808606582
flicka, hey: 0.0
negative, young: 0.281646631818
phony, responsive: 0.21331976423
clinically, efficient: 1.4934136169
temporary, uncertain: 1.19813314722
shortly, smartest: -0.022356323311
active, sticky: 0.683012000845
increasing, schizo: -0.193176291396
dotty, underage: 0.895748745183
better-iooking, observed: 0.0
senior, transient: 0.093609558225
bastard, moist: 1.18326193902
alarmed, unchangeable: 0.579606113774
ineligible, mere: 0.934606855304
19, clerical: 0.0
phony, unusual: 1.34423455606
arming, funky: 0.254405474894
anticipated, inaudible: 0.704178104353
grateful, organic: -0.059370729301
prejudicial, relevant: 3.02816811401
comin, prudent: 0.720189454425
meager, overdue: 1.24583128124
folks, radiant: 0.020654144818
acknowledging, aesthetic: 0.914190206707
confused, rock-solid: 0.0
all-important, canceled: 0.0
longstanding, migratory: 0.631867882286
happen, obvious: 1.15258345046
facilitated, fucked: 0.6082743327
simple, steady: 1.52265561286
giant, solemn: 0.056317606158
related, widely: 0.719829889372
livid, om-mazing: 0.0
arguable, profound: 2.01710239698
luck, repeating: 0.822683655154
arduous, represented: 0.138252793217
deceptive, incompatible: 1.63493744993
hairy, irregular: 1.42396002238
interwoven, locked: 1.26259447372
demanding, s-sorry: 0.0
broad-based, fucked: 0.0
long, term: 2.12384095259
autonomous, inactive: 1.98013219451
all-out, lead: 0.0
bro, proud: 0.974170990443
comparable, undeveloped: 1.12270394416
expeditious, objectionable: 1.88391202573
cheap, smooth: 1.60372848198
efficacious, everybody: -0.308317305462
disconcerting, used: 0.405869086042
eco-friendly, overdue: 0.0
rarer, sleeping: -0.022322295847
dispute, tacky: 0.498703830287
dismal, heavyset: 0.595176684463
moving, slower: 1.34882477093
extraneous, routine: 1.15707520171
more, truer: 1.8302110205
happiest, winning: 1.22561619477
luke, stipulated: 0.210955876303
emotional, spaced: 0.606376438204
holistic, two: -0.056890132375
above-mentioned, simple: 0.0
fully, fundamental: 0.910134323577
delayed, happening: 0.960943885147
out-dated, unlocked: 0.0
registered, submitted: 2.72893716094
often, true: 0.800125089478
buoyant, flexible: 2.02909948277
frank, tentative: 1.09638540549
foul, old-fashioned: 0.0
narrow, visibility: 1.26753113402
technology-neutral, tempting: 0.0
anymore, lovelier: 1.64413100633
between, transparent: -0.097793250021
heard, triple: 0.327818654586
intertwined, potent: 2.32353766856
bro, wreckable: 0.0
marty, unused: 0.102148915244
scant, splitting: 0.746198406193
free-of-charge, one-sidedly: 0
cheaper, lonely: 0.824630739772
honourable, singular: 0.0
justification, well-balanced: 0.0
high-cost, smitten: 0.0
elsewhere, marginal: 1.16341831075
humid, plain: 0.902561403761
persuasive, racked: -0.079236928898
mama, mental: 1.33535736915
iilegal, value: 0.0
monitored, smartest: 0.499331157144
debatable, working: 0.06033599131
dazzling, repeated: 0.689628554578
cherry, doable: 0.718802602981
busy, gigantic: 0.713643755731
non-compensatory, remediated: 0.0
courageous, loverly: 0.572472976216
privileged, unprofitable: 0.165604314831
candid, stillborn: 1.29093845043
faulty, stagnant: 1.68497591305
fixated, secret: 1.14697924521
designed, unified: 0.726980397244
deserved, nationwide: 0.043055340808
credible, unheard-of: 0.0
stagnant, unconditional: -0.066869634833
cleaner, conservative: 0.117617757505
insolent, shorty: 0.941267072967
lightweight, well-informed: 0.0
incidental, psyched: 0.236394762931
booming, scrumptious: 0.825367104054
asleep, illegal: 1.04707051409
drastic, house-trained: 0.0
il, recognizing: -0.482901259891
imprecise, liquid: 1.1356479623
do-able, horrifying: 0.0
inclusive, smaller: 0.655091157286
incomplete, net: 1.04471592001
deep-rooted, vital: 0.0
elevated, fairest: -0.332595589823
plain, thought-out: 0.0
shoot, vigorous: 0.056002189826
dedicated, indebted: 1.65361231021
bull, tasty: 0.513527256088
heavy-handed, systematic: 0.0
free, polluting: 1.11493834974
glad, serious: 1.23684251571
celebrities, pray: 1.11628259158
absolutely, insufficient: 0.970621296696
first-rate, hasty: 0.0
cited, derisory: -0.024065533318
free-of-charge, mieux: 0.0
bullshit, skilful: 1.40650395883
ambiguous, shit: 0.766380245911
acknowledged, juicy: -0.037081380678
automated, favorable: 0.923156319378
improving, requested: -0.366648555397
astounded, selfish: 0.836865563175
non-compensatory, to: 0
disparate, dubious: 1.82766654092
regulated, simpler: 1.45875516434
attentive, insulted: 1.19995361271
gender-neutral, killed: 0.0
special, sunny: 0.245871447117
franco, strictest: -0.78573689696
actively, warned: 0.476105451122
end-to-end, grave: 0.0
however, splitting: 0.665941431942
dirtier, unsatisfactory: 1.50290424841
bro, luke: 4.05033890461
boundless, timed: 0.379031418854
greatest, hideous: 1.50300816946
instructive, obsolete: 0.858469187294
pretentious, resolved: 0.085650399589
erected, simpler: 0.247724115649
ice-cold, urgent: 0.0
clearly, terminated: 0.403909411139
imperceptible, implacable: 2.3370054625
inspiring, wholly: 1.00646396234
distracting, mandatory: 0.802338491127
challenging, unprejudiced: 0.68573690074
certifiable, overloaded: 1.27161300273
previously, unexpected: 0.50695520858
sound, tiresome: 1.69758624242
diligent, hollow: 0.221789428123
adversarial, unavailable: 0.087426623907
abolished, definite: 0.569930504588
autonomous, undamaged: 2.02592611768
deepest, typical: 0.466566269378
differently, youngest: 0.900766444895
better-iooking, integrated: 0.0
sing, updated: 0.051075264022
henry, multi-disciplinary: 0.0
likely, undesirable: 1.74372037939
above-mentioned, creepy: 0.0
good-looking, light: 0.0
inexplicable, more: -0.139036426256
defined, senseless: 0.071661477464
attention, depressed: 0.336498147602
chubby, secure: -0.333612988743
prolonged, propitious: 1.60188043748
fascinated, pricey: 0.927732628339
luminous, mean: 0.290748444412
dreamy, imprecise: 2.07941889345
rusted, trivial: 1.00344509619
emerged, fifteen: 0.381045439969
funny, statewide: 0.096394142962
seldom, unjust: 0.554837281703
callous, definitive: 0.165234713899
standard, well-filled: 0.0
co-operate, sound: 0.0
inadequate, terminated: 1.81609628507
get, systemic: 0.313208370778
rewarding, well-controlled: 0.0
chilly, currently: -0.643106413017
directly, expedited: 1.07109012311
bi-directional, predictable: 0.0
live, restrictive: 1.13425945733
lately, understand: 0.893973168433
merciless, unused: -0.642466425916
unavailable, unsuccessful: 3.16625542454
elite, handled: 0.165786153333
disturbing, poisonous: 2.46418792388
healthier, uncomfortable: 1.60161581332
generous, issued: 0.253624187266
enduring, unfortunate: 1.22515921225
shut, taller: 0.30869212782
patience, realisable: 0.0
good-looking, redundant: 0.0
eccentric, leading: 0.487458223727
abhorrent, sound: 0.746720171148
comprehensible, tedious: 3.46860597573
elusive, transitional: 0.360472889703
interested, interwoven: 0.581573132553
affordable, weil: 0.322993921575
consideration, unfit: 0.52037538367
found, neglected: 0.814591618121
bitter, inspiring: 0.877385218786
magical, true: 1.86792461007
assured, unforgiving: 0.29693054799
fullest, negligeable: 0.0
untrue, well-protected: 0.0
carmela, uncomplicated: 0.0
bummed, more: -0.172736678762
daunting, relaxed: 1.90222594248
fully, specifically: 1.45591736401
bottled, responsable: 0.060151082014
untouched, wicked: 1.04056178999
'sgoing, mature: 0.0
beneficial, horrible: 1.3200607435
hateful, luke: 1.79381834404
large, security: 0.90196004036
bad-looking, irrelevant: 0.0
busted, milder: 0.204360512922
hereto, large-scale: 0.0
intriguing, micro: 0.362970192088
first-hand, sponsored: 0.0
outermost, scheduled: 0.20157862924
lazy, negligible: 0.678574286773
farther, forlorn: 0.927947454171
meagre, yo: 0.0
else, pray: 1.83067050847
increased, kinda: -0.086100298279
now, unconvincing: -0.109524894642
asinine, u.s.: 0.0
uneconomic, unhealthy: 3.10708879053
concentrated, medium-sized: 0.0
preposterous, proportional: 1.02722985602
soft, thanks: 0.309503070836
consistent, ironic: 0.883052376119
fixated, stringent: 0.555981297577
fragmented, well-treated: 0.0
considered, oversensitive: 1.12170637558
prestigious, well-developed: 0.0
callous, pure: 1.08219551342
all-important, founded: 0.0
ordinary, unquestionable: 1.17175684224
characteristic, harmonised: 0.0
fruitful, well-managed: 0.0
life-threatening, unproblematic: 0.0
executable, scalable: 4.28067916414
nonexistent, previously: 0.317595685496
mortal, surely: 1.88308872293
nineteen, up-to-date: 0.0
courteous, improvement: 1.26502813444
thin-skinned, well-balanced: 0
abolitionist, impatient: 0.423865856974
eager, task-oriented: 0.0
nothing, thought-provoking: 0.0
dramatic, genuinely: 0.601369291769
startling, undemanding: 0.317981016717
receivable, variable: 3.15888647732
recently, respected: 1.32148359233
herein, overjoyed: -0.072827581075
classified, published: 1.7571377139
entitled, l: 0.961361252972
nigh, wondrous: 2.08039319381
thready, today: 0.080736154828
countless, secret: 0.812177193241
outnumbered, restrictive: 1.48544443815
financed, loud: 0.276456467861
operative, overjoyed: -0.133618919105
anxious, moist: 0.72492931574
compelling, retarded: 0.294440529009
internal, of: 0.0
extraneous, teeny: 1.87585171108
better, moister: 2.89270029534
credible, messy: 0.663824849014
potent, unremarkable: 1.67759814176
eleven, frantic: 0.638059219224
coarser, resilient: 1.27403470513
imperfect, lucky: 1.56958634701
do, greater: 0.883937518256
experienced, thereto: 0.389964001152
flicka, luckier: 0.0
foul, legible: 0.572424209943
fucked, undecided: 0.446701108107
topical, unbecoming: 0.593118803225
commensurate, distant: 0.611826380234
export, homosexual: 0.334279688188
restored, short: 0.701596270157
phat, widening: 0.350977033208
stiff, well-controlled: 0.0
evolving, someday: 1.21702415471
history, jeopardized: 0.895295599557
real, scientific: 1.03016259312
denser, requested: 0.283191199984
