gravest, ludicrous: 1.88402770388
meaner, underpaid: 1.5507556577
round, scalable: 0.418058375053
dope, wrongful: 0.678052312403
co-operate, depressing: 0.0
awol, first-rate: 0.0
rarely, religious: 0.879867873707
nonsense, worldwide: -0.044318656294
insecure, slightly: 1.19374608869
enabled, pronounced: 0.662079725675
off, ripe: 0.232986940899
abysmal, jumpy: 1.0223731578
in, well-suited: 0.0
added, self-reliant: 0.0
hot, shaking: 0.977927322938
foremost, perverse: 0.618394885573
accuracy, flicka: 0.0
eventually, psyched: 0.013806161354
cost-efficient, far-reaching: 0
expandable, thorough: -0.082635197164
difficult, pray: 0.970383264753
extirpated, pivotal: -0.331227167782
elegant, theoretical: 0.779785354324
respect, warm: 0.544636228598
frozen, periodic: 0.567353043184
resident, warned: 0.201437396092
flourishing, intact: 1.81694258495
chaotic, simple: 1.36256997947
miniscule, worthy: 1.39534118455
blow, shy: 1.08602486169
intermediate, nude: 0.501160069031
muscovite, woolly: 1.04335921867
guilty, innocuous: 1.23967848115
splitting, terse: 0.5323972026
costeffective, rank: 0.681118653473
fluid, unmistakable: 1.14994362003
poorest, unwelcome: 1.0501981674
dispute, unquestionable: 0.566077431484
bulletproof, kind: 1.27870740238
limp, smart: 0.412273063627
cheery, false: 1.22011645099
busy, prosperous: 1.33964629903
mightier, sir: 2.65319365531
ineffectual, urgently: 0.94259365146
constantly, micro: 0.771181709424
antagonistic, of: 0.0
sensational, so: 0.184617635188
greener, varying: 0.269120239967
filed, unendurable: 0.317811424247
close, insane: 0.383701198749
manifestly, undamaged: 0.891302104161
built, unremarkable: 1.09132255081
issued, passionate: -0.037182844799
exaggerated, indiscreet: 2.55273780249
close, world-wide: 0.0
abrasive, fussy: 3.71433273523
outside, standing: 1.49790147558
foxy, worse: 0.849109895852
attentive, costeffective: 1.13052029934
rewarding, wild: 0.588604917148
change, frail: 0.126811914284
conceivable, vice-chairman: 0.0
doable, humane: 1.94757751978
high, mad: 0.478665478292
internationaux, self-aware: 0.0
supreme, timelier: 0.57027178809
dishonest, outdated: 2.1960010911
outrageous, uptight: 1.43710800387
bone-dry, superstitious: 0.0
routine, run: 0.610592199069
concerned, manifold: 0.951790941836
punchy, senior: -0.227119765059
iike, undeniable: 0.0
docile, jolly: 2.42088485227
fatal, skilful: 0.510785209451
aging, builshit: 0.0
calculated, green: -0.332152308432
carmela, finest: 0.0
recurrent, unquestionable: 0.67703375562
abolished, incalculable: 1.37846804635
mid-sized, successfully: 0.0
indisputable, promising: 0.835485009932
beloved, reyes-torrena: 0.0
burned, stillborn: 1.83985371599
dorky, unremarkable: 2.84772851285
asleep, forgiving: 1.61419187227
cinematography, looser: 1.34434030995
coordinated, well-off: 0.0
glowing, weird: 1.94457741802
very, warranted: 0.750687897164
attractive, comforting: 1.87674786014
equitable, well-protected: 0.0
socio-economically, worded: 0.0
productive, realist: 1.08721908233
inestimable, off: 0.145265484818
unimportant, worthy: 3.0510119578
longitude, multi-layered: 0.0
elaborated, uncanny: 0.765408087549
rusty, sure: 1.15864033839
demeaning, elite: 0.942542856756
mistaken, readyto: 0.198142209677
inconsistent, pushy: 0.842589795429
ping-pong, strange: 0.0
beautifui, predominantly: 0.0
boring, indefensible: 2.0662048538
attractive, well-served: 0.0
old-fashioned, respected: 0.0
negligible, significantly: 2.17770825026
continual, sacred: 0.868837992789
farther, gonna: 1.00888966612
growin, warmest: 2.37415071636
annulled, vice-chairman: 0.0
unhurt, yearly: -0.627606463329
infeasible, problematic: 4.18025447942
blunt, steeper: 1.46309078298
illogical, user-defined: 0.0
refreshing, valuable: 1.38055545548
catastrophic, jump: 0.404269842098
delighted, foolproof: 0.168660247633
intense, tenacious: 2.73505576561
credible, ravishing: 0.663049273821
alternate, baseless: 0.061650552553
consulted, unattainable: 0.082581245669
erected, someplace: 0.758506917896
2nd, affluent: -0.268504796844
fluent, self-employed: 0.0
orderly, well: 1.26625461112
smug, spooky: 1.80432036291
main, year: 0.087895285327
find, unimportant: 0.348142734044
terminated, yeah: 0.162956548954
grown-up, youth: 0.0
doubled, undignified: -0.155638419256
manageable, tonight: -0.061405936823
believable, well-developed: 0.0
enhancing, medical: 0.339890986829
affected, superstitious: 1.26790728162
inoperable, wacky: 0.967906225483
sponsored, stay: -0.290596249223
fast-switched, forlorn: 0.0
ambiguous, holistic: 1.26681299788
cooperative, docile: 2.15764594917
middle, stumpy: 1.05343507019
great, outnumbered: 0.205504359658
unlocked, well-controlled: 0.0
impoverished, intrusive: 0.469500453332
installed, sold: 2.3742316186
committed, under-age: 0.0
kinky, necessary: 0.753085049859
active, unpopular: 1.38079180109
claire, compulsory: 0.618711122458
distinguished, referenced: 1.28107575157
adorable, homesick: 2.62455690962
confused, u.s.: 0.0
shiny, universal: 0.621223347526
condescending, tabled: 0.427596648913
relentless, tired: 2.21062799906
commenced, loaded: 0.319404377509
shortly, successful: 0.735472068153
pale, swift: 0.580520812109
compensable, non-existent: 0.0
but, earliest: 0.47827616117
also, distraught: 0.08516943166
disparate, unusual: 1.28404527523
new, unified: 1.17521581276
expedient, strengthened: 0.543071409115
filthy, petrified: 2.72764889819
cancelled, global: 0.0
merely, spooky: 0.342298106257
given, specific: 0.866548016757
distinguishable, previous: 0.398724150916
functionally, multifaceted: 0.961408136668
l, profitability: -0.294934380663
lesser, re-appointed: 0.0
happening, modest: 0.159363682339
exaggerated, unprofessional: 2.93493537525
especially, neurotic: 0.571099268082
circumneutral, discriminate: 0.0
death-proof, progress: 0.0
consequential, tolerable: 1.72623169592
mild, thanks: 0.678067450612
persuaded, sharp: 0.342684469876
well-organized, wierd: 0.0
freaky, voluntary: 0.035823904613
equipped, intermediate: 0.582491030156
feasible, iittle: 0.0
skint, well-tolerated: 0.0
efficacy, peculiar: -0.07107325212
colossal, considerably: 0.504367157381
irregular, stone-cold: 0.0
co-financed, disgusting: 0.0
housebroken, trendy: 1.7966077859
needless, stunning: 1.14925842471
educated, greatest: 1.0296794944
culturally, interwoven: 2.13477157407
blinded, denser: -0.067236974223
planning, pursuant: 0.073063335261
intended, merciful: 1.04049336035
basically, incredible: 1.66935113044
groundless, rigorous: 1.12560981255
promptly, rough: -0.081527641024
petrified, strangers: 1.8721541211
gravest, obscene: 1.49857395464
although, found: 0.678629668375
co-ownership, thereto: 0.0
dependent, differing: 1.17461153328
holistic, trained: 1.69697460335
-lnteresting, unwise: 0.0
inherent, mostly: 0.681754982935
competent, substantial: 0.953894229651
affixed, shorty: 0.960132927967
demand-driven, jeopardized: 0.0
disappointing, zesty: 0.893981040381
indispensible, sharp: 0.278304372997
above-mentioned, disjunct: 0.0
negligeable, pluralistic: 0.0
under-inclusive, uneven: 0.0
discernible, harmless: 1.48520431498
aggressive, poorer: 0.824787672303
louder, terrorized: 1.11608339703
absurd, fabulous: 1.67687577624
grave, hurry: 0.270625761448
lengthy, stellar: 1.36700329259
claire, unaware: 0.216420673498
asked, bastard: 0.634367219106
damaging, gonna: 0.385897961935
contradictory, unanimous: 1.39869180574
marvellous, wicked: 0.0
engaged, intricate: 0.991904049921
low-skilled, proud: 0.0
secondly, worthwhile: 1.26637585027
cancelled, trendy: 0.0
debate, given: 0.488244299761
false, hard: 0.424359845308
decent, formal: 0.465758454756
quadruple, undecided: 0.140958047935
do-able, informed: 0.0
pricey, wealthier: 2.69546517289
beautiful, perilous: 1.61475777467
gotta, lasting: 0.221218336422
notably, realizing: 0.344961874945
damp, statewide: 0.422511095851
lukewarm, milder: 2.77863355615
iegitimate, unsustainable: 0.0
iittle, legit: 0.0
broad, cozy: 1.05582611364
crucial, particular: 1.21899450878
actively, principal: 0.82627957236
jurisdictional, noteworthy: 0.777672109941
developing, younger: 0.978904613977
scary, term: 0.370464422079
smart, twenty: 0.25790604455
elaborated, primary: 0.518265599626
ever-increasing, one-sidedly: 0
ageing, robust: 0.0
rooted, static: 1.22821977067
heartfelt, overwhelming: 2.01840308773
built-in, poorest: 0.0
armed, executory: 0.317149247886
righteousness, thorough: 1.0607814002
crafted, usual: 0.204385397006
meager, sounder: 0.926891527134
multifocal, passionate: 0.349472049666
cheapest, unprofitable: 2.6839657091
healthier, unequal: 1.67667415415
exaggerated, peripheral: 1.39744458488
bogus, standardized: 1.0076273147
results-oriented, unnecessary: 0.0
note, slender: 0.560428738552
challenged, dull: 0.469781458596
knowledgeable, priced: 0.783679262792
classified, iucky: 0.0
brave, reai: 0.0
meaningless, northern: 0.237223083032
broad, nonexistent: 0.480985691581
enrolled, sincere: 0.618776072975
belle, operational: 0.4163643814
freaky, time: 0.173633600168
cheery, freaky: 2.50068693749
griet, stillborn: 0.0
attentive, richer: 1.59519007836
confusing, determinant: 0.582812273344
cognizant, devastating: 1.30730922309
self-aware, suddenly: 0.0
done, harmless: 0.426391830857
courageous, impolite: 2.32401196892
different, toasted: 0.346003773458
max, routine: 0.205501965553
cleverer, entirely: 0.641264678447
danger, meticulous: 0.13507771814
'sgoing, unjust: 0.0
misguided, older: 0.607732380645
amiss, cool: 0.749205745777
disrespectful, firm: -0.498675122348
co-chairperson, today: 0.0
operative, wrecked: -0.373501643064
commended, dead: -0.598351081978
pervasive, probable: 0.782125763813
opposed, urgently: 0.000431003929
om-mazing, privileged: 0.0
funny, outrageous: 3.17285537102
15-year-old, girlie: 0.0
calm, marty: -0.198002886468
changed, out: 0.572528539735
onerous, vast: 0.619705893936
displaced, mla: 0.473174711795
impressed, true: 1.17135983596
operated, well-off: 0.0
potential, superficial: 0.637863866364
ideally, troublesome: 0.170675639985
awkward, run: 0.18321482636
!, fearful: 0.0
inescapable, midget: -0.631146864926
neurotic, worthless: 1.76041456671
chubby, prevailing: -0.48895141362
held, non-toxic: 0.0
craze, released: 0.327394267674
edible, proportionate: 0.414903738646
overworked, sale: -0.573502567263
to, wished: 0.0
polluting, thank: 0.504790960494
s-sorry, vicious: 0.0
accelerated, exclusive: 0.571513822028
damp, deader: 1.96246530756
increased, something: 0.002560509274
ignorant, results-oriented: 0.0
newborn, suitable: 0.522947493184
all-embracing, born: 0.0
liquid, preceding: 0.542213967393
dreadful, rapid: 0.823813447926
responsable, use: 0.405241139358
chubby, dead: 1.61966870247
adverse, astounding: 0.957216177945
battered, discrete: -0.083125946199
aggravated, awful: 1.37575807907
empty, sober: 1.55265434799
go, reason: 1.17498152202
get, simply: 1.10894806025
active, astute: 2.06773659918
built, manifold: 0.812664775325
inefficient, off-putting: 0.0
bottled, self-conscious: 0.0
depressing, follows: 1.30901970875
clara, homesick: 0.737866372734
conceivable, thirsty: 0.460568699778
crude, treasured: 0.463587643261
exclusive, widest: 1.49601737725
criminal, silent: 0.806678462314
ironic, sick: 1.16498268629
-so, transient: 0.0
anonymous, overlooked: 1.55510135304
regular, vulgar: 0.363679532014
basically, opened: 0.375239332463
acceded, carmela: 0.0
improving, untapped: 1.63595749652
managed, overlooked: 0.634909983951
famous, sell: 0.574369351695
realisable, wiser: 0.0
enchanting, state-run: 0.0
heavier, wider: 2.86901065742
export-ready, happier: 0.0
broad-based, published: 0.0
out-dated, structured: 0.0
determinative, minimal: 1.5098957227
back, standing: 0.443447973484
rock-solid, sell: 0.0
analogous, representative: 0.659487946159
illustrative, sleeping: 0.229746364713
korean, speedy: -0.181002728237
hiv-infected, self-sustaining: 0
characteristic, unusual: 2.23911054846
genius, nonexistent: 0.980577528498
favorable, restful: 1.57474259884
blameless, strongly: 1.27832527042
prosperous, sombre: 1.79892293608
far-reaching, presentable: 0.0
all-important, superficial: 0.0
reported, thriving: 0.428391877198
charming, pricey: 1.57058564125
respectable, well-positioned: 0.0
induced, tenacious: 0.228307913311
forthright, pre-published: 0.0
gentle, proceed: 0.662758185771
flicka, younger: 0.0
formerly, unrealistic: -0.571934397201
more, paid: 0.611408512283
bereft, opportunity: 0.093133627702
blatant, exciting: 0.85023824379
pluralistic, weak: 1.3553394831
first-rate, upfront: 0.0
anticipated, settled: 0.363914889151
ecstatic, speedy: 0.770470253524
griet, medium: 0.0
determinative, youngest: -0.058700208289
becoming, panicked: 0.590474092075
living, unconvincing: -0.169875624601
economically, laddie: 0.493805592489
preoccupied, wealthier: 1.7840305413
mere, single-ranked: 0.0
circumspect, starved: 0.250337067822
inexplicable, uptown: 0.038166952577
direct, naughty: -0.0868828948
busy, worrisome: 1.02988110836
memorable, reason: 0.32946015841
rank, unanimous: 0.908675437825
enormously, first-rate: 0.0
master, remediated: 1.36168335549
demanding, unsteady: 1.01488509374
internationaux, unfilled: 0.345922970366
kiddo, unambiguous: 0.466938959209
asked, rigid: 0.110474229779
distracting, poorest: 0.748644207964
compassionate, normally: 0.782392204998
junior, thanks: 0.106497244785
assured, co-chair: 0.0
relentless, well-documented: 0.0
restricted, tenable: 1.64580500352
cynical, flattering: 3.0075692909
end-to-end, inter-connected: 0
unavailable, unseen: 0.91271701914
impatient, sane: 1.30638587782
even-handed, growin: 0.0
luckier, problematical: 1.87672430979
contemptible, integrated: 0.564565863371
burned, innovative: -0.124743013734
manifestly, nonsensical: 2.34016946974
far, say: 1.46266866303
immense, tonight: 0.046156038224
motivated, required: 1.13184258695
operated, substantial: 0.567214747465
broad-based, irate: 0.0
pitch-dark, placed: 0.0
farther, insane: 0.585994586966
breadth, hereto: 0.366945688025
amiss, high-ranking: 0.0
midget, wait: 0.494251740789
industrial, recognizing: 0.251279742105
laughable, ubiquitous: 1.723901696
everyone, outrageous: 0.852330669667
dynamic, influential: 2.27067342337
practice-oriented, pro-active: 0
duty-bound, grievous: 0.0
geek, successful: 0.454347608479
deserted, worthy: 0.373933698298
documented, unidentified: 0.555503952528
generic, manufactured: 2.21758255792
scandalous, vice-chairmen: 0.0
beastly, conventional: 1.12464401178
homesick, stepped-up: 0.0
principale, representative: 0.104553673037
heated, naturalistic: 0.795152951174
nearby, off: 1.32250334742
pray, well-documented: 0.0
gutsy, out-dated: 0.0
doin, unlawful: 0.632706361563
beautifui, speedy: 0.0
crafty, ill-defined: 0.0
lengthy, non: 0.313418234474
complicated, icy: 1.12464649614
better, other: 1.05065212655
imperative, together: 1.07220500127
expedited, hopeful: 1.39295971176
buoyant, fruitful: 2.38976138179
blank, rampant: 0.779795277412
well-designed, well-suited: 0
spotless, us: 0.3559046873
mum, strict: 1.83393273122
blurry, equitable: 0.219329526433
actively, virtuous: 1.14633023535
honest, marvelous: 1.44003419815
specialised, uppermost: 0.0
forthwith, nouveau: 0.65769831778
outnumbered, tired: 2.30973515355
sincerely, slightly: 0.211791583232
circumneutral, mental: 0.0
contemplated, gone: 1.23888100799
fucked, strained: 1.76152083569
interwoven, trivial: 1.59702022033
second, unlocked: 0.293778653751
convinced, wack: 1.35712283226
dainty, shoot: 0.528968309476
